url,all_info,Business Category,Booth Number,Brand,Website,Company Profile,Youtube
https://www.secutech.com/26/en/exdetail.aspx?eid=1987,"['Business Category\t', 'Booth Number\t111', 'Brand\t', 'Website\thttp://cupola360.com/en/', 'Company Profile\t1', 'Youtube\t']",,111,,http://cupola360.com/en/,1,
https://www.secutech.com/26/en/exdetail.aspx?eid=2837,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t603', 'Brand\t', 'Self-owned：FaceMe® 臉部辨識引擎 (Taiwan)', 'Self-owned：CyberLink (Taiwan)', '', 'Website\thttp://https://www.cyberlink.com/faceme', 'Company Profile\tFounded in 1996, CyberLink Corp. (5203.TW) is the world leader in multimedia software and AI facial recognition technology. The company developed and owns over 200 patented technologies that provide a solid foundation on which it continuously revolutionizes the multimedia experience and consistently delivers innovative and interoperable solutions.', 'Youtube\thttps://www.youtube.com/@FaceMe', '']",AI/IoT/Networking/Software & Platform,603,Self-owned：FaceMe® 臉部辨識引擎 (Taiwan),http://https://www.cyberlink.com/faceme,"Founded in 1996, CyberLink Corp. (5203.TW) is the world leader in multimedia software and AI facial recognition technology. The company developed and owns over 200 patented technologies that provide a solid foundation on which it continuously revolutionizes the multimedia experience and consistently delivers innovative and interoperable solutions.",https://www.youtube.com/@FaceMe
https://www.secutech.com/26/en/exdetail.aspx?eid=45,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t837', 'Brand\t', 'Self-owned：台科電科技股份有限公司 DAE INSTRUMENTS CORP. (Taiwan)', '', 'Website\thttp://www.daeinstrument.com.tw', 'Company Profile\tDAE Instrument Corp. developed Taiwan’s first electronic energy meter in 2002, establishing itself as a leading brand in the smart meter industry. With extensive experience across various fields, the company efficiently responds to customer needs by providing integrated energy package solutions.', '', 'Our five core product lines include the STEMS Pro Energy Management System, STEMS EV Smart Charging Management System, Cloud-Based Prepaid System, IC Card Billing System, and Smart Lighting System.', 'Youtube\t']",Factory & Environmental Safety and Health,837,Self-owned：台科電科技股份有限公司 DAE INSTRUMENTS CORP. (Taiwan),http://www.daeinstrument.com.tw,"DAE Instrument Corp. developed Taiwan’s first electronic energy meter in 2002, establishing itself as a leading brand in the smart meter industry. With extensive experience across various fields, the company efficiently responds to customer needs by providing integrated energy package solutions.",
https://www.secutech.com/26/en/exdetail.aspx?eid=2647,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t1237', 'Brand\t', 'Other Represented：Xtralis(VESDA/HEITEL) (Other)', 'Other Represented：PermAlert (America)', 'Other Represented：Honeywell (Li-ion Tamer) (America)', '', 'Website\thttp://www.dawnhoof.com.tw', ""Company Profile\tEstablished in 1989, Dawnhoof company was a pioneer in introducing the world's most advanced VESDA Aspiration Smoke Detector System to the Taiwan market. This cutting-edge system proactively detects smoke with 500 times higher sensitivity than traditional methods, ideal for high-tech facilities, clean rooms, data centers, hospitals, refrigerated warehouses, and more."", 'With over four decades of experience, Dawnhoof is your trusted partner in fire safety and prevention.', 'Youtube\thttps://youtu.be/uDoCSFR0eUA?si=keSzeGDcv_tsvAXJ', '']",Disaster Prevention and Rescue,1237,Other Represented：Xtralis(VESDA/HEITEL) (Other),http://www.dawnhoof.com.tw,"Established in 1989, Dawnhoof company was a pioneer in introducing the world's most advanced VESDA Aspiration Smoke Detector System to the Taiwan market. This cutting-edge system proactively detects smoke with 500 times higher sensitivity than traditional methods, ideal for high-tech facilities, clean rooms, data centers, hospitals, refrigerated warehouses, and more.",https://youtu.be/uDoCSFR0eUA?si=keSzeGDcv_tsvAXJ
https://www.secutech.com/26/en/exdetail.aspx?eid=8,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t205', 'Brand\t', 'Self-owned：ICATCH (Taiwan)', '', 'Website\thttp://www.d-wincorp.com', 'Company Profile\tDefinitely Win was established in 2014, it’s the general agent of ICATCH INC for DVRs in Taiwan. Our core concept is to provide distributors with the most competitive products and create the greatest profit for them.', 'In 2020, Definitely Win has organized its own brand IPCAMWIN to carry out ODM/OEM of IP cameras. The R＆D team has more than 10 years of experience in customizing surveillance cameras, and has served as an important position in the R＆D team of a well-known Taiwanese security company.', 'Youtube\t']",AI/IoT/Networking/Software & Platform,205,Self-owned：ICATCH (Taiwan),http://www.d-wincorp.com,"Definitely Win was established in 2014, it’s the general agent of ICATCH INC for DVRs in Taiwan. Our core concept is to provide distributors with the most competitive products and create the greatest profit for them.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3139,"['Business Category\tSmart Building/Homes', 'Booth Number\t837', 'Brand\t', 'Website\thttp://www.resharch.com', 'Company Profile\t', 'Youtube\t']",Smart Building/Homes,837,,http://www.resharch.com,,
https://www.secutech.com/26/en/exdetail.aspx?eid=355,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t228', 'Brand\t', 'Self-owned：DINTEK (Taiwan)', '', 'Website\thttp://www.dintek.com.tw', 'Company Profile\tDINTEK offers a diverse array of innovative products ranging from Telecom& Datacom Connectors to LAN cabling systems. \u200bOur fundamental goal is to build positive, long-term relationships with our customers. Thereby we keep our focus on customers by continually adhering to three core values of Quality, Loyalty and Efficiency.', 'Youtube\thttps://www.youtube.com/watch?v=rYuk5ALl4Hw', '']",AI/IoT/Networking/Software & Platform,228,Self-owned：DINTEK (Taiwan),http://www.dintek.com.tw,"DINTEK offers a diverse array of innovative products ranging from Telecom& Datacom Connectors to LAN cabling systems. ​Our fundamental goal is to build positive, long-term relationships with our customers. Thereby we keep our focus on customers by continually adhering to three core values of Quality, Loyalty and Efficiency.",https://www.youtube.com/watch?v=rYuk5ALl4Hw
https://www.secutech.com/26/en/exdetail.aspx?eid=2899,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t333', 'Brand\t', 'Website\thttp://www.dps.tw', 'Company Profile\tDPS CO., LTD.', 'Youtube\t']",Disaster Prevention and Rescue,333,,http://www.dps.tw,"DPS CO., LTD.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3033,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t', 'Brand\t', 'Website\thttp://www.crida.org', 'Company Profile\t', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",,,http://www.crida.org,,
https://www.secutech.com/26/en/exdetail.aspx?eid=5195,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t102', 'Brand\t', 'Self-owned：CXV淨視界 (Taiwan)', '', 'Website\thttp://www', 'Company Profile\t', 'Youtube\t']",AI/IoT/Networking/Software & Platform,102,Self-owned：CXV淨視界 (Taiwan),http://www,,
https://www.secutech.com/26/en/exdetail.aspx?eid=2456,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t443', 'Brand\t', 'Self-owned：BIRDGRAPHY (Taiwan)', '', 'Website\thttp://https://www.easymap.tw/', 'Company Profile\tThe company focuses on spatial information services, unmanned vehicle applications, and digital integrated marketing as its core technical services and operations. It transforms academic research in spatial information into practical applications, offering cross-domain integration services with smart digital technology.', 'Learn more: https://www.easymap.tw/en/', 'Youtube\thttps://www.easymap.tw/en/', '']",AI/IoT/Networking/Software & Platform,443,Self-owned：BIRDGRAPHY (Taiwan),http://https://www.easymap.tw/,"The company focuses on spatial information services, unmanned vehicle applications, and digital integrated marketing as its core technical services and operations. It transforms academic research in spatial information into practical applications, offering cross-domain integration services with smart digital technology.",https://www.easymap.tw/en/
https://www.secutech.com/26/en/exdetail.aspx?eid=5214,"['Business Category\tSmart Building/Homes', 'Booth Number\t831', 'Brand\t', 'Self-owned：Friend CARE APP (Taiwan)', 'Other Represented：鴻海CoDoctor (Taiwan)', '', 'Website\thttp://www.friendaiotproperty.com.tw/tw', 'Company Profile\tFriend CARE: Reimagining the Future of Living through Digital Health Innovation.', '', '""We believe that digital healthcare is the new gold standard for future living."" By joining forces with ITRI’s Taiwan Digital Health Alliance, Friend CARE is leading the charge in creating ""Digital Health Smart Residences.""', '', '""We want our elders to have access to professional care right where they belong—at home. Ultimately, architecture should be about more than structures; it should be about preserving human dignity.""', 'Youtube\thttps://www.youtube.com/channel/UCIrFeq8EB7Zhzgxqbw7y36w', '']",Smart Building/Homes,831,Self-owned：Friend CARE APP (Taiwan),http://www.friendaiotproperty.com.tw/tw,Friend CARE: Reimagining the Future of Living through Digital Health Innovation.,https://www.youtube.com/channel/UCIrFeq8EB7Zhzgxqbw7y36w
https://www.secutech.com/26/en/exdetail.aspx?eid=3132,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t831', 'Brand\t', 'Self-owned：eriehomes (Taiwan)', 'Other Represented：RGF空調殺菌燈 (America)', '', 'Website\thttp://empireyuyu.wixsite.com/taiwan', 'Company Profile\tYu-Yu International Co., Ltd. is dedicated to environmental restoration—not just as a business, but as a protector of our planet. We are committed to creating a better society and ecosystem.', '', 'As one of Taiwan’s few female-founded environmental management companies, Yu-Yu integrates expertise across industries while embracing maternal care and social responsibility.', '', '>Protecting health, valuing sustainability', '> Caring for society, promoting non-toxic solutions', '', 'Together, we safeguard our future!', 'Youtube\t']",Factory & Environmental Safety and Health,831,Self-owned：eriehomes (Taiwan),http://empireyuyu.wixsite.com/taiwan,"Yu-Yu International Co., Ltd. is dedicated to environmental restoration—not just as a business, but as a protector of our planet. We are committed to creating a better society and ecosystem.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3104,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t426', 'Brand\t', 'Self-owned：EOC (Korea)', '', 'Website\thttp://www.eoctech.net', 'Company Profile\tEOC specializes in AI-powered thermal imaging cameras for security, fire detection, and industrial applications. Our Thermal by FLIR-certified solutions provide real-time human, smoke, and fire detection with advanced AI edge processing. We develop network-integrated thermal imaging systems for smart surveillance, industrial safety, and predictive analytics. With cutting-edge image processing, EOC ensures precision, reliability, and scalability for global markets.', 'Youtube\thttps://youtu.be/654uwVnyPFw?si=UOzoaVrdMWe2mYIP', '']","Physical Security: Surveillance, Access Control, Alarm, Intercom",426,Self-owned：EOC (Korea),http://www.eoctech.net,"EOC specializes in AI-powered thermal imaging cameras for security, fire detection, and industrial applications. Our Thermal by FLIR-certified solutions provide real-time human, smoke, and fire detection with advanced AI edge processing. We develop network-integrated thermal imaging systems for smart surveillance, industrial safety, and predictive analytics. With cutting-edge image processing, EOC ensures precision, reliability, and scalability for global markets.",https://youtu.be/654uwVnyPFw?si=UOzoaVrdMWe2mYIP
https://www.secutech.com/26/en/exdetail.aspx?eid=3195,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t622', 'Brand\t', 'Self-owned：FIREGOGO (Taiwan)', '', 'Website\thttp://www.everbp.com.tw', 'Company Profile\tWe mainly making Swaging machine, Tapering machine, Twisting machine, other various special pipe machines', 'And related products are derived from the above various machines.', 'ISO9001:2008 quality certification', ""In 1990, with the help of EVERBP's technology, second factory was invested and established to perform forging and forming of iron and aluminum cans, produce fire-fighting cylinders/extinguisher, and began to produce CO2 cylinders, oxygen cylinders, fire-frighting vehicle, extinguisher ball etc."", '', 'Youtube\thttps://www.youtube.com/watch?v=t_EIG9bgUQ8', '']",Active/Passive Fire Safety,622,Self-owned：FIREGOGO (Taiwan),http://www.everbp.com.tw,"We mainly making Swaging machine, Tapering machine, Twisting machine, other various special pipe machines",https://www.youtube.com/watch?v=t_EIG9bgUQ8
https://www.secutech.com/26/en/exdetail.aspx?eid=3026,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t443', 'Brand\t', 'Other Represented：The Next Dekade (Japan)', 'Other Represented：SATAKE (Japan)', 'Other Represented：ALPHA FOODS (Japan)', '', 'Website\thttp://www.evereasyfoods.com.tw', 'Company Profile\tEver Easy Foods is the most professional importer of Japanese Emergency Food products, committed to providing the best selection of Japanese goods to corporations and individuals in Taiwan.', 'In addition, we also offer the best quality Emergency Food, which has a shelf life of 7 years and is both nutritious and delicious, to those who wish to prepare in advance for potential disasters.', 'Youtube\t']",Disaster Prevention and Rescue,443,Other Represented：The Next Dekade (Japan),http://www.evereasyfoods.com.tw,"Ever Easy Foods is the most professional importer of Japanese Emergency Food products, committed to providing the best selection of Japanese goods to corporations and individuals in Taiwan.",
https://www.secutech.com/26/en/exdetail.aspx?eid=488,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t1141', 'Brand\t', 'Other Represented：SENKO (Korea)', 'Other Represented：Blackline Safety (America)', '', 'Website\thttp://www.everrist.com.tw', 'Company Profile\tEverrist International, Inc. is a professional supplier of gas detectors, personal protective equipment and safety inspection equipment. Our product range includes various types of gas detectors, air respirators, safety alarms, alcohol breathalyze, and metal detectors. We also offer design and installation services for fixed toxic gas detection systems. With 28 years of experience in sales and after-sales service, we provide customers with professional and fast services.', 'Youtube\t']",Factory & Environmental Safety and Health,1141,Other Represented：SENKO (Korea),http://www.everrist.com.tw,"Everrist International, Inc. is a professional supplier of gas detectors, personal protective equipment and safety inspection equipment. Our product range includes various types of gas detectors, air respirators, safety alarms, alcohol breathalyze, and metal detectors. We also offer design and installation services for fixed toxic gas detection systems. With 28 years of experience in sales and after-sales service, we provide customers with professional and fast services.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3107,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t221', 'Brand\t', 'Website\thttp://http://www.fangtec.com.tw/', 'Company Profile\tFANGTEC is a leading provider of customized image module design and manufacturing services, focusing on the industrial computer sector. With over 30 years of expertise, the company leverages advanced technology to develop diverse image modules. FANGTEC’s image modules are deployed globally, supporting applications in home security, industrial monitoring, AI-powered analytics, and intelligent sensing solutions.', '', '', '', 'Youtube\thttps://youtu.be/HW7AcH6LP6w', '']",AI/IoT/Networking/Software & Platform,221,,http://http://www.fangtec.com.tw/,"FANGTEC is a leading provider of customized image module design and manufacturing services, focusing on the industrial computer sector. With over 30 years of expertise, the company leverages advanced technology to develop diverse image modules. FANGTEC’s image modules are deployed globally, supporting applications in home security, industrial monitoring, AI-powered analytics, and intelligent sensing solutions.",https://youtu.be/HW7AcH6LP6w
https://www.secutech.com/26/en/exdetail.aspx?eid=3107,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t221', 'Brand\t', 'Website\thttp://http://www.fangtec.com.tw/', 'Company Profile\tFANGTEC is a leading provider of customized image module design and manufacturing services, focusing on the industrial computer sector. With over 30 years of expertise, the company leverages advanced technology to develop diverse image modules. FANGTEC’s image modules are deployed globally, supporting applications in home security, industrial monitoring, AI-powered analytics, and intelligent sensing solutions.', '', '', '', 'Youtube\thttps://youtu.be/HW7AcH6LP6w', '']",AI/IoT/Networking/Software & Platform,221,,http://http://www.fangtec.com.tw/,"FANGTEC is a leading provider of customized image module design and manufacturing services, focusing on the industrial computer sector. With over 30 years of expertise, the company leverages advanced technology to develop diverse image modules. FANGTEC’s image modules are deployed globally, supporting applications in home security, industrial monitoring, AI-powered analytics, and intelligent sensing solutions.",https://youtu.be/HW7AcH6LP6w
https://www.secutech.com/26/en/exdetail.aspx?eid=2923,"['Business Category\tSmart Building/Homes', 'Booth Number\t717', 'Brand\t', 'Self-owned：FIBRE (Taiwan)', '', 'Website\thttp://www.fibrekey.com', 'Company Profile\tSince its founding in 1994,FIBRE 32 Years of Excellence in Taiwan Founded in 1994, FABO has evolved from traditional hardware to advanced smart locks, offering decades of local expertise and trusted service.', '', 'Six Guarantees of Quality & Safety:', 'Fire Safety: CNS f(60A) certified fire resistance', 'Cybersecurity: Taiwan L2 certified protection', 'Durability: SGS-tested (Water/Dust) & ITRI-tested (Salt Spray)', 'Health: Exclusive Ag+shielD antimicrobial patent', 'Innovation: Exclusive Silent Lock automatic patent', 'Youtube\thttps://www.youtube.com/@FIBRE%E7%90%BA%E5%8D%9A%E9%9B%BB%E5%AD%90%E9%8E%96', '']",Smart Building/Homes,717,Self-owned：FIBRE (Taiwan),http://www.fibrekey.com,"Since its founding in 1994,FIBRE 32 Years of Excellence in Taiwan Founded in 1994, FABO has evolved from traditional hardware to advanced smart locks, offering decades of local expertise and trusted service.",https://www.youtube.com/@FIBRE%E7%90%BA%E5%8D%9A%E9%9B%BB%E5%AD%90%E9%8E%96
https://www.secutech.com/26/en/exdetail.aspx?eid=5254,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t1132', 'Brand\t', 'Website\thttp://www.fire.ntpc.gov.tw', 'Company Profile\t', 'Youtube\t']",Active/Passive Fire Safety,1132,,http://www.fire.ntpc.gov.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=5224,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t1131', 'Brand\t', 'Self-owned：FLEXDROP (Korea)', '', 'Website\thttp://www.flex－.info', 'Company Profile\tFlexdrop is the industry’s most experienced manufacturer Of innovative firefighting and fire protection equipment.', 'All of our products are engineered and manufactured to meet and exceed industry standards and deliver flexibility, durability, and performance.', 'Flexdrop is a fully certified manufacturer Of sprinkler flexible hose and fire protection equipment. We aim to provide you with a complete and tailored product solution that covers all of your fire protection needs.', 'Youtube\t']",Active/Passive Fire Safety,1131,Self-owned：FLEXDROP (Korea),http://www.flex－.info,Flexdrop is the industry’s most experienced manufacturer Of innovative firefighting and fire protection equipment.,
https://www.secutech.com/26/en/exdetail.aspx?eid=3000,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t854', 'Brand\t', 'Self-owned：FlowCom (America)', 'Self-owned：Flowcom (Taiwan)', '', 'Website\thttp://www.flowcomtech.com', 'Company Profile\tFlowCom owns and operates multiple manufacturing facilities in Mainland China and Taiwan. FlowCom has an extensive array of product lines including pipe hangers, seismic bracing, control ＆ check valves, grooved pipe fittings ＆ couplings, waterflow ＆ pressure switches, test ＆ drain valves, corrosion detection, riser ＆ floor control assemblies, etc.', '', 'Youtube\t']",Active/Passive Fire Safety,854,Self-owned：FlowCom (America),http://www.flowcomtech.com,"FlowCom owns and operates multiple manufacturing facilities in Mainland China and Taiwan. FlowCom has an extensive array of product lines including pipe hangers, seismic bracing, control ＆ check valves, grooved pipe fittings ＆ couplings, waterflow ＆ pressure switches, test ＆ drain valves, corrosion detection, riser ＆ floor control assemblies, etc.",
https://www.secutech.com/26/en/exdetail.aspx?eid=2676,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t531', 'Brand\t', 'Other Represented：Fire Eater (Europe)', '', 'Website\thttp://www.focusfire.com.tw', 'Company Profile\tFocus Fire has partnered with Fire Eater, which has international certifications and specializes in the INERGEN automatic fire suppression system from Denmark.', 'We uphold professionalism, quality, safety, efficiency and service, and do our best to become your trusted partner.', 'Youtube\t']",Disaster Prevention and Rescue,531,Other Represented：Fire Eater (Europe),http://www.focusfire.com.tw,"Focus Fire has partnered with Fire Eater, which has international certifications and specializes in the INERGEN automatic fire suppression system from Denmark.",
https://www.secutech.com/26/en/exdetail.aspx?eid=1595,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t1051', 'Brand\t', 'Self-owned：Fortress-Safe (Taiwan)', 'Other Represented： Pelican (America)', '', 'Website\thttp://www.fortress-pacific.com.tw', 'Company Profile\tSince 1998, the company has been engaged in the development of fire protection and industrial safety protection equipment. At the same time, has imported Pelicn cases and explosion-proof flashlights for protection, military police, and industrial safety.', 'Youtube\t']",Active/Passive Fire Safety,1051,Self-owned：Fortress-Safe (Taiwan),http://www.fortress-pacific.com.tw,"Since 1998, the company has been engaged in the development of fire protection and industrial safety protection equipment. At the same time, has imported Pelicn cases and explosion-proof flashlights for protection, military police, and industrial safety.",
https://www.secutech.com/26/en/exdetail.aspx?eid=2633,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t311', 'Brand\t', 'Self-owned：VACRON (Taiwan)', '', 'Website\thttp://www.vacron.com', 'Company Profile\tVisit our online booth:', 'https://bit.ly/SecutechHybrid29', '', 'Since the establishment of the company in 1991, Professional R&D department and perfect sales service are our core value. We are dedicated to developing and manufacturing the ""video surveillance system"" and the product system includes ""environmental surveillance and mobile surveillance"" with the vision of system integration and solutions, we can achieve comprehensive security monitoring.', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",311,Self-owned：VACRON (Taiwan),http://www.vacron.com,Visit our online booth:,
https://www.secutech.com/26/en/exdetail.aspx?eid=1406,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t318', 'Brand\t', 'Website\thttp://www.franoptics.com', 'Company Profile\tFujian Fran Optics Co., Ltd. focuses on the overall solution of optical free-form surface Micro-Nano processing and mass production, aiming to realize the independent research and development and industrialization of advanced optical key components, and establish a Micro-Nano manufacturing technology research and production base. Fran Optics has professional technologies serves these technologies in security, automotive, consumer electronics, medical and other industry.', '', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",318,,http://www.franoptics.com,"Fujian Fran Optics Co., Ltd. focuses on the overall solution of optical free-form surface Micro-Nano processing and mass production, aiming to realize the independent research and development and industrialization of advanced optical key components, and establish a Micro-Nano manufacturing technology research and production base. Fran Optics has professional technologies serves these technologies in security, automotive, consumer electronics, medical and other industry.",
https://www.secutech.com/26/en/exdetail.aspx?eid=1564,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t421', 'Brand\t', 'Self-owned：GAINWISE (Taiwan)', '', 'Website\thttp://www.gainwise.com.tw', 'Company Profile\t', '', 'GAINWISE is specialized in communication. All our engineers have experience over 23 years in designing GSM module embedded products.', 'The products cover GSM/WCDMA FWT, 3G video intercom, 2G/3G Door opener, M2M, GPS vehicle tracking system and more.', 'We not only design and manufacture our communication products, but also provide a solution for our customers.', 'GAINWISE has been recognized as the most creative company in designing.', '', 'Youtube\thttps://youtu.be/l81YiDLXpqYwww.youtube.com/watch?v=l81YiDLXpqY', '']",AI/IoT/Networking/Software & Platform,421,Self-owned：GAINWISE (Taiwan),http://www.gainwise.com.tw,,https://youtu.be/l81YiDLXpqYwww.youtube.com/watch?v=l81YiDLXpqY
https://www.secutech.com/26/en/exdetail.aspx?eid=2705,"['Business Category\tSmart Building/Homes', 'Booth Number\t717', 'Brand\t', 'Self-owned：GEM (Taiwan)', '', 'Website\thttp://www.gianni.com.tw', 'Company Profile\t', 'Youtube\t']",Smart Building/Homes,717,Self-owned：GEM (Taiwan),http://www.gianni.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=2886,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t616', 'Brand\t', 'Self-owned：GKB (Taiwan)', 'Other Represented：KENTIMA (Europe)', '', 'Website\thttp://www.gkbsecurity.com', 'Company Profile\tGKB devoted to the core of technology for disaster prevention - VFDS smoke and flame recognition technology, developed in cooperation with ITRI after more than a decade of on-site video database presented optimal recognition. Stable and mature image recognition patented technology to obtain the FM and EN54 international professional fire safety certification. We are looking forward to cooperating with professional system integrators to expand the markets in Taiwan and ASEAN.', 'Youtube\thttps://www.youtube.com/watch?v=siX3R1lE07A', '']",Active/Passive Fire Safety,616,Self-owned：GKB (Taiwan),http://www.gkbsecurity.com,"GKB devoted to the core of technology for disaster prevention - VFDS smoke and flame recognition technology, developed in cooperation with ITRI after more than a decade of on-site video database presented optimal recognition. Stable and mature image recognition patented technology to obtain the FM and EN54 international professional fire safety certification. We are looking forward to cooperating with professional system integrators to expand the markets in Taiwan and ASEAN.",https://www.youtube.com/watch?v=siX3R1lE07A
https://www.secutech.com/26/en/exdetail.aspx?eid=1622,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t337', 'Brand\t', 'Self-owned：GOT (Taiwan)', 'Other Represented：Honeywell (America)', 'Other Represented：Victaulic (America)', 'Other Represented：System Sensor (America)', 'Other Represented：Linesense (Europe)', 'Other Represented：EV FIREPRO車底水霧自動噴射系統 (Europe)', '', 'Website\thttp://www.got-fire.com.tw', 'Company Profile\tTaiwan\'s pride in firefighting, ""GOT,"" was established in 1994. It is not only a firefighting equipment distributor but also focuses on ""fire safety design planning"" and ""providing high-end firefighting equipment."" At its inception, due to the market being flooded with low-quality products, GOT was determined to change the status quo. We devoted our efforts to research, improvement, and innovation, with a core focus that combines ""industrial aesthetic design"" with ""fire protection engineering.""', 'Youtube\t']",Active/Passive Fire Safety,337,Self-owned：GOT (Taiwan),http://www.got-fire.com.tw,"Taiwan's pride in firefighting, ""GOT,"" was established in 1994. It is not only a firefighting equipment distributor but also focuses on ""fire safety design planning"" and ""providing high-end firefighting equipment."" At its inception, due to the market being flooded with low-quality products, GOT was determined to change the status quo. We devoted our efforts to research, improvement, and innovation, with a core focus that combines ""industrial aesthetic design"" with ""fire protection engineering.""",
https://www.secutech.com/26/en/exdetail.aspx?eid=1939,"['Business Category\tSmart Building/Homes', 'Booth Number\t831', 'Brand\t', 'Website\thttp://www.greenjump.com.tw', 'Company Profile\t', 'Youtube\t']",Smart Building/Homes,831,,http://www.greenjump.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=3091,"['Business Category\tCybersecurity/Product Design Security/IoT Security', 'Booth Number\t122', 'Brand\t', 'Self-owned：FLUKE (America)', '', 'Website\thttp://www.hantac.com.tw', 'Company Profile\tHantac Technology Co., Ltd.', ""Provide the world's most advanced information security and network management solutions, network construction and maintenance debugging tools, wireless network performance optimization solutions, etc., while continuously investing resources to provide complete pre-sales and after-sales consulting and teaching services, hoping to become The best partner for customer network testing."", 'Youtube\thttps://www.youtube.com/watch?v=9TgYetLpzo0&embeds_referring_euri=https%3A%2F%2Fwww.hantac.com.tw%2Flinkiq-nbase-t-poe-cable-network-tester.html&source_ve_path=Mjg2NjY', '']",Cybersecurity/Product Design Security/IoT Security,122,Self-owned：FLUKE (America),http://www.hantac.com.tw,"Hantac Technology Co., Ltd.",https://www.youtube.com/watch?v=9TgYetLpzo0&embeds_referring_euri=https%3A%2F%2Fwww.hantac.com.tw%2Flinkiq-nbase-t-poe-cable-network-tester.html&source_ve_path=Mjg2NjY
https://www.secutech.com/26/en/exdetail.aspx?eid=5242,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t703', 'Brand\t', 'Website\thttp://-', 'Company Profile\t', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",703,,http://-,,
https://www.secutech.com/26/en/exdetail.aspx?eid=2992,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\tK8', 'Brand\t', 'Self-owned：Harbortech (Taiwan)', '', 'Website\thttp://www.harbortech.ai', 'Company Profile\tHarbor Technology integrates vibration frequency with AI algorithms based on acoustic audio processing technology, combined with self-developed wideband low-noise vibration sensors, to launch the industry-leading AI Diagnostic and Prognostic Solution (AIDPS). This solution solves the challenges of vibration frequency detection and vibration model prediction in complex environments that were difficult to achieve in the past.', 'Youtube\thttps://www.youtube.com/watch?v=RiPjPknX1x0', '']",AI/IoT/Networking/Software & Platform,K8,Self-owned：Harbortech (Taiwan),http://www.harbortech.ai,"Harbor Technology integrates vibration frequency with AI algorithms based on acoustic audio processing technology, combined with self-developed wideband low-noise vibration sensors, to launch the industry-leading AI Diagnostic and Prognostic Solution (AIDPS). This solution solves the challenges of vibration frequency detection and vibration model prediction in complex environments that were difficult to achieve in the past.",https://www.youtube.com/watch?v=RiPjPknX1x0
