Company Name,Location,Booth,url,exhibitor_url,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,Unnamed: 11,Other Certificates,supplier_url,Booth: 5B-B09   |   Electronics Components   |   ,Booth: 5B-C14   |   Printed Circuit Board & EMS   |   ,Booth: 5B-D01   |   Printed Circuit Board & EMS   |   ,Booth: 5B-C07   |   Electronics Components   |   ,Booth: 5B-C13   |   Electronics Components   |   ,Booth: 5B-D07   |   Printed Circuit Board & EMS   |   ,Booth: 5B-F05   |   Display Technology   |   ,Booth: 5B-B01   |   Electronics Components   |   ,Booth: 5B-A02   |   Electronics Components   |   ,url_L3,Nature of Business_L3,Location_L3,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country / Region
"Sanshi Electric Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00680DX?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680DX?fairCode=electronicasia&locale=en,"Sanshi Electric Co., Ltd., a professional manufacturer of fuses and fuse switches since 1995. We are a member of the China Fuse Standardization Technical Committee Low Voltage Fuse Sub-Technical Committee. We specialize in: Low-voltage and new energy fuses, Fuse isolation switches, Supporting circuit protection solutions. With annual output of over 20 million units (70% exported), all products meet IEC/GB standards and carry CCC, CB, CE, UL certifications. Our LINDNER brand is widely trusted in power, petrochemical, machinery and EV charger industries.","Statutory Body, Buying Office, Trade/Industrial Organisation, Wholesaler, Retailer, Service Company, Buying Cooperative, Distributor, Chain Store, Professional Association","Manufacturing & Industrial Engineering, Testing Instrument For Electrical / Electronic Product, Manufacturing & Industrial Engineering, Testing Instrument For Electrical / Electronic Product",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SANSHI-ELECTRIC-CO-LTD-/1S00OCH7Y,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SANSHI-ELECTRIC-CO-LTD-/1S00OCH7Y,"Exporter, Manufacturer","Wenzhou, Zhejiang, Chinese Mainland",1995.0,"Parts, Electrical Electronic Supplies","Eastern Europe, Korea, Scandinavia, Southeast Asia, Western Europe",51 - 100,"US$ 250,000 - 499,999","E-LINDER,LINDNER FUSE FUSE SWITCH INVETER Certificate Name Issued By Certificate Type Valid Date UL UL LLC. Others 30 Jan 2018 - (N/A) ISO 14001:2015 NSY Certification (Shanghai) Co., Ltd. ISO 14001 26 Mar 2021 - (N/A) ISO 9001:2015 NSY Certification (Shanghai) Co., Ltd. ISO 9001 12 Apr 2023 - (N/A) ISO 45001:2018 NSY Certification (Shanghai) Co., Ltd. ISO 45001 12 Apr 2023 - (N/A) CE Intertek Others 23 Dec 2020 - (N/A) View details Factories & Facilities Research & Development Quality Control",Mr Hua Zheng,,"Xirendang Industrial Zone Liushi Yueqing, Zhejiang China",Chinese Mainland
Shenzhen Luguang Electronic Technology Co Ltd,Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00680FR?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680FR?fairCode=electronicasia&locale=en,,"Exporter, Manufacturer","Transistor, Integrated Circuit ( IC ), Resistor, Inductor, Capacitor, Transistor, Integrated Circuit ( IC ), Resistor, Inductor, Capacitor","Diode,Transistor,Bridge rectifier,Triac,Mosfets,IGBT,SiC Diode,SiC Mosfet,Modules","OBM, ODM, Others, OEM",,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 electronicAsia 2024 electronicAsia 2023 electronicAsia 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 electronicAsia 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 Show More,,,ISO9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A) ISO14001:2004 Issued By - Type ISO_14001 Valid Date (N/A) - (N/A),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Luguang-Electronic-Technology-Co-Ltd/1X07DLNM,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Luguang-Electronic-Technology-Co-Ltd/1X07DLNM,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2002.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials","Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Korea, Middle East, North America, Other Asian Countries, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",LGE ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - ISO14001:2004 - ISO 14001 - View details Factories & Facilities Quality Control factory facility workshop 1 workshop2,Ms Judy He,Sales Manager,"RM1407, B Block,Haisong Building, Terra 9rd,Chegongmiao, Futian District, Shenzhen, Guangdong, China",Chinese Mainland
"TAT Electronics Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0068I1F?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068I1F?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TAT-Electronics-Co-Ltd/1X09SEXX,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TAT-Electronics-Co-Ltd/1X09SEXX,,Chinese Mainland,,"Consumer Electronics, Internet of Things",,,,,Ruihua Xi,Sales Manager,"Rm. 606, Bldg. 5, Pengyi Garden, Bagua 1st Rd, Futian Dist, Shenzhen, China",Chinese Mainland
UAC Corporation,Japan,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066QKM?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066QKM?fairCode=electronicasia&locale=en,"UAC Corporation: 40+ Years of Excellence in Japanese Electronic Components Establish your supply chain with a veteran Japanese trading firm. Since 1982, UAC Corporation has specialized in the global distribution of high-performance electrical peripherals and ""Made-in-Japan"" components. As an authorized distributor for Fujicon terminal blocks, we bridge the gap between premium Japanese engineering and international industrial needs. We ensure your success through rigorous quality standards and 40+ years of export expertise.","Importer, Exporter","Insulating Element, Capacitor, Transistor","TERMINAL BLOCK, HEAT SINK CLIP, PRINTED BOARD TERMINAL","OEM, ODM, OBM, Others",FUJICON,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UAC-CORPORATION/1S00PD587,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/UAC-CORPORATION/1S00PD587,"Distributor, Exporter, Importer","Tokyo, Japan",1982.0,"Parts, Components & Electrical Supplies","Hong Kong, North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",6 - 10,"US$ 10,000,000 - 49,999,999",Fujicon Fujicon PCB Terminal Catalogue Fujicon Connection Terminal Catalogue Fujicon Industrial Terminal Catalogue,Mr TOMOAKI TSUMAGARI,International Business Group Leader,"9F, Saiwai BLDG expert office 1-3-1, Uchisaiwaicho, Chiyoda, Tokyo, Japan",Japan
"Zhejiang Junlin Electric Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006804O?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006804O?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Junlin-Electric-Technology-Co-Ltd-/1S00OGNTY,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Junlin-Electric-Technology-Co-Ltd-/1S00OGNTY,,Chinese Mainland,,"Lights, Parts, Components & Electrical Supplies",,,,,Jia-Lin Ni,,"Shahu Industrial Zone., Liushi Town, Yueqing, Wenzhou, Zhejiang, China",Chinese Mainland
"China Zhenhua Electronics Group Co., LTD",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067V5Q?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067V5Q?fairCode=electronicasia&locale=en,"China Zhenhua, a core subsidiary of China Electronics Corporation, has a registered capital of 2.473 billion yuan and total assets of 34.1 billion yuan. With 29 wholly-owned subsidiaries, it specializes in basic components, integrated circuits, electronic materials, and application development. It offers a complete range of basic components (including IGBT, SiC) and high-performance ICs (FPGA, analog, hybrid). The company has an annual production capacity of 200 billion units across nearly 100,000 specifications. In electronic materials, it mass-produces 76,000 tons of ultra-high nickel and sodium-ion battery cathodes yearly, with flexible capacity switching.",Manufacturer,"Logic Circuits, Resistor, Integrated Circuit ( IC ), Relay, Joystick, Microcontroller, Capacitor, Reed Switch, Inductor, Transistor, Logic Circuits, Resistor, Integrated Circuit ( IC ), Relay, Joystick, Microcontroller, Capacitor, Reed Switch, Inductor, Transistor","The firm offers basic components (IGBT, SiC) and high-performance ICs (FPGA, analog). It produces 20 billion units across 100k specs. It also mass-produces 76k tons of nickel and sodium-ion battery materials yearly with flexible capacity.","ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Zhenhua-Electronics-Group-Co-LTD/1S00PERC9,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Zhenhua-Electronics-Group-Co-LTD/1S00PERC9,,Chinese Mainland,,,,,,,Yi Li,,"No. 3388, Baijin Avenue, Baiyun District, Guiyang, Guizhou, China",Chinese Mainland
"Fujian CNK Electronics Co., Ltd",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006806I?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006806I?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-CNK-Electronics-Co-Ltd/1S00OTJT2,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-CNK-Electronics-Co-Ltd/1S00OTJT2,"Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2010.0,"Parts, Components & Raw Materials","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",501 - 1000,"US$ 10,000,000 - 49,999,999",CNK OEM costom made LCD TFT HMI OLED AI Pet Robot LCM View details Factories & Facilities Research & Development Quality Control Display Screen Module Product Catalogue AI Robotic Pet,Mr Gary Shi,Overseas Sales Director,"11F, Block B, Meixun Technology Park Pingshan, Shenzhen, China",Chinese Mainland
Acoustic Dynamics Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006673K?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006673K?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Acoustic-Dynamics-Limited/1X03SL81,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Acoustic-Dynamics-Limited/1X03SL81,"Exporter, Manufacturer",Hong Kong,2003.0,,Worldwide,51 - 100,"US$ 500,000 - 999,999 View details Factories & Facilities",,Ms Landy Lau,Managing Director,"Unit 16, 7/F., Wah Shing Centre 11-13 Shing Yip Street Kwun Tong, Kowloon, Hong Kong",Hong Kong
Fai Wong Star Electronic Co Ltd,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00667CT?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00667CT?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/fai-wong-star-electronic-company-limited/1X06QWGW,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/fai-wong-star-electronic-company-limited/1X06QWGW,Manufacturer,Hong Kong,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,,,,Mr Gai Pin Huang,,"RM3,14/F KIN GA IND.BLDG,NO.9 SAN ON ST,TUEN MUN, Kin Ga Industrial Building, 9 San On Street, Tuen Mun, New Territories, Hong Kong.",Hong Kong
Hong Kong Lung Wah Company Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066785?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066785?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Lung-Wah-Company-Limited/1S00OG02U,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Lung-Wah-Company-Limited/1S00OG02U,,Hong Kong,,"Consumer Electronics, Parts, Electrical Electronic Supplies",,,,,Annie Chan,Director,"Unit 6, 16/F, Eastern Harbour Ctr, 28 Hoi Chak St, Quarry Bay, Hong Kong",Hong Kong
Changzhou Cre-sound Electronics Co Ltd,Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006803R?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006803R?fairCode=electronicasia&locale=en,,Manufacturer,"DDI & Other Network Technology Components Assemblies, Assemblies for Measurement Applications, Electronic Product Ceramic Part, DDI & Other Network Technology Components Assemblies, Assemblies for Measurement Applications, Electronic Product Ceramic Part","Cre-sound Electronic Co., is a professional manufacturer for the Buzzer, Speaker, Piezo element, was founded in 1996, have ISO9001,ISO14001,ISO13485,IATF16949 Certification and 6S management systems. All of the products are be RoHS complianced!",ODM,,www.cre-soundbuzzer.com,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Cre-sound-Electronics-Co-ltd/1S00P15A1,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Cre-sound-Electronics-Co-ltd/1S00P15A1,,Chinese Mainland,,,,,,,Ms Sally Lu,,,Chinese Mainland
"Chengdu sinochips technology Co.,Ltd",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0068JXQ?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068JXQ?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chengdu-sinochips-technology-Co-Ltd/1S00PF1TK,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chengdu-sinochips-technology-Co-Ltd/1S00PF1TK,Exporter,"Chengdu, Sichuan, Chinese Mainland",2021.0,"Parts, Components & Raw Materials, Scientific, Testing & Laboratory Equipments","Eastern Europe, Southeast Asia",6 - 10,"US$ 250,000 - 499,999",,Mr Tao Bu,Manager,"Room 2116,21/F Building 5, No.89,Hezuo Road, ChengDu City, Sichuan Province China",Chinese Mainland
"Chenzhou Haili Microelectronics Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZSP?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZSP?fairCode=electronicasia&locale=en,"Chenzhou Haili Microelectronics Technology Co., Ltd;was founded in 2004, specializing the manufacturing and developing of liquid crystal display (LCD) ,LED backlight ,and liquid crystal display module (LCM), With a dedicated focus on LCD technology for 20 years, we provide a comprehensive range of displays including TN, HTN, STN, FSTN, DFSTN, VA,and other lcd panels and FOB ,COG, COB, TFT, and LED backlighting etc., with high quality and competitive price.Our factory covers an area of 20000 square meters, we have With over 400 professionally trained workers, and equipped with auto modern facilities, Haili has a remarkable production capacity of 800K-1, 000Kunits /yearly. Featuring a team of 60 skilled R&D professionals holding 45+ patents, we are recognized as National High-Tech Enterprise and provincial-level "" Little Giant"" enterprise in China .We also have passed ISO9001, ISO14001, IATF16949 and SGS .Our Products can be widely used in instrumentation, office equipments, industrial control, household appliances, weighing apparatus, telecommunications, medical treatment, military industry, bank display terminals, navigation and aerospace, automobiles central control, etc.Products are sold all over the country and Europe, the United States, Asia and other countries and regions.","Retailer, Manufacturer, Statutory Body, Wholesaler","Display Production Processing Material, Liquid Crystal Display (LCD)","Monochrome Lcd Display,COG Lcd Display,Led Backlight,Lcd Module,TFT Lcd Display,Segment LCD Display","OBM, OEM, Others, ODM",,www.haililcd.com,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chenzhou-Haili-Microelectronics-Technology-Co-Ltd-/1S00ON4JB,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chenzhou-Haili-Microelectronics-Technology-Co-Ltd-/1S00ON4JB,,Chinese Mainland,,,,,,,Xu Longbin,,"Building 1, Xiangshan Standard Workshop, Zhujiang Avenue, High-tech Development Zone, Chenzhou, Hunan Province, China",Chinese Mainland
"Cixi Kefa Electronics Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZVG?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZVG?fairCode=electronicasia&locale=en,,Exporter,"Assemblies for Measurement Applications, Assemblies for Measurement Applications, Assemblies for Measurement Applications, Assemblies for Measurement Applications",terminal block connector,OBM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 electronicAsia 2018 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-KEFA-Electronics-Co-Ltd-/1X03YYUC,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-KEFA-Electronics-Co-Ltd-/1X03YYUC,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",,"Consumer Electronics, Parts, Components & Electrical Supplies",,,,,Mr Guorui Huang,Manager,"Xiaolin Road Industrial Area, Cixi City, Ningbo, Zhejaing 315321, China",Chinese Mainland
"Focus Sensing and Control Technology Co.,LTD",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZUJ?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZUJ?fairCode=electronicasia&locale=en,"Focus Sensing and Control Technology Co., LTDon the design, development, and manufacturing of thermal sensors and temperature sensor components. The company is located in the High tech Zone of Hefei City and was recognized as a national high-tech enterprise in 2020. It has independent patents and has passed ISO9001:2015certification. The company is committed to serving the diverse personalized product needs of users in the five major fields of automobiles, home furnishings, healthcare, industrial control, and the Internet of Things. Our main products include thermistors and temperature sensors with complete parameters and categories, mainly NTC, PTC, RTD, thermocouple thermistors, digital type, and other different temperature sensing types. In the field of new energy applications, the company's product performance meets the AECQ200 standard. The new energy vehicle powertrain battery pack, BMS, on-board charging system, charging station, charging gun, motor, cooling system, etc., as well as the car interior seats and steering wheel, all have a full series of standardized and customized products.",Manufacturer,"Industrial Testing Instrument & Equipment, Electronic Product Ceramic Part, Manufacturing & Industrial Engineering, Signal Influencing Components, Testing Instrument For Electrical / Electronic Product, Diode, Electronic Manufacturing Service, Electrical & Electronic Products Testing, Assemblies for Measurement Applications, Medical Analytical / Testing Instrument & Equipment, Industrial Testing Instrument & Equipment, Electronic Product Ceramic Part, Manufacturing & Industrial Engineering, Signal Influencing Components, Testing Instrument For Electrical / Electronic Product, Diode, Electronic Manufacturing Service, Electrical & Electronic Products Testing, Assemblies for Measurement Applications, Medical Analytical / Testing Instrument & Equipment","Our main products include thermistors and temperature sensors with complete parameters and categories, mainly NTC, PTC, RTD, thermocouple thermistors, digital type, and other different temperature sensing types.",ODM,,www.focusensing.com,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Focus-Sensing-and-Control-Technology-Co-LTD/1S00OWE3D,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Focus-Sensing-and-Control-Technology-Co-LTD/1S00OWE3D,,Chinese Mainland,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies",,,,,Zhao Jing,,"No.1 XiSan Road, Electromechanical Industry Park , High&New Tech.Zone., Hefei,Anhui, China",Chinese Mainland
"Guang Dong Sunran Electronic Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0068I2C?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068I2C?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guang-Dong-Sunran-Electronic-Technology-Co-Ltd-/1S00PF3IF,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guang-Dong-Sunran-Electronic-Technology-Co-Ltd-/1S00PF3IF,,Chinese Mainland,,,,,,,KAIRONG CHEN,,"No.1,DUYE South Road,duning industrial Zone, Bijiang community,Beijiao TOWN,Shunde DISTRICT, Foshan City, Guangdong, China",Chinese Mainland
"Guangzhou Chuangerli Electronics Co., Ltd",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZWD?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZWD?fairCode=electronicasia&locale=en,,"Retailer, Manufacturer, Exporter","Reed Switch, Reed Switch, Reed Switch, Reed Switch",Membrane Silicone button switch Membrane panel Acrylic panel,"OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Chuangerli-Electronics-Co-Ltd/1S00PETE1,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Chuangerli-Electronics-Co-Ltd/1S00PETE1,,Chinese Mainland,,,,,,,Jay Wong,Manager,"5th/6th Floor, Building A1, No. 88 Chaoyang Road, Huadong Town, Huadu District, Guangzhou, Guangdong, China",Chinese Mainland
"GUANGZHOU HAINA IMP.&EXP.CO.,LTD",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0068I0I?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0068I0I?fairCode=electronicasia&locale=en,,"Exporter, Wholesaler, Manufacturer",Printed Circuit Board (PCB),"Inverter Controller System,Household Controller System,Audio-Video Controller System",OBM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGZHOU-HAINA-IMP-EXP-CO-LTD/1S00PEU4U,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGZHOU-HAINA-IMP-EXP-CO-LTD/1S00PEU4U,,Chinese Mainland,,,,,,,Miss Lidia Huang,,,Chinese Mainland
"JS Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZQV?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZQV?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JS-Technology-Co-Ltd/1S00O64RN,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JS-Technology-Co-Ltd/1S00O64RN,"Exporter, Manufacturer, Service Company","Shenzhen, Guangdong, Chinese Mainland",2003.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Central & South America, Middle East, North America, Southeast Asia, Worldwide",201 - 500,"US$ 500,000 - 999,999",PCBAsic,Miss apple tian,,,Chinese Mainland
"Jiangsu Zhongxinhua Electronic Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006802U?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006802U?fairCode=electronicasia&locale=en,,"Manufacturer, Exporter","Printed Circuit Board (PCB), Printed Circuit Board (PCB)",Focus on produce FR4 rigid PCB 2l and 4L,OEM,,,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronicAsia 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGSU-ZHONGXINHUA-ELECTRONIC-TECHNOLOGY-CO-LTD/1S00OI2B1,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGSU-ZHONGXINHUA-ELECTRONIC-TECHNOLOGY-CO-LTD/1S00OI2B1,,Chinese Mainland,,,,,,,Shao Jiaying,,"west of Wangwang Road 5, east of Wangwang Road 2 South of 235 Provincial Ro Lianshui County North of Xingsheng Road, Huai'an City,Jiangsu Province",Chinese Mainland
