Company Name,Location,Booth,url
"Shenzhen Senjing Clock & Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR6R?fairCode=hkwatchfair&locale=en
YEMA,France,[],/event/hkwatchfair/en/exhibitor/1S005RRNC?fairCode=hkwatchfair&locale=en
Zhangzhou Finenow Watch&Clock Ltd.,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0X9?fairCode=hkwatchfair&locale=en
"Zhangzhou Santai Timepiece Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQXJ?fairCode=hkwatchfair&locale=en
"Zhangzhou Tongyuan Electronic Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQZD?fairCode=hkwatchfair&locale=en
"Zhangzhou Youstar Watch & Clock Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0UI?fairCode=hkwatchfair&locale=en
"Zhongshan Focus Watch Industries Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQOA?fairCode=hkwatchfair&locale=en
Action Wise International Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIBL?fairCode=hkwatchfair&locale=en
Apex Diamonds,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIPF?fairCode=hkwatchfair&locale=en
Baozuan (HK) Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIEC?fairCode=hkwatchfair&locale=en
BOC LIFE,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PWO4?fairCode=hkwatchfair&locale=en
Bombay Diamonds,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJMN?fairCode=hkwatchfair&locale=en
Charmy (Asia) Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJZK?fairCode=hkwatchfair&locale=en
France Affany Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N0L9?fairCode=hkwatchfair&locale=en
Galaxy Time International Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OLUX?fairCode=hkwatchfair&locale=en
Hebest Jewelry HK Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N099?fairCode=hkwatchfair&locale=en
Hong Kong Scottie Watch Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJ1E?fairCode=hkwatchfair&locale=en
"Hongkong Utime Watch Co., Ltd.",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N0O0?fairCode=hkwatchfair&locale=en
"JP Time Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OCK0?fairCode=hkwatchfair&locale=en
Lai Tai Gift Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIF9?fairCode=hkwatchfair&locale=en
Maxtime Industrial Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N0DX?fairCode=hkwatchfair&locale=en
Ming's Hardware Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJOH?fairCode=hkwatchfair&locale=en
P T S Resources Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N08C?fairCode=hkwatchfair&locale=en
Paidel Watch Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MI1F?fairCode=hkwatchfair&locale=en
Ritzy Group Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NP0B?fairCode=hkwatchfair&locale=en
"Royal Rose (HK) Industrial Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005ND0N?fairCode=hkwatchfair&locale=en
Sang Tat Industrial Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NCYU?fairCode=hkwatchfair&locale=en
Simitta International Trading Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MI60?fairCode=hkwatchfair&locale=en
WIL International Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NRSX?fairCode=hkwatchfair&locale=en
Watch CataVlog Production,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PIKU?fairCode=hkwatchfair&locale=en
"Yongjun Trading (Hong Kong) Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OLT0?fairCode=hkwatchfair&locale=en
"DONGGUAN WISDOM-TECH Co., LTD",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NILR?fairCode=hkwatchfair&locale=en
"Discoversources (Shenzhen) Enterprise Services Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005PII0?fairCode=hkwatchfair&locale=en
Dongguan Chartered Watch Company Limited,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRAF?fairCode=hkwatchfair&locale=en
"Dongguan Chunyang Vacuum Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NIMO?fairCode=hkwatchfair&locale=en
"Dongguan Taiding Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQKM?fairCode=hkwatchfair&locale=en
"Dongguang changhe electronic hardware co.,ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NBLY?fairCode=hkwatchfair&locale=en
"Foshan Gedi Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNNG?fairCode=hkwatchfair&locale=en
"Fujian Jibang Electronic Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQVP?fairCode=hkwatchfair&locale=en
"Guangzhou Honghuan Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005PH3A?fairCode=hkwatchfair&locale=en
"Global Victory International Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005MZ2V?fairCode=hkwatchfair&locale=en
"Guangdong Wangdian Display Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NCSC?fairCode=hkwatchfair&locale=en
Guangzhou Boerni Watch Co Ltd,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNG1?fairCode=hkwatchfair&locale=en
"Guangzhou Comsan Electronics Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NWFV?fairCode=hkwatchfair&locale=en
"Guangzhou Giant Watch Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR23?fairCode=hkwatchfair&locale=en
"Guangzhou Lailishi Crafts Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRGX?fairCode=hkwatchfair&locale=en
"Guangzhou Laoleishi watch&clock Co.,Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNIV?fairCode=hkwatchfair&locale=en
"Guangzhou Milissa Electronic Commerce Co,Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0PX?fairCode=hkwatchfair&locale=en
"Guangzhou Tancy Industrial Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNKP?fairCode=hkwatchfair&locale=en
"Guangzhou Tianyuan Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NVGT?fairCode=hkwatchfair&locale=en
"Guangzhou feizhun Watch industry Co.,LTD",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR8L?fairCode=hkwatchfair&locale=en
Guilin Bestime Enterprise Co Ltd,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NBK1?fairCode=hkwatchfair&locale=en
Isa Timepieces Swiss Sa,Switzerland,[],/event/hkwatchfair/en/exhibitor/1S005N0KC?fairCode=hkwatchfair&locale=en
"Jieyang Xingrong Metal&Plastic Products Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RN8P?fairCode=hkwatchfair&locale=en
"Jieyang Huateng Hardware Products Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR4X?fairCode=hkwatchfair&locale=en
"Luz Watch (Wenzhou) Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NCMU?fairCode=hkwatchfair&locale=en
"Meihua Precision Industry Co., Ltd.",Taiwan,[],/event/hkwatchfair/en/exhibitor/1S005P0RR?fairCode=hkwatchfair&locale=en
POINT TEC Products Electronic GmbH,Germany,[],/event/hkwatchfair/en/exhibitor/1S005PH8V?fairCode=hkwatchfair&locale=en
"Qingdao Maple Leaf Clock Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRQ3?fairCode=hkwatchfair&locale=en
"Shenzhen Ailuo Intelligent Technology Co.,Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RGI2?fairCode=hkwatchfair&locale=en
"Shenzhen Zhongmao Exhibition Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9TC?fairCode=hkwatchfair&locale=en
Thong Yeong Corporation,Taiwan,[],/event/hkwatchfair/en/exhibitor/1S005RR16?fairCode=hkwatchfair&locale=en
"Zhangzhou Longdeli Clock Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNE7?fairCode=hkwatchfair&locale=en
"Zhangzhou Shilihe Electronic Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQYG?fairCode=hkwatchfair&locale=en
"Zhangzhou Xiangcheng Zhonghui Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR09?fairCode=hkwatchfair&locale=en
"Zhongshan Meibin Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005O7J8?fairCode=hkwatchfair&locale=en
Infantry company limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N9SF?fairCode=hkwatchfair&locale=en
PacZone Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MHQD?fairCode=hkwatchfair&locale=en
Rich Master International Technology Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NJ8T?fairCode=hkwatchfair&locale=en
Ruma HK Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NKMM?fairCode=hkwatchfair&locale=en
The Federation of Hong Kong Watch Trades & Industries Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005Q9U9?fairCode=hkwatchfair&locale=en
ROCHET GROUP,France,[],/event/hkwatchfair/en/exhibitor/1S005RRMF?fairCode=hkwatchfair&locale=en
"Shenzhen Difeini Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RN9M?fairCode=hkwatchfair&locale=en
"Amontre (Asia) Watch Industry Co., Ltd.",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005O2VD?fairCode=hkwatchfair&locale=en
Big Time Rush Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MWXD?fairCode=hkwatchfair&locale=en
Captain Electro Mechanic (HK) Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIJX?fairCode=hkwatchfair&locale=en
Garbo Clock Industrial Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIQC?fairCode=hkwatchfair&locale=en
STARKING ELECTRONIC TECHNOLOGY LIMITED,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NJMN?fairCode=hkwatchfair&locale=en
Zeitgeist Asia Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NCOO?fairCode=hkwatchfair&locale=en
"Dongguan Yongjing Enamel Art Co.,LTD",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NCW0?fairCode=hkwatchfair&locale=en
"Guangxi Million Concept BHL Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQTV?fairCode=hkwatchfair&locale=en
"Shenzhen Future Scale Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P2L7?fairCode=hkwatchfair&locale=en
"Shenzhen Megir Watch Co.,Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005O8QM?fairCode=hkwatchfair&locale=en
Cheerpost International Industrial Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MK0G?fairCode=hkwatchfair&locale=en
Clarity Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MXO3?fairCode=hkwatchfair&locale=en
Condor (HK) Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MYGQ?fairCode=hkwatchfair&locale=en
D & P CREATIVE LIMITED,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NVHQ?fairCode=hkwatchfair&locale=en
"Hongkong Yifeng Products Enterprise Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIR9?fairCode=hkwatchfair&locale=en
Kindway Components Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NJKT?fairCode=hkwatchfair&locale=en
Pro Time Technology Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OB4D?fairCode=hkwatchfair&locale=en
Sun Loon Watch & Clock Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MM42?fairCode=hkwatchfair&locale=en
Tak Cheong Industrial Company,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NM1B?fairCode=hkwatchfair&locale=en
Time Expert International Co. Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MXKF?fairCode=hkwatchfair&locale=en
Weinifa Watch Industrial Co. Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIT3?fairCode=hkwatchfair&locale=en
ZERA INTERNATIONAL LIMITED,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005RKLP?fairCode=hkwatchfair&locale=en
Brannew Watch. Inc,"Korea, Republic Of",[],/event/hkwatchfair/en/exhibitor/1S005PFYR?fairCode=hkwatchfair&locale=en
"S&K Time Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNLM?fairCode=hkwatchfair&locale=en
"Shenzhen Benly Watch Co.,Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P2KA?fairCode=hkwatchfair&locale=en
"Shenzhen DO Intelligent Technology Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0WC?fairCode=hkwatchfair&locale=en
Morellato & Sector Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OKMM?fairCode=hkwatchfair&locale=en
New Herofame Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NHRA?fairCode=hkwatchfair&locale=en
"Foshan Ailang Watch Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNF4?fairCode=hkwatchfair&locale=en
Taratec-VBL,India,[],/event/hkwatchfair/en/exhibitor/1S005PS6Q?fairCode=hkwatchfair&locale=en
"Good Time Industry Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NM5Z?fairCode=hkwatchfair&locale=en
Hong Fung Products Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MHPG?fairCode=hkwatchfair&locale=en
Luen Shing (HK) Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJR8?fairCode=hkwatchfair&locale=en
OVD Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PUYC?fairCode=hkwatchfair&locale=en
Youngs Watch Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJNK?fairCode=hkwatchfair&locale=en
Yu Hing Manufacturing Co,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MINL?fairCode=hkwatchfair&locale=en
"Dongguan Bonsem Intelligent Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQP7?fairCode=hkwatchfair&locale=en
Gooten Innolife Corporation,Taiwan,[],/event/hkwatchfair/en/exhibitor/1S005RNCD?fairCode=hkwatchfair&locale=en
"Jieyang Chuanghong Watch Industry Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NKLP?fairCode=hkwatchfair&locale=en
"Shenzhen Carlistar Technology Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005PH61?fairCode=hkwatchfair&locale=en
Shenzhen Furitime Watch Limited,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NMJT?fairCode=hkwatchfair&locale=en
"Shenzhen Grace Clock & Watch Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR9I?fairCode=hkwatchfair&locale=en
"Shenzhen Mige Watches Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR5U?fairCode=hkwatchfair&locale=en
Alvia Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005S990?fairCode=hkwatchfair&locale=en
Biu Chun Watch Hands & Parts Manufacturers Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MI0I?fairCode=hkwatchfair&locale=en
Chi Luen Watch Dial Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005S983?fairCode=hkwatchfair&locale=en
Creative Sky (HK) Technology Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MIWU?fairCode=hkwatchfair&locale=en
Eone Timepieces,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005RKKS?fairCode=hkwatchfair&locale=en
Global Trade Promotions Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PLCF?fairCode=hkwatchfair&locale=en
Golden Dragon Industrial Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJBK?fairCode=hkwatchfair&locale=en
Ho Tat Trading Co,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NM42?fairCode=hkwatchfair&locale=en
Hong Kong Fashionshine Trading Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005N0GO?fairCode=hkwatchfair&locale=en
Horological Industries Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OB3G?fairCode=hkwatchfair&locale=en
Hyde Industrial Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005OQGY?fairCode=hkwatchfair&locale=en
Johnis Watch Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MII0?fairCode=hkwatchfair&locale=en
Mission Time Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PV05?fairCode=hkwatchfair&locale=en
"Perfectime Watch Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJQB?fairCode=hkwatchfair&locale=en
"Swiss Grandstone Watch Industry (Hong Kong) Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJG5?fairCode=hkwatchfair&locale=en
Tian Woo Technology Plating Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MK2A?fairCode=hkwatchfair&locale=en
Time Dealer Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005RXO3?fairCode=hkwatchfair&locale=en
Timerich Watch Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005MJT2?fairCode=hkwatchfair&locale=en
"Valdus Technology Co., Ltd",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005RE57?fairCode=hkwatchfair&locale=en
"Xinboli Hardware Products Technology (Hongkong) Co., Limited",Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NZSP?fairCode=hkwatchfair&locale=en
Zhong Fu International Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005NRQ3?fairCode=hkwatchfair&locale=en
"Dongguan Peng Hun Watch Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQMG?fairCode=hkwatchfair&locale=en
"Dongguan Weisi De New Material Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RQSY?fairCode=hkwatchfair&locale=en
Dongguan Xizhong Shiji Innovation Technology Co.Ltd,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRD6?fairCode=hkwatchfair&locale=en
Gaga' Milano s.r.l.,Italy,[],/event/hkwatchfair/en/exhibitor/1S005PIJX?fairCode=hkwatchfair&locale=en
"Guangzhou Glenn Watch Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005OKNJ?fairCode=hkwatchfair&locale=en
"Guangzhou Onlyou Watch Industry Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RNJS?fairCode=hkwatchfair&locale=en
"Guangzhou Pagani Watch Co. , Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RGMQ?fairCode=hkwatchfair&locale=en
"Guangzhou YiTai Packaging Product Co.,Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9QL?fairCode=hkwatchfair&locale=en
"Guangzhou Ysure International.co.,ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRF0?fairCode=hkwatchfair&locale=en
Jiangsu Chaos New Material Technology Co.Ltd.,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0VF?fairCode=hkwatchfair&locale=en
"Kyhe Tech. (Ningbo) Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9K3?fairCode=hkwatchfair&locale=en
Northgate Watches,Netherlands,[],/event/hkwatchfair/en/exhibitor/1S005NT3Y?fairCode=hkwatchfair&locale=en
SUZHOU JINTIANCHENG SEIKO TECHNOLOGY CO'.LTD,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR7O?fairCode=hkwatchfair&locale=en
"Shenzhen Chuangbai Watch Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9I9?fairCode=hkwatchfair&locale=en
"Shenzhen FUCDA Industrial Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RGLT?fairCode=hkwatchfair&locale=en
"Shenzhen Forever Time Co.,Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005OLS3?fairCode=hkwatchfair&locale=en
Shenzhen Guanglijin Technology Company Limited,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRBC?fairCode=hkwatchfair&locale=en
"Shenzhen Hongxu Timepiece Technology Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005P0TL?fairCode=hkwatchfair&locale=en
"Shenzhen Leqi Optoelectronics Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005S6TF?fairCode=hkwatchfair&locale=en
"Shenzhen kedu Trading Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RGJZ?fairCode=hkwatchfair&locale=en
Witschi Electronic AG,Switzerland,[],/event/hkwatchfair/en/exhibitor/1S005NM28?fairCode=hkwatchfair&locale=en
"ZHANGZHOU HEYU WATCH & CLOCK CO., LTD.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RR30?fairCode=hkwatchfair&locale=en
"ZHANGZHOU HONGYI CLOCK CO.,LTD.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005NRR0?fairCode=hkwatchfair&locale=en
"Zhongshan WatchLink Technology Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRE3?fairCode=hkwatchfair&locale=en
Gymetaverse Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005U6Y0?fairCode=hkwatchfair&locale=en
Sramek Insight Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005U6X3?fairCode=hkwatchfair&locale=en
Hong Kong Productivity Council,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005Q9L0?fairCode=hkwatchfair&locale=en
Guangzhou Watches & Clocks Association,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9PO?fairCode=hkwatchfair&locale=en
"Shenzhen Migaga Watch and Jewelry Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRO9?fairCode=hkwatchfair&locale=en
"Zhangzhou Santai Clock & Watch Co., Ltd",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005RRP6?fairCode=hkwatchfair&locale=en
China Resources Advertising & Exhibition Company Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005Q9MX?fairCode=hkwatchfair&locale=en
Hong Kong Watch Manufacturers Association Limited,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005U8J7?fairCode=hkwatchfair&locale=en
Guangdong Province Horologe Industry Association,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9OR?fairCode=hkwatchfair&locale=en
"Shenzhen Winwai International Exhibition & Advertising Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9J6?fairCode=hkwatchfair&locale=en
Taiwan Watch & Clock Industrial Association,Taiwan,[],/event/hkwatchfair/en/exhibitor/1S005RRIR?fairCode=hkwatchfair&locale=en
E-linc International Exhibition & Technologies (Hai Nan) Co Ltd,Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005Q9NU?fairCode=hkwatchfair&locale=en
"Huiyuan Culture Development Group Co., Ltd.",Chinese Mainland,[],/event/hkwatchfair/en/exhibitor/1S005ZPOB?fairCode=hkwatchfair&locale=en
BA Publishing Ltd,Hong Kong,[],/event/hkwatchfair/en/exhibitor/1S005PUZ9?fairCode=hkwatchfair&locale=en
Worldex India Exhibitions & Promotion Pvt Ltd.,India,[],/event/hkwatchfair/en/exhibitor/1S005ZPP8?fairCode=hkwatchfair&locale=en
