"item-pic src","item-title","item-desc","item-meta","item-meta href","item-meta 2","item-meta 3"
"","北京康唯雅商贸有限公司 （Coway China Co., Ltd.）","BEREX is a premium wellness and relaxation brand under the Coway Group of South Korea. Since its establishment in 1989, Coway has remained committed to becoming the “Best Life Solution Company,” dedicated to enhancing people’s quality of life. Starting from water and air solutions, the Group has expanded its business into body care, sleep, and lifestyle care, building a comprehensive healthy living ecosystem for the entire home environment.As a high-end health and relaxation brand integrating “Sleep & Healing,” BEREX embodies Coway Group’s more than 30 years of R&D expertise and service philosophy, striving to redefine the aesthetics of home healing and wellness for modern consumers.","https://www.berex-cn.com","https://www.berex-cn.com/","3.1","A60"
"https://oss-shjbh.saas.coolgua.com/20260714/30d385e52e0b48de92f7654f5a3f0291.jpg","Zhejiang Anji High Quality Smart Home Co., Ltd","Zhejiang Anji Haiku Smart Home Co., Ltd. is located in Anji, Huzhou, Zhejiang Province. It owns the home brand LUCKY, specializing in the R&D and production of functional upholstered sofas.
Equipped with an in-house design team, the company integrates research, development and production. Adhering to original and differentiated product positioning, we launch new products on a monthly basis and share the latest styles with clients timely.
Boasting strong innovation capabilities, we hold 82 design patents, 13 utility model patents and 4 invention patents. Our production base covers nearly 20,000 square meters, featuring a mature production system and stable output.
Centered on original design and backed by patented technologies, Haiku Smart Home devotes itself to manufacturing high-quality upholstered sofas and delivering premium products and services to all partners.","https://www.luckysmartfurniture.com","https://www.luckysmartfurniture.com/","2.1","C32"
"https://oss-shjbh.saas.coolgua.com/20260714/e03c51a1a037455484b1210bcd2db11f.jpg","Jiangxi Hengmao Intelligent Technology Co. , Ltd.","Jiangxi Hengmao Intelligent Technology Co., Ltd., located in Block 30 banling furniture industrial park,Longhui town,Nankang District, Ganzhou Ctiy,Jiangxi Province,the company was founded in 2007 by Hong Kong Ximigsofa. In 2013, it expanded its production capacity to set up Huizhou Ruishinlong Furniture Co., Ltd.After 10 years of hard 2023, it has set up a new production base in the Jiangxi furniture capital. Since its establishment, the company has always focused on intelligent  Sofa development & manufacture and become a large intelligent furniture enterprises,which is gather in the function for research,manufacturing,selling and service of sofa furniture.","http://www.hm.sofa.com","http://www.hm.sofa.com/","2.1","A13"
"https://oss-shjbh.saas.coolgua.com/20260714/8d60e08a15f94bcfac97348505c60b25.jpg","GOLDEN CHANCE MANUFACTURING(HEYUAN) CO.,LTD.","GOLDEN CHANCE MANUFACTURING(HEYUAN) CO.,LTD. is located in Heyuan High-tech Zone, Guangdong, boasting an 80,000㎡ intelligent manufacturing base. Through a ""semi-military"" management system, the company leads a skilled team of 400 technicians. As a National High-tech Enterprise and Specialized & Sophisticated SME, Yufu focuses on OEM/ODM services for upholstered beds and sofas.
Its core strengths lie in modular smart manufacturing and collaborative KD assembly processes, achieving compact packaging, high container loading capacity, and low logistics costs. Products integrate smart features such as pull-out bed storage, LED lighting, and power strip outlets. With 169 patents and software copyrights, Yufu continues to supply high-quality products to international e-commerce platforms and global brand retailers, earning long-term customer trust through full-process support.","https://www.swsgf.com","https://www.swsgf.com/","2.1","B06"
"https://oss-shjbh.saas.coolgua.com/20260714/e36f57fc00fc42ad8518ad5168e8187b.png","Suzhou Shijian Furniture Co., Ltd.","","http://www.ks-treasure.com/","http://www.ks-treasure.com/","4.1","B13"
"https://oss-shjbh.saas.coolgua.com/20260714/d20db46dfb5e48769d5f73ff69c3b520.jpg","Mei Yaxin Furniture Industrial Co., Ltd","Meiyaxin Furniture Industrial Co., Ltd. has garnered widespread attention through its eco-friendly design philosophy and continuous innovation. Since its establishment in 2010, the company has expanded its international market presence, with an export network covering Europe, the Americas, the Middle East, Southeast Asia, and other regions. In recent years, Meiyaxin has actively transitioned from OEM and ODM models to self-branded and original designs, collaborating with over a dozen Chinese and international designers to drive the diversification and premiumization of its products. Moving forward, Meiyaxin will continue to prioritize innovative design and high-quality products as core drivers, striving to establish a more influential Chinese brand in the global market.","https://www.meiyaxin.com","https://www.meiyaxin.com/","1.1","B22"
"https://oss-shjbh.saas.coolgua.com/20260714/53518e7984b94e369ed7fea8ed8e54a9.jpg","狄普","","https://dipujj.tmall.com/category.htm?spm=pc_detail.30350276.shop_block.dshopinfo.36e57dd6jl1n1t","https://dipujj.tmall.com/category.htm?spm=pc_detail.30350276.shop_block.dshopinfo.36e57dd6jl1n1t","3.1","B12"
"https://oss-shjbh.saas.coolgua.com/20260714/7a2de6a5232a4bda9ce88fb640639fb2.jpg","上海上室网络科技有限公司","菠萝斑马成立于2015年，是智能床行业标准起草者。品牌相信科技能让人睡得更好，但不希望科技成为生活的负担，因此始终致力于以科技驱动产品创新，在性能与美感之间取得平衡。围绕“睡得更好”这一目标，菠萝斑马持续布局智能床、床垫、枕头及卧室家居产品，构建完整的睡眠解决方案。目前，菠萝斑马已拥有39项专利技术，先后获得德国红点设计奖、美国MUSE缪斯设计金奖等国际设计奖项。旗下智能床Max系列均已搭载智能睡眠中枢，支持OTA无线升级、米家生态联动及多种智能睡眠程序。品牌始终以用户真实睡眠需求为出发点，","https://m.tb.cn/h.rocx3lstl7tefgr","https://m.tb.cn/h.rocx3lstl7tefgr","3.1","B18"
"https://oss-shjbh.saas.coolgua.com/20260714/9040ccaa5e40432c9556d49a0f734efa.jpg","巢趣","","https://chaoqu.tmall.com","https://chaoqu.tmall.com/","3.1","A01"
"https://oss-shjbh.saas.coolgua.com/20260810/a931d05c26a64e978fdbd3be843fb694.png","Shenzhen Oriental Focus Design Co., Ltd.","Oriental Focus Design Co., Ltd. is dedicated to the application and presentation of original home furnishings designs crafted from highly transparent synthetic materials. Here, every piece of crystal furniture embodies the designer’s ingenuity and tells a unique story. The Oriental Focus brand explores the boundless possibilities of creativity, shaping the aesthetics of daily life through original design. Oriental Focus: Focusing on originality, illuminating life.","https://ftp.mioz.cn","https://ftp.mioz.cn/","4.1","C53"
"https://oss-shjbh.saas.coolgua.com/20260810/56d980a5a5554b45ba106f1c6f972d78.jpg","西继迅达电梯有限公司","XJ-Schindler Elevator Co., Ltd. was founded in 2001 and is a holding enterprise of Schindler Group from Switzerland, one of the world’s top 500 companies, possessing all core technologies in the elevator industry. Covering a land area of nearly 1,000 mu, the company runs four subsidiaries and one escalator branch factory, and owns ten major bases including a technology R&D base, drive system manufacturing base, main control system production base, elevator structure workshop, passenger elevator assembly base, escalator assembly base, product testing center, logistics & delivery base, skill training base and product operation monitoring center. It supplies a full range of elevator products and services such as passenger elevators, hospital elevators, panoramic elevators, escalators, moving walkways, freight elevators and villa elevators, with an annual production capacity of 80,000 elevator units.","https://www.xjschindler.com","https://www.xjschindler.com/","4.1","B22"
"https://oss-shjbh.saas.coolgua.com/20260810/758deee0239448098a134d18e30efaa9.jpg","Bazhou Bona Furniture Co.,Ltd","Located in Bazhou, Langfang City, Hebei Province, we are a furniture enterprise specialized in the design, production, sales and export of bed frames, dining tables and chairs, coffee tables and TV cabinets. Founded in 2008, after more than a decade of development, the company now features two dedicated production zones for beds and tables & chairs, covering a total area of 58,000 square meters with 300 factory workers and over 30 office staff engaging in R&D, sales, finance, quality inspection and other departments. Supported by robust production capacity and a sound management system, XS exports products to dozens of countries across Europe, Asia, Australia, Africa, Central and South America with a professional team, premium service, competitive pricing and reliable product quality, achieving an annual sales volume of 30 million US dollars.","https://www.xs-furniture.com","https://www.xs-furniture.com/","3","B61"
"https://oss-shjbh.saas.coolgua.com/20260810/3b030b1108774833b46f4a06bf094ef0.jpg","Asiama","Rongma is a furniture manufacturing brand under Hong Kong Qiaxing Investment Industry Co., Ltd. Since 2006, we have been committed to the manufacturing of soft furniture, with a new manufacturing base of over 150000 square meters and over 1200 excellent craftsmen. Through outstanding research and development innovation capabilities, we create diverse home product experiences for users. We carefully improve our craftsmanship and establish a comprehensive quality control system to ensure product excellence. The Rongma R&D Center launches over 300 new products such as sofas, electric leisure chairs, soft beds, furniture, etc. every year, with an annual output of over 800000 pieces, providing high-quality home experiences for users in more than 80 countries and regions around the world.","https://cdfhome.com","https://cdfhome.com/","2.1","A03,A06,A01"
"https://oss-shjbh.saas.coolgua.com/20260810/5ef7a3fae22145f3992b88ed8fb6a521.jpg","Cosmo Home Space Technology (Beijing) Co., Ltd.","With nearly two decades of dedication to original design, HC28 maison integrates its high-end furniture collections, HC28 and HC28 Cosmo, together with the HC28 SPACE modular cabinet system, into a three-in-one offering of original design furniture, modular cabinet systems, and total design solutions.
By systematically coordinating furniture aesthetics, custom functionality, and spatial order, HC28 maison provides high-end users with integrated residential solutions spanning from products to spaces, and from design to final delivery.
The brand continues to collaborate with leading global designers and studios, including Yabu Pushelberg, Marcel Wanders, Christophe Delcourt, Pearson Lloyd, Steve Leung, and Masayuki Kurokawa, presenting a complete and diverse lifestyle proposition for contemporary living.","https://www.hc28maison.com","https://www.hc28maison.com/","4.1","B06"
"https://oss-shjbh.saas.coolgua.com/20260810/295c72339b5e42b09f5957445e93067c.png","HTL Marketing Pte Ltd","华达利集团 1976 年创始于新加坡，早期是从事家具 OEM 生产。1994 年将主要生产线迁至中国大陆，目前在全球拥有 11 个一体化全产业链的生产制造基地，全球员工超过 6000 名，每月超过 3000 个货柜的沙发出口到世界各地。2024 年 10 月，集团旗下公司 homestolife 在美国纳斯达克上市，股票代码 HTLM。","https://www.htlhome.com","https://www.htlhome.com/","2.1","B01"
"https://oss-shjbh.saas.coolgua.com/20260810/302880e7ebd24621a9aa8d42de30991d.jpg","ZHINEI","Foshan Yuanmu Zhizuo Furniture Co., Ltd., with over 20 years of deep expertise in solid wood furniture, has been dedicated to the design, R&D, manufacturing, and sales of mid-to-high-end solid wood furniture. The brand ""ZHINEI"" is an original design brand jointly created by Yuanmu Zhizuo and Yang YYT Design Studio . ZHINEI re-examines the Eastern way of living through an international lens. Rooted in Eastern culture and grounded in practicality, ZHINEI integrates artistic aesthetics to shape a lifestyle that is inheritable, layered, substantive, and culturally rich — imbuing every living scene with its own character and exploring a new definition of the human habitat.","https://www.logstyle.cn","https://www.logstyle.cn/","4.1","C08"
"https://oss-shjbh.saas.coolgua.com/20260810/4bfb88edd7204d01b5604b70a5dff07f.jpg","上海万木之源家居有限公司","The YESWOOD brand was established in 2010, integrating the design, production, and sales of furniture and homeware. Focusing on the solid wood furniture sector, it aims to provide high-quality solid wood home products and services, presenting a wide variety of home styles and combinations, allowing everyone to create a beautiful life within their reach.","https://www.yeswood.com","https://www.yeswood.com/","2.1","B08"
"https://oss-shjbh.saas.coolgua.com/20260810/3474d49b3c224b4694efc28791659939.jpg","Bazhou Damu Furniture Co.Ltd","We are a professional enterprise specializing in the design, manufacturing and export of high-quality upholstered beds. With over 10 years of production experience, our factory has won wide recognition from customers for superior craftsmanship and reliable quality. To further expand the international market and deliver better services, we have set up a trading division named Tianjin Dadao Import and Export Trading Co., Ltd.","https://www.thewayfurniture.com","https://www.thewayfurniture.com/","3","B72"
"https://oss-shjbh.saas.coolgua.com/20260810/68ccf01134884df18c2e5a98a4feece8.jpg","BEYA(SHANDONG)SMART HOME TECHNOLOGY CO., LTD","Beiyu Intelligent is a national customized smart sleep brand under the Beiyu Home Group. It focuses on AI variable-frequency smart mattresses, fully disassembled mattresses, bed selection systems, health care smart beds, home-based elderly care smart beds and electric beds. It adopts intelligent chip high-precision adaptive balance technology to provide suitable sleep support and achieve healthy sleep.
The brand has received honors such as the top ten in the industry, famous brand, green environmental protection, 3.15 integrity, and AAA credit. It has passed CE, EMC, ISO9001, ISO14001, and ISO45001 certifications and holds over 70 patents. Beiyu Intelligent International adheres to the brand strategic positioning of ""National Customized Smart Sleep System"", and is committed to enabling every Chinese person to enjoy the ultimate comfort sleep brought by technology, making high-quality sleep no longer a luxury.","https://www.beyatech.net","https://www.beyatech.net/","3","B69"
"https://oss-shjbh.saas.coolgua.com/20260810/cb557717f28a49bcaafde0901c9b9892.jpg","HUIZHOU YISHANG INTELLIGENT TECHNOLOGY CO.,LTD","Huizhou Yishang Intelligent Technology Co., Ltd., located in Huizhou City, Guangdong Province, was established in 2006 as a professional manufacturer of indoor upholstered sofas, accent chairs, recliners, footstools and sofa beds, whose self-developed products have sold well in European and American markets for many years. Taking the characteristics of online sales into consideration, we have developed and optimized a wide range of products suitable for cross-border e-commerce models. We have won unanimous praise from buyers thanks to stylish designs, stable product quality, sufficient stock and thoughtful after-sales service.","https://www.fengshangsofa.com","https://www.fengshangsofa.com/","2.1","A18"
"https://oss-shjbh.saas.coolgua.com/20260810/7634e661cdac485aae85c803dda8c655.png","ZheJiang Seemorething Home Co.,Ltd","n 2014,in Haining,Zhejiang,we caried forward a familylegacy of makingsprings since the 19905.By 2025,that experience has grown to nearly 30years.
From rolls of steel wire to finished mattresses,from covers to upholsteredbeds and bedding,we refine every detail of ""good sleep""-even the onesyou can'tsee.
Overthe years,we've made our factory feel more like a laboratory.introduc-ing world-dlass equipment,strictly implementing SO9001 and S014001,and earning international certifications such as GRS,BSCI (Grade A),andOEKD-TEX.Not for appearances,but becausewe believe true comfortcomesrom thedetails that are taken seriously.
From Haining,our products have eached homes and bedrooms acrossNorth America,Europe,Asia,Australia,the Middle East,and Latin America.Each choicealong the way reinforces our belief:sleep deservesto be treatedwith gentleness.
Today,Seemorething still olds onto one promise:Make a practical mattress that can also carry dreams for everyone.","https://www.seemorething.com","https://www.seemorething.com/","3","A64"
"https://oss-shjbh.saas.coolgua.com/20260810/57dd1c46b017428789a451ad6a570d87.jpg","Shanghai Lingxin Intelligent Furniture Technology Co., Ltd.","Our company is a professional modern furniture manufacturer integrating design and research, production and manufacturing, sales and service. It is located in a convenient transportation industrial park with a superior factory environment and complete production scale.

The company mainly deals in civilian household furniture, including tables and chairs, sofas, beds, and complete home decoration furniture, with a rich variety of styles suitable for various usage scenarios such as family residences, office buildings, hotels, and enterprise factory areas. The enterprise has standardized production workshops, advanced CNC production equipment, and mature production techniques. From raw material selection, board cutting, fine grinding, environmentally friendly painting to assembly and quality inspection, every process is strictly controlled to adhere to the quality bottom line. We carefully select environmentally friendly and high-quality raw materials, focusing on the product features of being sturdy and durable, simple and fashionable, and healthy and odorless, while taking into account practicality, aesthetics, and comfort.","https://www.cantonfair.org.cn","https://www.cantonfair.org.cn/","2.1","A07"
"https://oss-shjbh.saas.coolgua.com/20260810/c14a9b43e4f24c5fb9926668d5e2a7a1.png","Huizhou Xinguancheng Intelligent Technology Co .,Ltd.","Xinguancheng Company was founded in 2008, specializing in the design, research and development, and production of OEM/ODM sofa sets, sofa beds, L-shaped sofas, lounge chairs, and other soft furniture. The company provides stable quality, flexible customization, and continuous delivery capabilities to global customers. Its products have a good reputation on online platforms such as Wayfair and Amazon, as well as offline physical channels. The company has over 200 staff members, including about 45 office staff, and has established a complete collaborative process around product design, sampling, production, quality inspection, and after-sales service. With competitive prices, more attractive appearance, and comprehensive quality control, Xinguancheng Company maintains long-term cooperation with global customers.","https://gcsofa.com","https://gcsofa.com/","2.1","C28"
"https://oss-shjbh.saas.coolgua.com/20260810/fc7657fec3594efe8727283da1513297.png","HUIZHOU HOPESOFA CO.,LTD","Founded in 2014, HOPESOFA is an integrated manufacturer of bedroom furniture covering R&D, production, sales and after-sales service. Our 20,000㎡ Huizhou factory near Shenzhen Port boasts convenient logistics, two production bases with independent export rights and 200 staff.
We focus on upholstered beds, alongside fabric sofas, kids’ beds, nightstands and matching furniture. All items pass SGS certification and ISTA transport tests for stable quality, exported to the US, UK, Canada, Australia, South Korea, Japan and South America.
Equipped with an in-house R&D team, we support flexible OEM & ODM custom orders and continuously launch new styles for diverse global demands.
Adhering to win-win cooperation, we deliver consistent premium products, competitive prices and full professional service, earning trust worldwide. We attend CIFF Guangzhou every March and September. We warmly invite global buyers for visits, inquiries and long-term partnerships.","https://www.facebook.com","https://www.facebook.com/","3","B88"
"https://oss-shjbh.saas.coolgua.com/20260810/0e3ab035a8d44967846d0fb1088e8c9d.jpg","一具一家","创立于 2013年，集原创设计、生产制造、线上线下销售于一体。是国内美式复古家具领导品牌，拥有不同人群和定位的产品线，具备完整的供应链管理体系和运营管理团队。年产值5亿+元，3年复合增长率达85%。这一增长速度远超行业平均水平，显示出一具一家在美式家具电商领域的强劲发展势头。
发展理念：2026年聚焦线上线下同步发展，线下数量预计新开30家；打造线上线下美式复古原木家具第一品牌
线上情况：淘宝、天猫、京东美式原木家具类目TOP1；淘宝、天猫优秀店铺；京东SKA商家。","https://jiyoujia538272138.jiyoujia.com","https://jiyoujia538272138.jiyoujia.com/","3","B09"
"https://oss-shjbh.saas.coolgua.com/20260810/51fd089975384257bfeb1642b9877149.jpg","Shandong Yashangmingpin Household Co.,ltd","Shandong Yashangmingpin Household Co.,Ltd. was established in August 2016. It is located in Heze City, Shandong Province with a registered capital of RMB 500 million. At present the company covers an area of 1.34 million square meters, a building area of 1 million square meters. It has total assets of RMB 1.7 billion and more than 2,000 employees.The company is an export self-supporting enterprise that designs, researches, manufactures and sells modern household products as its main industries. It mainly produces four series of more than 20,000 varieties of products including straw","https://www.sdysmp.com","https://www.sdysmp.com/","1.1","C35"
"https://oss-shjbh.saas.coolgua.com/20260810/e246783beafe4faaaa88acfec0104b8b.jpg","LETRIGHT INDUSTRIAL CORP., LTD.","中艺股份 1999 年创立于浙江杭州，深耕户外家居行业近30 年，一站式户外生活方案服务商，覆盖设计、研发、智造、全球营销全链路。公司布局德清、河南、越南智造基地，产品远销欧美、澳洲、中东等70 个国家和地区，稳居行业出口头部。旗下拥有 GrandLeisure、GRAND PATIO、EVERITE、Ombra 等品牌，主营智能遮阳、庭院家具、户外太阳能照明等核心品类。拥有 1000 余项全球专利，自建标准化专业检测实验室，斩获国内外多项设计金奖，以科创与精工，致力成为全球户外家居领航者。","https://www.letright.com","https://www.letright.com/","1.1","B32"
"https://oss-shjbh.saas.coolgua.com/20260810/56b6ba42da4443a0a181ce7941949b97.jpg","世尚雅轩","东莞市世尚家具有限公司是一家具有30多年发展史，致力于中高端实木家具的研发、生产和销售。旗下拥有时尚北欧“世尚·悦”、时尚中式“世尚·和”、侘寂风“世尚·璞”、意式极简“世尚·钰”、简约中式“世尚·臻”、时尚典藏红木“世尚·尊”、高端全屋定制“世尚·舍”7大系列产品。
世尚家居秉承“世界的，时尚的”品牌理念，坚持“精益求精、追求卓越、用户至上”的匠心精神，目前在国内一、二、三线城市有专卖店400多家，产品远销二十多个国家和地区。
我长。
我们的愿景：将世尚家居打造成为中高端人群高品质生活的象征！","https://www.ssyxf.com","https://www.ssyxf.com/","4.1","B18"
"https://oss-shjbh.saas.coolgua.com/20260810/87a0d2e32186492abcead16dabf4c311.jpg","Shanghai NEST Furnishing Co., LTD","NEST SPACE is a furniture brand integrating Danish design with Chinese manufacturing. Founded in 2020 by Danish national Simon Lichtenberg, also the founder and CEO of the Treetop Group, the brand draws on the group’s mature manufacturing techniques and maintains in-depth cooperation with renowned Danish design teams. It selects premium natural materials and adopts Nordic minimalist color palettes to create a fresh and pure design aesthetic. Its product portfolio covers living room, bedroom and dining room furniture, centered on high-quality leather and fabric pieces that strike a perfect balance between functionality and comfort. Committed to creating a relaxing and cozy home atmosphere for consumers, the brand conveys the Danish sense of well-being.","https://www.nestspace.com","https://www.nestspace.com/","2.1","A10"
"https://oss-shjbh.saas.coolgua.com/20260810/8a772d79047c415c89563064a449f5c4.jpg","ZHEJIANG YINGJIE TECHNOLOGY CO.,LTD","Zhejiang Yingjie Technology Co., Ltd. is located in Anji, renowned as the ""Hometown of Chinese Bamboo,"" ""Hometown of White Tea,"" and ""Hometown of China's Chair Industry."" Established in August 2014, the company specializes in sofas and operates as a furniture enterprise integrating design, R&D, production, and sales. Through years of dedicated efforts, it has earned consistent acclaim and widespread recognition for its products, which are beloved across various countries worldwide. Its products are exported to nations such as South Korea, the United States, the UK, South Africa, Thailand, and Australia, garnering the favor and endorsement of numerous international importers.
Through continuous development, the company has been dedicated to building its own brand, Yingjie. In 2016, it obtained ISO9001:2008 international standard quality management system certification, establishing a positive corporate image in the process of growth.","https://yjrecliner.com","https://yjrecliner.com/","2.1","C11"
"https://oss-shjbh.saas.coolgua.com/20260810/5a4c418b8cb5409d9da9e6333676a3d5.jpg","广东爱舍予寝具有限公司","Founded in 1993, AISHU Group of Shanghai is a leading national home bedding brand originating from Shanghai. With over 30 years of dedication to the healthy sleep industry, it has developed into a large-scale home furnishing enterprise integrating R&D, design, production and sales.Headquartered in Shanghai, the group has established six major production bases nationwide. Boasting 600,000 square meters of factory buildings to integrate the whole industrial chain, it produces over one million mattresses annually, mainly offering a full range of products including mattresses, soft beds and sofas.The enterprise has participated in drafting more than 20 national industrial standards, owning over 200 patents and multiple independent core technologies. It has signed Liu Tao as its brand ambassador and won more than 300 authoritative honors.Staying true to its original aspiration, the brand integrates technology and humanity. It serves numerous families and customizes sleep solutions for high-end hotels, steadily advancing toward the goal of building a world-class smart home enterprise.","https://www.asnug.com","https://www.asnug.com/","3","A80"
"https://oss-shjbh.saas.coolgua.com/20260810/cfb5ca89a23e418ba0a9cf4b07112251.JPG","GUANGDONG SYNWIN NON WOVEN  TECHNOLOGY CO., LTD","Guangdong Synwin is a major Asian manufacturer of spring steel wire and mattresses, located in Foshan's high-tech zone with an 80,000-square-meter production base. We specialize in mattress springs, finished mattresses, and non-woven products, exporting to over 40 countries. 

Committed to green manufacturing, we strictly follow ISO9001 and ISO14001 standards. Our products hold multiple patents and international certifications like SGS and OEKO-TEX. Guided by a ""co-create, win-win, and share"" philosophy, Synwin is dedicated to providing top-tier quality and professional services to clients worldwide, building a better future together.","https://www.springmattressfactory.com","https://www.springmattressfactory.com/","3","A62"
"https://oss-shjbh.saas.coolgua.com/20260810/36156e746dfa49ee9454d01ef5f1cd46.jpg","出乎","出乎生活家具
2012年成立于中国杭州，专注设计与环保家居。
旗下汇集小半、MUU、续写、小写、zolle等新锐设计品牌，以多元风格回应当代审美，以舒适设计安放你的日常。
我们相信，美好不止一种模样，而美好家具的内核，始终是自由、真实与安心。为此，我们以“选材好，更环保”为产品核心竞争力，精选全球优质木脉，坚持严苛工艺，用恰好的价格，兑现超乎预期的品质。
出乎，让美好家具触手可及。","https://www.chuhu.com","https://www.chuhu.com/","3","B10"
"https://oss-shjbh.saas.coolgua.com/20260810/ce5fcf5df7ee4fed8c1bb7a7d91e0167.png","ZOY HOME FURNISHING CO.,LTD.","ZOY Home Furnishing CO., Ltd., established in 2001, has its headquarter located in Zhejiang Anji, the hometown of entrepreneurship in China with a strong belief in substantial development. Focuses on the R&D, manufacturing and oversea sales of functional sofas and chairs, and panel furniture.Equipped with first-class production facilities and a smart warehousing system, ZOY has monthly output equal to 2,000 containers, marking as the industry leader. The company customers are from 150+ countries and regions worldwide, such as United States, Canada, Japan, Australia, and South Africa.In 2018, ZOY was successfully listed on the Shanghai Stock Exchange (stock code: 603709). With the power from the capital market, the new era of intelligent production for ZOY was unveiled, which also helps accelerate the company's globalization.","https://www.zoy-living.com","https://www.zoy-living.com/","2.1","B05"
"https://oss-shjbh.saas.coolgua.com/20260810/7317d7834cc1429aa3a95a983b6e0ef2.jpg","MARATTI GROUP","Maratti Furniture Co., Ltd. Shanghai(MARATTI GROUP) was established in June 2006 . The company's headquarters is located in Shanghai. MARATTI GROUP has elevated its brand strategy to the Globe Forest Space Strategy, aiming to achieve greater innovation and empowerment. Globe Forest redefines commercial spaces and drives the construction of future commercial space strategies. Centered around the concept of ""Forest Central Park,"" it focuses on ESG strategies, extending into space segments such as forest offices, hotels, retail, and exhibition areas. Leveraging a professional design team and the robust production capabilities of its carbon-neutral factory, the company strategically delivers comprehensive commercial space solutions and product systems. Furthermore, we explore ESG space system for healthy living environments, providing empowerment across diverse commercial space sectors.","https://www.maratti.com.cn","https://www.maratti.com.cn/","6.1","B61"
"https://oss-shjbh.saas.coolgua.com/20260810/618b8cdb17ea41a7b34f955e864521c4.jpg","青岛汉世家具有限公司","原始原素2009年创立于青岛，深耕纯实木家具十六年，是中国家具协会理事单位，2023年参与起草《绿色设计产品评价技术规范实木家具》行业标准。
企业坐拥20万平米独立仓储，全国100+线下体验馆覆盖30余个核心城市，500+专业员工形成研发、设计、生产、销售一体化运营体系。产品涵盖卧室、客厅、餐厅、书房全品类，坚持100%纯实木，规模化生产保障性价比优势。
2026年成为NHLA（美国硬木木材协会）合作伙伴会员，供应链实力持续夯实。","https://yuanshiyuansu.tmall.com","https://yuanshiyuansu.tmall.com/","3","B15"
"https://oss-shjbh.saas.coolgua.com/20260810/1650e4042e8c4deebeae2adb2020f24d.png","Guangdong Sheng Bao Industrial Co.,Ltd.","We are specialized in manufacturing and R & D all kinds of gas grill for more than 20 years.have 30000 square meter,over 200 staffs. To keep pace with global high-quality standards, most of our products have CE, AGA,GS,SAA,ETF,CSA, LFGB and DGCCRF approval. And we have become a member of the BSCI, in order to provide better service to our customers, and encourage compliance with international standards.
Our items are suitable for using in Villa/hotel/party/family gathering etc.
We are aiming to become a company of long history providing family items to all family worldwide","https://sunboind.en.alibaba.com","https://sunboind.en.alibaba.com/","1.1","A28"
"https://oss-shjbh.saas.coolgua.com/20260810/b827e94b4f8f49d486eb6565be84380a.jpg","Shanghai Huandi Information Technology Co., Ltd","Founded in 1953, VALORO is one of the iconic brands in German-style furniture. It consistently demonstrates outstanding competitiveness in the home furnishing sector with exquisite craftsmanship and world-class design resources sourced globally. Its core product is genuine leather sofas featuring trendy designs, and custom services including fabric, color and configuration options are available. To guarantee quality from raw materials to finished goods, VALORO cooperates with world-renowned leather suppliers such as Italy’s DANI and NOPE. Having fully entered the Chinese market in 2023, the brand has opened more than 60 stores in over 20 key cities nationwide as of June 2026, covering Shanghai, Beijing, Chengdu, Xi’an, Nanjing, Hefei, Zhengzhou, Chongqing and other cities.","https://www.valoro.cn","https://www.valoro.cn/","3","A02"
