"list-item-link href","brand-card-wrapper src","name","chip","brand-location-hall","brand-location-stand","country"
"https://www.ifa-berlin.com/exhibitors/andaseat","https://drive.ifa-berlin.com/drive/2026/08/_cache/afea69311d90e0f61a563cfac7293c0a_14e7a2f3a41146775b535912eb33aca4.png.webp","ANDASEAT","Computing & Gaming","Hall 7.2b","H7.2b-115","China"
"https://www.ifa-berlin.com/exhibitors/kaibo","https://www.ifa-berlin.com/thumbnail/w500/2025/12/kaibo_2386.webp","Ningbo Kaibo Group Co., Ltd","IFA Global Markets","Hall 26a","H26a-585","China"
"https://www.ifa-berlin.com/exhibitors/thor","https://drive.ifa-berlin.com/drive/2026/06/_cache/c56d03abb2a7624f710bbb2f990a62c1_460714a4e4e2c45e7d43b1f58a44c1f7.jpg.webp","THOR","Home Appliances","Hall 7.1c","H7.1c-109","China"
"https://www.ifa-berlin.com/exhibitors/chinabest-home-appliance-vatti","https://www.ifa-berlin.com/thumbnail/w500/2025/12/chinabest_home_appliance_co_ltd_205.webp","Chinabest Home Appliance Co, Ltd (Vatti)","Home Appliances","Hall 7.1c","H7.1c-107","China"
"https://www.ifa-berlin.com/exhibitors/booster-robotics","https://drive.ifa-berlin.com/drive/2025/08/_cache/e5d36e0971f41bdb773cdf98382596b3_3edcfc19c05f0f075e085415ed343cce.png.webp","Booster Robotics","IFA Next","Hall 25","H25-343","China"
"https://www.ifa-berlin.com/exhibitors/hoverair","https://drive.ifa-berlin.com/drive/2025/12/_cache/675d1f70a70bdb087362c62515612120_9c61c812772ff687f465d9d79e132e87.png.webp","HOVERAir","Content Creation","Hall 20","H20-103","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/igulu","https://www.ifa-berlin.com/img/exhibitors/default.svg","iGulu","Smart Home","Hall 1.2","H1.2-134","China"
"https://www.ifa-berlin.com/exhibitors/ztove-nordic","https://www.ifa-berlin.com/img/exhibitors/default.svg","Ztove Nordic ApS","Home Appliances","Hall 3.1","H3.1-105","Denmark"
"https://www.ifa-berlin.com/exhibitors/gmktec","https://www.ifa-berlin.com/img/exhibitors/default.svg","GMKtec","Computing & Gaming","Hall 5.2","H5.2-455","China"
"https://www.ifa-berlin.com/exhibitors/tooldance","https://drive.ifa-berlin.com/drive/2026/07/_cache/aa6a808d6767254b397b92a8bd291cda_85c509ef2c0a1631aacd600615e582b0.png.webp","Tooldance","Content Creation","Hall 17","H17-205","China"
"https://www.ifa-berlin.com/exhibitors/plaud","https://drive.ifa-berlin.com/drive/2026/07/_cache/651f2492baeee449adc6423358028e7b_7e568339724c306dcfabdc4ceef51f88.png.webp","Plaud","IFA Next","Hall 25","H25-165","USA"
"https://www.ifa-berlin.com/exhibitors/catlink","https://www.ifa-berlin.com/thumbnail/w500/2026/07/CATLINK-LOGO.webp","CATLINK","Smart Home","Hall 2.2","H2.2-170","Germany"
"https://www.ifa-berlin.com/exhibitors/aux","https://drive.ifa-berlin.com/drive/2026/07/_cache/0e64c427e41cfee6298037339c35624b_39df4186a44bab9b0cfb33db2c7ce8f9.jpg.webp","AUX","Home Appliances","Hall 11.1","H11.1-127","China"
"https://www.ifa-berlin.com/exhibitors/rivacase","https://www.ifa-berlin.com/img/exhibitors/default.svg","Rivacase","Communication & Connectivity","Hall 3.2","H3.2-165","Germany"
"https://www.ifa-berlin.com/exhibitors/youin","https://drive.ifa-berlin.com/drive/2026/08/_cache/6fdd2cef52bf0eadd8179c7a6e274535_51099f37e478b98fa0ad84e19193e088.png.webp","YOUIN","Mobility","CityCube Hall B","CCBB-141","Spain"
"https://www.ifa-berlin.com/exhibitors/petsuper-smart-technology","https://drive.ifa-berlin.com/drive/2026/06/_cache/b40e070d4000b402c8589e369c6e76ff_6c64d400e972727d109a8c35e9c4c7d3.png.webp","Petsuper Smart Technology","Smart Home","Hall 2.2","H2.2-164","China"
"https://www.ifa-berlin.com/exhibitors/ambience-experience","https://drive.ifa-berlin.com/drive/2026/08/_cache/2c2e8b6b6cecd51e76c90650bb7c2eaf_c91f80ad34b47f72719b5ebafd133f60.jpeg.webp","Ambience Experience","IFA Next","Hall 5.2","H5.2-423","Germany"
"https://www.ifa-berlin.com/exhibitors/shining-3d","https://drive.ifa-berlin.com/drive/2026/06/_cache/8002e78bb5c20f892cdbbb12dc0ad622_33ae3f9889dc9dc1434db0786ab83851.png.webp","Shining 3D","Content Creation","Hall 20","H20-117","Germany"
"https://www.ifa-berlin.com/exhibitors/camouflage-outdoor","https://www.ifa-berlin.com/img/exhibitors/default.svg","Camouflage Outdoor","Smart Home","Hall 2.2","H2.2-172","Netherlands"
"https://www.ifa-berlin.com/exhibitors/starlink","https://www.ifa-berlin.com/img/exhibitors/default.svg","Starlink","Smart Home","Hall 1.2","H1.2-147","USA"
"https://www.ifa-berlin.com/exhibitors/creek","https://drive.ifa-berlin.com/drive/2026/08/_cache/8e5049df5c9a44cd905d62c00f29a771_259c50808f28fd36c3aadfa993ed36f3.png.webp","Creek","Beauty Tech & Wellbeing","Hall 12","H12-129","China"
"https://www.ifa-berlin.com/exhibitors/keephone","https://drive.ifa-berlin.com/drive/2026/07/_cache/8e5bd08bfc767992579cd69cce8d566f_62e1e74f409eea105ddbaefe2076c0f1.jpg.webp","Keephone","Communication & Connectivity","Hall 5.2","H5.2-215","China"
"https://www.ifa-berlin.com/exhibitors/soonbox","https://www.ifa-berlin.com/img/exhibitors/default.svg","SOONBOX","Audio","Hall 8.2","H8.2-261","China"
"https://www.ifa-berlin.com/exhibitors/shenzhen-ricomm-technology","https://www.ifa-berlin.com/thumbnail/w500/2025/12/shenzhen_ricomm_technology_co_ltd_112.webp","Shenzhen Ricomm Technology Co., Ltd","Communication & Connectivity","Hall 3.2","H3.2-135","China"
"https://www.ifa-berlin.com/exhibitors/galvany","https://www.ifa-berlin.com/thumbnail/w500/2026/08/galvanyx5fflowerx5f.svg","Galvany","Smart Home","Hall 2.2","H2.2-102","Germany"
"https://www.ifa-berlin.com/exhibitors/cuori","https://drive.ifa-berlin.com/drive/2025/12/_cache/922c1ff41f27bf5c1ffa282ffb72daae_1c9c828ca29c941414814c18e1bda5cb.png.webp","Cuori","Home Appliances","Hall 10.1","H10.1-115","China"
"https://www.ifa-berlin.com/exhibitors/w-king","https://drive.ifa-berlin.com/drive/2026/08/_cache/bd82a79385349ef02883e074509182a7_a7d096f5421f05c595752a893cd615ba.png.webp","W-KING","Audio","Hall 8.2","H8.2-283","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/dongguan-smooth-intelligent-technology","https://drive.ifa-berlin.com/drive/2026/06/_cache/b0bbb260ea9e1419f826dd70e1d6c90f_f5070f253b179efb67e6b2851b7f182b.png.webp","Dongguan Smooth Intelligent Technology Co., Ltd.","IFA Global Markets","Hall 26a","H26a-619","China"
"https://www.ifa-berlin.com/exhibitors/ascentiz","https://drive.ifa-berlin.com/drive/2026/06/_cache/73499f2dbd9f6d983482481af12cc2b2_679e9332b49414033ef49a48692c88f4.png.webp","Ascentiz","Beauty Tech & Wellbeing","Hall 12","H12-109",""
"https://www.ifa-berlin.com/exhibitors/hobot","https://www.ifa-berlin.com/thumbnail/w500/2025/12/hobot_63.webp","Hobot","Home Appliances","Hall 10.1","H10.1-127","Taiwan"
"https://www.ifa-berlin.com/exhibitors/nutricook","https://drive.ifa-berlin.com/drive/2025/12/_cache/b26902c9bc2ea3fab961c8169b6f58cd_711275f8119802e8279778cce0424eca.jpg.webp","Nutricook","Home Appliances","Hall 8.1","H8.1-118","United Arab Emirates"
"https://www.ifa-berlin.com/exhibitors/pudu-robotics-europe","https://drive.ifa-berlin.com/drive/2026/08/_cache/537ac4905821d28140d26f3a30fcd5fc_82d1b1c484d6126816a0416f6f2e331d.png.webp","Pudu Robotics Europe B.V.","IFA Next","Hall 25","H25-354","Netherlands"
"https://www.ifa-berlin.com/exhibitors/arnica","https://www.ifa-berlin.com/img/exhibitors/default.svg","Arnica","Home Appliances","Hall 8.1","H8.1-217","Türkiye"
"https://www.ifa-berlin.com/exhibitors/lumistar","https://drive.ifa-berlin.com/drive/2026/07/_cache/ea88ef1caf1f0b3cfc743d7bb58372c3_3f061cc879bef9daf9dcc01a19252e6d.png.webp","Lumistar","Smart Home","Hall 2.2","H2.2-163","China"
"https://www.ifa-berlin.com/exhibitors/inateck","https://drive.ifa-berlin.com/drive/2026/08/_cache/7d2f8c2822cc31e6cd9ae653233498b9_d827270a3afa246b67e57bbe566f1bd3.png.webp","Inateck","Communication & Connectivity","Hall 5.2","H5.2-231","China"
"https://www.ifa-berlin.com/exhibitors/dnsys","https://drive.ifa-berlin.com/drive/2026/08/_cache/62edbd2c14469b74cfd72fecddc4cc9a_0e2da296ff6164dd980d05de54a0d152.png.webp","DNSYS","Beauty Tech & Wellbeing","Hall 15","H15-105","China"
"https://www.ifa-berlin.com/exhibitors/edifier","https://drive.ifa-berlin.com/drive/2026/07/_cache/9fe45240d2760023bbd7c097af916624_5a2d344780958574edd1549a70548505.png.webp","Edifier","Audio","Hall 10.2","H10.2-121","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/api","https://drive.ifa-berlin.com/drive/2025/12/_cache/9f428fb6a88fcc6b921ffc9c94c61ef2_f53e7d133b649cb4bc17cb8b77eff108.png.webp","api GmbH","Computing & Gaming","Hall 7.2a","H7.2a-116","Germany"
"https://www.ifa-berlin.com/exhibitors/merach","https://drive.ifa-berlin.com/drive/2026/06/_cache/7fbff53217d167da696f1560f2fc46cc_e0a8a083ec7bd85701dfe20662a61399.png.webp","Merach","Beauty Tech & Wellbeing","Hall 15","H15-125","Germany"
"https://www.ifa-berlin.com/exhibitors/ice-watch","https://www.ifa-berlin.com/img/exhibitors/default.svg","ICE Watch","Beauty Tech & Wellbeing","Hall 14","H14-123","Belgium"
"https://www.ifa-berlin.com/exhibitors/burga","https://drive.ifa-berlin.com/drive/2026/08/_cache/279f1eec2819a306fd76a73c739c27bd_12049cdc5348a101cdf1091c1cd7526c.png.webp","Burga","Communication & Connectivity","Hall 3.2","H3.2-147","Lithuania"
"https://www.ifa-berlin.com/exhibitors/cuktech","https://drive.ifa-berlin.com/drive/2026/08/_cache/3f4cc3f6d6c77b39eeb9f8922630cc08_28115f67893cf82bab270b9fd785c4d2.png.webp","CUKTECH","Communication & Connectivity","Hall 4.2","H4.2-121","China"
"https://www.ifa-berlin.com/exhibitors/esco","https://drive.ifa-berlin.com/drive/2025/12/_cache/bbc3801a28fc6fff96155b1e8d23983c_a60c785bc452c17ad54c934ecd4c34f1.jpg.webp","Esco","Home Appliances","Hall 7.1c","H7.1c-105","Türkiye"
"https://www.ifa-berlin.com/exhibitors/tiktok","https://drive.ifa-berlin.com/drive/2026/08/_cache/00118663d49a584c0eeb941bec119fe2_4da0990fe00972706da8df57505910d3.jpg.webp","TikTok","Content Creation","Hall 17","H17-220","China"
"https://www.ifa-berlin.com/exhibitors/schneider","https://drive.ifa-berlin.com/drive/2025/12/_cache/70f299e3b78563f2b54791757b0125bb_61182a901f6309ab79f8f20b13cefe41.png.webp","Schneider","Home Appliances","Hall 3.1","H3.1-110","France"
"https://www.ifa-berlin.com/exhibitors/ideal-of-sweden","https://www.ifa-berlin.com/img/exhibitors/default.svg","Ideal of Sweden","Communication & Connectivity","Hall 5.2","H5.2-237","Sweden"
"https://www.ifa-berlin.com/exhibitors/booster","https://www.ifa-berlin.com/img/exhibitors/default.svg","Booster","Beauty Tech & Wellbeing","Hall 15","H15-145","China"
"https://www.ifa-berlin.com/exhibitors/ultimate-products","https://drive.ifa-berlin.com/drive/2026/08/_cache/973426a38045b42b296002871e4509aa_c710c58149a3d2e3dea1f05f9fd938f4.png.webp","Ultimate Products","Home Appliances","Hall 6.1","H6.1-110","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/libernovo","https://drive.ifa-berlin.com/drive/2026/06/_cache/65958087a4a7e95bcbb5a4904c4ffdb9_39d736d76d7cd8fb3359efea59a048fd.png.webp","Libernovo","Computing & Gaming","Hall 7.2a","H7.2a-105","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/hollyland","https://drive.ifa-berlin.com/drive/2025/12/_cache/5b60f2fbffeeb6c1e2bc94d0f8eb722d_503387319e0589d123887884620b5ca1.png.webp","Hollyland","Content Creation","Hall 20","H20-131","Germany"
"https://www.ifa-berlin.com/exhibitors/ugur-supply","https://www.ifa-berlin.com/img/exhibitors/default.svg","UGUR Supply Dis Ticaret Limited Sirketi","Reseller Park","Hub 27m","H27m-11","Türkiye"
"https://www.ifa-berlin.com/exhibitors/fantom","https://drive.ifa-berlin.com/drive/2026/08/_cache/16b47e6cc27b304da7a954258132ba8a_2b03b71f8ed52a11635f395bd91102b6.jpg.webp","Fantom","Home Appliances","Hall 8.1","H8.1-201","Türkiye"
"https://www.ifa-berlin.com/exhibitors/pongbot","https://drive.ifa-berlin.com/drive/2026/07/_cache/84fd1f33a012cbd7f41f996fb305904f_0d0666d7ad34c3416cb4d4ae44d595b0.png.webp","Pongbot","Beauty Tech & Wellbeing","Hall 15","H15-131","China"
"https://www.ifa-berlin.com/exhibitors/outin","https://drive.ifa-berlin.com/drive/2026/07/_cache/53d75d00089d3bfb7792498366bab57e_efede26f50c898ad6651581279974397.jpg.webp","OUTIN INC.","Home Appliances","Hall 8.1","H8.1-216","USA"
"https://www.ifa-berlin.com/exhibitors/abok","https://drive.ifa-berlin.com/drive/2026/07/_cache/c3b5cac1d765cebe950f905497c4ea6d_cad5d17ecbc1e657bb3d1c126100cece.png.webp","ABOK","Smart Home","Hall 2.2","H2.2-179","China"
"https://www.ifa-berlin.com/exhibitors/jsaux","https://drive.ifa-berlin.com/drive/2026/05/_cache/b7d6f4564b02fcdbe803bdcf8733721e_cadbcc43c2d0484ab3fa730d68ccdf89.png.webp","JSAUX","Computing & Gaming","Hall 7.2b","H7.2b-117","China"
"https://www.ifa-berlin.com/exhibitors/terramow","https://drive.ifa-berlin.com/drive/2026/08/_cache/b9427165c7e2f2e91708e2bf39d776c3_a7b4302f465dd2007045bb215b541ac4.png.webp","Terramow","Home Appliances","Hall 11.1","H11.1-121","China"
"https://www.ifa-berlin.com/exhibitors/ksix","https://drive.ifa-berlin.com/drive/2025/12/_cache/29b8eabf9ef71e17b6b03bb218085e9a_54edec72a1178e7d3fc036a04f23af69.png.webp","KSIX","Communication & Connectivity","Hall 3.2","H3.2-145","Spain"
"https://www.ifa-berlin.com/exhibitors/vinola","https://drive.ifa-berlin.com/drive/2026/07/_cache/b32071aa839ddb895021683c8f3f95c5_54070e4819f229f560cf74518ff1aa7e.png.webp","Vinola Ankastre Mutfak Unruleri Sanayi Ticaret S.A.","Home Appliances","Hall 7.1c","H7.1c-104","Türkiye"
"https://www.ifa-berlin.com/exhibitors/global-sources","https://drive.ifa-berlin.com/drive/2026/08/_cache/801d07ba45af64ffadd8a3f82ab4fa94_9cd42d57eca48d6cd0a3ceea908f774e.jpg.webp","Global Sources","","Hall 8.2","H8.2-215","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/kingstar","https://drive.ifa-berlin.com/drive/2026/07/_cache/a545a04e7347771551dd4f50067aaa30_77de636abcb42844a3fdc00e0bf8a3a4.jpg.webp","KINGSTAR","Audio","Hall 8.2","H8.2-211","China"
"https://www.ifa-berlin.com/exhibitors/guangdong-welly-electrical-appliances","https://www.ifa-berlin.com/img/exhibitors/default.svg","Guangdong Welly Electrical Appliances Co.,Ltd","IFA Global Markets","Hall 26a","H26a-683","China"
"https://www.ifa-berlin.com/exhibitors/blueo","https://drive.ifa-berlin.com/drive/2026/06/_cache/1aabf100e339a6390fa068a90e2e04c2_3a954789fe4930bfdaf91e5ed28c3c98.png.webp","Blueo","Communication & Connectivity","Hall 3.2","H3.2-113","China"
"https://www.ifa-berlin.com/exhibitors/eiotclub","https://drive.ifa-berlin.com/drive/2026/08/_cache/125bd98132894deaa3622e923674ac76_7dce66c8c7f65fe2fce42b59572f1d19.png.webp","EIOTCLUB","Smart Home","Hall 1.2","H1.2-170","USA"
"https://www.ifa-berlin.com/exhibitors/fossibot","https://drive.ifa-berlin.com/drive/2025/12/_cache/40af8693f33eaa2fe154ff75ff211e7e_8ed9335d1bda940443aa6dea48920daf.png.webp","Fossibot","Smart Home","Hall 2.2","H2.2-173","China"
"https://www.ifa-berlin.com/exhibitors/guangdong-murenking-appliance","https://drive.ifa-berlin.com/drive/2026/08/_cache/26bb8c2042e8d68549c9670119e27202_122ae02802025094a68efa30efa954cf.jpg.webp","Guangdong Murenking Appliance Co., Ltd","IFA Global Markets","Hall 26a","H26a-635","China"
"https://www.ifa-berlin.com/exhibitors/gs-glory-star","https://drive.ifa-berlin.com/drive/2026/08/_cache/5c778ca6b0913b2677e4fc4def4a39ef_31a696a7d53d54931ee72655d7e56d05.jpg.webp","GS GLORY STAR","Audio","Hall 8.2","H8.2-223","China"
"https://www.ifa-berlin.com/exhibitors/guangdong-smz-electric-appliance","https://www.ifa-berlin.com/img/exhibitors/default.svg","GUANGDONG SMZ ELECTRIC APPLIANCE CO.,LTD","IFA Global Markets","Hall 26a","H26a-721","China"
"https://www.ifa-berlin.com/exhibitors/xlean","https://drive.ifa-berlin.com/drive/2026/08/_cache/1a63cd4f4e103b96910abba47fca7134_c25891ea5ec556d65434d83b168be1de.png.webp","xLean","Home Appliances","Hall 11.1","H11.1-129","China"
"https://www.ifa-berlin.com/exhibitors/mulantan","https://drive.ifa-berlin.com/drive/2026/06/_cache/65b04fd9cbc077a999cbc954feec3fec_0bc183cbf6319b99020540c902b5c505.png.webp","MULANTAN Sp Zo.o","IFA Global Markets","Hall 26c","H26c-294","Poland"
"https://www.ifa-berlin.com/exhibitors/amaran","https://drive.ifa-berlin.com/drive/2026/08/_cache/1ac6dbb17fb922735dc34ffd7b0f64c9_ee428c4280f157c338468d322263c229.png.webp","amaran","Content Creation","Hall 20","H20-149","Netherlands"
"https://www.ifa-berlin.com/exhibitors/sih-brackets","https://drive.ifa-berlin.com/drive/2026/08/_cache/43c083354fde8bc12581ad35d9a87da4_9047c7fc1d83bde964018891511b6357.png.webp","SIH Brackets","Home & Entertainment","Hall 21","H21-107","Israel"
"https://www.ifa-berlin.com/exhibitors/moontech-electronics","https://www.ifa-berlin.com/img/exhibitors/default.svg","Moontech Electronics","Reseller Park","Hub 27a","H27a-05","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/ultrahuman","https://www.ifa-berlin.com/thumbnail/w500/2026/07/vertical-stack-black.svg","Ultrahuman","Beauty Tech & Wellbeing","Hall 15","H15-147","India"
"https://www.ifa-berlin.com/exhibitors/dell","https://drive.ifa-berlin.com/drive/2026/08/_cache/655f6d3eb5454002f49a830b20f8871a_9f4bd8e7345d930902bbe6a291a758ca.png.webp","DELL Technologies","","Palais","PAF-105",""
"https://www.ifa-berlin.com/exhibitors/speedcomfort","https://drive.ifa-berlin.com/drive/2025/12/_cache/6182676d6f0b906eb14466a8840aaa4b_47c8bcd3de30d6e915bf143ae9d037b9.jpg.webp","SpeedComfort B.V.","Smart Home","Hall 1.2","H1.2-102","Netherlands"
"https://www.ifa-berlin.com/exhibitors/j5create","https://www.ifa-berlin.com/thumbnail/w500/2025/12/j5create_71.webp","J5CREATE","Computing & Gaming","Hall 6.2","H6.2-102","Taiwan"
"https://www.ifa-berlin.com/exhibitors/sjcam","https://drive.ifa-berlin.com/drive/2026/06/_cache/b32857be000e98b6b16b9dadf99f7e3c_da772d834bf77a8b526398e2437b5e87.png.webp","SJCAM","Content Creation","Hall 20","H20-134","China"
"https://www.ifa-berlin.com/exhibitors/bleequp","https://drive.ifa-berlin.com/drive/2025/12/_cache/99eec1f391f8032c30039063060bf7d2_56a21f76b8db11a3855122faebb8676a.png.webp","BleeqUp","IFA Next","Hall 25","H25-347","China"
"https://www.ifa-berlin.com/exhibitors/sogo","https://drive.ifa-berlin.com/drive/2026/07/_cache/ca2e3ec37225c03e88dc48cc7802a2cf_2ccacac1776d64b1d099277a2e2020c6.png.webp","Sogo","Home Appliances","Hall 8.1","H8.1-107","Spain"
"https://www.ifa-berlin.com/exhibitors/akkogear","https://drive.ifa-berlin.com/drive/2025/12/_cache/e9f7437511e2a8e1890624a8cd372976_b44de4065a03ea2c59c8ba2e18a76390.png.webp","Akkogear","Computing & Gaming","Hall 7.2b","H7.2b-110","China"
"https://www.ifa-berlin.com/exhibitors/yaber-creative","https://drive.ifa-berlin.com/drive/2026/08/_cache/9a2f89146dbc7055d8b0a6bd7fe4e318_0b054ab4eaa09383b179ba618726ae8f.png.webp","Yaber Creative Co., Limited","Home & Entertainment","Hall 22","H22-139","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/qcy","https://www.ifa-berlin.com/img/exhibitors/default.svg","QCY","Audio","Hall 8.2","H8.2-237","Hong Kong"
"https://www.ifa-berlin.com/exhibitors/shuodu","https://drive.ifa-berlin.com/drive/2026/08/_cache/c86f6bda33c8e52fcd2cc6caac7b68d7_177ec9aad5c1c7379fddafcaaf7759a0.png.webp","SHUODU","Smart Home","Hall 1.2","H1.2-202","China"
"https://www.ifa-berlin.com/exhibitors/myfirst","https://www.ifa-berlin.com/thumbnail/w500/2025/12/myfirst_84.webp","myFirst","Content Creation","Hall 20","H20-111","Singapore"
"https://www.ifa-berlin.com/exhibitors/hutt","https://www.ifa-berlin.com/thumbnail/w500/2025/12/hutt_2400.webp","Hutt","Home Appliances","Hall 9","H9-135","China"
"https://www.ifa-berlin.com/exhibitors/tendex","https://drive.ifa-berlin.com/drive/2026/08/_cache/6a1dca7b1bad7fc50fa09967eeaba732_deec9cdf582a5cfbaa4fd62c70605187.png.webp","TENDEX","Mobility","CityCube Hall B","CCBB-139","China"
"https://www.ifa-berlin.com/exhibitors/onecom","https://drive.ifa-berlin.com/drive/2025/12/_cache/87ac272fe1bd56aced8590db664c22f3_0a3280572b042010faad91f955145827.png.webp","Onecom GmbH","Smart Home","Hall 2.2","H2.2-200","Switzerland"
"https://www.ifa-berlin.com/exhibitors/ningbo-hwiys-commerce","https://drive.ifa-berlin.com/drive/2025/12/_cache/b7b8119fd8c08219ef8de434b89fb332_85062bc2d98b1aac6fed99b9a9805c25.png.webp","Ningbo Hwiys Commerce Co., Ltd.","IFA Global Markets","Hall 26a","H26a-669","China"
"https://www.ifa-berlin.com/exhibitors/meetion","https://www.ifa-berlin.com/thumbnail/w500/2025/12/meetion_206.webp","Meetion","Computing & Gaming","Hall 7.2b","H7.2b-124","China"
"https://www.ifa-berlin.com/exhibitors/shelly","https://drive.ifa-berlin.com/drive/2025/12/_cache/e86e22d1bc7c7f4dfa53c7018503c0d5_732c6e429fcb7249a87989567de96b8c.jpg.webp","Shelly","Smart Home","Hall 1.2","H1.2-110","Germany"
"https://www.ifa-berlin.com/exhibitors/comfier","https://www.ifa-berlin.com/img/exhibitors/default.svg","Comfier","Beauty Tech & Wellbeing","Hall 12","H12-143","China"
"https://www.ifa-berlin.com/exhibitors/shenzhen-orico-import-export-trading","https://drive.ifa-berlin.com/drive/2026/07/_cache/6cdc58555277511d7c5e32b39ecae3e0_7271291410f9154beef9c22c379c04a4.png.webp","SHENZHEN ORICO IMPORT & EXPORT TRADING CO., LTD","Computing & Gaming","Hall 7.2a","H7.2a-108","China"
"https://www.ifa-berlin.com/exhibitors/huion","https://drive.ifa-berlin.com/drive/2025/12/_cache/7fbb87b242c20dd2004edc73a7aa491d_a4eb8cbdcc2d1a9ca3e76a3a38051da0.png.webp","HUION","Computing & Gaming","Hall 7.2b","H7.2b-114","China"
"https://www.ifa-berlin.com/exhibitors/bodyfriend","https://drive.ifa-berlin.com/drive/2025/12/_cache/af3bb8721ec258ae8f0cef9d51c350e2_751d86a4e3dde9081ee272dab138662f.png.webp","BODYFRIEND","Beauty Tech & Wellbeing","Hall 12","H12-103","South Korea"
"https://www.ifa-berlin.com/exhibitors/hypershell","https://drive.ifa-berlin.com/drive/2025/12/_cache/ab5c25b6796ae7281733bd100bd811ed_33a8874ecfb1e6f98dee77f5b2198aea.png.webp","Hypershell","Beauty Tech & Wellbeing","Hall 12","H12-119","China"
"https://www.ifa-berlin.com/exhibitors/rokid","https://www.ifa-berlin.com/thumbnail/w500/2025/08/rokid.webp","Rokid","Computing & Gaming","Hall 6.2","H6.2-125","China"
"https://www.ifa-berlin.com/exhibitors/remalux","https://www.ifa-berlin.com/thumbnail/w500/2025/12/remalux_178.webp","Remalux","Home & Entertainment","Hall 22","H22-117","Netherlands"
"https://www.ifa-berlin.com/exhibitors/pipetto","https://drive.ifa-berlin.com/drive/2025/12/_cache/62ea3bdec53853379427b17bf7d27846_251b4640f122d2255549e55b4d6c89dd.jpg.webp","Pipetto Ltd.","Communication & Connectivity","Hall 5.2","H5.2-157","United Kingdom"
"https://www.ifa-berlin.com/exhibitors/pocketbook","https://drive.ifa-berlin.com/drive/2026/08/_cache/e0236091ebd435759bf8dfac2a559144_8f36c633392badc938b2b84de15689f9.png.webp","Pocketbook","Communication & Connectivity","Hall 5.2","H5.2-143","Germany"
"https://www.ifa-berlin.com/exhibitors/iflytek","https://drive.ifa-berlin.com/drive/2026/05/_cache/77d2a42a4d93994424ec2d05757cc814_0f70c44d1f3cb4ce80dedd39fc266911.png.webp","iFLYTEK","Communication & Connectivity","Hall 4.2","H4.2-115","China"
"https://www.ifa-berlin.com/exhibitors/skg","https://www.ifa-berlin.com/thumbnail/w500/2025/12/skg_117.webp","SKG","Beauty Tech & Wellbeing","Hall 12","H12-127","China"
"https://www.ifa-berlin.com/exhibitors/uniq","https://drive.ifa-berlin.com/drive/2026/02/_cache/fb7448089fae1e918cddc7d8b1483368_ecbc209ce26cb5f02775d9d5217a635b.png.webp","Uniq","Communication & Connectivity","Hall 5.2","H5.2-207","Singapore"
"https://www.ifa-berlin.com/exhibitors/noa","https://drive.ifa-berlin.com/drive/2026/08/_cache/6e57ae2966bdcea88b6f46eb5df3f1cc_9a9fe5b8db790fd84cbb79da1ad985d1.png.webp","NOA","Communication & Connectivity","Hall 5.2","H5.2-229","Romania"
"https://www.ifa-berlin.com/exhibitors/hammerspace","https://drive.ifa-berlin.com/drive/2026/08/_cache/623de4087a1d4d6dc1144938406d26e0_c2b8ac973fb43fa36256ab3c076267d8.png.webp","Hammerspace Inc.","IFA Next","Hall 25","H25-359","Philippines"
"https://www.ifa-berlin.com/exhibitors/swissten","https://drive.ifa-berlin.com/drive/2025/12/_cache/3e92c2000f05e0b2ff9da1c85a7e951f_d665670cba36b249c5925bd85e926bd5.jpg.webp","Swissten","Communication & Connectivity","Hall 4.2","H4.2-141","Czechia"
"https://www.ifa-berlin.com/exhibitors/aomais","https://drive.ifa-berlin.com/drive/2026/07/_cache/81a86206cdcac6d91d5d932553e2fe59_336adb7ebe735f7d70d773d2911f49fd.jpg.webp","AOMAIS","Audio","Hall 8.2","H8.2-235","China"
"https://www.ifa-berlin.com/exhibitors/dobot-apollo","https://www.ifa-berlin.com/img/exhibitors/default.svg","Dobot, Apollo,","Communication & Connectivity","Hall 4.2","H4.2-106","Germany"
"https://www.ifa-berlin.com/exhibitors/zealot","https://drive.ifa-berlin.com/drive/2026/07/_cache/7fd7f105679f011aea621e12abbbdb75_1f2c66f38bf6fe9e63b6cb94e83a506b.jpg.webp","ZEALOT","Audio","Hall 8.2","H8.2-203","China"
"https://www.ifa-berlin.com/exhibitors/dobot-europe","https://www.ifa-berlin.com/img/exhibitors/default.svg","Dobot Europe GmbH","IFA Next","Hall 25","H25-151","Germany"
"https://www.ifa-berlin.com/exhibitors/musilab","https://www.ifa-berlin.com/img/exhibitors/default.svg","MUSILAB","Smart Home","Hall 2.2","H2.2-108","China"
