"image-container href","img-responsive src","exhibitor-name","wrap-word","title-in-exhibitor-summary","brands href","wrap-word 2","pps-tags","main-stand-holder-name-prefix","main-stand-holder-name","main-stand-holder-name href"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.ito%20sheet%20metal%20co%20ltd.org-132af028-38a1-4a02-9f3c-31a80c82b68e.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-d38e7360-b91d-4d04-a160-65544a0131b2/desktop-small/d4b4befa-cc13-490c-9f1e-c11e74e2d5d2.png","ITO SHEET METAL CO., LTD.","We are a company with the top market share in the processing and assembly of station “ticket vending machines” and “Top up machines.” We handle everything from precision sheet metal fabrication to final assembly.

If you have any concerns or challenges related to sheet metal fabrication or assembly, please feel free to ask our staff any questions.","","","","Pressing, Sheet Metal, Laser Processing, Shiga, Kyoto","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kitagawa%20corporation.org-32a7d8ca-554e-400a-85a1-ca2f58330730.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-587526e3-1ed2-4cb4-b391-1eb2f52a321e/desktop-small/11ccdb64-8ee3-40ee-a8cc-0ba7adfd4062.jpg","Kitagawa Corporation","1918年の創業以来、独自の技術力を発揮しながら、日本の、世界のものづくりを支えてきました。素材開発から鋳造、機械加工に取り組む金属素形材事業、旋盤用チャックやNC円テーブルなどを手がけ、パワーチャックで圧倒的なシェアを占める工作機器事業、ビル建設用タワークレーン、コンクリートプラント、立体駐車場などを生み出す産業機械事業。これら３つの分野を核にkitagawaは事業を展開しています。","","","","Casting, Saitama, Aichi, Osaka, Hiroshima, Others","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-278da0c7-2c43-4df1-926d-4622f442e986/desktop-small/342c4660-c247-4652-9b72-6358f2b01838.jpg","ケーエスエス 株式会社","KSS is a Ball Screw manufacturer specialized in Miniature Ball Screws (16mm shaft dia. or less) with world's top-class technology of making the smallest Ball Screw with 1.8mm shaft dia. & 0.5mm lead. With our Miniature Ball Screw manufacturing technique & experiences, we also have variety sizes of compact Actuators and unique applications.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","KSS","Bearings, Ball Screws, Tokyo, Niigata","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-6bc1dc2f-20ff-46c8-bbd2-615219f01020/desktop-small/c6c7cce8-1e68-4990-84cd-12783cacbd99.png","黒田精工 株式会社","Since 1925, KURODA Precision Industries has provided high-end motion control solutions based on ultra-precision machining technologies rooted in gauge manufacturing. Our Drive Systems Division specializes in JIS Grade 0 precision ball screws and compact actuators for semiconductor, medical, and robotic applications. We offer customized linear motion units tailored to specific customer needs, enabling equipment downsizing and high performance. We go beyond standard components to provide integrated solutions that solve complex motion challenges and enhance reliability for our global clients.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","KURODA","Bearings, Ball Screws, Other Motion Products, Gunma, Chiba, Tokyo, Kanagawa, Nagano, Aichi, Kyoto, Osaka, East China, South China, South Korea, Europe and America","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-60f4e67b-f107-43db-8d16-09e30e3fd5e7/desktop-small/fdfa20c1-5027-405b-a3b4-bb5aa7efea0c.png","Kuzumi Electronics, Inc.","※At the exhibition venue, we are showcasing the circuit boards we have developed.
To fully meet our customers’ requirements, we strive to understand their entire system and provide the most suitable proposals.

With in‑house manufacturing facilities, we offer a fully integrated production process—from component procurement to manufacturing, adjustment, and inspection.
By handling both design and manufacturing internally, we feed manufacturing‑floor expertise back into the design process, enabling us to deliver high‑quality products across all aspects of QCD.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","OEM, EMS","EMS (Electronics Manufacturing Services), ODM/Contract Development & Manufacturing, Assembly & Inspection Contract, Disaster Prevention Equipment, Factory Facilities & Equipment, Kanagawa, Southeast Asia","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kyodo%20electronics%20co%20ltd.org-c6abc9f8-7d36-49a6-b006-dd7ac96810b0.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-7a3a2383-13ff-4a81-9e21-1ff42761b7cc/desktop-small/043609ac-cfd7-4291-a69f-e23bf69fefc5.png","Kyodo Electronics Co., Ltd.","Features (high heat resistance, high thermal conductivity, low thermal expansion, high resistance to various solvents, high degree of shape freedom). Standard ceramic substrate. Stable in all aspects of QCD (Quality, Cost, Delivery). Enables high-power and high-density mounting of components. Resistor patterning is possible. Custom heaters and custom high-power resistor substrates can be manufactured. Long substrates (400mm) can be manufactured. Pb-free, RoHS2 compliant, PFAS-free, no powdery minerals used, environmentally and human rights conscious. Are you troubled by discontinued products o","","","","Surface Treatment, Joining/Welding/Cutting, Materials, EMS (Electronics Manufacturing Services), ODM/Contract Development & Manufacturing, Assembly & Inspection Contract, Other Contract Services, Medical Device Parts, Electronics Products, Kanagawa, Tottori","Stand shared with","公益財団法人 鳥取県産業振興機構","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-8198658e-4995-4420-a9c9-e35582c6b304.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.ktc%20%20kyoto%20tool%20co%20ltd.org-90c4a1e6-1576-46f3-91c1-e3b46519a5c8.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-368e119e-7f74-43c5-ab85-51eec845b957/desktop-small/30affb21-7f18-47a5-ba02-b9af809b7854.jpg","KTC  KYOTO TOOL CO., LTD.","Automobile maintenance tools, medical tools and related equipment, and others ・Manufacture and sale of general work tools and related equipment","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.ktc%20%20kyoto%20tool%20co%20ltd.org-90c4a1e6-1576-46f3-91c1-e3b46519a5c8.html","ＫＴＣ, ＴＲＡＳＡＳ, nepros ID","Fraud and Tampering Measures, Quality IT, Logistics IT, Fasteners, Screw Tightening Products, Tools, Measuring Instruments, Ishikawa, Kyoto","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kyowa%20hearts%20coltd.org-4b6338aa-64d7-4bb4-bf81-5a53cd7b0d50.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-33193216-9af5-4721-8b34-cbefec91631c/desktop-small/8fb571fb-7d58-4662-9779-51d67ca94a26.jpg","KYOWA HEARTS CO.,LTD.","High-precision progressive dies used for the following works;  1) Fine processing, 2) High-precision curving processing of coplexly shaped parts and components, 3) Processing of cylindrical parts and components (curling and spinning are both possible)","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kyowa%20hearts%20coltd.org-4b6338aa-64d7-4bb4-bf81-5a53cd7b0d50.html","Precision stamping parts, Nouque","Pressing, Sheet Metal, Laser Processing, Prototype Production, Kanagawa","Stand shared with","公益財団法人 東京都中小企業振興公社","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-89ca281b-0f25-43b2-8e80-7b7869b0db0f.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kyusyu%20precision%20equipment%20and%20components%20co%20ltd.org-75ca923f-d9c3-4380-b8b5-732eaad0de75.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-e79d0a4d-a3a9-40ea-834c-d6ac4ad9f6a1/desktop-small/fbe1e8c8-516f-4d0a-a710-eabbc4b94c56.jpg","KYUSYU PRECISION EQUIPMENT AND COMPONENTS CO., LTD.","MIM（Metal Injection Molding）
Plastic injection molding","","","","Mechanical Parts, Resin Processing, Materials, Processing Workload Reduction, Fukuoka","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.macnica%20inc.org-27ca7800-bbca-42b8-b876-956993b88ff0.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-d32dfa22-49bd-4698-aa0a-b6ebe482089c/desktop-small/a39c1ab5-1624-4dfa-904f-60efa6b71a89.png","MACNICA Inc.","Macnica, Inc. is a leading technology solutions provider specializing in semiconductors and cybersecurity. The company offers cutting-edge semiconductor products and IT solutions, supporting digital transformation (DX) across industries such as AI, IoT, smart cities, and smart factories. Macnica also engages in consulting, service robotics, healthcare, and circular economy initiatives to address social challenges.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.macnica%20inc.org-27ca7800-bbca-42b8-b876-956993b88ff0.html","Analog Devices, サクラテック, Teltonika","Predictive Maintenance/Maintenance DX, Kanagawa, Aichi, Osaka, South China, Taiwan, South Korea","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20maeni.org-37a7ba96-09fa-44ff-9e07-98c9c036e35a.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-152c42c8-9130-4761-972d-49ea08861bdd/desktop-small/bec74131-a706-43ca-acc4-6a8c044c89d0.jpg","株式会社 MAENI","As Japan’s only specialized manufacturer of Scro Wave Springs, we have led the industry for over 60 years. We develop and produce both Scro Wave Springs—ideal for saving space and weight—and Spiral Retaining Rings, which support compact mechanical designs. Our business began with Spiral Retaining Rings, expanding mainly into the automotive field. Building on our coiling expertise, we started producing Scro Wave Springs, now used in railways, ships, electronics, construction, and aerospace. Our products solve compact design challenges and help reduce environmental impact.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20maeni.org-37a7ba96-09fa-44ff-9e07-98c9c036e35a.html","㈱MAENI, WAVECLIPS, SMART KEY RING","Bearings, Ball Screws, Motors, Drivers, Gears, Transmissions, Belts, Chains, Couplings, Pulley, Hydraulic Equipment, Pumps, Other Motion Products, Mechanical Parts, Tube Components, Fasteners, Screw Tightening Products, Mechanical Springs, Wire, Design Workload Reduction, Measuring Instruments, Testing Instruments, Sensors, Microscopes, Cameras, Automation Products/Technology, Factory Automation & Control Systems, Material Handling Equipment, Industrial & Collaborative Robots, Kanagawa","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.matex%20co%20ltd.org-94a4d41c-ca30-4d46-bca3-67a19a755439.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-3493c676-7aa5-4cc1-840d-320425f4e939/desktop-small/7a5f8e56-c0b8-42b4-b30d-78a373213f73.png","Matex Co., Ltd.","1. Contract development, manufacturing, sales, and export of electric actuators and electric drive systems for the electrical, automotive, industrial, and healthcare sectors, among others. 
2. Development, manufacturing, sales, and export of both standard and custom planetary gear modules, gearboxes, and transmissions. 
3. Precision injection molding of consumer grade plastics to super engineering plastics, as well as the design, manufacturing, and sale of molds.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.matex%20co%20ltd.org-94a4d41c-ca30-4d46-bca3-67a19a755439.html","Sesame Motor","Gears, Transmissions, Mechanical Parts, Cutting, Resin Processing, Tokyo, Osaka, East China, Southeast Asia","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.matsuda%20coltd.org-02f918e3-96be-4f31-87fa-ed07a546ce7a.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-3d81ee69-cd60-4cbf-a94c-2bf4c9b33d45/desktop-small/f12fb008-1104-4ba3-a9be-37aa454fece7.jpg","MATSUDA Co.,Ltd.","① Precision sheet metal ② Fine welding/thin plate welding　　●Supported materials: stainless steel, iron, aluminum, copper, rare metals, nickel alloys","","","","Pressing, Sheet Metal, Laser Processing, Joining/Welding/Cutting, Prototype Production, Shizuoka","Stand shared with","公益財団法人 静岡県産業振興財団","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-4e4138b9-721c-41e6-9628-09277d9dfbc2.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%98%8E%E6%B2%BB%E5%90%88%E6%88%90%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-87670d5e-0c44-4b96-919c-cbd57277f619.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-eb35f0ff-6022-4bef-a42d-87eb2c824f94/desktop-small/0ba86717-91e5-4a85-b156-6b9ed661b226.jpg","明治合成株式会社","We provide integrated production services for precision plastic components, covering mold design and manufacturing, injection molding, painting, printing, laser processing, and assembly. For complex structures and parts with varying wall thickness, we utilize flow analysis based on part drawings and data to propose optimal mold structures, enabling the realization of high-quality molds in a short lead time.

We also support prototyping and mass production start-up by handling molding, painting, printing, and assembly in a single, streamlined process. This eliminates the need to transfer molds","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%98%8E%E6%B2%BB%E5%90%88%E6%88%90%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-87670d5e-0c44-4b96-919c-cbd57277f619.html","Alps Alpine, TE Connectivity, Trinity, Yamagata Casio, Nittan, Kyoryaku, Inoac","Resin Processing, Miyagi","Stand shared with","一般社団法人 おおさき産業推進機構","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-69bbea27-4481-43a6-8ed0-de7cb992697e.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.miruc%20optical%20co%20ltd.org-86c2c5ea-0135-40cb-b38c-e71c434b9213.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-7290f64a-505d-4698-8cd3-ae6c45f8e6b6/desktop-small/50bfeb8a-8cce-4598-b24d-4409c565e897.jpg","Miruc Optical Co., LTD.","●Design and manufacture of microscopes and optical related equipment ●Design and manufacture of precision machine tools ●Design and manufacture of positioning slide stages ●Research and development of the artificial intelligence software ●Design and manufacture of other related peripheral and special equipment","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.miruc%20optical%20co%20ltd.org-86c2c5ea-0135-40cb-b38c-e71c434b9213.html","Miruc Optical, AI Hayabusa","Other AI Solutions, Factory Facilities & Equipment, Measuring Instruments, Testing Instruments, Microscopes, Cameras, Hokkaido, Tokyo","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.mitsuya%20co%20ltd.org-1b5d01bd-1f79-4e56-b90c-2751a1734222.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-957252dd-4455-4b66-b0d7-7a2271e46c52/desktop-small/e3dc8a09-168f-4f33-b138-0a6656efb3c5.jpg","Mitsuya Co., Ltd.","貴金属へのめっき全般と、難素材へのめっきを得意とします。
扱うめっき種は幅広く、金・銀・ロジウム等貴金属から錫・亜鉛等卑金属及び金錫合金など特殊な皮膜まで90種類以上に及びます。
数量は1個～量産まで対応可能です。試作も積極的にお受けいたします。
納期については可能な限りご希望に添わせて頂きます。
また、めっき開発を行う技術センターや世田谷研究所を設け、開発にも力を入れております。","","","","Surface Treatment, Yamagata, Tokyo, Yamanashi","Stand shared with","SHINAGAWAKU","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-b6a235e0-a3df-40e1-bdd2-4510b755b13c.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.miyata%20iron%20works%20co%20ltd.org-72d202de-713a-4505-aa16-a8a61f4045f2.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-19b305cf-e4b9-42fd-bff9-8dac875492c0/desktop-small/b4a22707-67d3-4e5f-963c-dc5672f6d9f9.png","Miyata Iron Works CO., LTD","Since our founding in 1932, we have manufactured large-scale industrial machinery, offering integrated services from fabrication and welding to machining, assembly, and commissioning. We serve a wide range of industries including paper, steel, shipbuilding, and material handling.

Our strength is fully custom-made machinery, designed and built to meet specific requirements, including large and high-precision products.

We ensure both quality and delivery through our integrated production system.","","","","Cutting, Pressing, Sheet Metal, Laser Processing, Joining/Welding/Cutting, Assembly & Inspection Contract, Ehime","Stand shared with","愛媛県（公益財団法人 えひめ東予産業創造センター）","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-36a00a0b-d8b9-4378-a777-fce2e98f0518.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.murata%20software%20co%20ltd.org-4540180b-e1be-407d-9105-3b4a023a8c19.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8df7ce3d-7db0-4c0b-a772-d21705c08622/desktop-small/9949d4df-2ee1-4ef7-810e-cfe3ac484c08.png","Murata Software Co., Ltd.","Murata's original software with accumulated expertise over 40 years. All in one package of electrical and mechanical solvers and CAD. Import and export of the CAD models. Continuous evolution of functionalities. Easy to use tutorials and examples even for the first time users. Technical support available. More than 600 leading companies are using Femtet worldwide. 60 day free trial version available.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.murata%20software%20co%20ltd.org-4540180b-e1be-407d-9105-3b4a023a8c19.html","Femtet","CAE, Kanagawa","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.nippo%20denki%20coltd.org-8661993b-1795-498a-bab1-cedc3c9ec881.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-1d360856-d842-444f-9bf1-bd8a30c16d95/desktop-small/db23e73f-6a93-42c8-b334-5e4368021e2f.jpg","Nippo Denki Co.,Ltd.","日邦電機株式会社は、1954年の設立以来、精密小型モータ一筋に取り組んできました。
65年にわたり培ってきた豊富な経験と高度な技術力を基に『オーダーメイド製品開発』を得意としております。市場品では満足のいくモータがない、試作まではできたけど量産はどうしようか、オーダーメイド品だけどできるだけ市場品と同じぐらい安くしたいなど、皆さまのお困りごとに最適なご提案をさせていただきます。","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.nippo%20denki%20coltd.org-8661993b-1795-498a-bab1-cedc3c9ec881.html","SAVER(電動ハンドバイク)","Motors, Drivers, Tokyo, Nagano","Stand shared with","SHINAGAWAKU","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-b6a235e0-a3df-40e1-bdd2-4510b755b13c.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.nsight%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-3f74f717-9dc7-48d1-b52a-d4c08b72e3d5.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-4c2825fb-fd9f-4fdc-9a27-cdda6a527df6/desktop-small/24c78305-7939-4d87-9191-3eb3aaf1fa9a.png","Nsight株式会社","Nsightは、物流センターのラベル仕分けOCRと製造業の多品種外観検査を提供するAIソリューション企業です。NVIDIA Inception Programパートナー。
物流OCRは、液体レンズ×ラインカメラ×VLM×WMS連携の一体構築。段ボールの高さ違いやラベルフォント違いにマスター登録不要で対応し、微細文字・反射・汚れのある伝票やロット番号も読み取ります。
多品種外観検査は、ルールベース×CNN×VLMのハイブリッド構成です。本番推論はCNN×ルールベースがラインスピードで処理し、VLMはNG画像の自動生成・オートアノテーション・曖昧判定の補助という裏方に徹することで、不良サンプルが集まらない問題を解消します。ブラウザベースの学習UIにより現場オペレーターが運用できます。
いずれもNVIDIA Jetson上で動作するエッジ完結型で、閉域環境にも対応。既存の画像処理システムを置き換えず、上に重ねる追加AIレイヤーとしても導入できます。
元キーエンス画像処理部門出身の技術チームが、照明・カメラ・レンズ・搬送まで光学系を一体設計。AIが現場で頓挫する原因を構造的に防ぎます。化粧品・鉄鋼・食品・自動車部品・樹脂成形・パチンコ部品の外観検査、物流の入庫検品まで、画像1枚からの無料診断で導入を支援します。","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.nsight%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-3f74f717-9dc7-48d1-b52a-d4c08b72e3d5.html","Nsight VLM OCR, Logistics Vision AI, Edge VLM OCR, Nsight Edge（AI画像検査ソフトウェア）","AI-OCR, Knowledge Search, Testing Instruments, Physical AI, Tokyo","Stand shared with","日本ラッド 株式会社","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-0c794cf7-49e1-4b07-bf91-85b0746040db.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%AA%E3%83%BC%E3%83%A0%E9%9B%BB%E6%A9%9F%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-48bd2332-f25c-4605-b493-d414f01fb0db.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f151e2ce-ab23-46a6-ac1e-cecc52424069/desktop-small/6e6b2643-b548-49ed-8e07-b8127351111f.jpg","オーム電機 株式会社","As a multidicipline,engineering company, OHM provides the best solution to your need as follows. Wiring accessories, Climate control equipment, Environmental solution, System integrasion.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%AA%E3%83%BC%E3%83%A0%E9%9B%BB%E6%A9%9F%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-48bd2332-f25c-4605-b493-d414f01fb0db.html","COOLCABI, MISTCATCH, CAPCON, CC Holder, JOIBOX","Design Workload Reduction, Processing Workload Reduction, Energy-saving and Decarbonization Products, Factory Facilities & Equipment, Material Handling Equipment, Industrial & Collaborative Robots, Predictive Maintenance/Maintenance DX, Kanagawa, Shizuoka, Aichi, Osaka, Fukuoka, Southeast Asia","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%AA%E3%83%AA%E3%83%83%E3%83%97%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-7326cb75-30d3-4dfd-b059-f16105631e57.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8fac45bb-0a04-444d-aae8-4353f0de9554/desktop-small/f43a0383-7a93-4499-ae84-4cd77678dc7e.png","オリップ 株式会社","【営業体制：国内／海外／技術部門】
国内8拠点【大阪／姫路／名古屋／関東（埼玉）／広島／福山／鳥取／島根】海外3拠点【上海／タイ／シンガポール】技術部門としてテクニカルセンターを有し、お客様に近い場所で、様々なご要求に対応した情報提供と技術提案ができる営業体制としています。
【テクニカルセンター】開発時における流動解析をはじめ、３D造形による短納期試作対応等の技術支援部門。【海外部：輸出入事業】輸入業務：海外拠点と連携のもと中国、台湾、韓国、東南アジア各地より高品質で高難易度の安価な製品を輸入しています。輸出業務：工業用ファスナーをメインに厨房機器等も中国／台湾／東南アジア各地／インド／アメリカへ輸出しています。【販売品目と技術提案及びサービスの提供】◆高精度・高難易度の樹脂成形部品（インサート樹脂成形／２色樹脂成形/原着成形）◆圧造品／鍛造品／精密金属プレス品／高精度切削品／ダイカスト品◆産業用設備・ロボット・検査機／工作機械／各種精密金型／機械用工具等の販売及び提案を行っています。【品質保証体制】◆初品／不具合発生時における各種対応◆画像測定器及びマイクロスコープを使用した寸法測定◆取引先様に対する自主監査対応【ＩＳＯ認証について】高品質の製品を提供するために国際品質保証規格IＳO９００１を認証取得。さらにIＳO１４００１も認証取得。環境保全に努めています。","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%AA%E3%83%AA%E3%83%83%E3%83%97%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-7326cb75-30d3-4dfd-b059-f16105631e57.html","締結部品, 機械加工部品, 機構部品, 成形部品, 外観部品, ASSY部品, 高付加価値部品","Mechanical Parts, Tube Components, Fasteners, Screw Tightening Products, Mechanical Springs, Wire, Cutting, Pressing, Sheet Metal, Laser Processing, Resin Processing, Casting, Forging, Surface Treatment, Polishing, Surface Finishing, Prototype Production, Processing Workload Reduction, Medical Device Parts, Factory Facilities & Equipment, Industrial Cleaning Machines/Detergents, Testing Instruments, Automation Products/Technology, Saitama, Aichi, Osaka, Hyogo, Tottori, Shimane, Hiroshima, East China, Southeast Asia, Others","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.ororu%20inc.org-6ef1d847-3576-4b25-91d3-3d43acf258bb.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-205458c2-11bc-4bed-804c-08299814101e/desktop-small/0b060450-fae7-4fff-b617-383ff37f9c8b.jpg","ORORU INC.","Stainless steel surface treatment","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.ororu%20inc.org-6ef1d847-3576-4b25-91d3-3d43acf258bb.html","ORORUⅠ・ORORUⅡ・ORORUⅢ・ORORUⅣ","Surface Treatment, Tottori","Stand shared with","公益財団法人 鳥取県産業振興機構","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-8198658e-4995-4420-a9c9-e35582c6b304.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.osg%20system%20products%20co%20ltd.org-a5e81ec0-8016-4c86-b3ea-780140365861.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-e98f38db-d77f-4b86-b1b8-3487365e552d/desktop-small/73a5a670-987c-4489-bba5-691402d1811f.jpg","OSG System Products Co., Ltd","We would like to express our sincere gratitude  for your continued patronage.
Since the spin-off from OSG Corporation in 2005, we have expanded our business in the fields of ICT and digital home appliances, focusing on tamper-resistant screw, miniature precision screw parts and converting tools that utilize OSG's forming technology.
We always value the communication with our customers and will continue to develop new technologies to meet the increasingly advanced and diversified needs from our customers.
We look forward to your continued patronage in the future.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.osg%20system%20products%20co%20ltd.org-a5e81ec0-8016-4c86-b3ea-780140365861.html","LHSTIX, QuaStix, MicroStix","Mechanical Parts, Fasteners, Screw Tightening Products, Aichi","","",""
