"ExhibitorLogo src","ExhibitorListCompanyName","ExhibitorBooth","ExhibitorImg src","ExhibitorImg src 2","ExhibitorTextContent","ExhibitorImg src 3","ExhibitorImg src 4","ExhibitorImg src 5","ExhibitorImg src 6","ExhibitorTextContent 2","CompanyProfileContent","ExhibitorTextContent 3","ExhibitorTextContent 4","ExhibitorTextContent 5","ExhibitorTextContent 6"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/445226_logo_en_1750488590565649.jpg?v=1750488590","BAZHOU PENGBO EXHIBITION CO., LTD.","Booth W3 E51","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230812/445226_anli_2_img_1691822745764787.jpg?v=1691823140","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230812/445226_product_1_img_1691821478785283.png?v=1691821479","Portable sea newspaper rack","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240621/445226_anli_1_img_1718955850458954.jpg?v=1718955850","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230812/445226_product_2_img_1691822359394524.jpg?v=1691822359","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230812/445226_anli_2_img_1691822745764787.jpg?v=1691823140","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230812/445226_product_1_img_1691821478785283.png?v=1691821479","Act fast show","Bazhou Pengbo Exhibition Co., Ltd","Act fast show","Portable sea newspaper rack","Portable sea newspaper rack","Act fast show"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250707/445712_logo_en_1751882134674253.jpg?v=1751882134","SHANGHAI SOKI DISPLAY MANUFACTURE CO., LTD.","Booth W3 A28","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_anli_2_img_1755826893864745.jpg?v=1755826893","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_product_1_img_1755826294492455.jpg?v=1755826294","Quick Show Alien Customization","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_anli_1_img_1755826851637975.jpg?v=1755826852","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_product_2_img_1755826386768765.jpg?v=1755826386","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_anli_2_img_1755826893864745.jpg?v=1755826893","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250822/445712_product_1_img_1755826294492455.jpg?v=1755826294","LED Folding Exhibition Backdrop","Shanghai Xiuqi Display Equipment Co., Ltd. was established in Shanghai in December 2007. Currently, its production and operation are located at No. 215, Nandong Road, Luodian Town, Baoshan District. The company mainly produces: quick-setup display series, vertical SEG light boxes, flags, roll-up banners, pop-up display stands, wedding stands, and designs, processes, and sets up exhibition solutions. It also provides supporting graphic output services such as heat transfer printing, photo printing, UV coating, and cutting. The company has a strong presence in the North American, Middle Eastern, Japanese, and Korean markets, offering one-stop service for exhibition equipment and props, and adheres to the principles of quality first and customer foremost.","Quick-screen exhibition solutions","Exhibition quick-screen show folding special booth solution","Quick Show Alien Customization","LED Folding Exhibition Backdrop"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250707/4435227_logo_en_1751875320554897.jpg?v=1751875320","WENZHOU XYBP CULTURAL SUPPLIES CO., LTD.","Booth W3 B49","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240622/4435227_anli_2_img_1719041522343769.jpg?v=1719041522","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240618/4435227_product_1_img_1718705173829555.jpg?v=1718705174","Advertising and display","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240622/4435227_anli_1_img_1719040066666932.jpg?v=1719040066","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240618/4435227_product_2_img_1718706821623477.jpg?v=1718706821","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240622/4435227_anli_2_img_1719041522343769.jpg?v=1719041522","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240618/4435227_product_1_img_1718705173829555.jpg?v=1718705174","Acrylic alphabet box","Wenzhou Xiangyu Cultural Supplies Co., Ltd.
We specialize in crafting acrylic products such as display stands, storage boxes, furniture, table tents, and signage.
Now, let's take a tour of our facility.   our factory has been up and running since 2003, boasting nearly two decades of professional production experience. Spanning 148,880 square meters, we're equipped with over 50 pieces of advanced machinery and have successfully passed the BSCI factory audit.  Our products are marketed both domestically and internationally, supported by a professional design and prototyping team capable of delivering samples within just 12 hours. Our comprehensive process ensures precise, customized service for our clients.  All our raw materials undergo SGS testing to comply with environmental standards such as ROHS and REACH. We also maintain an independent quality control department, with dedicated inspectors at every stage of production to ensure our products meet our clients' quality standards.  At Xiangyu, we're committed to producing high-quality, efficient, safe, and respectful products. Our philosophy centers on putting the customer first and maintaining a stellar reputation. Our aim is to conduct business globally and forge friendships worldwide.  We warmly welcome the opportunity to collaborate with you and work together towards a bright and successful future.","Home Decoration","Acrylic photo frame","Advertising and display","Acrylic alphabet box"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250709/462563_logo_en_1752052692359887.jpg?v=1752052692","SUZHOU HUAYUN HARDWARE & ELECTRICAL APPLIANCE CO., LTD.","Booth W4 B48","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_anli_2_img_1755506466876557.jpg?v=1755506466","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_product_1_img_1755505144977793.jpg?v=1755505144","SEG light box","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_anli_1_img_1755506400754264.jpg?v=1755506400","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_product_2_img_1755505995368452.jpg?v=1755505996","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_anli_2_img_1755506466876557.jpg?v=1755506466","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250818/462563_product_1_img_1755505144977793.jpg?v=1755505144","strech tube backdrop system","SUZHOU HUAYUN HARDWARE&ELECTRICAL APPLIANCE CO., LTD","strech tube booth","SEG light box","SEG light box","strech tube backdrop system"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/441410_logo_en_1750471120523687.jpg?v=1750471120","SUZHOU SIGNIX DISPLAY SOLUTION CO.,LTD.","Booth W1 D30","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250804/441410_anli_2_img_1754299720437959.jpg?v=1754299721","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230809/441410_product_1_img_1691551152547257.png?v=1691551154","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240621/441410_anli_1_img_1718960180295222.jpg?v=1718960181","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250804/441410_product_2_img_1754299630744438.jpg?v=1754299630","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250804/441410_anli_2_img_1754299720437959.jpg?v=1754299721","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230809/441410_product_1_img_1691551152547257.png?v=1691551154","","","","","",""
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/447606_logo_en_1750487671974375.jpg?v=1750487671","NINGBO YONGDELI DISPLAY CO., LTD.","Booth W1 E02","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_anli_2_img_1715399242648624.jpg?v=1715399243","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_product_1_img_1715397946898465.jpg?v=1715397947","picture hanging system","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_anli_1_img_1715399184624422.jpg?v=1715399184","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_product_2_img_1715398102834397.jpg?v=1715398102","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_anli_2_img_1715399242648624.jpg?v=1715399243","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240511/447606_product_1_img_1715397946898465.jpg?v=1715397947","Sign Standoffs","NINGBO YONGDELI DISPLAY CO.,LTD ,  Design , Producing Sign standoffs,  Cable Display System , Picture Hanging System Since 2006","sign standoffs","cable display system","picture hanging system","Sign Standoffs"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250526/444061_logo_en_1748242032965623.jpg?v=1748242032","SUZHOU DISPLAY MASTER EXHIBITION EQUIPMENT FACTORY","Booth W1 E14","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/444061_1690255023956328.jpg?v=1690255023","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240530/444061_product_1_img_1717054684385233.jpg?v=1717054685","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/444061_1690255023694899.jpg?v=1690255023","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240530/444061_product_2_img_1717054702794535.jpg?v=1717054702","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/444061_1690255023956328.jpg?v=1690255023","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240530/444061_product_1_img_1717054684385233.jpg?v=1717054685","roll up stand","Display Master Factory (Dima Display) is established in 2004, locates in Suzhou, Jiangsu Province, eastern part of China, one hour by train from Shanghai, 2 hours by plane from Beijing or Guangzhou.  Display Master Factory specializes in developing, producing and marketing a large variety of display systems with many custom options. Main products are roll up banner, pop up stand, flags, promotional counter, literature holder, snap frame, pavement sign, portable booth stand, prize wheel, light box, facbric display.","","adjustable backdrop","","roll up stand"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230717/65_1689584582496747.jpg","GUANGDONG QIXIAN TECHNOLOGY CO., LTD.","Booth W3 F08","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251713263359.jpg?v=1690251713","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251712974382.jpg?v=1690251712","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251712542476.jpg?v=1690251713","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251712998385.jpg?v=1690251712","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251713263359.jpg?v=1690251713","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230725/445858_1690251712974382.jpg?v=1690251712","Set brand show","We are a company specializing in the production of advertising display equipment","","High-grade aluminum display shelf","","Set brand show"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/900564_logo_en_1750488901887695.jpg?v=1750488901","BAZHOU SIFEIFAN DISPLAY EQUIPMENT CO., LTD.","Booth W3 F01","https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20240802/1089_1722592943633455.jpg","https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20240802/1089_1722592943633455.jpg","","","","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20240802/1089_1722592943633455.jpg","","","","","",""
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230718/65_1689648741769887.jpg","SATE-LITE (FOSHAN) PLASTICS CO., LTD.","Booth W1 A37","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_anli_2_img_1690515887897487.png?v=1690515887","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_product_1_img_1690515253262237.png?v=1690515254","Desktop display, wall display, hotel reception display, bank reception display","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_anli_1_img_1690515698858626.png?v=1690515698","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_product_2_img_1690515571564929.png?v=1690515572","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_anli_2_img_1690515887897487.png?v=1690515887","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/441797_product_1_img_1690515253262237.png?v=1690515254","1-Tier Low Back Holder(Portait）1/3 A4 Clear","Located in Shunde Guangdong ProvinceSate-Lite is a vertically integratedmanufacturer engaging in basic raw acrylic andPS sheets production as well as finisheddisplay products. Our strength includes 685skilled staffs， 337 sets of professionalproduction equipment and an area of 40.000square meters,among which more than 20.000square meters are three-dimensionalwarehouse.","Desktop display, wall display, hotel reception display, bank reception display","3-Tier Wall Mount High Back Holder(Portait)A5 Clear","Desktop display, wall display, hotel reception display, bank reception display","1-Tier Low Back Holder(Portait）1/3 A4 Clear"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/464500_logo_en_1750479042264895.jpg?v=1750479042","HUIZAO ACRYLIC INC.","Booth W2 C49","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_anli_2_img_1721973033932265.jpg?v=1721973033","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_product_1_img_1721971395885592.jpg?v=1721971396","Furniture & Cabinet Making","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_anli_1_img_1721972894955378.jpg?v=1721972894","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_product_2_img_1721972233954759.jpg?v=1721972233","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_anli_2_img_1721973033932265.jpg?v=1721973033","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240726/464500_product_1_img_1721971395885592.jpg?v=1721971396","Cast Acrylic Sheet","HUIZAO ACRYLIC INC is a subsidiary of Easy Building Plastic Co., Ltd., which mainly produces acrylic sheets, including the production and sales of MAXWOOD PVC foam panels and DREBOND aluminum composite panels from EasyBuild. With 15 years of market and production experience, we exports to more than 150 countries, with annual sales of 200 million, and dozens of production lines and brands are well-known around the world.","Furniture & Cabinet Making","Cast Acrylic Sheet","PVC Foam Board","UV printing"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241224/445137_logo_en_1735018469622423.jpg?v=1735018469","BODO INDUSTRIAL INC.","Booth W1 C25","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/445137_anli_2_img_1690512306667595.jpg?v=1690512306","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/445137_product_1_img_1735278858999663.jpg?v=1735278858","billboard","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/445137_anli_1_img_1690512128958623.jpg?v=1690512128","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/445137_product_2_img_1735278869595839.jpg?v=1735278869","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230728/445137_anli_2_img_1690512306667595.jpg?v=1690512306","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/445137_product_1_img_1735278858999663.jpg?v=1735278858","PVC FOAM SHEET","BoDo Industrial Inc., which is specialized in manufacturing PVC Foam Board, Aluminum Composite Panel and other Plastic Sheets, like Acrylic Sheet and RigidWe developed more than forty production lines for three main products by far. And based on professional technical team, advanced imported machines, strict quality control system and highly educated marketing team, our products win high reputation among more than 150 countries in the past 18 years. PVC Sheet.","signage","ALUMINUM COMPOSITE PANEL","billboard","PVC FOAM SHEET"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230803/667_1691048947426323.jpg","DONGGUAN SAIDE ELECTROMECHANICAL EQUIPMENT CO., LTD.","Booth W2 D16","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230721/464207_1689937179695795.jpg?v=1689937179","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240429/464207_product_1_img_1714376270593658.jpg?v=1714376270","Acrylic, PS, PC, PE Chamfering And Polishing, PVC Slotting And Bending","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230721/464207_1689937179354923.jpg?v=1689937179","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230721/464207_1689937179495778.jpg?v=1689937179","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230721/464207_1689937179695795.jpg?v=1689937179","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240429/464207_product_1_img_1714376270593658.jpg?v=1714376270","SD-1350FX Acrylic Diamond Polishing Machine","Manufacturer Specializing In The Development And Production Special Processing Equipment(PMMA.PS.MS)And Acrylic Processing Tools.","Acrylic Straight Edge Diamond Polishing Machine","SD-XB1065 Acrylic Precision Trimming Machine","Acrylic, PS, PC, PE Chamfering And Polishing, PVC Slotting And Bending","SD-1350FX Acrylic Diamond Polishing Machine"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250714/462942_logo_en_1752452763336495.jpg?v=1752452763","JIANGXI BRIGHT ACRYLIC CO., LTD.","Booth W2 C62","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250714/462942_anli_2_img_1752458124783389.jpg?v=1752458124","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260706/462942_product_1_img_1783302226763494.jpg?v=1783302226","display racks and cabinets","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250714/462942_anli_1_img_1752457652783655.jpg?v=1752457652","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260706/462942_product_2_img_1783302254527374.jpg?v=1783302254","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250714/462942_anli_2_img_1752458124783389.jpg?v=1752458124","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260706/462942_product_1_img_1783302226763494.jpg?v=1783302226","Clear Transparent Acrylic Sheet","Bright Acrylic is located in Jiangxi Province. The factory covers an area of 35,000 square meters and employs 300 top workers, along with 8 world-leading automated casting acrylic production lines. Its annual productivity reaches 30,000 tons of acrylic sheets. The advanced equipment and precision testing instruments are imported from England and Germany.
With over 25 years of experience, Bright Acrylic has become a leading acrylic sheet manufacturer in China. Our products feature high clarity, transparency, stable chemical properties, and weather resistance. All products meet international standards such as ISO9001, ISO4001, SGS, ROHS, and REACH. Our acrylic sheets are popular in regions including the Middle East, South America, and the United States.
Please feel free to contact us for any inquiries. We will be more than happy to assist you!","advertising sign and light box","Color Acrylic Sheet","display racks and cabinets","Clear Transparent Acrylic Sheet"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_logo_en_1735870259358672.jpg?v=1735870260","SHANDONG HUIFENG NEW MATERIALS CORP.,LTD","Booth W1 C42","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_anli_2_img_1735873562482867.jpg?v=1735873562","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_product_1_img_1735872407635844.jpg?v=1735872407","Advertising Printing Material Series","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_anli_1_img_1735873354728536.jpg?v=1735873355","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_product_2_img_1735873905953977.jpg?v=1735873906","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_anli_2_img_1735873562482867.jpg?v=1735873562","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250103/4436376_product_1_img_1735872407635844.jpg?v=1735872407","Backlit/Frontlit Banner","Zhejiang Huifeng Holdings Group Co., Ltd. is located in the world-renowned tidal resort of Haining, 120 kilometers east of Shanghai and 60 kilometers west of Hangzhou. With convenient transportation and superior geographical location, it is a group company specializing in the production and sales of new materials for industries such as blade coating materials, advertising spray painting materials, military technology materials, and building decoration materials. The company was established in 2001 and has two major production bases, Zhejiang Huifeng Intelligent Manufacturing Technology and Shandong Huifeng New Materials, covering an area of over 200000 square meters. It has multiple subsidiaries including Zhejiang Huifeng Intelligent Manufacturing Technology Co., Ltd., Shandong Huifeng New Materials Co., Ltd., Zhejiang Huifeng Import and Export Co., Ltd., and Haining Pinggang Huifeng Membrane Materials Co., Ltd. After more than 20 years of hard work and entrepreneurship, the company has now developed into a national high-tech enterprise that integrates scientific research, production, and sales. Starting from 2022, preparations will be made for the IPO and listing of the main board. The company's annual sales output value is 1 billion yuan.
The company has complete office facilities, first-class mechanical equipment, innovative management team, cutting-edge technical strength, strong economic foundation, advanced production technology, and excellent sales service network. Annual production of 100 million square meters of advertising spray painting materials, 50 million square meters of knife scraping coating materials, 15000 tons of car film, 20 million meters of weather resistant film, and 10 million meters of environmentally friendly building materials decorative film. It can be widely applied in many fields such as national defense, construction, transportation, etc.
The company's corporate philosophy is ""integrity-based, quality wins""; Our corporate vision is to become a leading global supplier of products and services in our professional field, our corporate philosophy is ""humanized management and professional operation"", and our four major development strategies of ""technology leadership"", ""brand development"", ""customer-centric"", and ""environmental sustainability"" are important means to maintain our company's core competitiveness.
For many years, Huifeng has always adhered to the corporate tenet of ""integrity-based and quality winning"", with green and environmental protection as the development concept, exploring and innovating, overcoming difficulties, and bravely advancing, and is using its strength to build a world-class brand enterprise.","Industrial fabric series","Advertising Printing Material Series","Double Side Printable Banner","Double Side Printable Banner"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230717/65_1689575897383569.jpg","XISHUN PLASTIC FACTORY","Booth W1 C16","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_anli_2_img_1693213882895326.jpeg?v=1693213883","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_product_1_img_1693213108476389.png?v=1693213110","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_anli_1_img_1693213784429868.png?v=1693213784","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_product_2_img_1693213194795969.jpg?v=1693213194","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_anli_2_img_1693213882895326.jpeg?v=1693213883","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230828/453995_product_1_img_1693213108476389.png?v=1693213110","Acrylic Sheet","Xishun Acrylic founded in 1996, it is the pioneer in acrylic sheet industry in China. As the first manufacturer in domestic who owns both cast acrylic sheet production line and extruded sheet production line at the same time,  Xishun has rich experience and advance production technology to supply you high and stable quality acrylic sheets. Annual output up to 24000 tons.
Besides, Xishun aims at providing our customers with superior products as well as premium service, meanwhile, we focus on green production and have been striving to achieve sustainable development.","","","","Acrylic Sheet"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250526/4436137_logo_en_1748251341665853.jpg?v=1748251341","JIANGSU HYGROW COMPOSITES CO.,LTD.","Booth W3 D20","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_anli_2_img_1752910775248889.jpg?v=1752910775","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_product_1_img_1752912959739723.jpg?v=1752912959","Porsche","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_anli_1_img_1752910682288852.jpg?v=1752910683","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_product_2_img_1752912937543783.jpg?v=1752912937","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_anli_2_img_1752910775248889.jpg?v=1752910775","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250719/4436137_product_1_img_1752912959739723.jpg?v=1752912959","HyColor®","Jiangsu HyGROW Composites Co.,Ltd. is certified by the National Inspection Center of Building Material as a three-star green product manufacturer, which is located in Xuzhou Industrial Park of Jiangsu Province and covers an area of over 65,000 square meters. It specializes in the research and development, production, fabrication and installation of metal composite materials, such as aluminum composite panels, aluminum honeycomb composite panels, aluminum corrugated composite panels, cooper composite panels, stainless steel composite panels, titanium-zinc composite panels and so on. Additionally, it has newly developed thermoplastic polypropylene honeycomb composite panels, which are widely used in the area of lightweight transportation industry and architectural decoration. Jiangsu HyGROW Composites Co.,Ltd. has prioritized high-quality products and services as the core of its brand culture for many years, and positioned itself as a comprehensive solution provider for the advertising and signage industry, construction, decoration and transportation industries with innovative materials and installation systems.","Shell","HyMETAL®","Porsche","HyColor®"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260720/4436394_logo_en_1784529531385534.jpg?v=1784529531","SUZHOU LAITIN NEW MATERIALS CO.,LTD.","Booth W3 C09b","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_anli_2_img_1752419648983259.jpg?v=1752419648","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_product_1_img_1752418626626736.jpg?v=1752418626","Commodity display","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_anli_1_img_1752419037523264.jpg?v=1752419037","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_product_2_img_1752418885556955.jpg?v=1752418886","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_anli_2_img_1752419648983259.jpg?v=1752419648","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250713/4436394_product_1_img_1752418626626736.jpg?v=1752418626","PSYLON Classic Board","Suzhou Lantin New Materials Co., Ltd. is an enterprise focusing on the production of high-quality flat foam boards, established in 2018. Our products are widely used in display and modeling applications. Characteristics as follows: excellent bending resistance, lightweight properties, easy cutting, UV direct-print, and broad adaptability, offering diversified solutions to customers. We uphold the integrity of business-oriented, pursue high quality, and constantly research and innovate. Hope to create the future together with you.","STANDING SIGN","PSYLON Premium Board","Commodity display","PSYLON Classic Board"
