Company Name,Location,Booth,url
Tsai Thing Int'l Technology Ltd.,Taiwan,['Booth: 3D-C06   |   Group Pavilions   |   Taiwan Pavilion'],/event/homeinstyle/en/exhibitor/1S005GBU7
"Shijiazhuang Aodejia Imp. & Exp. Trade Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCK0
Taizhou City Sanpu Mould Stock Limited Company,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HGYQ
"Taizhou Huangyan Fangheng Plastic Mould Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LF70
Tariq Glass Industries Limited,Pakistan,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HZ2V
"Wuxi JHT Homewares Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GFI3
"Xi'an Senmeng Cork Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KVST
Xinhui Xinsheng Daily Crafts Factory,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GMTZ
"Yangjiang Chef Star Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IQAG
"Yangjiang Yangdong Shengkai Industry & Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005M5QP
"Yangjiang Yihui Industry and Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LK7V
"Yongkang Funansheng Industry & Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBJ4
"Yuanzi WanMing (Shanghai) Houseware Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JCJ3
"Zhangzhou Evermore New Material Technology Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCXX
Zhejiang Lianxin Household Co Ltd,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC2I
"Canton Refined Gifts Manufacture Co., Limited",Hong Kong,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JUWI
Cast World Enamel Manufacturing Company,Hong Kong,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005FSSW
TMC Pet Products Co Ltd,Hong Kong,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005K41T
XLMS Limited,Hong Kong,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005HS5T
"Fujian Dehua Jiashunyi Arts And Crafts Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L1GN
"Fujian Dehua Red Every Day Crafts Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L0JF
"Fujian Dehua Wenrui Ceramics Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KD1K
Guangdong Jiadianmei Daily-Use Commodity Co Ltd,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KD8Z
"Guangzhou Tander Import and Export Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCBR
"Lus treasure Houseware Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GBSD
"Ningbo Realgood International Trade Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005H3A3
"Ningbo Starise Imp. & Exp. Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GBRG
"Shandong Bosai Household Glassware Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBI7
"Taizhou Huangyan Zhibo Plastic Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KYM8
"Taizhou Xin Hua Lian Plastic Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KC1L
"Tricolor Co., Limited",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LYTN
"Wuyi Xinhe Commodity Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005K6L3
"Yangjiang Silver Star Trading Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LHG7
"Yiwu Zhongjia Arts & Crafts Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005HGZN
"Zhejiang Dechang Bamboo Wood Co., Limited",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCOO
"Zhejiang Suying Industry & Trade Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBOP
Chaozhou Fengxi Zhongyi Ceramics Factory,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCMU
"China Kingdom Industrial Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005ISME
"D&E Industries Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GY4Q
"Dongguan Yezja Art Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JQ9J
Foshan Shunde MyMagic Cookware,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GPYH
"Fuzhou Jiashu Import & Export Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L0X9
Fuzhou Menglida Household Products Co Ltd,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L1IH
"Fuzhou Prime Homeware Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L1OZ
"Fuzhou Yochen Import And Export Trade Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L0L9
"Guangdong Jiajiana Household Products Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KD9W
Guangdong Pohui Industrial Limited,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JTBA
"Guangzhou Creative House Houseware Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCNR
"Guangzhou Hengtai Housewares Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCV3
"Guangzhou Topshiny Imp. & Exp. Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KC0O
Hangshau Houseware Company Limited Jiangmen,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KD72
Hangzhou Lighting Import & Export Ltd,Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KDEH
"Huizhou Narui Yongda Industrial Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JWLD
"Jiangmen City Hongyi Metal Products Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005JGS8
"Jiangmen City Xinhui Area Xinxing Metal Product Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBU7
"Jiangmen Hongsheng Metal Products Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBXY
"Jiangmen Hopeful Trading Co., Ltd.",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBV4
"Jiangmen Xinhui Haolong Hardware Products Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBZS
"Jiangmen Yesheng Import and Export Trade Co., Ltd",Chinese Mainland,['Booth: 3E-A16   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KC3F
"Jieyang City Xieyi Hardware Plastic Industry Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GPXK
"Jieyang Tang Kitchen Metal & Plastic Products Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KYIK
"Jieyang Zhongya Hardware Products Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBTA
"Liling Clay Coated Kiln Ceramic Management Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBK1
"Linhai Wangfeng Plastic Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KDDK
"Ningbo Fertile Imp & Exp Co.,Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LHQD
"Ningbo Peak & Lead Industry Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005G7L2
"Ningbo Saiyi Plastic Industry Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005MOTX
"Ningbo Viclion Imp. & Exp. Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005G488
"Ningbo Wave Household Products Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KVP2
"Ningbo Yongyi Daily Product Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC59
Qingdao Huahongxing Plastic Co Ltd,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005H3GL
"Qixian Hongyuan Glass Products Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBSD
Richful Homewares Limited,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L0QU
"Shenzhen Sygama Technology Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LK6Y
"Taisun Tech. (Zhongshan) Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBRG
"Taizhou Huangyan Rifa Molding Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L8X1
"Taizhou Shike Plastics Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KVIN
Wellsili Houseware Industry Co Ltd,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KBW1
"Xiamen Shunstone Homeware Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC0O
"Yangjiang Aivy Industry & Trade Co.,Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GMUW
"Yangjiang Fortyfive Industry and Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LHPG
"Yangjiang Haoyuan Industry And Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC4C
"Yangjiang Jiacheng Industry and Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCU6
"Yangjiang Leadsharp Industrial and Trading Co., Limited",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCDL
"Yangjiang Yangdong Jinxing Hardware Plastic Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LX7I
"Yangjiang Yangdong Wellier Industry & Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LHMP
"Yongkang Beiv Housewares Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBXY
Yongkang Benyang Hotel Supplies Co Ltd,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBQJ
"Yongkang City Manxingero Industry & Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC9X
"Yongkang Jiabin Industry & Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBPM
Yongkang Jianyang Metals Company Limited,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBLY
"Yongkang Shanshanqian Industry & Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KVN8
Zhejiang Baohui Kitchenware Company Limited,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005K45H
"Zhejiang Jingbang Industry And Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBYV
"Zhejiang Vicky Household Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LHOJ
"Zhejiang Xianju J.C.A Crafts Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KDH8
"Zhejiang Yaxing Imp & Exp Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005K43N
"Zhejiang Yesheng Polymer Technology Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005KCQI
"Zhejiang Zheda Hardware Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GRP6
"Zibo Highsoon International Trading Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005H3K9
"Zibo Lucky Ship International Trading Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005MNXM
Camry Industries (H.K.) Limited,Hong Kong,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005HS22
Gee Long Group Limited,Hong Kong,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005K976
Sino Houseware Industries Company Limited,Hong Kong,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005GA82
"Jinhua Feima Bag Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LBRG
"Minhou Jiahe Trade Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005L0O0
"Sunway (China3way) Co., Ltd.",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005HDJ2
"Yongkang City Memory Trade Co., Ltd",Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC80
Zhejiang Jupeng Drinkware Co Ltd,Chinese Mainland,['Booth: 3E-C11   |   World of Fine Dining   |   Cantonese Business Go Global'],/event/homeinstyle/en/exhibitor/1S005LC1L
1001HK Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LO6U
AEfolio Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005FSUQ
Aw Enterprises Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HGXT
Creative Home (HK) Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005H3FO
Golden Prospect Development Trading Co.,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005JMTZ
Green All Group Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HB5A
"HK Life Improvement Co., Ltd.",Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LK1D
Hohenstein Laboratories (HK) Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LTE1
Homelover Products Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005K969
Hong Luen Manufacturing Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HS6Q
Hongkong Goldlong Industrial Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005FSQ2
"Jakenel Hardware Co., Limited",Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005FSRZ
Mosi Design Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005MAFH
Ngar Tat Production Factory Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005K990
Pottvip (Hong Kong) Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HS8K
Searange Houseware Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005JOZF
TUV Rheinland Hong Kong Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005FSWK
Veda (Hong Kong) Group Limited,Hong Kong,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HS3Z
BD Creation,Bangladesh,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005G495
"Fujian Dehua Faith Win Ceramic Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005L0RR
"Fuzhou Eagle Electronic Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KD2H
"Ningbo Auland International Trade Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KVMB
"Ningbo Sunsum Household Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005K42Q
"Tessie Industrial Co., Ltd.",Taiwan,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005GBPM
"Yawen International Trading Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LUHR
"Zibo Modern Int'l Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005GBNS
"Anhui Yabo Craft Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005H3JC
Dehua Sunbird Enterprise Company Limited,Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005L0Y6
"Dongguan Qinge Precision Manufacturing Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KDCN
"Dongguan Shenhong Household Articles Co., Limited",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005MOS0
"Dongguan Ufamily Silicone Rubber Products Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KDI5
"Dongguan Xinyue Technology Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005KD58
"Eur-Asia Cookware Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005HSBB
"Fancy (Yangjiang) Industrial And Trade Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LPCB
"Ferro-Carbon Enterprise Co., Ltd.",Taiwan,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005H3IF
"Fujian Dehua New Qili Arts Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005L0VF
Fuzhou Crown Homeware Co Ltd,Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LYPZ
"Fuzhou Haobaihui Household Products Co., Ltd",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005LYUK
"Guangzhou Dolphin Home & Gift Co., Ltd.",Chinese Mainland,['Booth: 5E-K24   |   Cultural and Creative Avenue   |   '],/event/homeinstyle/en/exhibitor/1S005GCSC
