url,Location,Contact Person,Country/Region,Nature of Business,Year of Establishment,Main Categories,Office Address,Major Markets,Total Employees,Annual Turnover,Position,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MATRIX-ENTERPRISES-COMPANY/1X07PZHM,Hong Kong,SHAHDADPURI LACHMAN,Hong Kong,,,,"ROOM 1808, 18/F., BEVERLY COMMERCIAL CENTRE., 87-105 CHATHAM ROAD, KOWLOON",,,,PROPRITOR,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mass-Bright-International-Ltd/1X04ZYSE,Hong Kong,Ms Barbara Tang,Hong Kong,Exporter,2008,,"Unit 11, 11/F., Block B, Hoi Luen Industrial Centre, 55 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong","Australasia, Western Europe, Worldwide",11 - 15,"US$ 1,000,000 - 4,999,999",Assistant to MD,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/LOZ-GROUP-GERMANY-CO-LTD/1X07NQU0,Hong Kong,Mr Zeyin Chan,Hong Kong,"Buying Office, Distributor, Export Agent, Exporter",,"Bubble Guns & Water Guns, Educational Toys, Furniture & Parts, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Toy Sporting Goods, Toy Vehicles","FLAT A, 2/F, POR YEN BUILDING, 478 CASTLE PEAK ROAD, CHEUNG SHA WAN Hong Kong.",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lotye-Trading-Company/1X00DVD2,Hong Kong,Mr. Wah Keung Chan,Hong Kong,Exporter,1998,"Gifts, Toys & Sports Supplies, Toy Vehicles","Block E, 6/F., Wang Kwong Industrial Building, 45 Hung To Road, Kwun Tong, Kowloon, Hong Kong","Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Western Europe",1 - 5,"US$ 1,000,000 - 4,999,999",General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Senmei-Technology-Int-l-Co-Ltd/1X0A8X27,Hong Kong,Mr Stefinny Hoo,Hong Kong,"Manufacturer, Others",,"Arts & Crafts, Bubble Guns & Water Guns, Educational Toys, Toy Sporting Goods, Toy Vehicles","AT/RM B5-3 29/F LEGEND TOWER NO 7SHING YIP STREET, KWUN TONG KL",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Sulang-Technology-Co-Ltd/1S00OZQ5V,Hong Kong,Ms Shelly -,Hong Kong,Manufacturer,,Consumer Electronics,"Unit 25, 10/F, Ph 2, Metro Ctr, 21 Lam Hing St, Kowloon Bay, Hong Kong.",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shiny-Time-Inc-Ltd/1X08UPO9,Hong Kong,Mr Willie Leung,Hong Kong,"Exporter, Manufacturer",,,"Flat 1005, Blk A, 10/F., New Mandarin Plaza, 14 Science Museum Road, Tsimshatsui,",,,,DIRECTOR,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Singda-Toys-Industrial-Limited/1X0AFBAT,Hong Kong,Chen Sam,Hong Kong,,,,"Unit 04, 7/F, Bright Way Tower, No.33 Mong Kok Rd, KL, Hong Kong",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wai-Lam-Mfy-Ltd/1X000LFU,Hong Kong,Mr Chong Kim-Hang,Hong Kong,Manufacturer,1975,"Consumer Electronics, Gifts, Toys & Sports Supplies, Plush & Stuffed Toys, Telecommunication","Flat B&C, 13/F, Blk. 2, Tai Ping Industrial Centre, 55 Ting Kok Road, Tai Po, New Territories, Hong Kong.","Eastern Europe, Western Europe",501 - 1000,"US$ 500,000 - 999,999 ODM OEM View details Factory & Facility",Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Valuespot-Trading-Co-Ltd-/1S00P34W8,Hong Kong View details Factory & Facility,Mr Gary WONG,Hong Kong,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Utop-International-Company-Limited/1X09CUXL,Hong Kong,Stanley Tse,Hong Kong,,,"Educational Toys, Gifts, Toys & Sports Supplies","Unit E,15/F, Cheuk Nang Plaza, 250 Hennesy Road, Wanchai",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ubrand-Resource-HK-Ltd/1X0AL4EA,Hong Kong,Grace Wong,Hong Kong,,,"Baby Care & Nursery, Beach Toys, Educational Toys, Personal Care, Sports Supplies, Toy Sporting Goods, Toy Vehicles","Unit 6, 15/F, APEC Plaza, 49 Hoi Yuen Rd, Kwun Tong, Kowloon, Hong Kong",,,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tri-Great-HK-Limited/1X09CUPT,Hong Kong,Miss Fiona Liu,Hong Kong,Manufacturer,2016,"Beach Toys, Educational Toys, Sports Supplies","Unit 318, 3/F, Mirror Tower, 61 Mody Road, Tsim Sha Tsui, Kowloon, Hong Kong","Japan, North America, Scandinavia, Western Europe",26 - 50,"US$ 1,000,000 - 4,999,999",Managing Director,E-Jet & AIM2PLAY
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Toy-Factory-Limited/1S00NXW3V,Hong Kong,Kay Yuen,Hong Kong,,,"Bubble Guns & Water Guns, Toy Vehicles","Room D7, 14/F, Wang Cheung Industrial Building, 6 Tsing Yeung Circuit, Tuen Mun, New Territories, Hong Kong",,,,Managing Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Timely-Rain-Musical-Instrument-Company-Limited/1X09ATL0,Hong Kong,Mr Jack Xu,Hong Kong,Manufacturer,,"Educational Toys, Gifts, Toys & Sports Supplies","Unit 216 2/F Mirror Tower, 61 Mody Road,TST East, Kowloon",,,"US$ 5,000,000 - 9,999,999",,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Techplus-Gifts-HK-Co-Ltd/1X09H2HD,Hong Kong,Mary Liu,Hong Kong,,,"Baby Toys, Consumer Electronics, Educational Toys, Gifts, Toys & Sports Supplies, Optical Equipment","Flat/Rm 3, 10/F, Witty Comm Bldg, 1A-11 Tung Choi St, Mong Kok, Hong Kong",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TEAMA-TOYS-LTD/1X00M41N,Hong Kong,Mr Felix Ma,Hong Kong,"Exporter, Manufacturer",2002,"Art & Collectibles, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Toy Vehicles","Flat 2302, 23/F, Kimberland Centre, 55 Wing Hong Street, Cheung Sha Wan, Kowloon, Hong Kong",,201 - 500,,Managing Director,TEAMA
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SURPRISE-TOYS-GIFTS-CO-LIMITED/1X0AL7ZG,Hong Kong,Miss Candy Sue,Hong Kong,Wholesaler,2011,"Gifts, Toys & Sports Supplies, Toy Vehicles, Watches & Clocks",RM 1101 11/F SAN TOI BLDG NO 139 CONNAUGHT RD CE,"Chinese Mainland, Eastern Europe, Korea, Middle East, Southeast Asia, Western Europe",26 - 50,"US$ 1,000,000 - 4,999,999",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sureland-Inc-Limited/1X09ARAH,Hong Kong,Miss Susan Chu,Hong Kong,Manufacturer,,"Baby Toys, Educational Toys, Gifts, Toys & Sports Supplies, Toy Vehicles","UNIT 1, 20/F., WANG FAI INDUSTRIAL BUILDING, NO.29 LUK HOP STREET, SAN PO KONG, KOWLOON",,,,MANAGER,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Super-Home-Technology-Limited/1X0A9E9L,Hong Kong,Mr Shipper Chan,Hong Kong,"Exporter, Manufacturer",,"Arts & Crafts, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Stationery","UNIT 2102, 21/F., WANG FAI INDUSTRIAL BUILDING, 29 LUK HOP STREET, SAN PO KONG, KOWLOON, HONG KONG.",,,,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunshine-Sports-Company/1S00P6884,Hong Kong,Xiaojin Deng,Hong Kong,,,,"Unit D07, 8/F, Phase 2, Kai Tak Fty Building, 99 King Fuk St, San Po Kong, Kln, Hong Kong",,,,Sales,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sun-Hing-Toys-Company-Ltd/1X08DHNY,Hong Kong,Maxim Ng,Hong Kong,,,,"4D Supreme Industrial Building, 15-17 SHan Mei St, Fo Tan,",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Starwood-Young-Company-Limited/1S00ODZIJ,Hong Kong,Ms Tiffany Yang,Hong Kong,"Export Agent, Exporter",2020,"Baby Toys, Educational Toys, Ride-On Toys, Sports Supplies, Toy Sporting Goods, Toy Vehicles","9B TEDA BLD, WING LOK ST, SHEUGN WAN, HONG KONG","Central & South America, Scandinavia, Western Europe, Worldwide View details Factory & Facility",,,DIRECTOR,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Soman-Trading-Limited/1X0A8WLR,Hong Kong,Man Ceng,Hong Kong,,,"Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Toy Vehicles","Unit M.,15f.,Wah Lik Industrial Centre, No 459-469 Castle Peak Road, Tsuen Wan, New Territories, Hong Kong",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/CM-CONCEPTS-LIMITED/1S00OSHS7,Hong Kong View details Factory & Facility,Mr Ocean Ng -,Hong Kong,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuang-xiaomeng-plush-toys-Shijiazhuang-Co-Ltd-/1S00P3CCO,Chinese Mainland View details Factory & Facility,Ms lin LIN,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BILLION-ARTS-CO-LTD/1S00OQTHS,Hong Kong,Ms helen huang,Hong Kong,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creative-Speedy-Toys-Industrial-Co-Ltd/1S00NWTXG,Hong Kong,Mr Jowin Jowin,Hong Kong,Wholesaler,2020,"Baby Toys, Educational Toys, Toy Vehicles, Video Games & Accessories","Room 4, 16/F,Ho King Commercial Centre 2-16 Fa Yuen St, Mong Kok Kln, Hong Kong China","Central & South America, Eastern Europe, Middle East, Scandinavia, Southeast Asia, Western Europe",16 - 25,"US$ 250,000 - 499,999",Sales Manager,CS
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kintoy-Die-Casting-Mfy-Ltd/1X001B03,Hong Kong,Ms Polly Chi,Hong Kong,Manufacturer,1992,"Art & Collectibles, Gifts, Toys & Sports Supplies, Toy Vehicles","Rm. 1716-17, North Tower, Concordia Plaza, 1 Science Museum Road, T.S.T. East, Kowloon, Hong Kong",Worldwide,6 - 10,,Manager,Kintoy / Kinsmart Certificate Name Issued By Certificate Type Valid Date ISO9001:2000 - - -
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Eastcolight-HK-Ltd/1X005T3I,Hong Kong,Mrs Salley Sze,Hong Kong,"Exporter, Manufacturer",2003,"Arts & Crafts, Augmented Reality (AR), Baby Toys, Consumer Electronics, Educational Toys, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Lights, Optical Equipment, Scientific, Testing & Laboratory Equipments, Toy Sporting Goods","Room 1108-1110, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",16 - 25,"US$ 10,000,000 - 49,999,999",Director,"Tele-Science, Micro-Science, Master of Spy, Girls', DIY Kits, Pre-Science, Spring & Summer, e-Science ODM OEM Certificate Name Issued By Certificate Type Valid Date ICTI - - - SA8000 - SA8000 - ISO9001 - ISO 9001 - View Details Company Information Verified on 13 Feb 2026 by Disclaimer View details Factory & Facility iF Design Award 2018 (Germany) :GALAXY TRACKER NOVA A-award-2018 - Galaxy Tracker A Design - ID80119-certificate-AR Human Muse Design Award- AR Human Science HK Awards for Industries - AR Human Dr. Toys -CERTIFICATE TOP TEN TECHNOLOGY_Eastcolight--Piano Set Dr. Toys -CERTIFICATES 2017 BEST 100 WINNERS_Eastcolight --Piano Set"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/YUGA-GROUP-CO-LIMITED/1X0F0E1T,Hong Kong,Dr KENSON CHAN,Hong Kong,Manufacturer,,"Arts & Crafts, Educational Toys, Gift Sets, Party Supplies","HONG KONG TSIM SHA TSUI EAST,KOWLOON UNIT 310,3/F,HOUSTON CENTRE,63",,,,Managing Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WANLIXING-TRADING-CO-LIMITED/1S00OH6OU,Hong Kong,Mr Wan YANG,Hong Kong,Manufacturer,2014,Toy Vehicles,"UNIT 31, 20/F., WANG FAI INDUSTRIAL BUILDING, 29 LUK HOP STREET, SAN PO KONG, KOWLOON, HONG KONG.",Worldwide,101 - 200,"US$ 500,000 - 999,999",Manager,"wanlixing, Huixingtoys"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Toystar-Limited/1S00OKFMR,Hong Kong,JIAWEI YU,Hong Kong,,,,"Rm 702,7/F Hung Kei Mansion No 5-8 Queen Victoria St Hong Kong",,,,General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tao-Baby-Trade-Limited/1S00O5QBD,Hong Kong,Miss Danna Zheng,Hong Kong,"Exporter, Manufacturer, Others",1999,"Action Figures, Baby Toys, Beach Toys, Bubble Guns & Water Guns, Darts, Educational Toys, Gift Sets, Toy Sporting Goods, Toy Vehicles","Guang Yi Jie Dao Tong Yi Lu Chenghai District, Shantou City Guangdong Province China","Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Scandinavia, Southeast Asia, Western Europe",51 - 100,"US$ 500,000 - 999,999",sales manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Senco-Toys-Company-Limited/1S00OKFPI,Hong Kong,Johnny Chang,Hong Kong,,,,"Rm.17, Unit A1, 2/F Phase 1, Kaiser Estate 41 Man Yue St, Hunghom Kln, Hong Kong",,,,MANAGER,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mingying-Toys-Co-Limited/1S00OKTZA,Hong Kong,Leslie Wong,Hong Kong,,,,"Unit 1502-R7, Easey Comm Bldg, 253-261 Hennessy Rd, Wan Chai, Hong Kong",,,,Sales Manage,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Masen-Toys-Limited/1S00OKFOL,Hong Kong,Catherine Chen,Hong Kong,,,,14/F Radio City 505 Hennessy Rd Causeway Bay Hk,,,,sales manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/B-X-Trading-Co-Limited/1S00OVM1B,Hong Kong,Tommy Lai,Hong Kong,,,,"Unit 5, 17/F, Winfield Comm Bldg, 6-8 Prat Ave, Tsim Sha Tsui, Kowloon, Hong Kong",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Automint-Die-Cast-Collectable-Limited/1S00O11B2,Hong Kong,Andy Cheng,Hong Kong,,,,"Room 41, 1/F, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong",,,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHANTOU-JK-TRADING-COMPANY-LIMITED/1S00OSM0E,Chinese Mainland,Ms apple huang,Chinese Mainland,,,"Dolls, Educational Toys, Toy Vehicles",,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGDONG-PINQI-CULTURE-AND-TECHNOLOGY-CO-LTD-/1S00O4VIN,Chinese Mainland,Ms Jina Jin,Chinese Mainland,,,"Action Figures, Art & Collectibles, Educational Toys",,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Hengdi-Technology-Corp-Ltd/1X07OX45,"Shantou, Guangdong, Chinese Mainland",Mr Leo Yang,Chinese Mainland,"Exporter, Manufacturer",2003,"Baby Toys, Gifts, Toys & Sports Supplies, Toy Sporting Goods, Toy Vehicles","Xiongye Ind'l Park, Dengfeng Rd., Shantou, Guangdong, China",Worldwide,,,Business Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Znatok-Group-Limited/1S00O56UC,Hong Kong,Mrs ZHAOYU CHEN,Hong Kong,"Exporter, Manufacturer, Wholesaler",2018,"Educational Toys, Toy Vehicles","Flat A, 2/F, Leeman Commercial Building, 105, Bonham Strand, East Sheung Wan, Hong Kong","Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Southeast Asia, Western Europe",6 - 10,"US$ 250,000 - 499,999",Hong kong,ZNATOK Arduino electronic construction Certificate Name Issued By Certificate Type Valid Date SGS SGS-CSTC Standards Technical Services Co. Ltd. Others 08 Oct 2022 - 08 Oct 2024
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yu-Tung-Technology-Limited/1X0F06XL,Hong Kong,Mr Yanni Ng,Hong Kong,"Exporter, Wholesaler, e-tailer",,"Action Figures, Art & Collectibles","A21,17/F., Billion Plaza II, 10 Cheung Yue Street, Cheung Sha Wan, Kowloon, Hong Kong",,,,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PANL0S-SCIENCE-AND-EDUCATIONAL-T0YS-CO-LIMITED/1S00O4L36,Hong Kong,Miss PING CHEN,Hong Kong,,,Educational Toys,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Cheerful-Toys-Manufacture-Co-Ltd-/1S00OKE2G,Chinese Mainland,CHENGKAI QIN,Chinese Mainland,,,,"Room 601, Building1, No.5 Taihe Road, Wangniudun Town, Dongguan, Guangdong, Mainland China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-1983-Cultural-Creative-Co-Ltd/1S00OWQYG,"Quanzhou, Fujian, Chinese Mainland",Ms Qiming Ye,Chinese Mainland,Manufacturer,,"Art & Collectibles, Plush & Stuffed Toys","AP Industrial Zone, Quetang Eastern, Jinjiang City, Quanzhou, Fujian",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Kaiyu-Science-Education-Culture-Co-Ltd/1S00OGZHM,Chinese Mainland,Xiao-Jie Yu,Chinese Mainland,,,,"515000, 82 North Zhongshan Road Chenghai, Shantou Guangdong China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HKTEC-Toys-Company-Limited/1X09VNLI,Hong Kong,Ms Vicky Wong,Hong Kong,"Exporter, Wholesaler",2015,"Bubble Guns & Water Guns, Darts, Educational Toys, Gifts, Toys & Sports Supplies, Toy Vehicles","14/F Radio City, 505 Hennessy Rd, Causeway Bay, Hong Kong","North America, Western Europe",1 - 5,,-,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BIG-TREE-TOYS-HK-LIMITED/1X07N56F,Hong Kong,Mr Ken Lee,Hong Kong,"Exporter, Manufacturer",2004,"Action Figures, Arts & Crafts, Baby Toys, Beach Toys, Bubble Guns & Water Guns, Darts, Dolls, Educational Toys, Party Supplies, Play Tents, Houses & Tunnels, Plush & Stuffed Toys, Sports Supplies, Toy Vehicles","RM 401B, MIRROR TOWER, 61 Mody Road, Tsim Sha Shui East, Kowloon, Hong Kong",Worldwide,101 - 200,"US$ 50,000,000 - 99,999,999",sales director,Big tree ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Best-Luck-Industrial-Development-Ltd/1X03UXGT,Hong Kong,Mr Albert Lam,Hong Kong,"Exporter, Manufacturer",2007,"Baby Toys, Bags, Handbags & Accessories, Beach Toys, Bubble Guns & Water Guns, Dolls, Educational Toys, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Lights, Party Supplies, Plush & Stuffed Toys, Ride-On Toys, Sports Supplies, Toy Sporting Goods, Toy Vehicles","Room 3-4, 4/F, Kam Hon Industrial Building, 8 Wang Kwun Road, Kowloon Bay, Kowloon, Hong Kong","Central & South America, Eastern Europe, Middle East, North America, Scandinavia, Southeast Asia, Western Europe",11 - 15,"US$ 1,000,000 - 4,999,999 ODM OEM",Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sluban-Europe-B-V-/1X07NQP5,Netherlands,Mr Paul Liu,Netherlands,"Chain Store, Export Agent, Exporter, Manufacturer",2004,"Educational Toys, Furniture & Parts, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Toy Vehicles","'s-Gravenweg 346, 2911BK Nieuwerkerk aan den IJssel, The Netherlands.","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",501 - 1000,"US$ 1,000,000 - 4,999,999 Certificate Name Issued By Certificate Type Valid Date ISO9001:2008 - - - View details Factory & Facility",China Representative/ Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kimyon-Ind-l-HK-Co-Ltd/1X00LY7Z,Hong Kong,Ms Judy xu,Hong Kong,Manufacturer,2008,"Arts & Crafts, Baby Toys, Beauty Supplies, Festive Supplies, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Party Supplies","Unit 2508-2510, 25/F, Laford Centre, 838 Lai Chi Kok Road, Kowloon, Hong Kong","Australasia, Central & South America, Chinese Mainland, North America, Southeast Asia, Western Europe",201 - 500,,Sales Manager,"S&LI, POP UP FACE, ALWAYS CANDY,CHEEK TALES View details Factory & Facility Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ASIS-INTERNATIONAL-CO-LTD/1X08AN21,Hong Kong,Mr Wyman Tse,Hong Kong,"Exporter, Manufacturer",2013,"Action Figures, Baby Care & Nursery, Baby Toys, Balloons, Beach Toys, Bubble Guns & Water Guns, Dolls, Educational Toys, Festive Supplies, Fidget Spinners, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Party Supplies, Plush & Stuffed Toys, Sports Supplies, Toy Sporting Goods, Toy Vehicles ODM OEM","Room 17, 14/F , Block B, Hi-Tech Industrial Center, 491-501 Castle Peak Road,",,,,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Swiftech-Co-Ltd/1X00B5QV,"Zhongshan, Guangdong, Chinese Mainland",Ms Queenie Hu,Chinese Mainland,"Exporter, Manufacturer",2003,"Gifts, Toys & Sports Supplies, Inflatable Toys, Playground Equipment, Sports Supplies, Toy Sporting Goods","Dongcheng Industrial Zone, Xinping Road, Minzhong Town, Zhongshan City,Guangdong Province, China","Australasia, Eastern Europe, Middle East, North America, Western Europe",1001 - 2000,"US$ 10,000,000 - 49,999,999",Sales Manager,"Happy Hop, aiRMaGiC Certificate Name Issued By Certificate Type Valid Date Quality Management System-ISO 9001:2008 - - - View details Factory & Facility"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/INTERNATIONAL-TOYS-TRADING-LTD/1X00LP8P,Hong Kong,Ms Lilian Hung,Hong Kong,Exporter,1997,"Baby Toys, Educational Toys, Gifts, Toys & Sports Supplies, Play Tents, Houses & Tunnels, Toy Sporting Goods, Toy Vehicles","Rm 806-808, 8/F., Hing Yip Commercial Centre, 272-284 Des Voeux Rd. Central, Sheung Wan, Hong Kong.","Africa, Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries",16 - 25,,DIRECTOR,HAPPY CHAPPIE ITTL SHOWROOM ITTL SHOWROOM 2
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chengzhen-International-Limited/1X0AL4AE,Hong Kong,Mr Sam Chung,Hong Kong,Manufacturer,1999,"Gifts, Toys & Sports Supplies, Toy Vehicles","Unit C, 10/F, Southgate Comm Ctr, 29 Granville Rd, Tsim Sha Tsui, Kowloon, Hong Kong",Worldwide,1 - 5,"US$ 1,000,000 - 4,999,999",Sales Manager,MSZ diecast toy vehicles View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GUANGDONG-XINGBAO-ELECTRONIC-TECHNOLOGY-CO-LTD/1S00O5UJL,Chinese Mainland,Vicky Shi,Chinese Mainland,,,Educational Toys,"Shangxiang Industry, Lianshang, Chenghai, Shantou, Guangdong, China",,,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bestway-Enterprise-Co-Ltd/1X07N6E4,Hong Kong,Mr Visen Hu,Hong Kong,Trade/Industrial Organisation,1994,"Consumer Electronics, Furniture & Parts, Inflatable Toys, Play Tents, Houses & Tunnels, Sports Supplies, Toy Sporting Goods","Suite 713, 7/F, East Wing, Tsim Sha Tsui Centre, 66 Mody Road, Tsim Sha Tsui, Kowloon, Hong Kong","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",10001 - 50000,"US$ > 250,000,000",Marketing Manager,BESTWAY View All Lay-Z-Spa Above Ground Pools-Hydrium Water Sports Air Mattress
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Woma-Toys-Manufacturer-Hong-Kong/1X061YMK,Hong Kong,Ms Susie Xu,Hong Kong,"Exporter, Manufacturer, Wholesaler",2006,"Dolls, Educational Toys, Festive Supplies, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Play Tents, Houses & Tunnels, Stationery, Toy Vehicles","Flat M, Floor 11, Summit Building, 30 Man Yue Street, Hung Hom, Kowloon, Hong Kong","Australasia, Central & South America, Chinese Mainland, Korea, Middle East, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",Sales manager,Woma Toys ODM OEM Certificate Name Issued By Certificate Type Valid Date ICTI - - - EN71-2018 - - - Supplier Qualification Program - - - View details Factory & Facility Plastic toys - building bricks toys Military Field Building Blocks Toy battleship model racing car small building blocks
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guoan-Toys-Industrial-Co-Limited/1X0A1J1E,Hong Kong,Miss Karen Cai,Hong Kong,"Exporter, Manufacturer",2014,"Action Figures, Art & Collectibles, Arts & Crafts, Baby Care & Nursery, Baby Toys, Beach Toys, Bubble Guns & Water Guns, Dolls, Educational Toys, Food, Food & Beverage, Furniture & Parts, Game Tables, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Party Supplies, Play Tents, Houses & Tunnels, Ride-On Toys, Sports Supplies, Stationery, Toy Sporting Goods, Toy Vehicles, Video Games & Accessories","Room 1601,16/F., Empress Plaza, 17-19 Chatham Road, Tsim Sha Tsui, Kowloon, Hong Kong","Central & South America, Eastern Europe, Middle East, North America, Scandinavia",,"US$ 1,000,000 - 4,999,999",Sales Manager,guoan toys ODM OEM
