url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Contact Person,Position,Office Address,Country/Region,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Weina-Lighting-Appliance-Co-Ltd/1S00OHBDM,Manufacturer,"Foshan, Guangdong, Chinese Mainland",2007.0,"Home Appliances, Homeware & Lifestyle Essentials, Lights, Sports Supplies","Australasia, Central & South America, North America, Scandinavia, Southeast Asia, Western Europe",201 - 500,"US$ 1,000,000 - 4,999,999",Ms Susie Chum,,4F Blk A1 30 Masha Industrial Rd Nanhai Foshan Guangdong China,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-X-Fun-Silicone-Technology-Co-Ltd/1S00OZP32,Manufacturer,"Foshan, Guangdong, Chinese Mainland",2016.0,Lights,"Australasia, Eastern Europe, North America, Western Europe",51 - 100,"US$ 250,000 - 499,999 Certificate Name Issued By Certificate Type Valid Date BSCI AMFORI BSCI 17 Oct 2024 - 17 Oct 2025",Miss Sara Guan,,"No.811, Gaoming Avenue East, Hecheng Street, Gaoming District, Foshan, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-MF-Lighting-Co-Ltd/1S00OTSGW,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",,Lights,,,,Ms Ting Tu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Jurong-Electronic-Technology-Co-Ltd/1S00OLVZ8,Manufacturer,"Hangzhou, Zhejiang, Chinese Mainland",2017.0,Lights,"Central & South America, Middle East, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",26 - 50,"US$ 100,000 - 249,999 LED DRIVER DESIGN LED LAMP DESIGN",Miss Kristy Chen,,"Room 1308 No. 346 Lvyin Street, Tangqi Town Linping District, Hangzhou City, Zhejiang China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-City-Pengjiang-District-Qihui-Lighting-Electrical-Appliances-Co-Ltd-/1S00OPA1N,,Chinese Mainland,,Lights,,,,Miss Peishan Li,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-ZR-Lighting-Co-Ltd/1X09T2U0,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland",2016.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",26 - 50,"US$ 5,000,000 - 9,999,999 ODM OEM",Mr Kevin Lee,General Manager,"Floor 2-4, No.17, Xiqiao Road, Hetang Town, Pengjiang Dist., Jiangmen City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Liangfeng-Lighting-Co-Ltd/1X09EFP2,"Exporter, Manufacturer","Suzhou, Jiangsu, Chinese Mainland",2010.0,,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, North America, Western Europe",26 - 50,"US$ 1,000,000 - 4,999,999 LED HIGH BAY LIGHT SMT MACHINE WATERPROOF MACHINE AUTOMATIC AGING LINE IES",Mr Peter Zhang,Sales,"No.245 Gangcheng Ave, Zhangjiagang, Suzhou City, Jiangsu Province, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nantong-Nanyang-Lighting-Technology-Co-Ltd/1X07JPLC,Manufacturer,"Nantong, Jiangsu, Chinese Mainland",1989.0,"Environmental Protection, Lights","Central & South America, Eastern Europe, North America, Scandinavia, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",Ms Fenglai Wang,,"No.3 Shuiwu Road, Pingchao Town, Tongzhou City, Jiangsu,China",Chinese Mainland,OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-BEC-Lighting-Co-Ltd-/1X06U5ZM,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2006.0,"Environmental Protection, Festive Supplies, Furniture & Parts, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights",Worldwide View details Factory & Facility,,,Ms Eunice Xu,Sales Manager,"Sanbei Industrial Zone, Cixi, Ningbo, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Deamak-Star-Intelligent-TechnologY-co-ltd-/1S00P03W9,,Chinese Mainland,,"Consumer Electronics, Environmental Protection, Hand Tools, Hardwares (Tools & Parts), Lights View details Factory & Facility",,,,Rain Zhu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Exquisite-Electrical-Appliance-Co-Ltd-/1X0AQOS8,,Chinese Mainland,,"Environmental Protection, Lights",,,,Eva Hoo,Sales Manager,"No. 378, North Beidou Road, Ninghai County, Ningbo, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Oe-Lighting-Manufacturing-Co-Ltd-/1X06E23R,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2010.0,Lights,"Africa, Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries, Southeast Asia, Western Europe",11 - 15,"US$ 1,000,000 - 4,999,999 ODM OEM View details Factory & Facility",Ms Andy Miao,Sales Manager,"598 JiangNan Road,Ningbo High-Tec Development Zone Beilun, Ningbo, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Tianhan-Electrical-Appliance-Co-Ltd/1X06U30R,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2009.0,"Consumer Electronics, Electronics, Environmental Protection, Lights","Eastern Europe, North America, Western Europe",,"US$ 1,000,000 - 4,999,999",Miss Shimmer Wen,Sales,"56, Gongji Road, Sibei Industry Zone, Simen Town, Yuyao, Zhejiang,China",Chinese Mainland,TH ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - RoHS - - -
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yixingcheng-Electrical-Appliances-Co-Ltd-/1X03SVIX,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",2000.0,"Consumer Electronics, Electronics, Environmental Protection, Lights","North America, Western Europe",1001 - 2000 View details Factory & Facility,,Dr Navy,Sales,"Simen Town, Yuyao City, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Kaisheng-Lighting-Co-Ltd-/1S00NTF8X,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2017.0,Lights,"Middle East, North America, Scandinavia, Western Europe",51 - 100,"US$ 1,000,000 - 4,999,999",Mr - Lian,General Manager,"No.1 Majia Road, Ludong Industrial Zone, Shangyu, Shaoxing City, Zhejiang, China",Chinese Mainland,OEM Certificate Name Issued By Certificate Type Valid Date CB DEKRA - (N/A) - 18 Nov 2020 ROHS DEKRA - (N/A) - 22 Nov 2021 View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Ledme-Electronics-Co-Ltd/1S00OAWSS,,Chinese Mainland,,Lights,,,,Michael Hu,,"Majia Road, Ludong Industral, Baiguan Street, Shangyu District, Shaoxing City, ShaoxingProvince, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Oudi-Electrical-Co-Ltd/1X07KCAQ,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2012.0,"Environmental Protection, Lights",Western Europe,51 - 100,,Mr GuoXiang Yu,General Manager,"Lugong Village, Baiguan Street, Shangyu District, Shaoxing City, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Brighterlong-lighting-Co-Ltd/1S00NXWMA,,Chinese Mainland,,Lights View details Factory & Facility,,,,Mr James Long,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-C-Fox-Optoelectronics-Technology-Co-Ltd/1X0ADJUL,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2015.0,Lights,North America,51 - 100,"US$ 1,000,000 - 4,999,999",Mr Mr. Chen,Sales Director,"2F, No.29 of The Third Industrial Park, Songgang,",Chinese Mainland,OEM R&D OEM & ODM Certificate Name Issued By Certificate Type Valid Date ETL Intertek Others 17 May 2022 - (N/A) ETL Intertek Others 11 Aug 2022 - (N/A) ETL Intertek Others 26 Mar 2021 - (N/A) ETL Intertek Others 14 Oct 2022 - (N/A) ETL Intertek Others 06 Jun 2022 - (N/A) Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Daybetter-Optoelectronics-Co-Ltd-/1S00OCHFA,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2015.0,Lights,"Central & South America, Eastern Europe, Japan, Middle East, North America, Southeast Asia, Western Europe",201 - 500,"US$ 5,000,000 - 9,999,999",Miss Tonya Yuan,,"3th-5th Floor, No.2 Workshop, Antuoshan High-tech Industrial Shaer Community, Shajing Street,Baoan District Shenzhen China",Chinese Mainland,Daybetter APP development OEM ODM Certificate Name Issued By Certificate Type Valid Date QUALITY MANAGEMENT SYSTEM CERTIFICATE CHINA CLASSIFICATION SOCIETY CERTIFICATION CO.. LTD ISO 9001 28 Jul 2022 - (N/A) View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-ECO-NEWLEAF-CO-LTD-/1S00OXLDC,,Chinese Mainland,,"Lights, Parts, Electrical Electronic Supplies",,,,Mr Marshall WU,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taixing-Nilan-Electrical-Co-Ltd/1S00OLVMB,Manufacturer,"Taizhou, Jiangsu, Chinese Mainland",2014.0,"Lights Table lamp chandelier floor lamp wall lamp star lamp bridge lamp electrical products light 2025 French Design Award 2025 French Design Award, our product display on the official website Contents 1 Contents 2 Contents 3",,,,Mr Steve Zhu,CEO,"Room 601, Building 16 Talent technology Square Taixing City, Jiangsu Province China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Biumart-E-Tech-Co-Ltd-/1S00OUBEJ,,Chinese Mainland,,Lights,,,,WEIYUE ZHU,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Deco-Maker-Arts-Crafts-Co-Ltd-/1X00O9DW,Manufacturer,"Taizhou, Zhejiang, Chinese Mainland",2005.0,"Festive Supplies, Gifts, Toys & Sports Supplies, Lights","Eastern Europe, Western Europe",51 - 100,"US$ 5,000,000 - 9,999,999 ODM OEM Campany Certificates and Honors Certificates Campany Honors Customers Exhibition View All LED Lights Curtain/Icicle Light PVC coated Wire Light Micro LED Light",Ms Zhenzhen Jiang,Manager,"Dafang, Dongcheng, Linhai, Zhejiang Province 317005",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Shangyuan-Plastic-Illumination-Co-Ltd/1X04RY42,Manufacturer,"Taizhou, Zhejiang, Chinese Mainland",1993.0,"Building Materials & Supplies, Environmental Protection, Lights","Central & South America, Eastern Europe, Middle East, Southeast Asia, Western Europe ODM OEM",,,Mr Frank .,Export Manager,"Middle Shugang Road, Jiaojiang Economic Development Zone, Taizhou, Zhejiang, 318000, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Weinspection-Co-Ltd/1X09Y8EY,Service Company,"Guangzhou, Guangdong, Chinese Mainland",2005.0,"Logistics & Transportation, Professional Services, Quality Inspection, Compliance & Testing Service","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,,Mr James Zhou,Manager,"Suit 1804, New Poly Tower, No.2 Zhongshan Six Road, Yuexiu District, Guangzhou, Guangdong, China",Chinese Mainland,WEINSPECTION INSPECTION QC FACTORY AUDIT SAMPLE CHECK LABORATORY TEST QUALITY CONTROL SUPPLIER EVALUATION CERTIFICATION Certificate Name Issued By Certificate Type Valid Date INTERNATIONAL INSPECTION BODY ACCREDITATION CERTIFICATE ilac-MRA-CNAS - (N/A) - 03 Sep 2024 CHINESE GOVERNMENT INSPECTION BODY ACCREDITATION CERTIFICATE AQSIQ - (N/A) - 03 Nov 2030 ISO9001:2015 CERTIFICATE INTERTEK - (N/A) - 25 Jan 2021 CERTIFICATE OF CHINA ENTRY-EXIT INSPECTION AND QUARANTINE ASSOCIATION CHINA ENTRY-EXIT INSPECTION AND QUARANTINE ASSOCIATION - (N/A) - 11 Jul 2028 View details Factory & Facility Research & Development Quality Control Pre-Shipment Inspection During Production Inspection Supplier Evaluation-Factory Audit Social Compliance Audit Product Certificate Audit Container Loading Supervision Be Your QC in Factory Pre-Shipment Inspection + Lab Test
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-JYG-Optoelectronic-Co-Ltd-/1X06P0DN,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2008.0,"Environmental Protection, Lights",Worldwide,51 - 100,"US$ 50,000 - 99,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date LED Spotlight - - -",Ms Lena Chen,Sales,"5/F, No.307 Xiangtian Rd., Xiang'an District, Xiamen City, Fujian Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Shunlong-Optronics-Technology-Co-Ltd-/1X04V9RI,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",,"Consumer Electronics, Electronics, Environmental Protection, Lights",Worldwide ODM OEM Certificate Name Issued By Certificate Type Valid Date CE HUAK Others 17 Apr 2023 - (N/A) ROHS HUAK Others 17 Apr 2023 - (N/A) GSV INTERTEK GSV 18 Mar 2023 - (N/A) RoHS CE CERTIFICATES,,,Mr - Huang,Director,"No.2,Yongxing Road, Yuyao City, Zhejiang Province,China,315400 China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Feide-Electric-Technology-Co-Ltd/1S00OAHJY,,Chinese Mainland,,Lights,,,,Mr Haijie Chen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-City-S-Par-Optoelectronics-Technology-Co-Ltd/1X0AY5G5,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland",,Lights,,,,Mr - He,,"No.9, Hengkang Street, Guzhen Town, Zhongshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Hangsheng-Electronics-Co-Ltd/1S00ONJT2,,Chinese Mainland,,Lights,,,,zong deng,,"1f, tongan, zhongshan, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-JINGXIN-PHOTOELECTRIC-CO-LTD/1X0AE8WG,,Chinese Mainland,,"Environmental Protection, Lights",,,,xiao ying,,"No.39 Jinchang Industry Road, Shalang Third Industry Zone, Zhongshan West Dist.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Ledemo-Lighting-Co-Ltd/1X0AZ06U,,Chinese Mainland,,"Festive Supplies, Gifts, Toys & Sports Supplies, Lights",,,,Sally Chiu,sale,"3rd Floor, No.3 Fuding Street, Henglan Town, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Mobosi-Lighting-Co-Ltd-/1S00OWPWN,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland",2018.0,Lights,"Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe",26 - 50,"US$ 5,000,000 - 9,999,999",Mrs Lily Yang,,"Unit 1,4th Floor, No.78-2 Chang' an North Road Henglan Town,Zhongshan City,Guangdong Province. China",Chinese Mainland,"MBS Lighting Certificate Name Issued By Certificate Type Valid Date Quality Management System Ceritificate Beijing Kun Biao Certification & Inspection Co.,Ltd Others 05 Jul 2023 - 05 Jul 2026 CE Certificate for LED Flood Light Guangdong KEYS Testing Technology Co.,Ltd. Others 25 Mar 2025 - 25 Mar 2027 CE Certificate for LED Street Lamp Guangdong KEYS Testing Technology Co.,ltd Others 25 Mar 2025 - 25 Mar 2027 CE Certificate for LED High Bay Light Guangdong KEYS Testing Technology Co.,Ltd Others 25 Mar 2025 - 25 Mar 2027 View details Factory & Facility Research & Development Quality Control View All LED Flood Lamp LED Flood Lamp LED Flood Light LED Flood Light"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Shangdong-Lighting-Technology-Co-Ltd-/1S00OZJCH,,Chinese Mainland,,"Home Appliances, Lights",,,,Wenbo Wei,,"Fourth floor, No. 2, Pinghe Road, Caosan Siyiwei Industrial Zone, Guzhen Town, Zhongshan City, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Teco-Lighting-Co-Ltd/1X0AEAX9,,Chinese Mainland,,"Environmental Protection, Lights",,,,Hanping Zhai,MANAGER,"3rd Floor, No.6 Yongyi Road, Yongxing Industrial Zone, Henglan Town, Zhongshan City, Guangdong Province, china",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-XIANDA-LIGHTING-CO-LTD/1X07I9IR,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",2011.0,Lights,"Africa, Central & South America, Chinese Mainland, Hong Kong, Middle East, North America, Southeast Asia, Taiwan",51 - 100,"US$ 500,000 - 999,999",Mr Paul Yuan,Sales Manager,"No.13 Xianlong Avenue, Haizhou, Guzhen Town, Zhongshan City, Guangdong Province, China.",Chinese Mainland,XIANDA OUTDOOR LIGHTING
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Adision-Lighting-HK-Co-Limited/1X09YT0L,"Exporter, Manufacturer",Hong Kong,2009.0,Lights,North America,,,Mr Jack Chen,,"704, 7/F Bright Way Tower, 33 Mong Kok Road, Mong Kok, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/CONONLUX-TECHNOLOGY-CO-LIMITED/1X08Z1EJ,Manufacturer,Hong Kong,,,,,,Mr kent wong,sales,"Rm. 705, Ho King Comm. Centre, 2-16 Fa Yuen St., Mongkok, Kowloon,",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONGKONG-SSVE-ELECTRONICS-CO-LIMITED/1S00OP17E,,Hong Kong,,,,,,Miss Fong Phoebe,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/KOOMAN-HONGKONG-INTERNATIONAL-LIMITED/1S00OWGJZ,,Hong Kong,,,,,,Mr TONY LIU,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Romanso-Electronic-Co-Limited/1S00OZAGE,,Hong Kong,,,,,,Lily Guo,,"Unit 3, 8/F, Chevalier Hse, 45-51 Chatham Rd S, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Global-Trade-Promotions-Ltd/1X004NTA,Service Company,Hong Kong,,"Consumer Electronics, Educational Toys, Homeware & Lifestyle Essentials, Parts, Electrical Electronic Supplies, Printed Matters, Stationery, Watches & Clocks",Worldwide,,,Miss Sandy Leung,Marketing Department,"Unit 805, 8/F, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"HKProducts, Style Watch, Style Watch Parts, New Electronics & Components, Fashion Accessories, Apparel & Bags, Gifts World, Houseware World"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-A-A-ELECTRONICS-LIMITED/1S00OXRNC,,Hong Kong View details Factory & Facility,,,,,,Miss KRISTY AU,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/J-M-Timber-Industrial-Limited/1S00OZ3B0,,Hong Kong,,"Homeware & Lifestyle Essentials, Lights",,,,Ken Chu,,"Unit A, 3/F, Ph 1, Blk 3, Sea Crest Villa, 18 Castle Peak Rd - Tsing Lung Tau, Tsing Lung Tau, New Territories, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MLM-Lighting-Limited/1S00OXW5P,,Hong Kong View details Factory & Facility,,,,,,Heidi He,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Bestparts-Limited/1X0F09GT,,Hong Kong,,"Automobile Electronics, Automobile Security & Safety, Consumer Electronics, Environmental Protection, Homeware & Lifestyle Essentials, Lights, Sports Supplies",,,,Ms Carol Fu,,"Room A, 9/F Silvercorp International Tower 707-713 Nathan Road Mong Kok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rocalux-Technology-Co-Limited/1X0F0A42,,Hong Kong,,,,,,Dr Ka Luo,,"Room 2, 7/F Spa Centre No. 53-55 Lockhart Road Wan Chai, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SACO-LIGHTING-LIMITED/1X0916MW,Manufacturer,Hong Kong,,"Environmental Protection, Lights",,,,Mr sam lin,,"Rm. 1103, Hang Seng Mongkok Bldg., 677 Nathan Rd.,",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-LEDWAY-LIGHTING-CO-LIMITED/1S00OQVLE,,Hong Kong,,,,,,Mr Dingshan Xue,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOP-EAST-ELECTRONIC-TECH-LTD/1S00OWBI7,,Hong Kong,,,,,,Mr TONY WONG,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-LBT-LIGHTING-CO-LIMITED/1X0AO9IR,,Hong Kong,,,,,,Vivian Yan,,"Rm1703-1707, Hollywood Centre, No.610 Nathan Road, Mong Kok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DPPUL-IMP-EXP-CO-LTD-ZHUHAI/1S00OG3W9,,Chinese Mainland,,Lights View details Factory & Facility,,,,Mr HAIHUA ZHANG,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Julong-Electronic-Technology-Co-Ltd/1S00NM1N2,,Chinese Mainland,,,,,,Haicheng Li,,"No. 299 Xiaoxing Road, Xiallin, Cixi, Ningbo, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Innovative-Lighting-Technologies-Co-Ltd/1X0AJ8HV,,Chinese Mainland,,"Environmental Protection, Lights",,,,Caca Li,,"Dajin Industrial Zone, Danzao, Nanhai District, Foshan, Guangdong P.R., China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-King-Lanca-Lighting-Technology-Co-Ltd/1X09T3CF,,Chinese Mainland,,"Environmental Protection, Lights",,,,Seatha Lau,Manager,"Xichong, Sanjia, Xilian, Jinsha, Danzao Town, Nanhai District, Foshan City, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Chenghong-Lighting-Technology-Co-Ltd-/1S00NLD58,,Chinese Mainland,,,,,,Mr RORY SHI,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Lighting-Import-Export-Ltd/1X0AXLPK,,Chinese Mainland,,"Environmental Protection, Lights",,,,Lizhen He,,"Room 504 No.1 Building, Shiliu Street, Xiasha Econ Hangzhou, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-JJH-LIGHTING-TECH-CO-LTD/1S00P15RM,,Chinese Mainland,,,,,,Miss Iris Liu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/UMI-Lighting-Technology-Co-Ltd/1X09FN5Y,,Chinese Mainland,,"Environmental Protection, Lights",,,,bin wang,Product Manager,"No.49 Keji Road West, Torch Development Zone, Zhongshan City, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Houseton-Lighting-Co-Ltd/1X0AQSUU,,Chinese Mainland,,"Environmental Protection, Lights",,,,Thomas Wei,CEO,"Qinglong Road, Henglan Town, Zhongshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Civi-Lighting-Technology-Co-Ltd-/1S00OZN8P,,Chinese Mainland View details Factory & Facility,,,,,,Mr Jiahua Lau,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ALOTOFCO-LIMITED/1S00OZAPN,,Chinese Mainland,,,,,,Mr John Zhou,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AMAZING-INTERNATIONAL-CO-LTD/1S00P0C3F,,Chinese Mainland,,,,,,Wei Hua Xiao,,"F4C05-3, 4/F, Building 2, R&D Workshops 1-3, Huiquan Technology Industry Center Phase 2, No. 88 Taoyuan East Road, Shishan Town, Nanhai, Fo China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Zerun-Optoelectronic-Co-Ltd/1S00NKS08,,Chinese Mainland,,,,,,YANG YANG,,243000 中國安徽省馬鞍山市 經濟技術開發區湖東南路777號,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changli-Business-Service-Ltd-of-Zhongshan/1S00OCTO7,,Chinese Mainland View details Factory & Facility,,,,,,Ms Moon Tang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Lightvision-Electronic-Technology-Co-Ltd/1S00P0A68,,Chinese Mainland,,,,,,Bryce Rong,sales manager,"Xufu Industrial Park, Longshan Town, Cixi, Ningbo City, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Comled-Limited/1S00OTS9H,,Chinese Mainland,,,,,,YULU Cai,,"B-B90,6F, Gangdong Building, Zhongxing Road, Guzhen,zhongshan City,Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DABOYE-Co-Ltd/1S00OWUIO,,"Korea, Republic Of",,,,,,Mr Raegeun Jung,,,"Korea, Republic Of",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DDH-Technology-Co-Ltd-/1S00OHFJ0,,Chinese Mainland,,,,,,guo guo,,"Longgang, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONG-GUAN-RUISE-OPTOELECTRONICS-CO-LTD/1S00OZJ38,,Chinese Mainland,,,,,,Suzy Tong,,"Room 405, 152 Bihu Avenue, Fenggang Town, Dongguan City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-guan-Yang-Lighting-Co-Ltd-/1S00OLJ38,,Chinese Mainland,,Lights,,,,Miss Jocelyn So,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Rotti-lamps-Co-Limited/1S00P08NV,,Chinese Mainland,,,,,,Joe Chen,,"Room 401, Building 1, No. 5 Yanhe Road, Guancang, Zhangmutou Town, Dongguan, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Yongxingfu-Hardware-and-Plastic-Co-Ltd/1S00ONAPN,,Chinese Mainland,,Lights,,,,Tony Huang,,"No.5, Qinghu Private Garden Road, Qishi Town, Dongguan City, China",Chinese Mainland,
