company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
"Olansi Healthcare Co., Ltd.",Hong Kong,,"Manufacturer, Exporter","Electric Water Dispenser, Dehumidifier, Electric Kettle, Humidifier","Water dispenser,Air Purifier, Water Purifier, Hydrogen Water Products, Disinfectant Water Products,","OEM, ODM",Olansi,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Olansi-Healthcare-Co-Ltd-/1X0AVLEV,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005X21V,"Established in 2009,located in Hongkong,Olansi is a professional air purifier,water purifier,beauty instrument and hydrogen water machine manufacturer from Hongkong. Olansi Healthcare Co. Ltd spends 10% of its annual sale turnover into R&D. We have a 30-engineer R&D team, thus we are able to launch five new models every year.",www.olansihk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pardo Technology Co., Limited",Hong Kong,,"Manufacturer, Wholesaler","Digital Camera, Electronic Toy","kids camera, waterproof kids camera, kids camera with NES game, kids camerawith bubbling function, kids projector camera, kids instant print camera and kids microscope camera","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pardo-Technology-Co-Ltd-/1S00O5WJJ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y1WB,"We are a company specialize in manufacturing digital image camera products for over 10 years. We keep focusing on fulfiling customer OEM and ODM demand of kids camera, from lD,MD to software customization. For the previous years we cope with many famous brand owners including but notlimited to Spain, ltaly, France, Poland, Germany, Australia, Malaysia,Singapore, lsrael and USA, etc. Pardo owns the most experienced engineers and specialists that can not only understand customer request but also turn customer idea and plan into tangible electronic products. Our kids camera models includes different tooling or housing one and diferent function, for example kids camera with walkie talkie, waterproof kids camera, kids camera with NES game, kids camerawith bubbling function, kids projector camera, kids instant print camera and kids microscope camera etc. We own not only design patent but also functional patent, and are the leading expert in kids camera industry.Every year we keep developing creative models.",pardokidscamera.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prodigy Electronics Limited,Hong Kong,,"Manufacturer, Service Company","Access Control System, Electronic Manufacturing Services, Cloud Computing Systems, Internet of Things",Access Control Card Reader IOT product Industrial control board,ODM,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) CES - International Consumer Electronics Show, Las Vegas, USA 2020 HKTDC International ICT Expo 2019 HKTDC International ICT Expo CeBIT 2016, CeBIT - International Trade Fair for Information Technology, Telecommunications, Software & Services, Hanover, Germany HKTDC International ICT Expo 2015 HKTDC International ICT Expo 2013 Show More",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Prodigy-Electronics-Ltd/1X00O6G2,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YMR5,,,ISO9001 Issued By - Type - Valid Date (N/A) - (N/A) ISO9001:2000 quality management system standard Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronghangda Co Limited,Hong Kong,,"Manufacturer, Export Agent","Access Control System, Cyber Security, Doorbell, Washing Machine","WiFi video door phone, wired video door phone, IP camera, faucet adapter","OEM, ODM",SUNHIGH,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ronghangda-Co-Ltd/1X04UXUF,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PQ4Y,,www.e-sunhigh.com,"CE, RoHS Issued By - Type - Valid Date (N/A) - (N/A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saitech (HK) Ltd,Hong Kong,,"Exporter, Manufacturer","Speakers, Digital Audio System","SPEAKERS, ACCESSORIES",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SAITECH-HK-LTD/1S00O9OKO,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y1X8,,electronicssainara.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staniot (Hongkong) Limited,Hong Kong,,Manufacturer,"Alarm, Doorbell",security,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/STANIOT-HONGKONG-LIMITED/1S00OYR8L,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XC0O,"Shenzhen XingAniot Technology Co,.Ltd is established in July 2020, dedicated to provide the advanced products and solution of IoT smart hardware, covering the area of Smart Home, Hotel, Community, Building etc. The founding team is made up of R&D guru with comprehensive experience of embedded software and hardware, senior designer on product and solution design, senior manager who has built leading company and successfully went public, the team has abundant industrial resource and relevant operation experience. Staniot is persist in independent research and development, to provide light wight product. In 2021 the main product line is consumer smart security appliances, followed with IoT products focusing various application scenarios: Smart Home appliances, various remote control sensors etc. Staniot is people oriented, with young and modern management, provide equal and mutual profitable system, to achieve long-term development of the company.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selepu Technology Limited,Hong Kong,,"Distributor, Export Agent, Buying Office","Home Automation System, Electronic Gadget, Smart Health Platform & Solution, Facial Steamer, Smart Home System, Electric Massagers, Hi-Fi Equipment, Artificial Intelligence System, Companion Robot, Smart Technology Glasses","World's first BCI sleep mask with EEG & AI. Boosts deep sleep by 30%, speeds falling asleep by 50%. 4D tech: binaural beats, heat, EMS, massage. Works anywhere, online/offline.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SELEPU-TECHNOLOGY-LIMITED/1S00P6FOL,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Z6UC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen PRT Company Limited,Hong Kong,,"Manufacturer, Exporter","Mobile Phone Accessory, Charging Dock, Battery Charger, Power Bank","multifunctional wireless charger, 3-in-1 wireless charger for phone/earphone/watch, 3-in-1 wireless charger with speaker, desk lamp speaker with wireless charger ,foldable 3-in-1 wireless charger ,power bank ,3-in-1 wireless charger power bank","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-PRT-Company-Limited/1X0AFBGN,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005WY4Q,,www.prettyelec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Tide International Company Limited,Hong Kong,,"Exporter, Manufacturer, Wholesaler","Electronic Bathroom Scale, Electronic Kitchen Scale","Developing and manufacturing electronic weighing instruments including kitchenscales, coffee scales, bathroom scales, body fat analyzer, platfomm scales, floorscales, pallet scales, weighing scales, checkweighers etc.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2018 HKTDC Hong Kong Electronics Fair (Spring Edition) 2017 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Silver-Tide-International-Company-Limited/1X08Z8A2,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Z3Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpet Industries Limited,Hong Kong,,"Trade/Industrial Organisation, Manufacturer","Digital Camera, Web Camera, Tablet & Accessory, Electronic Educational Toy, CCTV Equipment, Mobile Phone Accessory, Electronic Gadget, Electronic Toy, Camcorder, Computer Scanner","OEM/ODM Optical Products, digital microscopes, electronics toys , medical devices","OBM, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunpet-Ind-Ltd/1X0006I0,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005SFH6,,sunpet.com.hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supernic Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer",Radio,RADIO,"ODM, OEM",KCHIBO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SUPERNIC-LTD/1X00ISZP,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PBNS,We are Radio manufacturer and exporter based in Shenzhen. We produce multiband radio and Airband radio,www.kchibo-supernic.com,ISO9000 Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TNV Development (HK) Co., Limited",Hong Kong,,"Manufacturer, Trade/Industrial Organisation","Hi-Fi Equipment, Radio, Turntable, Cassette Player","Turntable, cassette player, CD player, radio, Bluetooth, speaker","Others, OBM, ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TNV-DEVELOPMENT-HK-CO-LIMITED/1S00O85GJ,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y1DW,"TNV Development (HK) Co., Ltd. is a Hong Kong company and 100% privately owned enterprise, exporting audio products worldwide, including Europe, Australia, US, Japan and etc. Our factory is located at Dongguan, China (only take 1 hour trip from Shenzhen), and sized over 3,000 square meters plus 100 skillful workers. In order to maintain our product quality, we are obligated to follow various international safety standard, such as CE, RoHS, FCC, ETL, SAA and etc. Excellent product to fulfill customers' requirement is the key to success. We tightly study and analyse the market trend, hence keep to invest on product research and development. Despite of our ODM products, OEM projects from customers are always welcome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWD Technology Limited,Hong Kong,,Manufacturer,Battery,"Rechargeable batteries, like NICD,NIMH, LIFEPO4, LI-ION battery","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TWD-Technology-Limited-/1X08PQO6,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XNYJ,Manufacturer of rechargeable batteries.,www.twd.com.cn,CE Issued By - Type - Valid Date (N/A) - (N/A) UL Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Kee Industrial Company Limited,Hong Kong,,Exporter,"Handheld Video Game, Console Game","Taikee is established for over 30 years. We mainly produce and manufacture electronic video game consoles, electronic handheld game, Arcade game, and electronic educational toys, mainly sold in Europe and America.",OBM,Taikee,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Toys & Games Fair 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tai-Kee-Industrial-Company-Limited/1X00DBX6,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PLYL,"Taikee is established for over 30 years. We mainly produce and manufacture electronic video game consoles, electronic handheld game, Arcade game, and electronic educational toys, mainly sold in Europe and America.",www.taikee.net,EN71 Issued By - Type - Valid Date (N/A) - (N/A) EMC Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teco Electric Company Limited,Hong Kong    |    Factory in Chinese Mainland,,,,Touchless Flusher Set,OEM,LivThing,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 electronicAsia 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Teco-Electric-Co-Ltd/1X004P4T,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PQ24,"Teco Electric Company Limited was found in 2013. The company head office and sales team is located in HK. Our main aim is to provide and develop any products that can be optimized people life. With our strong engineering and quality team which have wealth experience, we are confident that to provide practical and excellent product to our customer. As time progresses, continuous technological development, Glory understands what you want and care and what you need. With an emphasis on driving technology innovation and service excellence, Glory not only provide attractive appearance and reasonable price products but continuously works to develop high quality and multifunctional products. Glory strives to provide best solution in order to provide excellent living lifestyle to you.",www.tecoelectric.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TopSail (Hong Kong) Limited,Hong Kong    |    Factory in Chinese Mainland,,"Manufacturer, Exporter, Buying Office","Karaoke Equipment, Speakers",Wireless Speakers Karaoke Speakers Party Speakers,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/TopSail-HongKong-Limited/1X0APS1N,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PW11,"Established on 2013, focusing on designing, manufacturing and selling consumer electronics, including wireless speakers, outdoor speakers, party speakers to customers across the world.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Camera Hong Kong Ltd,Hong Kong,,"Wholesaler, Retailer, Distributor","Vacuum Cleaner, Telephone, Electric Hair Curler, Handheld Video Game, Computer Accessories, Digital Camera, Hi-Fi Equipment, Tablet & Accessory, Earphone, Headphone","we collaborate with partners to acquire profit in every changing marketing. In view of tremendous demand from the market, we expand the coverage of our consumer electronics business into personal care products, home appliance, audio visual and gadget",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2018 HKTDC Hong Kong Electronics Fair (Spring Edition) 2018 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2017 HKTDC Hong Kong Electronics Fair (Spring Edition) 2017 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Union-Camera-Hong-Kong-Ltd/1X06D866,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005XSHT,,unioncameraltd.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waxsam Trading Co., Ltd.",Hong Kong,,"Exporter, Manufacturer, Wholesaler","Electronic Educational Toy, Electronic Musical Instrument, Electric Fan, Humidifier, Cell Phone Holder, Cell Phone Lanyard, Electronic Toy, Electronic Musical Toy, Computer Accessories, Electronic Timer","Mini desktop fan, mini desktop toy with fan, electronic fan, portable fan.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/waxsam-trading-co-ltd-/1S00O5DYT,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005WXY9,"Waxsam Trading Co.,Ltd. was founded in 2008. With 10 years efforts, our company has grown into a professional manufacturer and Exporter, on wide ranges of toys and other products. We are also very proud that we have a professional R&D team and sales team, applying many advanced techniques and managerments. One of our company principles is to offer consistent quality products with competitive prices, on time delivery, plus excellent export services to all the customers. And it is always our greatest pleasure to build pleasant and long-term partnership with customers. Our company is experienced on OEM projects too, so your designs and ideas are absolutely welecome.",www.waxsam.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windream International Industrial Limited,Hong Kong    |    Factory in Chinese Mainland,,Manufacturer,"Heater, Electric Fan","electric fan, Heater","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Windream-International-Industrial-Limited/1X06QVSN,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005ORYF,"Established in 2008,Windream Electric Appliance Co., Ltd is a professional manufacturer and exporter that is concerned with the design, development and production of electric fans. All of our products comply with international quality standards and are greatly appreciated in a variety of different markets throughout the world. We have over 350 employees, cover with a total building area of 28000m?,with 6 production lines, an annual sales figure that exceeds USD 19million and are currently exporting 95% of our production worldwide. Main products: metal stand fan, metal table fan, High velocity floor fan, Industrial fan. Certificates:ISO9001/BSCI/CE/GS/CB/SAA/CETL/ROHS/REACH If you are interested in any of our products or would like to discuss a custom order, please feel free to contact us. We are looking forward to forming successful business relationships with new clients around the world in the near future.",www.china-windream.com,ISO9001:2008 Issued By - Type - Valid Date (N/A) - (N/A) SA8000:2008 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinghai Cargo & Trading (HK) Limited,Hong Kong,,Service Company,Logistics & Transport Services,国际海运，国际空运，国际快递，中港运输,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/XINGHAI-CARGO-TRADING-HK-LIMITED/1S00OTZ6J,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005RC9X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
