url,co_info,co_background
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1439&f=,"Country
Taiwan
Website
Booth
A1028","翔透皙妍旗下的 GlowXiya「光の顔」商城，致力於將日本美學與頂級美容科技完美結合。我們專注於精選高品質的日系美容、美髮及保養品，為每位追求自信與自然美的顧客提供卓越選擇。

「你的美麗是 GlowXiya 的使命。」這是我們始終如一的承諾。GlowXiya「光の顔」之名意指「光之臉」，象徵我們對光采奪目的美的追求。無論是從日系品牌中精挑細選，或是推動美容產品創新，我們始終秉持專業與熱情，為你打造由內而外的自信美麗。

與我們一同踏上 GlowXiya「光の顔」的旅程，感受日系美容護膚的極致體驗。讓你的肌膚與髮色在每一天都散發自然光彩，為生活增添一抹自信色彩。


GlowXiya (Hikari no Kao) by Xiangtou Xiyan is dedicated to seamlessly blending Japanese aesthetics with advanced beauty technology. We specialize in carefully curating high-quality Japanese skincare, haircare, and beauty products, offering outstanding choices for everyone who pursues confidence and natural beauty.

“Your beauty is GlowXiya’s mission.” This is our unwavering promise. The name GlowXiya Hikari no Kao means “the face of light,” symbolizing our pursuit of radiant beauty. From selecting the finest Japanese brands to championing innovation in beauty products, we are driven by professionalism and passion to help you build confidence that shines from within.

Join us on the GlowXiya Hikari no Kao journey and experience the very best of Japanese beauty and skincare. Let your skin and hair glow with natural radiance every day, adding a touch of confidence to your life.
"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1432&f=,"Country
Taiwan
Website
Booth
A0025","GMAXBIOTECH specializes in the professional sales of natural essential oils, vegetable oils, and aromatic raw materials, serving cosmetic brands, OEM/ODM manufacturers, and the aromatherapy industry. Our products are carefully sourced from key origins in Europe and worldwide, with an emphasis on transparent sourcing, consistent quality, and batch reliability. Comprehensive technical documentation, including COA, GC-MS, and SDS, is provided to support product development and manufacturing. With long-term supply experience and rigorous material selection standards, GMAXBIOTECH helps clients build a dependable foundation for both development and commercial production.

GMAXBIOTECH 集美生技專注於天然精油、植物油與芳香原料的專業銷售，服務對象涵蓋化妝品品牌、OEM／ODM 工廠及芳療相關產業。產品嚴選自歐洲與全球主要產地，強調來源透明、品質穩定與批次一致性，並提供完整的 COA、GC-MS、SDS 等技術與檢驗資料。憑藉長期供應經驗與嚴謹的選材標準，協助客戶在產品開發與量產階段建立可靠的原料基礎。"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1548&f=,"Country
China
Website
Booth
A0725","广州上品佳源化妆品有限公司成立于 2017年，公司提供养发健发等产品的oem贴牌代工，以及公司旗下自主品牌“柏芮拉·Borala""加盟等相关配套服务。
本次展位主要产品服务:头皮养护、毛发健发等全系列产品的贴牌代工服务

Guangzhou Shangpin Jiayuan Cosmetics Co., Ltd. was established in 2017.
The company provides OEM private label manufacturing services for hair care and hair health products, as well as supporting services including franchise for its own brand Borala.
Main products & services at the booth:OEM private label manufacturing services for a full range of scalp care and hair health products."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1483&f=,"Country
China
Website
Vsit our official website
Booth
A0625","海锋包装制品有限公司是一家专业生产日化包装的企业。
公司成立于2011年，座落于美丽的佛山市顺德区。公司厂房面积20.000多平方米。公司拥有国内领先的产品及模具开发技术，同时引进了先进的自动化安装设备，产品远销欧美及东南亚等国家及地区，深受广大客户的好评。
公司自成立以来，坚持内求团结、外求发展、客户第一、服务至上的理念。公司始终坚持以技术领先、质量过硬、价格合理、服务周到为企业的生存根本，秉承“品质第一、诚实守信、互惠双赢”的企业发展理念，以客户满意作为我们的目标，为客户提供优质的产品。

Haifeng Packaging Co., Ltd. is specialized in manufacturing cosmetics and personal care packaging.
Established in 2011 and situated in the scenic Shunde Town of Foshan City, we run our factory according to ISO 9001 : 2015, our company equipped with industry-leading products and mold development technologies, as well as facilitated by the introduction of advanced automaticassembly equipments, our products have received a very favorable reception from an extensivepool of customers, commanding a ready market in countries and regions in Europe, America, and Southeast Asia.
Ever since our establishment, with the philosophy of solidarity, development, and customersand services coming first, we have been vigorously building our base where we treat technology,quality, price and service as our backbone. Our sustainable growth has also witnessed our sloganwhich is ""Quality, Integrity, Trustworthy, and Mutual Benefit"" With this in mind, our mission is toprovide qualified products to the satisfaction of our valued customers"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1542&f=,"Country
Taiwan
Website
Booth
A0004","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1554&f=,"Country
Taiwan
Website
Booth
A0409","閃耀吉彩致力於打造全球領先的護眼養護品牌，結合現代科技與東方養護理念，專注於眼部健康、舒緩與抗老管理。品牌核心以「讓天下沒有難受的眼睛」為使命，透過創新技術與專業產品，為不同年齡層提供全方位的眼部養護解決方案。

旗下產品涵蓋高端眼部保養品與非侵入式護眼儀器，如「煥活眼部奢養露」與「九波護眼矩陣儀」，結合多重能量波與舒緩技術，幫助現代人改善長時間用眼所帶來的不適，重拾清晰、舒適與明亮的視界。

目前，閃耀吉彩已發展為全球連鎖護眼品牌，並持續拓展國際市場，建立標準化門市經營與技術教育體系。

在台灣市場，由**赫菈蜜國際有限公司（HERA V. INTERNATIONAL LTD.）**正式取得總代理權，全面負責品牌推廣、產品導入、技術培訓與通路拓展，致力於打造專業化、系統化的護眼產業生態。

Eye Shine is a global leading eye-care brand dedicated to enhancing eye health, comfort, and anti-aging solutions by integrating modern technology with Eastern wellness philosophy. With the mission of “bringing comfort and clarity to every eye,” the brand provides comprehensive eye-care solutions for all age groups.

Its product line includes premium eye-care serums and non-invasive eye-care devices, such as the Revitalizing Eye Essence and the Nine-Wave Eye Care Matrix Device. These innovations combine multi-frequency energy waves and relaxation technologies to effectively relieve eye strain caused by prolonged screen use, restoring clarity, brightness, and comfort.

Today, Eye Shine has grown into a global chain brand in the eye-care industry, continuously expanding its international presence with standardized operation systems and professional training programs.

In Taiwan, the brand is exclusively represented by HERA V. INTERNATIONAL LTD., the official master distributor responsible for brand development, product introduction, professional training, and market expansion, aiming to build a sustainable and professional eye-care ecosystem."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1382&f=,"Country
Taiwan
Website
Booth
A0111","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1459&f=,"Country
Taiwan
Website
Booth
D2625","㊣ 每一個人都值得一張好椅子 ㊣
你會穿禮服去游泳、穿泳裝去上班嗎？
是的，你不會這麼做，那麼，在長時間的工作中，您選擇什麼椅子來支持您的專業？或者是，跟您身體接觸密切的工作椅並非您自己挑選的？

每個人每一天有3分之1的時間坐在椅子上，然而，您知道您的脊椎需要甚麼樣的椅子嗎？廣告宣稱的『人體工學』是有用的嗎 ？

我們都誤以為坐著比站著輕鬆，其實，當人坐著的時候，腰椎得承受的壓力是站著的兩倍，若身體向前傾20度，則腰椎得承受的壓力是將近原本的3倍，所以，如果選錯了椅子付出的代價，比選錯另一半更慘喔!

長時間坐姿不良會使肌肉過度代償，脊椎壓迫、扭曲，產生肌肉緊繃、肩頸僵硬、腰痠背痛，下肢水腫，慢性疲勞以外，也會產生消化系統呼吸系痛不佳及胸悶、頭痛、心悸等症狀，明顯改變外型視覺，比如駝背、聳肩、縮胸….與美麗帥氣背道而馳。

華悅堂是經驗豐富的團隊，我們知道您的屁股、您的腰背需要甚麼支撐，為您量身打造最適合您體型、適合您專業工作需要的各款椅子，我們提供專業的椅子健診服務，維修、汰換或調整，讓椅子將就您，而非您將就椅子。

每一個人都值得一張好的椅子，享受最頂級、高優質的人體工學，創造舒適的工作環境，成就美好富足的人生，Professional support professional，我們就是您最有力的靠山。


Everyone deserves a good chair.

Would you wear a formal dress to swimming or a swimsuit to work?

Yes, you wouldn't. So, what chair do you choose to support your profession during long work hours? Or is the office chair, which has close contact with your body, not one you chose yourself?

Everyone spends a third of their day sitting in a chair; however, do you know what kind of chair your spine needs? Is the ""ergonomics"" advertised actually useful?

We all mistakenly believe that sitting is easier than standing. In fact, when sitting, the pressure on the lumbar spine is twice that of standing. If the body leans forward 20 degrees, the pressure on the lumbar spine is almost three times the original pressure. Therefore, the consequences of choosing the wrong chair are worse than choosing the wrong partner!

Prolonged poor posture causes muscles to overcompensate, leading to spinal compression and twisting, resulting in muscle tension, stiff shoulders and neck, lower back pain, lower limb edema, chronic fatigue, and symptoms such as digestive and respiratory problems, chest tightness, headaches, and palpitations. It also significantly alters physical appearance, causing hunchback, shrugged shoulders, and a sunken chest—the antithesis of beauty and style.

Huayuetang has an experienced team. We understand the support your buttocks and back need. We tailor-make chairs perfectly suited to your body type and professional work requirements. We offer professional chair maintenance services, including repair, replacement, or adjustment, ensuring the chair adapts to you, not the other way around.

Everyone deserves a good chair, to enjoy top-notch, high-quality ergonomics, create a comfortable working environment, and achieve a fulfilling and prosperous life. Professional support, we are your strongest backing."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1394&f=,"Country
Taiwan
Website
Booth
D2028","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1374&f=,"Country
Korea
Website
Vsit our official website
Booth","這是韓國國際美容貿易協會。

我們作爲韓國協會，組織韓國館、舉辦研討會等活動來支持韓國中小企業。

This is International Beauty Trade Industry Association(IBITA) Korea.

We, IBITA as Korea Association, organize a Korea pavilion, hold seminars and so on to support SMEs Korean companies.
"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1384&f=,"Country
Taiwan
Website
Booth
A1504","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1566&f=,"Country
UK
Website
Vsit our official website
Booth
A0825","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1537&f=,"Country
Taiwan
Website
Vsit our official website
Booth
A0408","我們與台塑生醫攜手研發專業洗護產品，配方安全穩定，通過ISO、歐盟SCCS與美國CIR協會認證。專為燙染受損、頭皮異味、油水平衡等問題設計，深層修護、強健髮根，讓髮絲重現健康光澤 !

We collaborate with Formosa Biomedical to develop professional hair care products, certified by ISO, EU SCCS, and US CIR. Designed to repair damage from coloring and perming, balance oil and moisture, and strengthen hair roots, our formulas ensure healthy, radiant hair!"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1390&f=,"Country
Taiwan
Website
Booth
A0915","聚光燈重視愛與自信的展現，單純與共好的精神
透過聚光·聚美·聚人心

讓每一位女性
‧ 經營自己，活的精緻精彩
‧ 透過產品，美貌亮到像聚光燈
‧ 藉由教育，充滿自信成為行動聚光燈
‧ 言行一致，成為女人自信的傳遞者

聚光燈，不只是傳遞正確的保養觀念
更承擔一群女性的創業夢

聚光燈，為您點亮人生的一盞燈
聚光燈，和你手牽手突破限制框架，創造亮麗人生

JC Spotlight values ​​the expression of love and confidence, embracing simplicity and the spirit of mutual growth.

Through gathering light, gathering beauty, and gathering hearts, we empower every woman to:

‧ Elevate yourself-live exquisitely and brilliantly.
‧ Shine through our products-radiate beauty like a spotlight.
‧ Gain confidence through education-become a beacon of inspiration.
‧ Lead by example-embody and spread self-assurance.

JC Spotlight is more than just about skincare,it's about empowering women to pursue their entrepreneurial dreams.

JC Spotlight moves forward hand in hand with you, breaking boundaries and creating a radiant life together."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1370&f=,"Country
Korea
Website
Vsit our official website
Booth
D1821","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1425&f=,"Country
Taiwan
Website
Booth
D2036","肌因生技有限公司（Ji Yin Biotech Co., Ltd.）
是一家專注於韓國院線專業化妝品進出口貿易與韓系皮膚管理品牌經營的專業營運公司。
目前代理多項韓國高端專業保養品牌，並同步經營自有韓式皮膚管理品牌 GINSKIN，以「韓國專業技術 × 臨床導向保養 × 系統化服務」 為核心，深耕台灣市場。

我們與多家韓國原廠建立長期策略合作關係，完整導入：
專業產品體系
教育訓練與技術培訓
療程系統設計
品牌營運與市場導入模式

並為美容院所與醫美診所提供一站式整合解決方案，服務內容涵蓋：
產品供應
教育培訓與課程活動
展會與市場推廣
KOL 合作企劃
品牌落地與營運執行支援
公司正處於高速成長階段，持續擴大韓系專業美容在台灣市場的影響力。

經營理念：
我們以「專業、結果、誠信」為核心價值，致力於打造台灣最具信任度的韓系專業美容平台。

從產品來源、專業技術到客戶服務，我們堅持每一個營運環節皆符合三大標準：
臨床導向、科學有效、安全可信
透過與韓國原廠的深度合作，引進完整的專業保養科技、教育體系與市場策略，讓台灣市場以最貼近韓國本土產業的模式，體驗真正的韓式專業美容。
我們相信——
品牌不是產品，而是專業、服務與信任的總和。
因此，我們以系統化管理、創新思維與精準執行力，持續推動品牌在台灣市場的長期扎根與成長。

Ji Yin Biotech Co., Ltd. is a professional company specializing in the import and export of Korean professional (clinic-grade) cosmetic brands and the operation of Korean-style skin management businesses.
We currently serve as the authorized distributor for multiple high-end Korean professional skincare brands, and we also operate our proprietary Korean skin management brand, GINSKIN.
Our core focus is to bring “Korean professional technology × clinically oriented skincare × systemized service models” into the Taiwan market in a practical and scalable way.
We have established long-term strategic partnerships with multiple Korean manufacturers and brand owners, introducing not only professional products, but also comprehensive education programs, treatment systems, and brand operation frameworks.
We provide integrated solutions for beauty salons and medical aesthetic clinics, covering:
product supply,
professional education and training,
courses and industry events,
exhibition and trade-show promotion,
KOL collaborations, and
localized brand implementation and market execution.
As the company continues its rapid growth, we welcome highly driven, resilient, and ambitious professionals to join us in expanding the influence of Korean professional aesthetics in Taiwan.
Our Business Philosophy
Guided by the core values of professionalism, results, and integrity, we are committed to building the most trusted Korean professional beauty platform in Taiwan.
From product sourcing and technical expertise to customer service, we uphold three uncompromising standards across every stage of our operations:
clinically oriented methodologies,
scientifically validated effectiveness, and
proven safety and reliability.
Through deep collaboration with Korean brand owners and manufacturers, we introduce advanced skincare technologies, structured education systems, and proven market strategies—enabling the Taiwan market to experience authentic Korean professional aesthetics in the way closest to the Korean domestic industry.
We believe that a brand is not merely a product, but the collective value of professional expertise, service quality, and trust.
Driven by systematic management, innovative thinking, and precise execution, we continue to build and scale our brands with long-term commitment in the Taiwan market."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1540&f=,"Country
Taiwan
Website
Vsit our official website
Booth
A0106","金豐騏生活科技(股)公司( https://www.jinfongchi.com/ )成立於 2019 年 7 月，專注於結合「數位科技 × 美容健康 × 生技研發」，整合品牌、供應鏈、教育與展覽資源，全力協助美業產業推動數位轉型與國際化布局

許安毅董事長秉持「專業、創新、共榮」三大核心價值，並以「團結、進步、國際化」為企業願景，他將這些理念具體落實在平台建構與資源分享中，致力打造具高度國際影響力的美業聯盟生態系。

2022 年 8 月，金豐騏於台北國際世貿中心發表全球首創的「美業元宇宙」計畫，並獲蔡英文總統全程參與、支持與鼓勵。隨後，考量整體成本與策略節奏，公司轉型推出「美業聯合網（Beauty1688）」B2B 平台，目前已進化至第四版，在資策會楊惠雯主任鼎力協助下，平台逐步展現成效，並致力實際貢獻整體美業產業。

企業使命與願景
1國內資源整合：連結超過 10 萬家美容與美髮業者，攜手各大產業公協會，共同打造強大且具凝聚力的美業聯盟，提升資源共享與產業升級能量。

2推動國際交流：組團參展、設立台灣形象館、與國際美業公協會簽署合作備忘錄，建立姊妹會關係，提升台灣美業的國際曝光與競爭實力。

3雙向匯流：打造文化與商業、技術的雙向交流平台，讓台灣美業走向世界，讓世界美業走進台灣。

Jinfongchi Life Technology Co., Ltd. was founded on July 2019, with a clear strategic focus on integrating Digital Technology, Beauty & Wellness, and Biotechnology R&D. We unite brands, supply chains, education, and exhibition resources to build a comprehensive ecosystem that empowers the beauty industry to accelerate digital transformation and expand globally.

Led by Chairman Hsu An-Yi, the company operates under three core values — Professionalism, Innovation, and Shared Prosperity — and is guided by the vision of Unity, Progress, and Internationalization. Through strategic platform development and cross-industry collaboration, we are committed to building a globally influential beauty alliance ecosystem.

In August 2022, the company introduced the world's first Beauty Metaverse Initiative at the Taipei World Trade Center, an event honored by the full participation and encouragement of President Tsai Ing-Wen. Following strategic evaluation and cost optimization, we evolved the initiative into the Beauty Alliance Network (Beauty1688) — a B2B digital platform designed to create real, scalable value for the industry. Now in its fourth generation, the platform continues to demonstrate measurable impact with the support of Director Yang Hui-wen of the Institute for Information Industry (III).

Our Mission

Integrating Taiwan's Beauty Industry
We connect more than 100,000 beauty and hair professionals across Taiwan, working closely with major industry associations to strengthen collaboration, resource sharing, and industry upgrading.

Advancing Global Engagement
We organize international exhibition delegations, establish Taiwan Pavilions, and sign MOUs with global beauty associations to form sister-organization partnerships — enhancing Taiwan's international visibility and competitiveness.

Creating Two-Way Global Exchange
We build bridges between culture, commerce, and technology — empowering Taiwan's beauty industry to step onto the global stage while welcoming the world's beauty industry into Taiwan."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1559&f=,"Country
Taiwan
Website
Booth
D2419","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1371&f=,"Country
Korea
Website
Vsit our official website
Booth
D1721","JNJ BIO Co., Ltd是一家深耕醫學美容及皮膚科專業通路，致力於研發、製造及銷售高機能性化妝品的企業。憑藉獨家的研發實力與專業配方技術，我們在市場中確保了卓越的產品競爭力。公司主打以 NMN、外泌體 (Exosome) 及胜肽複合體 等次世代機能性原料為核心的頂級醫美系列，積極回應全球市場對於皮膚再生、抗老及問題肌膚護理的需求。

本公司已建立符合 ISO 22716 (GMP) 認證的嚴格品質管理體系，並透過歐盟 CPNP 及美國 MoCRA 註冊，強化了在主要出口國的法規應對能力。此外，我們正致力於開發可於居家使用的居家美容 (Home-Aesthetic) 產品，不斷擴大產品線，讓一般消費者也能輕鬆享受專業級的護膚體驗。

JNJ BIO Co., Ltd. is a premier enterprise specializing in the development, manufacturing, and distribution of high-performance cosmetics tailored for professional aesthetic and dermatological channels. By leveraging our proprietary R&D capabilities and advanced formulation expertise, we have secured a unique competitive edge in the beauty industry. Our core product lineup consists of premium aesthetic solutions infused with next-generation functional ingredients—such as NMN, Exosomes, and Peptide complexes—effectively meeting global demand for skin regeneration, anti-aging, and blemish care.

We maintain a rigorous quality control system certified by ISO 22716 (GMP) and continue to strengthen our regulatory compliance through European CPNP and U.S. MoCRA registrations. Furthermore, we are expanding our product range to include home-aesthetic solutions, making professional-grade skincare easily accessible for consumers to use in the comfort of their own homes."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1391&f=,"Country
Taiwan
Website
Booth
A0903","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1413&f=,"Country
Taiwan
Website
Vsit our official website
Booth
A0800","日本美睫沙龍指定愛用品牌
在日深耕超過十餘年
累積 16 年實戰經驗的專業美睫材料商

A professional eyelash materials supplier trusted and designated by Japanese eyelash salons,
with over a decade of establishment in Japan and 16 years of hands-on industry experience."
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1446&f=,"Country
Taiwan
Website
Booth
A0223","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1543&f=,"Country
Taiwan
Website
Booth
A1121","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1412&f=,"Country
Taiwan
Website
Booth
A0228","今英公司成立於1975，美妝商品多達數千種，不但開發自有品牌商品，也自日本歐美引進符合台灣的時尚化妝配件。東西方產品交流迸出耀眼火花，本公司不僅擴大了產品國際屬性，同時也提高了對商品色彩、材料、設計的敏銳度，不斷推出最新概念產品，因此累積了無數的愛用者。

本公司多年深耕，與各大藥妝店、百貨賣場等長期配合，不但努力於質感上的追求，更具備鮮明的市場定位。深知近年國內不肖商品新聞頻傳，消費者對商品要求的意識愈趨提高。我們將持續抱持著對品質保證的信念，開發引進更多符合國人使用的好商品。

"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1419&f=,"Country
Taiwan
Website
Booth
A1202","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1338&f=,"Country
Singapore
Website
Booth
A0921","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1453&f=,"Country
Taiwan
Website
Vsit our official website
Booth
P11","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1536&f=,"Country
Taiwan
Website
Vsit our official website
Booth
A0406","We are the official distributor of La Cure in Taiwan. La Cure originates from the Dead Sea in Jordan. Every year, tens of thousands of people visit the Dead Sea to experience its unique natural benefits. The Dead Sea mud and Dead Sea salt are rich in minerals and trace elements.

La Cure incorporates these natural ingredients into its skincare and cleansing products, providing deep cleansing and skin-repairing benefits. By bringing La Cure products to Taiwan, we hope people no longer need to travel all the way to the Middle East to enjoy their benefits. Instead, they can experience comfort and healthy skin right here.

Our goal is to share the natural energy of the Dead Sea with friends in Taiwan.

我們是La Cure 台灣總代理。
La Cure 來自約旦死海，死海每年都有成千上萬的人親臨並體驗它的美好，這裡的死海泥與死海鹽富含豐富的礦物質及微量元素。
La Cure 將這些天然成分融入在保養與清潔用品中，帶給大家深層清潔與修護，
而我們將La Cure 的產品代理來台，讓大家不用大老遠跑到中東，就能享受肌膚的舒適與健康，
希望將死海的天然能量分享給台灣的朋友。"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1477&f=,"Country
Taiwan
Website
Booth
P07","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1415&f=,"Country
Taiwan
Website
Booth
A0005","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1535&f=,"Country
Taiwan
Website
Vsit our official website
Booth
A0413","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1366&f=,"Country
Korea
Website
Vsit our official website
Booth
D1717","公司简介
LNTE 是一家以旗下核心 K-beauty 品牌 ODEAR 为驱动，实现快速成长的专业化妆品公司。公司成立于 2016 年（个体经营），并于 2018 年完成法人化，通过持续的产品创新与品牌导向型增长，稳步拓展韩国本土及全球美妆市场。
秉持""沟通（Communication）""这一品牌理念，ODEAR 关注人们在一天开始与结束时所经历的细腻情绪变化与肌肤状态变化。品牌不盲目追随传统化妆品趋势，而是致力于开发能够自然融入日常生活、并带来清晰可感知效果的产品。ODEAR 坚持严格的开发原则——只有在功效经过验证、且具有实际意义的情况下，产品才会正式上市。
基于深厚的配方研发实力与成分科学理解，ODEAR 打造兼具功能性功效与可持续设计的高性能护肤产品。品牌将与消费者的持续沟通视为核心增长战略，通过快速反馈与不断优化建立信任关系。因此，ODEAR 已在韩国市场树立起高度可信赖的专业护肤品牌形象。
在创意总监 Park Ah-In 的带领下，ODEAR 已建立起超过 210,000 人规模的影响者与消费者社群（截至 2024 年 5 月），成为推动品牌自然增长与高用户参与度的重要动力。
为确保护肤流程的一致性与清晰度，ODEAR 将完整护肤步骤系统化为五大阶段（01–05），从清洁、护理到收尾，提供平衡而完整的护肤解决方案。

发展里程碑
- 2016 年：推出 Be Classic（个体经营）
- 2018 年：LNTE 正式法人化成立
- 2019 年：ODEAR 品牌正式上市
- 2021 年：推出 FLOWDONO 品牌
- 2022 年：ODEAR 首次进军电视购物渠道
- 2023 年至今：入驻现代百货与新世界百货，扩展快闪店布局 / 正式进入日本市场 / 入驻新世界免税店

业绩与渠道表现
- 2023 年年度销售额突破 100 亿韩元（累计销售额超过 200 亿韩元）
- 年度同比增长率达 170%
- CJ ONSTYLE 电视购物首播创下 650% 销售成绩，开播 5 分钟内全数售罄
- 荣获 CJ ONSTYLE 新品销售吉尼斯世界纪录第一名

销售渠道
- 线上：官方网站、现代百货、29CM、S.I.VILLAGE、SSG、Kurly、CJ ONSTYLE、新世界等主要平台
- 线下及快闪店：现代百货 판교店、新世界百货（江南 / Centum City）

社会责任活动
- 向济州大学医院及首尔大学儿童医院进行医疗捐赠
- 通过 Global Share 与单亲家庭协会进行产品捐赠

获奖记录
- 2023 年《朝鲜日报》爱心分享社会贡献奖（女性家庭部部长奖）

COMPANY PROFILE
LNTE is a professional cosmetics company driving rapid growth through its flagship K-beauty brand, ODEAR. Founded in 2016 as a sole proprietorship and incorporated in 2018, LNTE has steadily expanded its footprint in both the domestic and global beauty markets through product innovation and brand-driven growth.
Guided by the brand philosophy of ""communication,"" ODEAR focuses on the subtle emotional moments and skin changes experienced at the beginning and end of each day. Rather than following conventional cosmetic trends, the brand is committed to developing products that integrate naturally into daily routines and deliver clear, tangible results. ODEAR adheres to a strict development principle: products are launched only when their performance is proven and meaningful.
Built on a strong foundation of formulation expertise and ingredient science, ODEAR develops high-performance skincare products that combine functional efficacy with sustainable design. Continuous dialogue with customers is central to the brand’s growth strategy, enabling rapid refinement and trust-based relationships. As a result, ODEAR has established itself as a highly credible and trusted skincare brand in Korea.
Under the creative direction of Park Ah-In, ODEAR has cultivated a powerful influencer and customer community exceeding 210,000 members (as of May 2024), serving as a key driver of organic brand growth and engagement.
To ensure consistency and clarity in skincare routines, ODEAR systematizes the entire skincare process into five structured steps (01–05), providing balanced solutions that cover cleansing, treatment, and finishing care.

KEY MILESTONES
- 2016: Launched Be Classic (Sole Proprietorship)
- 2018: Incorporated as LNTE
- 2019: Launched ODEAR brand
- 2021: Launched FLOWDONO brand
- 2022: ODEAR TV home shopping debut
- 2023–Present: Expansion of department store pop-up stores (Hyundai & Shinsegae) / Market entry into Japan / Entry into Shinsegae Duty Free

PERFORMANCE & DISTRIBUTION
- Achieved KRW 10 billion+ in annual revenue in 2023 (cumulative revenue exceeding KRW 20 billion)
- Recorded 170% year-on-year growth
- CJ ONSTYLE home shopping launch achieved 650% sales performance, with complete sell-out within 5 minutes of broadcast start
- Awarded Guinness World Record No.1 for new product sales on CJ ONSTYLE

SALES CHANNELS
- Online Official Website, Hyundai, 29CM, S.I.VILLAGE, SSG, Kurly, CJ ONSTYLE, Shinsegae, and additional major platforms
- Offline & Pop-up Stores
- Hyundai Department Store Pangyo
- Shinsegae Department Store (Gangnam / Centum City)

CSR ACTIVITIES
- Medical donations to Jeju National University Hospital and Seoul National University Children's Hospital
- Product donations through Global Share and Single-Parent Family Associations

AWARDS
- 2023 Chosun Ilbo Love Sharing Social Contribution Award (Minister of Gender Equality and Family Award)"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1400&f=,"Country
Taiwan
Website
Booth
A0422","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1409&f=,"Country
Taiwan
Website
Booth
A0610","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1388&f=,"Country
Taiwan
Website
Booth
A0909","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1427&f=,"Country
Taiwan
Website
Booth
A1128","尚未提供資訊
No Data To Display"
https://www.beautyworldtaipei.com/m/company.aspx?eid=BWT2026&id=1481&f=,"Country
Japan
Website
Vsit our official website
Booth
A1024","尚未提供資訊
No Data To Display"
