bb-0 href,normal,is-hidden_small,bb-0,bb-0 href 2
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=25370,FasTest,"FasTest is a dedicated manufacturer of advanced engineered Sealing Connection Tools - or Connectors - for battery pack testing, fluid transfer, and other processing applications. Our mission is to mak...",3-A86,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=25370&booth=3-A86&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=975886,Faultrap Srl,,2-D10,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=975886&booth=2-D10&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020316,"FAW Chinnovation PowerTrain（ChangChun) Technology Co.,Ltd.",,1-A30,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020316&booth=1-A30&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019112,fem Research Institute,"Since 1922, the fem Research Institute in Schwäbisch Gmünd, Germany has been one of the leading institutes for research, development, and analysis of metallic materials and coatings. The aim of our ac...",1-A26,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019112&booth=1-A26&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019571,FES GmbH,"Die FES GmbH Fahrzeug-Entwicklung Sachsen ist Ihr Entwicklungspartner! Wir unterstützen Sie dabei, steigende Anforderungen an Qualität und Innovation zu erfüllen. Mehr als 800 Mitarbeiter arbeiten mit...",3-D56,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019571&booth=3-D56&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=970949,Festo SE & Co. KG,"Festo, the world’s leading supplier of automation technology and technical education, is deploying its products and services to meet the challenge of smart production for the future in the course of d...",3-E10,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=970949&booth=3-E10&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=953873,FEV,FEV has always pushed the limits. FEV is a globally leading engineering provider in the automotive industry and internationally recognized leader of innovation across different sectors and industries....,4-C54,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=953873&booth=4-C54&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1018780,FibreCoat GmbH,FibreCoat develops advanced metal‑ and polymer‑coated fibres for next‑generation battery and power electronics applications. Our aluminium‑coated glass and basalt fibres enable lightweight EMI shieldi...,4-A44,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1018780&booth=4-A44&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=943475,FICOSA Automotive SLU,"We are a top-tier global provider devoted to the research, development, manufacturing, and marketing of advanced technology vision, safety, connectivity, and efficiency systems for the motor and mobil...",5-E50,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=943475&booth=5-E50&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=976947,Fineline Global,"Fineline Global Group is a global provider of advanced components and supply chain solutions for high-growth industries, with a strong focus on Battery Energy Storage Systems.    With over 400 employe...",5-G67,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=976947&booth=5-G67&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=970986,,"FISAIR ist führender Spezialist für Luftfeuchtigkeitskontrollsysteme und legt höchsten Wert auf exzellenten Kundenservice, überragende Produktqualität sowie kontinuierliche Optimierung von Design und ...",1-M47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=970986&booth=1-M47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=976256,FIXTEST Prüfmittelbau GmbH,For about 40 years the FIXTEST goal is to provide perfectly fitting spring probe solutions to customers with demanding applications. Based on a large portfolio of over 8000 readily available stock pro...,4-E46,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=976256&booth=4-E46&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=975161,FLAG-MS S.r.l.,"FLAG-MS is an innovative SME operating in the field of electrification in the automotive, motorsport, agricultural and special vehicle sectors. Design and construction of electric powertrains for vehi...",1-H30,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=975161&booth=1-H30&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=98597,Flexible Circuit Technologies Inc.,"Flexible Circuit Technologies, Inc. (FCT) is a premier provider of flexible circuits, rigid flex, flexible heaters, membrane switches, plastic moldings and value added assembly services including SMT ...",3-C80,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=98597&booth=3-C80&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=982044,Flexionics Energy AG,"Flexionics Energy AG leads in energy innovation, specializing in strategic imbalance optimization and market-driven solutions. Through grid flexibility, demand response, and energy trading, Flexionics...",2-A14,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=982044&booth=2-A14&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=300964,FlexLink Systems GmbH,"FlexLink is a leading supplier of automated production flow solutions for EV battery manufacturers and other heavy battery production operations. Already active in the industry for more than a decade,...",1-D40,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=300964&booth=1-D40&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=959564,flextem GmbH,Seit 30 Jahren ist flextem der kreative Partner für technische Folienverarbeitung. Wir liefern Ihnen modernste Systemlösungen in der Isolier- und Heizfolientechnik. Innovation und Qualität ist die Bas...,5-D56,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=959564&booth=5-D56&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019096,"Flying Power Supply Technology Co., Ltd.","Flying Power Supply Technology Co., Ltd. is a professional power supply  design and manufacturing company, awarded with China’s High & New  Technology Enterprise (HNTE) certification. We focus on deve...",5-E15,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019096&booth=5-E15&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=982073,"FORMIN, SA","Precision metal stamping group with four plants in Spain, focused on automotive and electrical markets. Technologies include busbar production (15-20% cost reduction), stamping, bending, overmolding, ...",5-E50,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=982073&booth=5-E50&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=958147,FPT Industrial S.P.A.,,,
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=960875,FRANCEM,"FRANCEM develops and manufactures extruded rubber and TPE profiles in EPDM, CR, NBR in solid or foam sponge soft material ,for various industries ( automotive , household etc). OUR PRODUCTIONS: extrud...",3-C20,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=960875&booth=3-C20&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=954429,Fraunhofer Battery Alliance,The 26 member institutes of the Fraunhofer Battery Alliance develop technical and conceptual solutions along the entire value chain of electrochemical energy storage systems up to the application leve...,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=954429&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020154,Fraunhofer Center for Energy Storage and Systems ZESS,"At the Fraunhofer Center for Energy Storage and Systems ZESS in Braunschweig, the institutes Fraunhofer IST, IFAM and IKTS bring together their scientific excellence in the fields of materials science...",1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020154&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020353,"Fraunhofer Institute for Casting, Composite and Processing Technology IGCV",,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020353&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1007772,Fraunhofer Institute for Electron Beam and Plasma Technology FEP,"We are working on innovative solutions for vacuum coating and the treatment of surfaces, liquids and gases.",1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1007772&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=955603,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut, EMI","The Fraunhofer Institute for High-Speed Dynamics, Ernst Mach Institute, Fraunhofer EMI is a world-leading research institute in high-speed dynamics. The institute conducts research on fast processes t...",1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=955603&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=977141,Fraunhofer Institute for Industrial Mathematics ITWM,"The Fraunhofer Institute for Industrial Mathematics ITWM is one of the leading institutes for applied mathematics. It bridges theoretical research and practical application across industries, includin...",1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=977141&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=374349,Fraunhofer Institute for Machine Tools and Forming Technology IWU,,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=374349&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020153,Fraunhofer Institute for Manufacturing and Advanced Materials IFAM,Fraunhofer IFAM is one of Europe's leading research institutions for advanced materials and manufacturing technologies. The institute offers contract research along the entire value chain: from functi...,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020153&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=980325,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,"We produce the future: sustainable, personalized, smart Fraunhofer IPA covers the entire field of production technology and works on an interdisciplinary basis with industrial companies from leading s...",3-D77,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=980325&booth=3-D77&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020174,Fraunhofer Institute for Silicate Research ISC,"Fraunhofer ISC in Würzburg develops ultrasound-based, non-destructive diagnostics to analyze material states, aging, state of charge and state of health of lithium-ion cells, enabling reliable lifetim...",1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020174&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1010869,Fraunhofer Institute for Solar Energy Systems ISE,,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1010869&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020354,Fraunhofer Institute for Structural Durability and System Reliability LBF,The Fraunhofer Institute for Structural Durability and System Reliability LBF in Darmstadt has stood for safe and reliable solutions since 1938 – and has been a part of the Fraunhofer-Gesellschaft sin...,1-A47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020354&booth=1-A47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=989419,Fraunhofer ISIT,"The Fraunhofer ISIT in Itzehoe is one of Europe’s most advanced research facilities for microelectronics and microsystems technology. At the heart of the institute are its cleanroom facilities, which ...",1-A45,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=989419&booth=1-A45&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020093,Fraunhofer IWS,Das Fraunhofer IWS entwickelt komplexe Systemlösungen in der Laser- und Werkstofftechnik.Innovationen für die Batterie der Zukunft – darauf richtet das Advanced Battery Technology Center (ABTC) seinen...,1-A45,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020093&booth=1-A45&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=979772,Fraunhofer-Einrichtung Forschungsfertigung Batteriezelle FFB,"Fraunhofer FFB is Europe's unique research and development battery cell factory, driving sustainable and efficient production processes. Located in Münster, we provide state-of-the-art infrastructure ...",1-A45,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=979772&booth=1-A45&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=960335,Frenzelit GmbH,"Founded in 1881, Frenzelit GmbH is a family-owned company from Northern Bavaria, which is renowned to be a reliable partner for high-performance sealing, insulation and safety solutions for use in con...",4-D51,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=960335&booth=4-D51&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=955745,Freudenberg Sealing Technologies,The way into the mobile future is mapped out. Thermal and pressure management currently top the list of innovative developments. The result is heat shields developed especially for lithium-ion battery...,3-F20,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=955745&booth=3-F20&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=32194,FREUND,"FREUND is a leading provider of battery material processing equipment, delivering innovative solutions to meet the evolving demands of the energy storage industry. We specialize in designing and manuf...",3-A72,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=32194&booth=3-A72&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=981632,FUCHS Lubricants Germany GmbH,Our long-standing expertise in automotive and other mobility sectors is an essential factor in developing smart lubrication solutions for your future mobility applications. Always pioneers in future m...,3-E81,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=981632&booth=3-E81&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019526,Fuchs Metalltechnik GmbH,"Fuchs Metalltechnik GmbH, based in Ybbsitz, Austria, is a technology-driven company specializing in metal processing, with core competencies in stamping, wire bending, fastening technology, and toolma...",1-A40,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019526&booth=1-A40&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=957316,"Fukui Byora Co., Ltd.","We have a proven track record of supplying billions of products manufactured with our precision processing technology, which has been developed for over 65 years since our founding. Such expertise was...",5-D36,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=957316&booth=5-D36&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=958940,Futureway Technology,"Shenzhen Futureway Technology, established in 2010, is a national high-tech enterprise specializing in fluoroplastics and silicone high-polymer materials. Our focus is on developing innovative materia...",3-F81,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=958940&booth=3-F81&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=975051,G.D S.p.A.,"G.D is the world’s leading supplier of high-tech machinery for cigarette making and packing, filter production, other tobacco-based and next generation products. Leveraging its solid experience and te...",1-D40,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=975051&booth=1-D40&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=972154,Gantner Instruments Test & Measurement GmbH,"Gantner Instruments specializes in advanced data acquisition (DAQ) and automation solutions, serving various industries with precision, adaptability, and innovation.   By merging user-centric design w...",3-A36,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=972154&booth=3-A36&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019527,Gebauer & Griller Kabelwerke Gesellschaft m.b.H.,"The GG Group are a global group of companies that has been manufacturing high-quality cables, wires and harnesses for the automotive industry and industrial sectors for more than 80 years. GG Group dr...",1-A40,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019527&booth=1-A40&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=301136,Gergonne Industrie,"As a converter and manufacturer of technical adhesive tapes since 1962, GERGONNE group currently employs 460 people with a turnover of 97M euros in 2024 .  Thanks to our high-performance, state-of-the...",3-B85,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=301136&booth=3-B85&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=976801,GKD – Gebr. Kufferath AG,"Technical meshes from GKD are of crucial importance in a wide range of mobility technology applications. They help to make mobility more efficient, increase safety and meet increasingly stringent envi...",5-B68,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=976801&booth=5-B68&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1019890,Golden Feather New Energy,Golden Feather New Energy (GF Energy) is a technology-driven innovator specializing in advanced solid-state battery solutions. Founded by a team of PhD graduates from Peking University and other world...,4-C64,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1019890&booth=4-C64&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=961540,"Goode EIS (Suzhou) Corp., Ltd.","Goode EIS, a technology company offering advanced electrical and thermal insulation materials; specializes in research and development, design, production and sales of functional materials and parts f...",4-A70,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=961540&booth=4-A70&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=970526,Granges AB,"Gränges is an aluminium technology company who drives the development of lighter, smarter, and more sustainable aluminium products and solutions. The company offers advanced materials that enhance eff...",1-K50,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=970526&booth=1-K50&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=978190,Green Energy Origin (GEO),"GREEN ENERGY ORIGIN (GEO), founded in June 2023 and headquartered in Weinheim, Germany, focuses on R&D, production and sales of lithium-ion battery materials, specialty chemicals, and clean energy sol...",1-C30,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=978190&booth=1-C30&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=981533,GRIDUP,"GridUp is a European battery technology company based in Lithuania, specializing in configurable Battery Management Systems (BMS). Our products support a wide range of engineering applications — from ...",5-A43,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=981533&booth=5-A43&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=9155881,GROB-WERKE GmbH & Co. KG,"For more than 100 years, GROB has been a pioneer in the development and manufacture of highly innovative production and automation systems in the field of machining and electromobility. Our customers ...",1-D20,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=9155881&booth=1-D20&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=915588,GROB-WERKE GmbH & Co. KG & Dürr Systems AG,Dürr Systems AG and GROB-WERKE GmbH & Co. KG have formed a strategic partnership for the joint acquisition and execution of projects for equipping entire battery factories. Our aim is to provide batte...,1-D20,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=915588&booth=1-D20&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=957332,,"Gruner AG is a leading manufacturer of high-performance relays and electromechanical components. At The Battery Show Stuttgart, we focus on our advanced automotive relay portfolio for modern vehicle a...",3-F35,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=957332&booth=3-F35&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=957189,"GT Contact Co., Ltd.","GT Contact (GTC), a major manufacturer of waterproof circular connector, waterproof power & USB connectors, and related products, announces the availability of its full line of miniaturized, robust an...",1-A27,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=957189&booth=1-A27&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=970545,GTS Flexible Materials Ltd.,"With more than 50 years of industry experience, GTS is a manufacturer of flexible base materials and insulation tapes using specialist adhesives and coating techniques.",3-F25,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=970545&booth=3-F25&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=975070,"Guangde XiangYuan New Material Technology Co., Ltd.",Hubei Xiangyuan New Material Technology Inc. (Stock code: 300980) was established in 2003 with a registered capital of CNY 108 million. Xiangyuan has made significant investments in the research and d...,5-C61,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=975070&booth=5-C61&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=961557,"Guangdong Bell Experiment Equipment Co., Ltd.","Guangdong Bell Experiment Equipment Co., Ltd. (Group), established in 2005, is a high-tech enterprise specializing in the research, development, and production of environmental testing instruments and...",1-K60,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=961557&booth=1-K60&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=978289,"Guangdong Infor Intelligent Equipment  Co., Ltd.","Since its establishment in 1999, INFOR has owned a 13,000 square meter factory in Guangdong headquarters, a 40,000 square meter production plant in Xiangyang, Hubei, and a 100-acre production base und...",4-B45,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=978289&booth=4-B45&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1017744,"Guangdong Leary New Material Technology Co., Ltd.","LEARY Technology Group is a public-listed company in Guangdong, China (stock code:688683),established in 2004.We are focusing on new materials research and development, intelligent manufacture and pr...",3-B86,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1017744&booth=3-B86&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1018042,"Guangdong Ousailai Technology Co., Ltd.","e are a comprehensive service provider dedicated to supporting equipment and energy-saving solutions for the lithium battery industry. With core expertise in high-efficiency NMP recovery, dehumidifica...",4-F66,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1018042&booth=4-F66&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=975796,"Guangdong Rixin High Precision Technology Co., Ltd.","Guangdong Rixin High Precision Technology Co., Ltd. China, a professional electrode notching die / slot die/ calendering roller/ cutting blades manufacturer .",5-E07,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=975796&booth=5-E07&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=974058,"Guangdong Sanwood Technology Co., Ltd.",Sanwood Technology mainly produce and supply environmental test chambers and battery test machines. CE certified. Custom made test machines are available. Main products include: Environmental chambers...,3-A43,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=974058&booth=3-A43&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=977819,"Guangdong Sophon Intelligent Technology Co., Ltd.","Upholding forward-looking R&D philosophy in materials and processes, SOPHON provides integrated solutions for the process industry.   In terms of products, SOPHON achieves full-process control of bulk...",1-D10,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=977819&booth=1-D10&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=982165,"Guangdong Sunive Intelligent Equipment Co., Ltd.","SUNIVE: A Pioneer in the Pouch Cell Production Equipment, includes die cutting, stacking, welding, sealing, electrolyte filling and OCV testing.",3-A17,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=982165&booth=3-A17&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1020131,"Guangdong Tianruide New Energy Technology Co., Ltd.","Tianruide Co., Ltd. is headquartered in Shenzhen and is a national high-tech and specialized, sophisticated, and innovative enterprise that has passed multiple international standard certifications. A...",3-E46,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1020131&booth=3-E46&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=980821,"Guangdong YW Precision Industry Co., Ltd.","Guangdong Yiwan Precision Industry Co., Ltd. located in Donnguan, Guangdong, is a leading manufacturer and solution provider of high-quality copper or aluminum Busbar, cells contact system busbar (CCS...",5-C36,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=980821&booth=5-C36&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=980323,"Guangdong Zhongda intelligent Technology Co., Ltd.","Guangdong Zhongda Intelligent Technology (ZDZN) is a national-level Little Giant Enterprise of specialization, refinement, uniqueness and innovation. We specialize in lithium battery anode material eq...",5-G47,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=980323&booth=5-G47&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=976049,"Guangzhou Ascend Precision Machinery Co., Ltd.","Since 2009, Guangzhou Ascend has been committed to the technology research development and manufacturing of lithium battery injection pumps, focusing on the research, development and production of inj...",4-D64,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=976049&booth=4-D64&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=976186,"Guangzhou Eholly Intelligent Equipment Co., Ltd.","Eholly Intelligent Equipment Co., Ltd., founded in 2014, is a global leader in machine vision, intelligent equipment, and AI solutions. With years of expertise in lithium battery production, Eholly ha...",1-L36,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=976186&booth=1-L36&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1018253,"Guangzhou Henll Electronics Equipment Co., Ltd.","Guangzhou Henll Electronic Equipment Co., Ltd., established in August 2010, is a high-tech enterprise specializing in large-scale automated packaging systems and fully unmanned packaging plant solutio...",5-C34,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=1018253&booth=5-C34&show_id=TBSE26
https://tbse26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=947116,"Guangzhou Kinte Industrial Co., Ltd.","Since 1989, Kinte has been developing rechargeable battery test equipment and go on sale, now among the earliest enterprises in the field. Over the past 30 years, our products have been widely used in...",1-D66,https://tbse26.mapyourshow.com/8_0/floorplan_link.cfm?exhid=947116&booth=1-D66&show_id=TBSE26
