"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href","btn href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55537/thumb_2046_55537_54441_9753.png","ContexQ","Stand No- HC-P204, Hall C","Singapore","Every bank wants to lend. Every investor wants to back the next green opportunity. Every corporate wants to expand across borders. But they can't move with confidence — because today's risk systems were built for rows and column ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/contexq"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55017/thumb_2046_55017_53931_5670.png","Convo","Stand No- HC-P110, Hall C","Netherlands","Convo is an AI-voice interview and analysis platform that allows researchers to accelerate and scale their qualitative research. Speed and scale are no longer reserved for quantitative researchers, with Convo, surveys are replaced ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/convo"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53976/2046_53976_52897_4543.png","CORE","Stand No- HC-R083, Hall C","Singapore","CORE is building Asia’s first network of modular recovery pods, combining contrast therapy with AI-guided breathwork, real-time hygiene tracking, and frictionless app booking. Our compact, high-grade pods are easily deployed any ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/core"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53217/thumb_2046_53217_52158_5849.png","Creox Computing Singapore","Stand No- HA-A30, Hall A","Singapore","Creox Computing designs and engineers high-performance servers and networking solutions for AI, cloud, and modern data-center environments. Headquartered in Singapore, Creox supports enterprises, system integrators, cloud service  ...","Artificial Intelligence","AI-optimized Hardware","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/creox-computing-singapore"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50582/thumb_2046_50582_49590_6094.png","CRESCENDO LAB (SINGAPORE) PTE. LTD","Stand No- HC-R019, HC-R020, Hall C","Taiwan Province, People’s Republic of China","AI-first Communication Cloud: Turning data into revenue through conversational AI and data assets","Media, Marketing & Advertising Tech","Ecommerce","Personalization","Marketing Automation","Digital Marketing","Customer Relationship & Experience Management - CRM & CEM","Chatbots & RPA","Automation","Platforms","eCommerce Software","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crescendo-lab-singapore-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crescendo-lab-singapore-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54827/thumb_2046_54827_53741_2041.png","Crosshub","Stand No- HC-P082, Hall C","Republic Of Korea","Crosshub is an AI-driven identity and payment infrastructure company redefining digital trust in regulated environments.

Our core innovation combines real-time Voice AI with Behavioral Biometrics AI. Beyond simple voi ...","AR/VR/MR & Gaming","Internet of Things (IOT)","Fintech","Blockchain","Creative Economy","Wearables","IoT Solutions","Advertising","Crypto Exchanges","Web3 Applications","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crosshub","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crosshub"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50583/thumb_2046_50583_49591_6886.png","Crossware Ltd","Stand No- HB-008, Hall B","New Zealand","Crossware Email Signature is the premier global solution for professional and consistent
email signatures, compatible with a wide range of platforms including Microsoft 365
(previously known as Office 365), Google Work ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crossware-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54358/2046_54358_53277_7730.png","CURLSEK.AI","Stand No- HC-Q026, Hall C","United States of America","CurlSek is a deep-tech cybersecurity company developing autonomous, AI-native continuous penetration testing systems. Built around a patent-pending cross-domain context engine, CurlSek models application logic, infrastructure topo ...","Cyber security","Big Data & Analytics","Cloud Services","Cybersecurity","Data Governance, Compliance & Security","Data Governance, Risk & Compliance","Application Security, Testing & Control","Application integration and infrastructure","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/curlsek-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50584/2046_50584_49592_9741.png","CYBER INDUSTRIES SRL","Stand No- HC-R090, Hall C","San Marino","CYBER INDUSTRIES is an innovative cybersecurity startup that aims to promote cybersecurity as an ethical and moral value, not just a service or product.

CYBER INDUSTRIES It bases its core services on a proprietary, un ...","Cyber security","Business & professional services","Security Architecture & Design","Network & Infrastructure Security","Intrusion Detection & Penetration Testing","Data Governance, Risk & Compliance","Application Security, Testing & Control","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cyber-industries-srl"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54830/thumb_2046_54830_53744_6031.png","Cyberette","Stand No- HC-P121, Hall C","Netherlands","AI platform for intelligence & investigations to detect and prosecute fraud 10x faster.","Artificial Intelligence","Cyber security","Legal, Regulations, Investigations & Compliance","Digital Forensics & Incident Response","Speech Recognition","Machine Learning","Facial / Iris Recognition","Computer Vision","Cognitive computing","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cyberette"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54536/2046_54536_53452_4694.png","D Risk - GRC & NeuroMesh - AI","Stand No- HC-Q008, Hall C","Sri Lanka","Your software engineering partner for scalable AI transformation & digital growth.
 
Digital400 partners with forward-thinking enterprises to engineer digital advantage. We turn complex business challenges into scalabl ...","Cyber security","Artificial Intelligence","Software Services","Cloud Services","Ecommerce","Cybersecurity","Robotic Process Automation","Planning and Optimization","Pattern Recognition","Neural Networks","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/d-risk-grc-neuromesh-ai","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/d-risk-grc-neuromesh-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55018/thumb_2046_55018_53932_2741.png","Daegu Digital Innovation Promotion Agency","Stand No- HB-A110, Hall B","Republic Of Korea","Established to drive the digital economy, Daegu Digital Innovation Promotion Agency (DIP) serves as a hub for innovation in the Daegu area. Our mission is to enhance the competitiveness of local ICT and content industries by provi ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/daegu-digital-innovation-promotion-agency"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55873/thumb_2046_55873_54777_7784.png","DataArc Technology Limited","Stand No- HC-R033, Hall C","China","DataArc is an innovative technology company specializing in synthetic data for foundation models. We are building the next-generation AI data infrastructure, delivering a one-stop solution that combines high quality with low cost� ...","Business & professional services","Artificial Intelligence","Banks & Financial Institutes","Big Data & Analytics","Cloud Services","Data as a Service - DAAS","Consultancy","Cloud Service Provider - CSP","Big Data & Analytics","Analytics","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dataarc-technology-limited","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dataarc-technology-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55522/thumb_2046_55522_54426_4297.png","DataCanvas Co., Ltd.","Stand No- HB-A91, Hall B","China","DataCanvas is a leading provider of AI infrastructure and Neocloud in China, committed to redefining the Next-Gen AIDC through software-driven innovation. With a self-developed, industry-leading AIDC technology stack and AIDC oper ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/datacanvas-co-ltd-"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55652/thumb_2046_55652_54556_9693.png","DBS Bank Ltd","Stand No- HB-P004, Hall B","Singapore","DBS is a leading financial services group in Asia with a presence in 19 markets. Headquartered and listed in Singapore, DBS' ""AA-"" and ""Aa1"" credit ratings are among the highest in the world. Recognised for its global leadership,  ...","Banks & Financial Institutes","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dbs-bank-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56489/thumb_2046_56489_55393_1097.png","DBS SME Banking","Stand No- HC-A180, Hall C","Singapore","At DBS, we believe SMEs are the backbone of our economy and every business is on a unique growth journey. At our booth, discover how DBS goes beyond banking — with business banking solutions, digital tools and GenAI programmes d ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dbs-sme-banking"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55519/thumb_2046_55519_54423_9447.png","DEEP Robotics","Stand No- HC-C111, Hall C","China","DEEP Robotics, founded in 2017, is an international high-tech enterprise specializing in the R&D, production, sales, and service of humanoid robots, quadrupedal robots, and their core components. The company is committed to indepe ...","Artificial Intelligence","AI-optimized Hardware","Robotic Process Automation","Natural Language Generation (NLG)","Humanoids & Humanoid Robots","Deep Learning Platforms","Articulated Robots","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/deep-robotics"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53463/thumb_2046_53463_52398_1239.png","Demand AI Group","Stand No- HB-A90, Hall B","United States of America","We're an AI-driven lead generation company redefining the future of demand generation. By combining cutting-edge artificial intelligence with deep marketing expertise, we help businesses identify, engage, and convert their ideal c ...","Media, Marketing & Advertising Tech","Software Services","Data Analytics & Automation","Marketing Automation","Interactive Marketing","Email Marketing","Digital Marketing","Customer Relationship & Experience Management - CRM & CEM","Content Creation","Artificial Intelligence","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/demand-ai-group","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/demand-ai-group"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56089/thumb_2046_56089_54993_3469.png","DEMANDIFY MEDIA PVT LTD","Stand No- HC-A176, Hall C","United Arab Emirates","Offering End-to-End Demand Generation, We unlock the full potential of your marketing efforts with our comprehensive demand generation services. From building brand awareness to converting prospects, we cover the entire buyer jour ...","Media, Marketing & Advertising Tech","Artificial Intelligence","Software Services","Fintech","Networking & Infrastructure","Procurement Software","HR Tech","Finance & Accounting Software","ERP (Enterprise Resource Planning) Software","Data Analytics & Automation","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/demandify-media-pvt-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/demandify-media-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54815/thumb_2046_54815_53729_6505.png","Dialogg.ai","Stand No- HA-B41D, Hall A","Belgium","Dialogg.ai is a leading conversational AI platform empowering business with advanced chatbots, voicebots, and next-generation Agent Assist solutions. We specialize in delivering high-performance automation for the BFSI, Telecommun ...","Artificial Intelligence","Natural Language Generation (NLG)","Machine Learning","Deep Learning Platforms","Content Creation","Chatbots / Virtual Assistant","Speech Recognition","Predictive APIs","Neural Networks","Natural Language Processing (NLP)","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dialogg-ai","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dialogg-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50586/thumb_2046_50586_49594_4520.png","Digital Data Communications GmbH","Stand No- HB-011, Hall B","Germany","Founded: 1991 in Dortmund, Germany
Employees: 100
We develop, manufacture & supply data network & infrastructure solutions for enterprises and for personal use.
Head office: Dortmund, Germany
Our brands: Le ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/digital-data-communications-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54837/thumb_2046_54837_53751_1919.png","Djaminn","Stand No- HC-R001, Hall C","Netherlands","Djaminn is a Netherlands-based online music community that connects musicians, producers, and creators from around the world. The platform is designed to help artists discover each other, collaborate on projects, share music, and  ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/djaminn"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53458/thumb_2046_53458_52393_8940.png","Dots for Africa","Stand No- HC-P128, Hall C","Japan","Dots for Inc. bridges Africa’s rural digital divide by deploying “DC Box”, a decentralized edge-network digital hub that enables offline-first digital services where the internet is unreliable. Each village DC Box provides l ...","Fintech","Digital Finance","Retail Tech","Ecommerce","E-commerce & M-commerce - Social Commerce","E-commerce & M-commerce - Product Search & Discovery","E-commerce & M-commerce - Click & Collect Solutions","eCommerce Software","E-KYC","E-Commerce Solutions","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dots-for-africa","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dots-for-africa"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55282/thumb_2046_55282_54187_4568.png","Duon Technologies Incorporated","Stand No- HB-A108, Hall B","Philippines","Duon Wayfinding is the Philippines’ first real-time indoor navigation and discovery platform designed to transform how people explore large and complex spaces such as malls, airports, campuses, and commercial centers. Built to s ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/duon-technologies-incorporated"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2046/GITEX_AI_ASIA_logo_2026_solo.png","DWTC - TEST RUTH","","Afghanistan","","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dwtc-test-ruth"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2046/GITEX_AI_ASIA_logo_2026_solo.png","DWTCTest3","Stand No- DWTC03","United Arab Emirates","","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dwtctest3"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55019/thumb_2046_55019_53933_2081.png","DXWORKS Co., Ltd","Stand No- HB-A110, Hall B","Republic Of Korea","DXWORKS is a blockchain-based trust platform company from South Korea, bridging Digital Transformation and AI Transformation since 2021. We deliver three core solutions: DX Ledger DID for decentralized identity using W3C standards ...","Blockchain","Intelligent Supply Chain","Identity / Trust / Authentication","Enterprise Software / Operating Systems","Cloud / IoT / Smart Cities","Blockchain as a Service (BaaS)","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dxworks-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2046/GITEX_AI_ASIA_logo_2026_solo.png","Economic Development Board","Stand No- Sponsorship","Singapore","","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/economic-development-board"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54719/thumb_2046_54719_53634_2407.png","EDIX Protocol","Stand No- HC-R018, Hall C","United Arab Emirates","EDIX Protocol is a Web3-powered enterprise data exchange network transforming global trade and EDI across retail, healthcare, logistics, finance, and manufacturing.

EDIX enables secure, decentralized B2B data exchange ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/edix-protocol"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53218/thumb_2046_53218_52159_6727.png","eero","Stand No- HC-B126, Hall C","United States of America","eero was founded to make wifi and networking the way they should be—fast, reliable, secure, and built for the future. After introducing the first home mesh wifi system, eero is known for award-winning hardware and software and c ...","Consumer Tech, Smart Home & Smart Workplace","Telecommunication","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eero"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54537/thumb_2046_54537_53453_4041.png","Eiiga & RIKAride","Stand No- HC-Q063, HC-Q064, Hall C","Thailand","Selected as the Rising Star of the 2025 Orange Economy Batch under CVI’s Spectrum Lab, Eiiga is Thailand’s premier Integrated Tourism Ecosystem (ITE). Our architecture vertically aligns local supply chains with global  ...","Media, Marketing & Advertising Tech","Creative Economy","Sustainability & Green Climate - Tech","Sustainable Finance","Mobility & Urbanization - Shared Mobility","Government Authorities & Environment Agencies","ESG Business Services - Platform","Sustainability & Green Economy","Influencer Marketing","Creator Economy & Influencer Marketing","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eiiga-rikaride","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eiiga-rikaride"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55629/thumb_2046_55629_54533_7769.png","Ekam Internet LLP","Stand No- HC-P142, Hall C","India","Turrant.ai is an AI-powered document collection, verification, and approval platform - replacing manual follow-ups, scattered emails, and WhatsApp chains with intelligent, structured workflows.

Our platform offers:","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ekam-internet-llp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55635/2046_55635_54539_5590.png","ELROI SOFTWARE SOLUTION","Stand No- HC-P153, Hall C","India","ELROI is a technology-driven company delivering AI-powered digital transformation solutions for modern businesses. We specialise in custom software development, CRM and ERP solutions, cloud applications, web and mobile app develop ...","Artificial Intelligence","Software Services","Coding and Development","Cloud Services","Ecommerce","Procurement Software","Mobility Enterprise Solutions","Mobile Applications","HR Tech","Finance & Accounting Software","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/elroi-software-solution","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/elroi-software-solution"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50587/thumb_2046_50587_49595_1478.png","Embedded A.I. systems Pte. Ltd","Stand No- HC-P043, HC-P044, Hall C","Singapore","EMASS delivers breakthrough ultra-low-power AI SoCs designed to bring intelligence directly to the Sensor Edge. With ECS-DoT, we enable always-on sensing, sensor fusion, and real-time AI inference for the next generation of wearab ...","AR/VR/MR & Gaming","Internet of Things (IOT)","Artificial Intelligence","Consumer Tech, Smart Home & Smart Workplace","Unmanned Aerial Vehicles (Drones)","Smart Appliances / Gadgets","Headphones","Computer and Mobile Hardware, Storage & Peripherals","Audio Systems & Equipment","AI-optimized Hardware","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/embedded-a-i-systems-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/embedded-a-i-systems-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53467/thumb_2046_53467_52402_7942.png","Emdoor Information Co.,Ltd","Stand No- HB-B111, Hall B","China","Founded in 2008, Emdoor Information has 1,300+ employees, operations in 80+ countries, and serves 1,700+ industry clients. Our diverse product portfolio covers rugged mobile devices, industrial fixed terminals, and specialized sol ...","Internet of Things (IOT)","Smart Manufacturing","Retail Tech","Consumer Tech, Smart Home & Smart Workplace","Warehousing","Intelligent Supply Chain","Factory Automation","Supply Chain & Logistics - Robotic Fulfilment","Supply Chain & Logistics - Delivery & Returns, inc. Final Mile","Store Operations - Scanners/ Hand-Held Terminals","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emdoor-information-co-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emdoor-information-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53971/thumb_2046_53971_52892_8848.png","Emerging AI","Stand No- HC-P024, Hall C","Singapore","Emerging AI delivers a unified Compute–Model–Data–Agent platform for reliable, production-scale AI, designed for enterprise-grade deployments and supporting diverse industries—including finance, manufacturing, green energy ...","Artificial Intelligence","Fintech","Cloud Services","Software as a Service - SaaS","Cloud Management Platform","Applications including Development, Deployment & Design","Planning and Optimization","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emerging-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54838/thumb_2046_54838_53752_9473.png","Enact Consulting Services","Stand No- HC-Q012, Hall C","India","AI platform delivering a complete suite of open?source solutions to harness intelligent automation without prohibitive costs. Our product lineup includes:

AI Agent – automates workflows, integrates with enterprise t ...","Artificial Intelligence","Blockchain","Coding and Development","Education Tech","Ecommerce","eLogistics","eCommerce Software","Web Development","Python","Enterprise Applications","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/enact-consulting-services","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/enact-consulting-services"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55524/thumb_2046_55524_54428_8501.png","eomer","Stand No- HC-P006, Hall C","Singapore","eomer is an AI platform for enterprise forecasting and decision intelligence. We use state-of-the-art Tabular Foundation Models to help companies predict demand, optimize supply chains, and improve operational planning.","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eomer"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55735/thumb_2046_55735_54639_3170.png","Episyche","Stand No- HC-R097, Hall C","India","Episyche is an Agentic SaaS application development company focused on building intelligent, multi-agent systems that help businesses automate growth, engagement, and operations at scale. We specialize in developing AI-powered sol ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/episyche"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53970/thumb_2046_53970_52891_8059.png","ERP NEXT","Stand No- HC-R050, Hall C","India","ERP NEXT is an open source and fully customisable ERP. It has integrated Accounting and Financial Management module. 
Inventory and Warehouse management feature help to manage multiple warehouses and provides stock managemen ...","Artificial Intelligence","5G & Telecommunications","Big Data & Analytics","Coding and Development","Consumer Tech, Smart Home & Smart Workplace","Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc)","Compilers","Cloud Kubernetes","Geospatial Solutions & Services","Service Providers","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/erp-next","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/erp-next"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55790/thumb_2046_55790_54694_9951.png","ESET ASIA Pte Ltd","Stand No- HB-A106, Hall B","Slovakia","ESET® provides cutting-edge cybersecurity to prevent attacks before they happen. By combining the power of AI and human expertise, ESET stays ahead of known and emerging cyberthreats — securing businesses, critical infrastructu ...","Cloud Services","Cyber security","Cybersecurity","Anti-spam, Anti-Malware & Anti-Virus & Email Security","Application Control","Application integration and infrastructure","Cloud Security","Endpoint Protection & Mobile Security","Internet of Things (IoT) Security","Operations Security","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eset-asia-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eset-asia-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55020/thumb_2046_55020_53934_4334.png","ESIGN HK HOLDING LIMITED","Stand No- HC-Q050 HC-Q049, Hall C","Hong Kong Special Administrative Region","eSignGlobal is a convenient, efficient, secure, low-cost, and environmentally friendly eSign product designed for the global market. Positioned as a comprehensive SaaS solution, eSignGlobal offers powerful AI-powered eSign capabil ...","Business & professional services","Fintech","Big Data & Analytics","Cloud Services","Digital Finance","Identity / Trust / Authentication","E-KYC","Software as a Service - SaaS","Data Privacy / Protection","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/esign-hk-holding-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55283/thumb_2046_55283_54188_9953.png","Eventage Pvt Ltd","Stand No- HA-B40, Hall A","Pakistan","Eventage is the leading trade promotion group in Pakistan","Artificial Intelligence","3D Printing & Printing Services","Coding and Development","AgriTech & FoodTech","Video Game Development","Python","Machine Learning","NFTs","Virtual Companions","Speech Recognition","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eventage-pvt-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eventage-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55284/thumb_2046_55284_54189_8296.png","Evolve Innovative Solutions Pte. Ltd","Stand No- HC-R051, HC-R052, HC-P069, HC-P070, Hall C","Singapore","Evolve Innovative Solutions (EIS) is a digital development powerhouse and a two-time winner of the Retail Open Innovation Challenge. We specialize in Agentic AI and Mixed Reality to transform cost centers into revenue-generating e ...","HealthTech","Artificial Intelligence","Coding and Development","Retail Tech","Ecommerce","Data & Analytics - Business Intelligence","Customer Experience & Retention - Customer Contact Centres","Customer Experience & Retention - Chatbots","Customer Experience & Retention - Augmented reality/Virtual Reality","Customer Experience & Retention - AI & Machine Learning","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/evolve-innovative-solutions-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/evolve-innovative-solutions-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55650/thumb_2046_55650_54554_8974.png","EWIS AEGIS","Stand No- HC-Q065 HC-Q066, Hall C","Sri Lanka","Founded in 1986, EWIS Group is a leading Sri Lankan technology solutions provider driving digital transformation across Government, Healthcare, Education, Banking & Financial Services, and Manufacturing. With expertise in IT infra ...","Smart Cities","Quantum & High Performance Computing","Networking & Infrastructure","Regulatory Technology","Data Management Technology","Government Authorities & Municipalities","Education Technology Solutions","Digital Health Solutions","Building Technology & Innovation","R&D Labs","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ewis-aegis","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ewis-aegis"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54828/thumb_2046_54828_53742_3208.png","F1Security, Inc","Stand No- HC-P081, Hall C","Republic Of Korea","F1Security is a South Korea-based cybersecurity company established in 2012. We specialize in web security consulting and AI-based unified web security solutions for government agencies, financial institutions, and enterprises.","Cloud Services","Cyber security","Intrusion Detection & Penetration Testing","Cloud Security","Application Security, Testing & Control","Networks","Cybersecurity","Software Development Security","Ransomware","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/f1security-inc"
