"tablescraper-selected-row href","tablescraper-selected-row src","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"http://www.hmlexpo.com/?p=/Shop/index/zs/229","http://www.hmlexpo.com/static/upload/image/20230724/1690176783178451.png","T980B","蓬莱市临阁橡塑制品有限公司","设计生产各种规格、型号的喷砂、吸砂胶管；输油、吸排油胶管（SAE100R4/R6）；建筑工程用胶管；空气胶管(工业胶管)；输水、吸排水胶管；多功能胶管；泥浆胶管；焊接、切割胶管；美标/徳标钢丝编织、钢丝缠绕胶管；清洗机胶管；无碳胶管；绝缘胶管；耐热（蒸汽）胶管；输酸碱"
"http://www.hmlexpo.com/?p=/Shop/index/zs/228","http://www.hmlexpo.com/static/upload/image/20230724/1690176468134131.png","T888","北京沃华慧通测控技术有限公司","自动化测试装备、智能产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/227","http://www.hmlexpo.com/static/upload/image/20230724/1690176078251943.png","T737","德州盛通橡塑有限公司","高性能工程塑料系列产品及橡塑制品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/226","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=12","","上海富安科技有限公司","压力比例阀（真空控制，微压控制，0.7 mbar, 中高压控制0-30bar, 0-70bar） 2、流量控制阀 (0-5000 LPM 气体，0-90L/min 液体) 3、大流量真空电磁阀 (1/2”) 4、气控气缸阀"
"http://www.hmlexpo.com/?p=/Shop/index/zs/225","http://www.hmlexpo.com/static/upload/image/20230724/1690175584823420.png","8513","昌得电气科技有限公司","按钮开关、密封型限动开关、门式安全开关、动力押扣开关、脚踏开关"
"http://www.hmlexpo.com/?p=/Shop/index/zs/224","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=12","","廊坊韦泰电气设备有限公司","工业自动化控制"
"http://www.hmlexpo.com/?p=/Shop/index/zs/223","http://www.hmlexpo.com/static/upload/image/20230721/1689930985354038.png","T618","江苏旭海光电科技有限公司","气体激光器系列，光学池系列和光电探测器系列）"
"http://www.hmlexpo.com/?p=/Shop/index/zs/222","http://www.hmlexpo.com/static/upload/image/20230721/1689930642473215.png","","贝托传动设备（山东）有限公司","高精度行星减速机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/221","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=12","T612","西安砺芯慧感科技有限公司","生产塑料托盘、生活垃圾桶"
"http://www.hmlexpo.com/?p=/Shop/index/zs/220","http://www.hmlexpo.com/static/upload/image/20230721/1689929899907271.png","8537","北京世纪建通科技股份有限公司","传感器、智能仪表、智能终端"
"http://www.hmlexpo.com/?p=/Shop/index/zs/219","http://www.hmlexpo.com/static/upload/image/20230721/1689929527418893.png","","北京力控元通科技有限公司","智能管控产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/218","http://www.hmlexpo.com/static/upload/image/20230721/1689929165906589.png","T613","浙江启泰生物材料有限公司","生物降解塑料"
"http://www.hmlexpo.com/?p=/Shop/index/zs/217","http://www.hmlexpo.com/static/upload/image/20230721/1689928785285715.png","","北京世维通光智能科技有限公司","光纤电流传感器产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/216","http://www.hmlexpo.com/static/upload/image/20230721/1689928522290759.png","T900A","山东艾迪电子信息科技有限公司","MEMS传感器与物联网信息技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/215","http://www.hmlexpo.com/static/upload/image/20230721/1689928109504516.png","T887","华夏天信传感科技（大连）有限公司","激光传感器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/214","http://www.hmlexpo.com/static/upload/image/20230721/1689920022873298.png","T921","慈溪市长河三和金属壳体有限公司","温度传感等防爆铝压铸壳体"
"http://www.hmlexpo.com/?p=/Shop/index/zs/213","http://www.hmlexpo.com/static/upload/image/20230721/1689919663329061.png","","南阳市华业防爆仪表有限公司","温度传感器和防爆仪表产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/212","http://www.hmlexpo.com/static/upload/image/20230721/1689919097692594.png","","上海松柏传感技术有限公司","电路板、软件系统、物联网"
"http://www.hmlexpo.com/?p=/Shop/index/zs/211","http://www.hmlexpo.com/static/upload/other/20230721/1689918510600854.jpeg","","武汉恩硕科技有限公司","销售Coventor、ANSYS、西门子全线产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/210","http://www.hmlexpo.com/static/upload/image/20230721/1689918090775290.png","T620","北京邦曼科技有限公司","发动机及其核心部件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/209","http://www.hmlexpo.com/static/upload/image/20230721/1689912486433665.png","8539","响水县腾达轴承座有限公司","轴承"
"http://www.hmlexpo.com/?p=/Shop/index/zs/208","http://www.hmlexpo.com/static/upload/image/20230721/1689912001603772.png","8651","深圳市迈测科技股份有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/207","http://www.hmlexpo.com/static/upload/image/20230721/1689911557317750.png","8507","湖北联鸿能源科技有限公司","汽车蓄电池、工业蓄电池"
"http://www.hmlexpo.com/?p=/Shop/index/zs/206","http://www.hmlexpo.com/static/upload/image/20230721/1689911158685002.png","","南京托肯电子科技有限公司","TO 常规系列和TOOK 高精度两大产品系列。TO 常规系列： TKC***系列霍尔开环型电流传感器、TBC***系列霍尔闭环型电流传感、TBV***系列霍尔闭环型电压传感器与 TDC***系列磁调制式直流漏电流传感器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/205","http://www.hmlexpo.com/static/upload/image/20230721/1689910719707536.png","8533","河北智控仪器仪表制造有限公司","物联网仪表开发方案，智能测控仪表，水池、水箱液位测控箱，压力控制器，湿度、湿度测控仪表，流量计，流量开关，"
"http://www.hmlexpo.com/?p=/Shop/index/zs/204","http://www.hmlexpo.com/static/upload/image/20230721/1689908325244819.jpg","","佛山市南华仪器股份有限公司","机动车排放路检设备"
"http://www.hmlexpo.com/?p=/Shop/index/zs/203","http://www.hmlexpo.com/static/upload/image/20230721/1689907916948848.png","8020","江苏兰菱机电科技有限公司","精密加工、精密组装、仪表生产、软件开发、测试设备制造"
"http://www.hmlexpo.com/?p=/Shop/index/zs/202","http://www.hmlexpo.com/static/upload/image/20230721/1689907487321360.png","","苏州工业园区天地链条有限公司","空心链、橡胶链、盖板链、滚轮链"
"http://www.hmlexpo.com/?p=/Shop/index/zs/201","http://www.hmlexpo.com/static/upload/image/20230721/1689907102742487.png","","广州市天展照明有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/200","http://www.hmlexpo.com/static/upload/image/20230721/1689906696298199.png","","大连明日星科技有限公司","企业级手机应用及其周边硬件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/199","http://www.hmlexpo.com/static/upload/image/20230721/1689905269353309.png","8625","太仓艾拉德物流设备有限公司","伸缩货叉"
"http://www.hmlexpo.com/?p=/Shop/index/zs/198","http://www.hmlexpo.com/static/upload/image/20230721/1689903785177052.png","","广州金升阳科技有限公司","电源解决方案"
"http://www.hmlexpo.com/?p=/Shop/index/zs/197","http://www.hmlexpo.com/static/upload/image/20230721/1689903282523566.png","T622","宁波爱氪森科技有限公司","气体检测技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/196","http://www.hmlexpo.com/static/upload/image/20230721/1689902970215043.png","8661","天谋科技（北京）有限公司","大数据底层技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/195","http://www.hmlexpo.com/static/upload/image/20230721/1689902777827425.png","8622","佛山市南海粤精艺五金制品有限公司","风扇立柱集焊管"
"http://www.hmlexpo.com/?p=/Shop/index/zs/194","http://www.hmlexpo.com/static/upload/image/20230720/1689845603970863.png","8627","欧威激光科技（苏州）有限公司","激光加工系统"
"http://www.hmlexpo.com/?p=/Shop/index/zs/193","http://www.hmlexpo.com/static/upload/image/20230720/1689845228482032.png","","山东特日克特克国际贸易有限公司","地质与矿业咨询服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/192","http://www.hmlexpo.com/static/upload/image/20230720/1689844896154838.png","T1010","深圳触觉智能科技有限公司","工业控制类嵌入式产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/191","http://www.hmlexpo.com/static/upload/image/20230720/1689844133792039.png","T717","星光树脂制品（昆山）有限公司","工程树脂材料"
"http://www.hmlexpo.com/?p=/Shop/index/zs/190","http://www.hmlexpo.com/static/upload/image/20230720/1689843676623614.png","T982","亚德诺投资有限公司","数字化工厂、汽车和数字医疗"
"http://www.hmlexpo.com/?p=/Shop/index/zs/189","http://www.hmlexpo.com/static/upload/image/20230720/1689843372665132.png","T882","易格斯（上海）拖链系统有限公司","拖链、高柔性电缆和塑料轴承"
"http://www.hmlexpo.com/?p=/Shop/index/zs/188","http://www.hmlexpo.com/static/upload/image/20230720/1689843003847811.png","T1030","大连天源工业有限公司","电梯扶梯链条"
"http://www.hmlexpo.com/?p=/Shop/index/zs/187","http://www.hmlexpo.com/static/upload/image/20230720/1689842597978257.png","8010","福来恩传动科技（上海）有限公司","重载伸缩滑轨"
"http://www.hmlexpo.com/?p=/Shop/index/zs/186","http://www.hmlexpo.com/static/upload/image/20230720/1689842131922408.png","8615","宁津县荣达机械制造有限责任公司","无声齿形链条、链轮"
"http://www.hmlexpo.com/?p=/Shop/index/zs/185","http://www.hmlexpo.com/static/upload/image/20230720/1689841785672104.png","","广州三渔高分子材料有限公司","高分子弹性体耐磨涂层"
"http://www.hmlexpo.com/?p=/Shop/index/zs/184","http://www.hmlexpo.com/static/upload/image/20230720/1689841235164278.png","B005","深圳市澳托士液压机械有限公司","制造液压泵、液压马达、液压缸"
"http://www.hmlexpo.com/?p=/Shop/index/zs/183","http://www.hmlexpo.com/static/upload/image/20230720/1689840831628249.png","T653","北京微厘光电技术有限公司","MicroCenti激光多普勒测速测长仪"
"http://www.hmlexpo.com/?p=/Shop/index/zs/182","http://www.hmlexpo.com/static/upload/image/20230720/1689840503807561.png","8018","扬州海纳尔液压设备有限公司","电气控制系统集成"
"http://www.hmlexpo.com/?p=/Shop/index/zs/181","http://www.hmlexpo.com/static/upload/image/20230720/1689839557530381.png","8538","中优智控自动化（上海）有限公司","工业自动化、智能制造解决方案、研发生产、技术支持、培训、售前售后服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/180","http://www.hmlexpo.com/static/upload/image/20230720/1689839186715537.png","8535","联诚科技集团股份有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/179","http://www.hmlexpo.com/static/upload/image/20230720/1689838882850043.png","8607","邦博（北京）医药技术开发有限公司","伊诺菲思INNOPHYS MUSCLE SUIT EVERY 空气动力助力服"
"http://www.hmlexpo.com/?p=/Shop/index/zs/178","http://www.hmlexpo.com/static/upload/image/20230720/1689838566378931.png","8619","上海中研宏科软件股份有限公司","无人机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/177","http://www.hmlexpo.com/static/upload/image/20230720/1689838241572828.png","","上海劲升软件科技有限公司","全球级解决方案、产品和服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/176","http://www.hmlexpo.com/static/upload/image/20230720/1689837875109979.png","T663","山东伟航敏芯电子科技有限公司","溅射薄膜工艺智能传感器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/175","http://www.hmlexpo.com/static/upload/image/20230720/1689837412597196.png","T616","艾力塔（北京）仪器仪表有限公司","流量、压力、液位、污水处理水质在线分析仪器、水下清洁设备等"
"http://www.hmlexpo.com/?p=/Shop/index/zs/168","http://www.hmlexpo.com/static/upload/image/20230719/1689765909191097.png","8022","北京金坤科创技术有限公司","致力于室内外复杂场景定位导航领域的产品研发并提供整体解决方案及服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/166","http://www.hmlexpo.com/static/upload/image/20230719/1689765821992214.png","","大奕电机股份有限公司","交流异步电动机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/167","http://www.hmlexpo.com/static/upload/image/20230719/1689751111969348.png","","兴生机械科技有限公司","研发、生产不锈钢法兰、卫生级阀门、高洁净管件和管道配件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/165","http://www.hmlexpo.com/static/upload/image/20230719/1689747332167620.png","C061","引跃科技（上海）有限公司","金属3D打的铜合金感应线圈"
"http://www.hmlexpo.com/?p=/Shop/index/zs/164","http://www.hmlexpo.com/static/upload/image/20230719/1689746564617433.png","T718","苏州兴智越科技技术有限公司","直线电机、音圈马达、步进电机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/163","http://www.hmlexpo.com/static/upload/image/20230719/1689740087258662.png","","广东思谷智能技术有限公司","工业产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/162","http://www.hmlexpo.com/static/upload/image/20230719/1689739446736807.png","","北京东用科技有限公司","4G/5G、LoRa、边缘计算和低代码平台"
"http://www.hmlexpo.com/?p=/Shop/index/zs/161","http://www.hmlexpo.com/static/upload/image/20230719/1689737197382869.png","","北京远达泰科技有限公司","增材制造设备销售、三维数字化重建"
"http://www.hmlexpo.com/?p=/Shop/index/zs/160","http://www.hmlexpo.com/static/upload/image/20230719/1689736713384209.png","","灵耀数智（苏州）技术有限公司","智能制造、汽车工业、民航机场、仓储物流、连锁零售、食品饮料、医药医疗"
"http://www.hmlexpo.com/?p=/Shop/index/zs/159","http://www.hmlexpo.com/static/upload/image/20230719/1689735759311838.png","","山东欧凯轴承有限公司","产品适用于汽车、电机、空调、发电机、风力发电机、摩托车、农机、水泵等各行业"
"http://www.hmlexpo.com/?p=/Shop/index/zs/158","http://www.hmlexpo.com/static/upload/image/20230718/1689649521514330.png","T821","灵耀数智（苏州）技术有限公司","物联网技术和产品的研发/生产、物联网软件/硬件的销售，以及物联网科技方案"
"http://www.hmlexpo.com/?p=/Shop/index/zs/156","http://www.hmlexpo.com/static/upload/image/20230609/1686278262743384.jpg","T621","芯测科技股份有限公司(上海芯复瑞)","内存测试与修复解决方案"
"http://www.hmlexpo.com/?p=/Shop/index/zs/155","http://www.hmlexpo.com/static/upload/image/20230609/1686277990521516.png","8501","深圳市卓联微科技有限公司","微处理器MCU、电机控制与驱动、模数转换、信号检测与转换、光信号与隔离、通讯与物联网射频器件、传感器芯片及模块"
"http://www.hmlexpo.com/?p=/Shop/index/zs/154","http://www.hmlexpo.com/static/upload/image/20230609/1686277636438138.png","8521     8520","深圳市华思旭科技有限公司","铁锂安全户外电源系列新品，覆盖600W-2200W，拥有真快充、真安全、超功率、长续航和秒启动5个核心亮点"
"http://www.hmlexpo.com/?p=/Shop/index/zs/153","http://www.hmlexpo.com/static/upload/image/20230609/1686277318127488.png","8630","广东恒大新材料科技有限公司","UV胶系列、有机硅系列、丙烯酸AB胶系列、厌氧胶系列、环氧树脂系列、瞬干胶系列、热熔胶系列、聚氨酯系列、改性硅烷系列、水性胶系列和溶剂胶系列等"
"http://www.hmlexpo.com/?p=/Shop/index/zs/152","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=17","T951","中国科学院沈阳自动化研究所","机器人、智能制造和光电信息技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/151","http://www.hmlexpo.com/static/upload/image/20230609/1686276676323070.jpg","T912","佛山市程业五金电器有限公司","电热行业中的核心技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/150","http://www.hmlexpo.com/static/upload/image/20230609/1686276138459789.png","8603   8602","东莞触点智能装备有限公司","运控驱动、精密机械、热固流仿真、光学图像、微纳电机和工业软件"
"http://www.hmlexpo.com/?p=/Shop/index/zs/149","http://www.hmlexpo.com/static/upload/image/20230119/1674113324427614.png","AT170","超荣电子（武汉）有限公司","CLJ-B圆柱形接近传感器       CNJ防爆型接近传感器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/148","http://www.hmlexpo.com/static/upload/image/20230119/1674112829615599.png","AT180","博恩斯坦电子（太仓）有限公司","安全评估设备    塑料安全开关"
"http://www.hmlexpo.com/?p=/Shop/index/zs/147","http://www.hmlexpo.com/static/upload/image/20230119/1674094203854191.png","AT160","宾德环境试验设备（上海）有限公司","CB 260培养箱   超低温冰箱"
"http://www.hmlexpo.com/?p=/Shop/index/zs/146","http://www.hmlexpo.com/static/upload/image/20230119/1674092636636636.png","AT130","北京必得客电子有限公司","放大器系列   光纤放大器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/145","http://www.hmlexpo.com/static/upload/image/20230117/1673946296134966.png","AT086","倍福自动化有限公司","超紧凑型工业PC       CP2xxx，CP3xxx 多点触控面板型 PC"
"http://www.hmlexpo.com/?p=/Shop/index/zs/144","http://www.hmlexpo.com/static/upload/image/20230117/1673944814594555.png","AT080","易福门电子（上海）有限公司","过程传感器     微型传感器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/143","http://www.hmlexpo.com/static/upload/image/20230116/1673837716951765.png","AT011","百利电气","VEBL高压真空断路器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/142","http://www.hmlexpo.com/static/upload/image/20230113/1673599908132533.png","AT088","奥普特科技股份有限公司","机器视觉系统"
"http://www.hmlexpo.com/?p=/Shop/index/zs/141","http://www.hmlexpo.com/static/upload/image/20230113/1673578158283266.png","AT01","上海鸣志电器股份有限公司","SSDC绝对值电机驱动器 多种控制模式总线控制型 适配SS系列多圈免电池绝对值系列步进伺服电机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/140","http://www.hmlexpo.com/static/upload/image/20230113/1673577060154091.png","AT100","ABB中国有限公司","AX系列接触器    电缆接头"
"http://www.hmlexpo.com/?p=/Shop/index/zs/139","http://www.hmlexpo.com/static/upload/image/20230113/1673576499375468.png","AT88","埃莫运动控制技术（上海）有限公司","用于工业环境的多轴运动控制器"
"http://www.hmlexpo.com/?p=/Shop/index/zs/138","http://www.hmlexpo.com/static/upload/image/20221104/1667531243686232.png","","中国科学院沈阳自动化研究所","机械加工与测量技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/137","http://www.hmlexpo.com/static/upload/image/20221022/1666428613526512.png","","南京滨正红仪器有限公司","实验室解决方案"
"http://www.hmlexpo.com/?p=/Shop/index/zs/129","http://www.hmlexpo.com/static/upload/image/20201130/1606697202206904.jpg","8201","天津丹盛包装有限公司","整体包装解决方案的"
"http://www.hmlexpo.com/?p=/Shop/index/zs/128","http://www.hmlexpo.com/static/upload/image/20201023/1603420303352424.jpg","w8063","中国•一佳工控电器有限公司","生产和销售继电器、按钮开关"
"http://www.hmlexpo.com/?p=/Shop/index/zs/127","http://www.hmlexpo.com/static/upload/image/20201023/1603419340948480.jpg","w8065","深圳市亿晟科技有限公司","智慧商显、智慧校园和人工智能终端"
"http://www.hmlexpo.com/?p=/Shop/index/zs/126","http://www.hmlexpo.com/static/upload/image/20201023/1603418688484128.jpg","w8066","波柯（上海）贸易有限公司","热敏打印机品牌- BOCA Systems"
"http://www.hmlexpo.com/?p=/Shop/index/zs/125","http://www.hmlexpo.com/static/upload/image/20201023/1603417767720630.jpg","w8067","北京途牛天下信息技术有限公司","微信营销、电子票分销"
"http://www.hmlexpo.com/?p=/Shop/index/zs/124","http://www.hmlexpo.com/static/upload/image/20201023/1603416789240601.jpg","w8068","北京联志兴业科技有限公司","研发设计、生产安装、销售和服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/123","http://www.hmlexpo.com/static/upload/image/20201022/1603358664896995.png","w8069","北京迪文科技有限公司","高品质人机交互产品和相关系统集成服务"
"http://www.hmlexpo.com/?p=/Shop/index/zs/122","http://www.hmlexpo.com/static/upload/image/20201022/1603357915774934.png","w8070","深圳市正元电机有限公司","电机与传动技术"
"http://www.hmlexpo.com/?p=/Shop/index/zs/121","http://www.hmlexpo.com/static/upload/image/20201022/1603357483134658.jpg","w8071","浙江长盛滑动轴承股份有限公司","主要产品双金属自润滑轴承、金属塑料自润滑轴承"
"http://www.hmlexpo.com/?p=/Shop/index/zs/120","http://www.hmlexpo.com/static/upload/image/20201022/1603356792931600.png","w8072","天津滨海新区三格电子科技有限公司","现场总线集线器、总线之间的协议转换及网关"
"http://www.hmlexpo.com/?p=/Shop/index/zs/119","http://www.hmlexpo.com/static/upload/image/20201022/1603356468996555.jpg","w8073","深圳市普德新星电源技术有限公司","工业开关电源研发、生产、销售"
"http://www.hmlexpo.com/?p=/Shop/index/zs/118","http://www.hmlexpo.com/static/upload/image/20201022/1603356097205504.png","w8075","上海日成电子有限公司","配线标志,金属软管及软管接头,固定座"
"http://www.hmlexpo.com/?p=/Shop/index/zs/117","http://www.hmlexpo.com/static/upload/image/20201022/1603355695760710.jpg","w8076","山东小林传动科技有限公司","线性传动与组装技术越来越被认可"
"http://www.hmlexpo.com/?p=/Shop/index/zs/116","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=20","w8077","青岛里奥机器人技术有限公司","人工智能技术研发 / 工业设计 / 先进生产制造 / 产品营销"
"http://www.hmlexpo.com/?p=/Shop/index/zs/115","http://www.hmlexpo.com/static/upload/image/20201022/1603354556608627.png","w8078","青岛科尔福工业制品有限公司","仓储护栏、设备防护网"
"http://www.hmlexpo.com/?p=/Shop/index/zs/114","http://www.hmlexpo.com/static/upload/image/20201022/1603354093692729.png","w8079","迈客有限公司","从事安全环保的防护系统研发"
"http://www.hmlexpo.com/?p=/Shop/index/zs/113","http://www.hmlexpo.com/static/upload/image/20201022/1603352852329677.png","w8080","江苏省精创电气股份有限公司","自动喷胶、智能装配及自动化包装"
"http://www.hmlexpo.com/?p=/Shop/index/zs/112","http://www.hmlexpo.com/static/upload/image/20201022/1603352342618030.jpg","w8081","合翔(常州)电子有限公司","、汽车电子、电脑主机板"
"http://www.hmlexpo.com/?p=/Shop/index/zs/111","http://www.hmlexpo.com/static/upload/image/20201022/1603351826142978.jpg","w8082","余姚市企飞特气动元件有限公司",""
"http://www.hmlexpo.com/?p=/Shop/index/zs/110","http://www.hmlexpo.com/static/upload/image/20201022/1603351421717478.jpg","w8083","余姚市企飞特气动元件有限公司","专业生产快插接头、卡套接头锁母接头"
"http://www.hmlexpo.com/?p=/Shop/index/zs/109","http://www.hmlexpo.com/static/upload/image/20201022/1603350757152676.jpg","w8088","广州智伴人工智能科技有限公司","儿童英语机器人、儿童亲子机器人"
"http://www.hmlexpo.com/?p=/Shop/index/zs/108","http://www.hmlexpo.com/static/upload/image/20201022/1603350261391267.png","w8088","无锡威孚中意齿轮有限责任公司","行星减速机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/107","http://www.hmlexpo.com/static/upload/image/20201022/1603349666808260.png","w8089","无锡市北辰自动化技术有限公司","标准工业网络通讯产品、西门子兼容产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/106","http://www.hmlexpo.com/static/upload/image/20201022/1603349119203705.png","w8090","伟宝精密有限公司","刀具磨床、晶圆半导体专用磨床"
"http://www.hmlexpo.com/?p=/Shop/index/zs/105","http://www.hmlexpo.com/static/upload/image/20201022/1603348549679309.jpg","w8091","沈阳众拓机器人设备有限公司","桁架机器人、直角坐标机器人、机器人系统集成"
"http://www.hmlexpo.com/?p=/Shop/index/zs/104","http://www.hmlexpo.com/static/upload/image/20201022/1603347932574582.png","w8092","上海巨哥电子科技有限公司","热成像仪"
"http://www.hmlexpo.com/?p=/Shop/index/zs/103","http://www.hmlexpo.com/static/upload/image/20201022/1603338082324062.jpg","w8093","山东曼大智能科技有限公司","巡检机器人、消防机器人、履带底盘、轮式底盘"
"http://www.hmlexpo.com/?p=/Shop/index/zs/102","http://www.hmlexpo.com/static/upload/image/20201022/1603337635537032.jpg","w8094","济南科亚电子科技有限公司","低压大功率伺服电机、直驱电机、驱动系统"
"http://www.hmlexpo.com/?p=/Shop/index/zs/101","http://www.hmlexpo.com/static/upload/image/20201022/1603336177137337.jpg","w8095","极创机器人科技有限公司","器人移动解决方案供应商"
"http://www.hmlexpo.com/?p=/Shop/index/zs/99","http://www.hmlexpo.com/static/upload/image/20201022/1603331668625778.jpg","w8096","石家庄众联机械传动件有限公司","化工机械、起重机械、运输机械"
"http://www.hmlexpo.com/?p=/Shop/index/zs/98","http://www.hmlexpo.com/static/upload/image/20201022/1603331237370847.png","w8097","广东思谷智能技术有限公司","智能制造感知产品"
"http://www.hmlexpo.com/?p=/Shop/index/zs/97","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=21","w8098","广州市跃国电子有限公司","分线盒，电磁阀连接器、传感器连接器、防水插头"
"http://www.hmlexpo.com/?p=/Shop/index/zs/96","http://www.hmlexpo.com/static/upload/image/20201022/1603329718130848.jpg","w8099","大族激光科技产业集团股份有限公司","激光打标机系列、激光焊接机系列、激光切割机系列、高功率激光切割及焊接设备"
"http://www.hmlexpo.com/?p=/Shop/index/zs/95","http://www.hmlexpo.com/static/upload/image/20201022/1603329321906273.png","w8100","达明机器人(上海)有限公司","达明机器人以人机协作的优势，协助企业灵活且快速导入工业自动化，大幅提升生产效率，改善传统工业型机器人的缺点"
"http://www.hmlexpo.com/?p=/Shop/index/zs/94","http://www.hmlexpo.com/static/upload/image/20201022/1603328748655049.jpg","w8101","上海永铭电子股份有限公司","电容器研发、生产、销售于一体的国家高新级技术企业"
"http://www.hmlexpo.com/?p=/Shop/index/zs/93","http://www.hmlexpo.com/static/upload/image/20201022/1603328288596819.jpg","w8102","上海同毅自动化技术有限公司","高压交流伺服系统、移动机器人"
"http://www.hmlexpo.com/?p=/Shop/index/zs/92","http://www.hmlexpo.com/static/upload/image/20201022/1603327716670132.jpg","w8103","广州形优科技有限公司","工业3D打印机及周边软硬件全国TOP分销商"
"http://www.hmlexpo.com/?p=/Shop/index/zs/88","http://www.hmlexpo.com/static/upload/image/20201021/1603269777539409.png","w8107","深圳金鸽科技有限公司","向客户提供硬件、云平台、WEB监控以及APP等软硬件整体解决方案"
"http://www.hmlexpo.com/?p=/Shop/index/zs/87","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=22","w8108","三门县台力电机有限公司","小型齿轮减速电机0.1kw—7.5kw,变频器0.2kw-400kw，中空、中实减速电机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/86","http://www.hmlexpo.com/static/upload/image/20201021/1603268884822034.jpg","w8109","南京飞勒克工业设备有限公司","OEM / ODM连接方案供应商"
"http://www.hmlexpo.com/?p=/Shop/index/zs/85","http://www.hmlexpo.com/static/upload/image/20201021/1603268363455366.jpg","w8110","佳乐商贸（中国）有限公司","工业电子设备"
"http://www.hmlexpo.com/?p=/Shop/index/zs/84","http://www.hmlexpo.com/static/upload/image/20201021/1603267723388208.jpg","w8111","大连科沃奇工业输送系统有限公司","电 子、家电、轻工、包装"
"http://www.hmlexpo.com/?p=/Shop/index/zs/83","http://www.hmlexpo.com/static/upload/image/20201021/1603266122573495.jpg","w8112","脩齐自动化设备（大连）有限公司","电子、电器、五金"
"http://www.hmlexpo.com/?p=/Shop/index/zs/82","http://www.hmlexpo.com/static/upload/image/20201021/1603265053236823.jpg","w8113","新雅电线电缆（深圳）有限公司","工控设备线缆、拖链电缆"
"http://www.hmlexpo.com/?p=/Shop/index/zs/80","http://www.hmlexpo.com/static/upload/image/20201021/1603264171446116.png","w8116","北京亚华兴科技有限公司","嵌入式无风扇电脑、便携机计算机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/79","http://www.hmlexpo.com/static/upload/image/20201021/1603263580753007.png","w8117","上海苏肯电气科技有限公司","WSTR，WSTRC"
"http://www.hmlexpo.com/?p=/Shop/index/zs/78","http://www.hmlexpo.com/static/upload/image/20201021/1603262888623443.png","w8118","天津斯科赛斯工程技术有限公司","军工加固笔记本电脑、工业液晶防爆电脑"
"http://www.hmlexpo.com/?p=/Shop/index/zs/77","http://www.hmlexpo.com/static/upload/image/20201021/1603262395601693.png","w8119","北京启阳科技有限公司","工业平板电脑、ARM工业一体机"
"http://www.hmlexpo.com/?p=/Shop/index/zs/76","http://www.hmlexpo.com/?p=/ShopInfo/slist/&page=23","w8120","深圳昆仑通态科技有限责任公司","专业化自带化产品"
