url,Nature of Business,Location,Year of Establishment,Major Markets,Total Employees,Annual Turnover,Contact Person,Office Address,Country/Region,Main Categories,Position,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jilin-Aodong-Yanbian-Pharmaceutical-Co-Ltd-/1S00PAYSQ,"Exporter, Manufacturer","Yanbian Chaoxianzu Zizhizhou, Jilin, Chinese Mainland",2001.0,Chinese Mainland,1001 - 2000,"US$ > 250,000,000",Ms Yang Shi,,Chinese Mainland,Health Care & Medical Supplies,International Trade Manager,JILIN AODONG CNAS Intelligent Factory Chinese Time-honored Brand Chinese medicine manufacturing GMP Modernization of Traditional C Certificate Name Issued By Certificate Type Valid Date CERTIFICATE OF GOOD MANUFACTURING PRACTICES FOR PHARMACEUTICAL PRODUCTS PEOPLE'S REPUBLIC OF CHINA CHINA FOOD ANDDRUG ADMINISTRATION GMP 28 Jun 2016 - (N/A) CERTIFICATE OF GOOD MANUFACTURING PRACTICES FOR PHARMACEUTICAL PRODUCTS PEOPLE'S REPUBLIC OF CHINA CHINA FOOD ANDDRUG ADMINISTRATION GMP 02 Jun 2016 - (N/A) China National Accreditation Service for Conformity Assessment Laboratory Accreditation Certificate CNAS Others 05 Feb 2026 - 04 Feb 2032 View details Factory & Facility Research & Development Quality Control Jilin Province Intelligent Factory National Intellectual Property Advantage Enterprise National Demonstration Enterprise for Technological Innovation National-level Contract-Keeping and Credit-Bearing Enterprise China Pharmaceutical Quality Management Award
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SQ-Med-Co-Ltd/1S00NZICI,"Exporter, Manufacturer","Nanjing, Jiangsu, Chinese Mainland",2012.0,Worldwide,6 - 10,"US$ 50,000 - 99,999",Mr Bodo Wang,"Room 205, Building A No. 11 Xinghuo Road, Jiangbei New Area, Nanjing City, Jiangsu Province, China.",Chinese Mainland,Health Care & Medical Supplies,Vice President,SQ-Med Certificate Name Issued By Certificate Type Valid Date European CE/EC Certificate TUV SUD - (N/A) - 26 May 2024 European CE/EC Certificate DNV - (N/A) - 27 May 2024
https://sourcing.hktdc.com/en/Supplier-Store/Profile/VVFLY-ELECTRONICS-CO-LTD/1X0AR1NA,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2014.0,Worldwide,26 - 50,,Ms Lily Li,"Unit 2103-2104, Changhong Sci&Tech Building, Science and Technology, Shenzhen, Guangdong, China",Chinese Mainland,"Consumer Electronics, Gifts, Toys & Sports Supplies, Health Care & Medical Supplies, Health, Beauty and Baby Care",,Snore Circle Bone-conduction digital solution sound and vibration interventi specific low-frequency pulse Replaceable magnetic electrode View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Whole-Health-Studio/1S00PC4VB,"Exporter, Mail Order Co., Manufacturer, Wholesaler","Queensland, Australia",2018.0,Australasia,6 - 10,"US$ 1,000,000 - 4,999,999",Miss Tia Miers,"Unit 1, 3 Rina Court, Varsity Lakes, Queensland, Australia",Australia,Health Care & Medical Supplies,Director,Whole Health Studio Herbal & Nutritional Medicine Naturopath (BHSc) Womens Health Product Development Hormone health TGA Registered Australian Made Practitioner Formulated Certificate Name Issued By Certificate Type Valid Date ENERGY & STRESS TGA CERTIFICATION Australian Government- Therapeutic Goods Administration Others 06 Sep 2022 - (N/A) TGA CERTIFICATION BALANCE HORMONE SUPORT TGA- Therapeutic Goods Administration Others 21 Feb 2023 - (N/A) TGA CERTIFICATION HEALTHY SKIN SUPPORT Australian Government- Therapeutic Goods Administration Others 11 Apr 2023 - (N/A) TGA CERTIFICATION GUT CLEANSE SUPPORT Australian Government- Therapeutic Goods Administration Others 17 Jan 2025 - (N/A) TGA CERTIFICATION GUT REPAIR POWDER Australian Government- Therapeutic Goods Administration Others 22 Jan 2025 - (N/A) View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Accue-Co-Limited/1X0976MW,"Manufacturer, Retailer, Wholesaler",Hong Kong,,,,,Mr Kenny Yip,"Room 607A, Hong Kong Industrial Centre, Block B, 491 Castle Peak Road, Lai Chi Kok, Kowoon, Hong Kong",Hong Kong,"Consumer Electronics, Office Equipment, Watches & Clocks",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/e-health-therapy-limited/1S00OVMKQ,Service Company,Hong Kong,2018.0,Hong Kong,1 - 5,"US$ < 50,000",Ms chan siu kam ricty,,Hong Kong,Medical & Healthcare,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/E-SENSE-Innovation-Technology-Limited/1S00P1NJS,"Manufacturer, Service Company",Hong Kong,2023.0,"Chinese Mainland, Hong Kong, North America",1 - 5 Biomedical engineering Medical Device AI,,Mr Jimmy Lui,"Room 2702 Convention Plaza Office Building, 1 Harbour Road Wan Chai Hong Kong",Hong Kong,Health Care & Medical Supplies,CFO,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/EURADIS-INTERNATIONAL-LIMITED/1S00P9VST,"Import Agent, Importer, Service Company, Wholesaler",Hong Kong,2004.0,Chinese Mainland,51 - 100,,Mr Yu Fan Chan,"Rooms 05-15, 13A/F South Tower, World Finance Center, Harbour City 17 Canton Road, Tsim Sha Tsui Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,,"EURADIS, WAFF, PHENIX Framework Products Sino-French Collaboration"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/EXHIBITION-/1S00O2V5Q,Others,Hong Kong,,,,,Prof Sourcing Genius,HKCEC,Hong Kong,"Business Research, Management, Consultancy & General Services, Packaging Services, Real Estate ODM OEM Toys loose diamonds Trendy led light Certificate Name Issued By Certificate Type Valid Date HKTDC HKTDC Others 01 Nov 2023 - 01 Mar 2024",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ergo-Healthtech-Limited/1S00O3NOD,"Exporter, Manufacturer, Retailer, Wholesaler",Hong Kong,2020.0,Worldwide,,,Miss Ivy Leung,"331 19W Building, Hong Kong Science Park 19 Science Park West Avenue Shatin, Hong Kong Hong Kong SAR",Hong Kong,"Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Personal Care",Admin Manager,"ERGO222, XONE, ERGOSHIELD Certificate Name Issued By Certificate Type Valid Date Test Report SGS SGS 30 May 2022 - (N/A) CE EMC Test Report HTT Others 26 Apr 2022 - (N/A) FCC Test Report HTT Others 26 Apr 2022 - (N/A) RoHS Test Report HTT Others 26 Apr 2022 - (N/A) View details Factory & Facility BETTER FUTURE - Design Award BETTER FUTURE - NEW YORK BETTER FUTURE - LONDON BETTER FUTURE - HONG KONG & GBA BETTER FUTURE - AWARDS SUMMARY"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Golden-Biotech-Limited/1S00PBWMA,,Hong Kong,,,,,Miss Xincheng He,,Hong Kong,Personal Care View details Factory & Facility,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Harvest-Link-Furniture-H-K-Limited/1S00P9JIZ,,Hong Kong,,,,,Jessica Chan,"Unit 6, 18/F, Max Trade Ctr, 23 Luk Hop St, San Po Kong, Kowloon, Hong Kong",Hong Kong,,Sales Associate,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Cancer-Testing-Center-Limited/1S00PAXD0,"Charity / Welfare Organisation, Government, Private Individual, Professional Association, Service Company, Statutory Body, Trade/Industrial Organisation",Hong Kong,2024.0,"Chinese Mainland, Hong Kong, Other Asian Countries, Southeast Asia",1 - 5,"US$ 100,000 - 249,999",Miss Zoey Yeung,"Flat 613, 6/F, Block B, Hoi Luen Industrial Centre 55 Hoi Yuen Road Kwun Tong Kowloon",Hong Kong,"Medical & Healthcare, Quality Inspection, Compliance & Testing Service",,"AKJ™ , MCTL® Early Screening Early Detection Early Cure Cancer Specific & Precise Tumour Personalized Treatment Immune Cells AKJ™ MCTL® AKJ™"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ivy-AI-Solutions-Limited/1S00P9VQZ,Manufacturer,Hong Kong,2025.0,"North America, Scandinavia, Western Europe, Worldwide",6 - 10,"US$ 1,000,000 - 4,999,999",Dr George Zhu,"Workshop H ,9th Floor, Reason Group Tower, No.403 Castle Peak Road, Kwai Chung, New Territories, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Internet of Things",Founder,Ivy AI AI Preventive AI Tech API Healthcare API serivce
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kanghua-Medical-Technology-Hongkong-Co-Limited/1S00OZ7MZ,,Hong Kong,,,,,Xiaobai Hu,,Hong Kong,Health Care & Medical Supplies View details Factory & Facility,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kimberly-Clark-Limited-Hong-Kong-/1S00ON9NU,Manufacturer,Hong Kong,,,,,Mr Calvin Chan,"18/F, Crocodile Center 79 Hoi Yuen Road Kowloon Hong Kong",Hong Kong,Personal Care,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kin-Technology-Limited/1X0B91R6,,Hong Kong,,,,,Oswin Yeung,"Room K00350, 2/F, West Wing, 822 Lai Chi Kok Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Personal Care",Founder & CEO,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maddox-Technology-Limited/1S00P77X2,"Distributor, Importer",Hong Kong,2024.0,"Chinese Mainland, Hong Kong, Southeast Asia",,,Ms Jean Chau,"Unit 805, 8/F Union Industrial Building, 116 Wai Yip Street Kwun Tong, Kowloon",Hong Kong,"Consumer Electronics, Health Care & Medical Supplies",Company Secretary,Maddox
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maliphant-International-Sales-Ltd/1X079G0O,,Hong Kong,,,,,Estella Wong,"4/F, Block A, Wing Kut Industrial Building, 608 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,Personal Assistant,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mitsui-Co-Hong-Kong-Ltd/1X03N0GK,,Hong Kong,,,,,Jenny So,"25&26/F, Far East Finance Ctr, 16 Harcourt Rd, Admiralty, Hong Kong",Hong Kong,"Beverages, Health Care & Medical Supplies",Deputy Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Namfield-Medical-Technology-Ltd/1X09M8GW,,Hong Kong,,,,,Yuka CHENG,"Flat 2101, 21/F, Exchange Tower, Kowloon Bay, Hong Kong",Hong Kong,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Oxygen-Two-Point-Zero-Company-Limited-/1S00PAVZ8,Service Company,Hong Kong,2011.0,"Chinese Mainland, Hong Kong, Middle East",16 - 25 Brand Building Baidu AI Transformation Content Creation HubSpot,,Ms Caitlyn Mow,"13F YF Life Tower 33 Lockhart Rd, Wan Chai Hong Kong Hong Kong",Hong Kong,"Education & Training, Marketing & Public Relations",Project Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PRIME-Achiever-Limited/1S00O2T6P,"Importer, Manufacturer",Hong Kong,2020.0,Worldwide,26 - 50,,Mr William Tang,"Room 2404, 24/F, Hong Kong Industrial Building 31-39 Wo Tong Tsui Street Kwai Chung, N.T. Hong Kong",Hong Kong,Health Care & Medical Supplies,Managing Director,PRIME Crush® pill crusher automatic pill crusher electrical pill crusher pill crushing medical device pill box nursing home Durable medical equipment View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Smart-Idea-Health-Technology-Ltd/1S00OMC59,"Distributor, Import Agent, Service Company, e-tailer",Hong Kong,,Hong Kong Breakthrough technologies all FDA/CE/NMPA approved New capsule endoscopy Mental health screening MCI and AD screening MCI and AD VR AI training Aging Tech Health test,,,Ms Maru Young,"Suite 12, 48F, Office Tower, Langham Place, 8 Argyle Street Mong Kok, KLN",Hong Kong,Health Care & Medical Supplies,Product Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Supermax-Global-HK-Limited/1X0A07D2,,Hong Kong,,,,,Anthony Fong,"Unit E, 39/F COS Centre, 56 Tsun Yip St., Kwun Tong, KL",Hong Kong,"Fashion Accessories, Health Care & Medical Supplies",Executive Vice-President,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tongyu-Technology-Limited/1S00OYFLU,,Hong Kong,,,,,Wen Zhou,"D07, 15/F, Luk Hop Ind. Building, 8 Luk Hop Street, San Po Kong, Kownloon, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies",Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOP-SHARP-INTERNATIONAL-ENTERPRISE-LIMITED/1X0911YZ,"Exporter, Importer, Manufacturer, Wholesaler",Hong Kong,2004.0,"Australasia, Chinese Mainland, Hong Kong, North America, Western Europe",1 - 5,,Mr Chan Mark,"Flat B-C, 13/F., Wing Kin Building, 4-6 Wing Kin Road, Kwai Chung, N.T.,",Hong Kong,"Furniture & Parts, Health Care & Medical Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Manager,"Top Sharp, Surface Care View All Pressure Relief Mattress (BS Standard) Foldable Walking Stick Wheelchair Cushion (BS Standard) Raised Toilet Seat"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Webber-Nickel-Int-l-Co-Limited/1X00JM06,"Exporter, Manufacturer, Retailer, Wholesaler",Hong Kong,2007.0,"Africa, Chinese Mainland, Hong Kong, Japan, Middle East, Southeast Asia",26 - 50,"US$ 10,000,000 - 49,999,999",Mr CK Poon,"ROOM 1908-09, 19/F, ONE MIDTOWN, 11 HOI SHING ROAD, Tsuen Wan, NT, Hong Kong",Hong Kong,"Furniture & Parts, Office Equipment",Director,WEBBER Laser cut machine Steel and metal R&D Powder coating Perforated machine Silver ion antibacterial coat Certificate Name Issued By Certificate Type Valid Date Mobile filing cabinet test SGS - - occupational HEALTH AND SAFETY MANAGEMENT SYSTEM CERTIFICATE CNAS - (N/A) - 12 Jan 2021 ISO 9001 :2015 Design and Manufacture of steel office furniture and instrument cabonet SGS ISO 9001 (N/A) - 14 May 2021 ISO 14001:2015 Design and manufacture of steel office furniture and instrument cabinet SGS ISO 14001 (N/A) - 18 Sep 2023 View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Youlumi-HK-Co-Ltd-/1X09SXXC,,Hong Kong,,,,,Soler Wu,"Unit 04, 7/F, Bright Way Tower, No. 33 Mong Kok Road, Kowloon, Hong Kong",Hong Kong,"Lights, Personal Care",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changchun-Wancheng-Bio-Electron-Co-Ltd-/1S00NOGH5,"Exporter, Manufacturer, Retailer","Changchun, Jilin, Chinese Mainland",2002.0,"Africa, Worldwide",101 - 200,,Ms Aileen Liu,"No.2336, Tianwei Road, Beihu Science and Technolog Development Zone, Changchun City, Jilin Province.",Chinese Mainland,Health Care & Medical Supplies,Sales Manager,VANSFUL View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-DSB-Medical-Co-Ltd-/1S00O0P6T,Manufacturer,"Changzhou, Jiangsu, Chinese Mainland",2010.0,"Middle East, North America, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999",Mr Shawn Ju,N0. 10 building 155 longjin rd CHANGZHOU CHINA,Chinese Mainland,Health Care & Medical Supplies,SALES DIRECTOR,DSB #OEM #ODM #CDMO #incontinence Certificate Name Issued By Certificate Type Valid Date ISO13485 intertek - (N/A) - 14 Jul 2023 View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chongqing-Qimeisi-Medical-Equipment-Co-Ltd/1S00PC891,"Manufacturer, Wholesaler","Chongqing Shi, Chongqing, Chinese Mainland",2008.0,Chinese Mainland,16 - 25,"US$ 500,000 - 999,999 View details Factory & Facility Research & Development Quality Control",Mr Dongping Zhang,"Dongben Industrial Park, No. 18 Yuma Road, Chayuan New District, Nan'an District, Chongqing, Chinese Mainland",Chinese Mainland,Health Care & Medical Supplies,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangZhou-Supbio-Bio-technology-and-science-Co-Ltd/1S00P7PF2,Importer,"Guangzhou, Guangdong, Chinese Mainland",2010.0,"Chinese Mainland, Hong Kong",101 - 200,,Mr Kalok Chan,"Unit 218-221, 2/F, Block D No. 80 Lanyue Road, Science City, Guangzhou High-Tech Ind ·Guangzhou, Guangdong, China",Chinese Mainland,Health Care & Medical Supplies,"Guangzhou, Guangdong, China",Supbio Supbio qPCR Microscale-Precision Technolog View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Apexflux-Biotech-Co-Ltd-/1S00PBUC6,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2025.0,"Chinese Mainland, Hong Kong, Japan, Korea, Southeast Asia, Taiwan",51 - 100,"US$ 5,000,000 - 9,999,999",Mr Bosong Li,"101, Building D, No. 70 Changjiang Pu Road, He'ao Community Yuanshan Street, Longgang District Shenzhen City China",Chinese Mainland,"Health Care & Medical Supplies, Homeware & Lifestyle Essentials",Administrative Manager,"ApexFlux，Vanguard Health，FluxGen，Aevum Certificate Name Issued By Certificate Type Valid Date A biological compensatory physical therapy system China National Intellectual Property Administration Others 30 Jan 2024 - 30 Jan 2034 A cultivation tray with controllable quantity China National Intellectual Property Administration Others 23 May 2023 - 23 May 2033 Bio-information rehabilitation machine China National Intellectual Property Administration Others 23 Dec 2022 - 23 Dec 2032 A bio-information rehabilitation chair China National Intellectual Property Administration Others 23 Dec 2022 - 23 Dec 2032 View details Factory & Facility Research & Development Shenzhen Apexflux Biotech Co., Ltd. Patents and Honors"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Yuxing-Industry-Co-Ltd/1X00DJ1E,"Exporter, Manufacturer, Others","Shenzhen, Guangdong, Chinese Mainland",1991.0,"Australasia, Japan, North America, Southeast Asia, Western Europe",201 - 500,"US$ 1,000,000 - 4,999,999",Mr Arlen Wang Dick Wan,"Room C, 8/F CaiHong Building Caitian South Road, Futain District Shenzhen, China",Chinese Mainland,"Furniture & Parts, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Manager,"Yuxing, Easy ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - View details Factory & Facility Chocolate Series Golden Wawa Series Anti-rusted Series commercial"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sinicline-Technology-Co-Ltd/1S00P0A4E,,Chinese Mainland,,,,,Betty Zhang,"No. 8 Building, Xinchengda Industrial Park, Wuhuan Road, Dongxihu, Wuhan, Hubei, Mainland China",Chinese Mainland,"Gifts / Souvenirs, Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Personal Care, Plastic Packaging",Sales manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sonoma-Pharmaceuticals-Inc/1S00P9YJH,Manufacturer,"Colorado, USA",2005.0,Worldwide,201 - 500,"US$ 10,000,000 - 49,999,999",Ms Julia Amrock,"5445 Conestoga Court, Suite 150, United States",USA,,VP & Associate General Counsel,Microcyn® Hypochlorous acid Manufacturer Global Distribution wound care dermatology eye care consumer health
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Huaan-Technology-Co-Ltd/1S00O2BDM,Manufacturer,"Taizhou, Jiangsu, Chinese Mainland",,"Eastern Europe, Hong Kong, Japan, Southeast Asia",26 - 50,,Mr Ethan Chen,"Room 409,Sun commercial plaza,Hailing District, Taizhou city, Jiangsu",Chinese Mainland,"Consumer Electronics, Health Care & Medical Supplies",Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Unimax-Medical-Products-Co-Ltd/1X093Z4Z,"Exporter, Manufacturer","Xiantao, Hubei, Chinese Mainland",2002.0,"Africa, Australasia, Central & South America, Hong Kong, Japan, Korea, Southeast Asia, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999",Miss Nicole Chen,"Special No.1 Liansai Road,Changshangkou Town, Xiantao City,Hubei Province, P. RChina 433024",Chinese Mainland,Health Care & Medical Supplies,,"OEM Surgical gown, AAMI LV3 Surgical face mask AAMI LV1 2 3 Isolation gown Certificate Name Issued By Certificate Type Valid Date ISO13485 TUV ISO 13485 25 Dec 2025 - (N/A) ISO13485 TUV ISO (others) 12 Jun 2024 - (N/A) ISO9001 Beijing Zhong An Zhi Huan Certification Center Co., Ltd. ISO 9001 16 Jun 2023 - (N/A) View details Factory & Facility Research & Development Quality Control Non-woven Products Test report"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Wellness-Technology-Co-Ltd/1X00FXSH,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2004.0,"Australasia, Central & South America, Eastern Europe, Japan, Korea, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999",Mr Paris chen Robert Lee,"No.3 Houbin,Road. Xiang'an District, Xiamen, Fujian, 361009,China China.",Chinese Mainland,"Consumer Electronics, Personal Care",General Manager/ Sales,Wellness ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001:2015 - - - W8800 (Shiatsu massage cushion) CE CERT. - - - W705H (Massage mattress) CE CERT. - - - View details Factory & Facility Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yabo-Pharmaceutical-and-Chemical-Equipment-Jiangsu-Co-Ltd/1S00PBJ38,Manufacturer,"Zhenjiang, Jiangsu, Chinese Mainland",2020.0,"Chinese Mainland, Hong Kong, Southeast Asia LOW VOLTAGE DIRECNVE, ELECTROMAGNEIIC COMPATBILITY DIRECTIVEATESTAION OF CONFORMITY. Utility Model Patent Certificate Utility Model Patent Certificate Utility Model Patent Certificate Utility Model Patent Certificate Utility Model Patent Certificate Design Patent Certificate",,,Ms Tian Xu,"No. 15, Liandong U Valley, 133 Wufengshan Road, Zhenjiang New District, Jiangsu, Chinese Mainland",Chinese Mainland,Health Care & Medical Supplies,Operations Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Ninuo-Biological-Technology-Co-Ltd/1S00P9HZM,,Chinese Mainland,,,,,Wing Weng,"No. 603-2, 1100 Jinzhou Road, Tangjiawan Town, High-tech Zone, Zhuhai City, Guangdong Province, China",Chinese Mainland,Health Care & Medical Supplies,Sales Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Easy-Health-HK-Limited/1S00O4X4R,,Hong Kong,,,,,Terry Chiu,"Unit J-K, 2/F, Kwai Shun Industrial Centre, 51-63 Container Port Road, Kwai Chung, New Territories,",Hong Kong,,Executive Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Efficiency-Medical-Products-Co-Ltd/1X04VE5P,Export Agent,Hong Kong,1980.0,"Chinese Mainland, Taiwan",16 - 25,"US$ 1,000,000 - 4,999,999",Mr Enid Cheung,"9/F, Tai Fung Industrial Builiding, 6 Hung To Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Healthmark-Medical-Supply-Co-Ltd/1X07UR5M,Distributor,Hong Kong,2006.0,Worldwide,,,Ms Fanny Wong,"Unit C9, 4/F Wing Hing Ind Bldg 14 Hing Yip St Kwun Tong, Kowloon, Hong Kong",Hong Kong,Health Care & Medical Supplies,-,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nova-Pharma-Company/1S00PAOZF,,Hong Kong,,,,,Leo Kwok,"Flat/Room E, 10/F, Shui Wing Industrial Building, 12-22 Tai Yuen Street, Kwai Chung, New Territories, Hong Kong",Hong Kong,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SUP-FOOK-PHARMA-LIMITED/1S00P98X1,,Hong Kong,,,,,Miss Kelly Wong,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Consulate-General-of-Canada-in-Hong-Kong-and-Macao/1S00OM1M5,,Hong Kong View details Factory & Facility,,,,,Ms Jaclyn Chan,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Insoftb-China-Co-Ltd/1X09BNU9,,Chinese Mainland,,,,,- Su,"NO.88 JIAYUAN ROAD,ECONOMY DEVELOPMENT ZONE, JINJIANG CITY, QUANZHOU,FUJIAN, CHINA",Chinese Mainland,"Baby Care & Nursery, Gifts, Toys & Sports Supplies, Personal Care",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TFC-Technology-Co-Ltd/1S00P9QYG,,Chinese Mainland,,,,,Yi Liang,"No. 465, Xin Nanyang Road, Wangjiangjing Town, Xiuzhou district, Jiaxing",Chinese Mainland,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/YOUNG-IN-biotech-Co-Ltd/1S00OLLUX,,"Korea, Republic Of View details Factory & Facility",,,,,Ms mihua cho,,"Korea, Republic Of",,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AKSO-HK-Technology-Limited/1S00PAU3X,"Exporter, Manufacturer, Wholesaler",Hong Kong,2009.0,"North America, Worldwide",201 - 500,"US$ 1,000,000 - 4,999,999",Miss Yating Zhong,"Room B, 11/F, Kingsway Industrial Building, 167-175 Wo Yi Hop Road, Kwai Chung, New Territories, Hong Kong",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ABLE-PRIDE-LIMITED/1S00OJ93I,,Hong Kong,,,,,Miss Mandy Leung,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Advance-Medical-Designs-Hong-Kong-Limited/1S00O0CV3,,Hong Kong,,,,,Tess Li,"Unit J, 15/F, Maxgrand Plaza, No.3 Tai Yau Street, San Po Kong, Kowloon",Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Alpha-MedTech-Limited/1X0B7GUU,,Hong Kong,,,,,Connie Tsang,"Room 14, 5/F, Block A, Hi-Tech Industrial Centre, 5-21 Pak Tin Par Street, Tsuen Wan, HK",Hong Kong,,Sales Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Assurelink-Limited/1S00OBA4E,Chain Store,Hong Kong,,,,,Mr Ken Ling,"Unit 1706, 17/F., Vanta Ind Bldg., 21-33 Tai Lin Pai Road, Hong Kong",Hong Kong,"Health Care & Medical Supplies, Internet of Things",,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bonnie-Care-Co-Ltd/1X0910T7,"Distributor, Export Agent, Exporter, Import Agent, Importer, Wholesaler",Hong Kong,2011.0,"Chinese Mainland, Hong Kong, Other Asian Countries, Southeast Asia, Taiwan",1 - 5,,Ms Ivy Tung-Wun Au Yeung,"Room 505, 5/F., Block C, Man Foong Industrial Building, 7 Cheung Lee Street, Chaiwan, Hong Kong",Hong Kong,"Consumer Electronics, Health Care & Medical Supplies, Health, Beauty and Baby Care, Personal Care",Development Supervisor,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Click-Services-Limited/1S00P7PAH,,Hong Kong View details Factory & Facility,,,,,Miss Hau Yi IP,,Hong Kong,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cognitact-Limited/1S00O00TL,,Hong Kong,,,,,Joseph CHAN,"HKUST Entrepreneurship Start-up Zone, Room 3612, 3/F Annex Building, The Hong Kong University of Science & Technology, Clear Water Bay, Kowloon",Hong Kong,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dr-Ho-s-HK-Limited/1S00OKUKI,,Hong Kong,,,,,Miss Sherine Tsang,,Hong Kong,,,
