company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
Marvel Wine and Food Limited,Hong Kong    |    Factory in Hong Kong,,,"Importer, Exporter, Import Agent, Buying Cooperative, Export Agent, Chain Store","Table Wine, Sparkling Wine, Beer, Champagne","M a r v e l R e d W i n e 是 ? 間 專 業 紅 酒 批 發 直 銷 入 ? 公 司 。 ? 直 以 來 ， 我 們 都 是 直 銷 往 美 加 及 歐 洲 市 塲 。 直 ? 近 年 ， 發 覺 亞 洲 ? 開 始 喜 愛 品 嚐 紅 酒 ， 所 以 嘗 試 帶 給 ? 家 不 同 種 類 的 法 國 紅 酒 ， 由 V i n d e P a y s d ' o c , A O C , C r u B o u r g e o i s ? G r a n",Love Craft,marvel_redwine.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063VZ8?fairCode=hkfoodexpo&locale=en,"Marvel Red Wine is a professional wine wholesaler and direct distributor. We have always sold wines directly to the US, Canada, and European markets. In recent years, I've noticed a growing interest in red wine among Asian consumers, so I started offering a wide variety of French red wines, including Vin de Pays d'Oc, AOC (Appellation d'Origine Contr?lée), Crumble, Grand Cru, and more, hoping to meet the needs of diverse consumers. While wines from other countries are also available on the market, we are a direct distributor of French wines in the Asia-Pacific region, allowing us to source any French wine for any consumer who needs it.",
Mei Fung Company,Hong Kong    |    Factory in Hong Kong,,,"Importer, Manufacturer, Exporter, Export Agent, Retailer, Wholesaler, Import Agent","Chinese Cake, Snack","TRADITIONAL CAKES,EGG ROLLS,PORK JERKY,PORK FLOSS,DRIED FRUITS,DRIED SHREDDED SQUID,INSTANT JELLYFISH AND CRISPY VEGAN CHICKEN.","MEI FUNG ,KWONG LEUNG HING",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KNJ?fairCode=hkfoodexpo&locale=en,"MEI FUNG COMPANY ESTABLISHED IN HONG KONG SINCE 2000.WE ARE MANUFACTURER, SOLE AGENT, IMPORTER, EXPORTER,DISTRIBUTOR AND WHOLESALER. OUR COMPANY HAS BEEN JOINTED EXHIBITIONS IN MAINLAND CHINA,MACAU,SINGAPORE AND MALAYSIA.",
Moonwell Trading Limited,Hong Kong,,,"Retailer, Wholesaler","Snack, Biscuit, Candy","Chinese Herbal Soup, Hong Kong Style Egg Roll, Handmade Nougat Crisp, Snacks","蛋卷工房 Egg n Roll,moonwell,南山農舍 Lantao",www.moonwell.asia,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JBK?fairCode=hkfoodexpo&locale=en,,
New Trendy Corporation Limited,Hong Kong,,,Retailer,"Canned Food, Dried Seafood","Dried Fish Maw, Sea Cucumber, Conch, Cordyceps, Abalone, Canned Abalone,",進寶,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MR5?fairCode=hkfoodexpo&locale=en,Our company is set up 4 year. The Mainly Business is retail for Marine Dry Sea Food. We have more experience to set up booth in all Shopping Mall under LINK and Commercial Plaza.,
Oriental Partners Ltd.,Hong Kong    |    Factory in Hong Kong,,,"Wholesaler, Import Agent, Buying Office","Organic Food & Beverage, Instant Food, Champagne, Frozen Meat, Table Wine, Frozen Seafood, Fruit Juice, Sparkling Wine","Abalone, Scallop, US Conch Meat, Lobster, Shrimp, Octopus Leg, Whelk, Mussel. Red Wine, White Wine, Sparkling wine (from Italy, France, Spain, Portugal) Beef, Pork, Poultry, Lamb, Dim Sum","Eyrewoolf,Pacific Gold,Frip",www.orientalpartners.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OBF?fairCode=hkfoodexpo&locale=en,"Oriental Partners Limited, is one of key importers and distributors for temperature-controlled foods and beverage in Hong Kong for over 20-year. We import and distribute frozen and chilled, such as beef, pork, lamb, poultry, seafood, and wine. We have our own processing workshop to serve different customers in HK & Macau, including HORECA, QSR, Retailers, wholesaler and online Shop, etc.",
Power Mark Development Limited,Hong Kong,,,"Wholesaler, Retailer","Frozen Meat, Frozen Seafood, Canned Food",Our vision: To become a leading brand of canned meat and seafood in Hong Kong through continuous improvement and innovation.,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063N8P?fairCode=hkfoodexpo&locale=en,,
Premier Food Limited,Hong Kong,,,Chain Store,"Dried & Preserved Food, Functional Food, Biscuit, Instant Food, Snack, Canned Food, Dried Seafood","Premier Food, Hong Kong's bestselling fish maw brand, abides by our mission to source premium, natural, and healthy products. A recipient of various prestigious awards, we provide fish maw, Cordyceps Sinensis,instant soup packets, and gift sets",,https://www.premierfood.com.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PBE?fairCode=hkfoodexpo&locale=en,"Premier Food, Hong Kong's bestselling fish maw brand, abides by our mission to source premium, natural, and healthy products. A recipient of various prestigious awards, we provide fish maw, Cordyceps Sinensis,instant soup packets, and gift sets",
Sun Luen Food Products Company Limited,Hong Kong,,,Distributor,Frozen Meat,"Frozen meatballs, Frozen poached chicken, Broth",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MYK?fairCode=hkfoodexpo&locale=en,,
Tai San Enterprise & Trading Co,Hong Kong,,,"Retailer, Wholesaler, Distributor",Health Supplement,KAWAI日本肝油丸系列、日本CA梨之鈣、EC美肌維他命、日本人字牌救心、KARORI天然糖、救心製藥金銀花潤喉糖。,"日本人字牌救心,救心製藥金銀花潤喉糖,KAWAI日本肝油丸,KARORI甜菊糖",www.taisan.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HYP?fairCode=hkfoodexpo&locale=en,,
Taiwan Chun Bun Rivon (HK) Limited,Hong Kong    |    Factory in Hong Kong,,,"Department Store, Buying Cooperative",Elderly Food,我司好產品推荐给跟多人知道,皇臻品禮坊,xiongwuiong,Exhibited in HKTDC Event(s) in recent years HKTDC Beauty & Wellness Expo 2026 HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Beauty & Wellness Expo 2025 HKTDC World of Snacks 2025 HKTDC Beauty & Wellness Expo 2024 HKTDC World of Snacks 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2024 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063I0I?fairCode=hkfoodexpo&locale=en,,
The Food Source Ltd,Hong Kong,,,Distributor,Ice Cream,宗旨為市場搜羅全球各地優質及獨特的食物和原料，以最合理價錢推廣高品質多元化食品，互相受惠。 重點目標是要拓展中國市場和尋找合作伙伴，把國外優質食品帶進中國龐大市場，共拓商機。,"翠山,吉永家,Royal Banquet",foodsource.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JEB?fairCode=hkfoodexpo&locale=en,"Our company, The Food Source Ltd., imports directly from oversea countries of various seafood and processed food products. We also carry many reputable brands of products exclusively for HK and China markets. Our main objective is to source for high quality and unique food products & ingredients from all over the world and introduce to our market at a reasonable price so that all parties are benefited. Our goal this year is to look for good business partner to develop China market successfully, and to introduce high quality & unique food products from oversea into China to solicit great business opportunity together.",
Treasure Lake Catering Holdings Limited,Hong Kong    |    Factory in Hong Kong,,,"Service Company, Manufacturer, Distributor",Instant Food,"Instant Soup, Instant Congee","Treasure Lake Greenfood Kitchen,寶湖廚莊",tl-kitchen.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OG0?fairCode=hkfoodexpo&locale=en,,
Un Chi Enterprise Development Company,Hong Kong    |    Factory in Chinese Mainland,,,"Retailer, Importer, Manufacturer, Import Agent, Exporter, Distributor, Export Agent","Seasoning, Sauce","Main product are Deep Fried Crispy Fish Skin, Deep Fried Minces Garlic, Chili Sauce, Chili Spicy Oil. Our target consumers are largely Chained Stories, Restaurant Groups and domestic consumers via Food Exhibition and Promotional Event;急凍產品, 咸魚, 蒜蓉","四川麻辣醬,(潤志)脆味蝦片,鹹蛋黃味魚皮,流沙鹹蛋黃醬,燈籠辣椒醬,(潤志)香脆魚皮,極品香辣醬,極品干貝醬",un-chihk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063UC6?fairCode=hkfoodexpo&locale=en,"Hong Kong Un Chi Enterprise Development Company is a well established food manufacturing company. Founded in Year of 2000 August. Un Chi specialised in manufacturing Deep Fried Minced Garlic, Chili Sauce, Chili Spicy Oil as well as Deep Fried Crispy Fish Skin. We have new product of Shrimp Crackers.",
Wai Yuen Tong Medicine Company Limited,Hong Kong,,,Retailer,Health Supplement,"Wai Yuen Tong products are based on ancient prescriptions. We have, incorporated modern manufacturing technology and management strategies. We impose the strictest quality controls on our products, benchmarking their function,safety and convenience.","位元堂 Wai Yuen Tong,珮氏 Pearl's,珮夫人 Madame Pearl's",www.wyteshop.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 Hong Kong Shopping Festival HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HXS?fairCode=hkfoodexpo&locale=en,,
Wang Kong Hong,Hong Kong,,,Wholesaler,,Global Cuisine,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HT4?fairCode=hkfoodexpo&locale=en,Global Cuisine,
Wing Ko Trading Company,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Manufacturer, Exporter","Dried Seafood, Frozen Meat, Frozen Seafood, Frozen Fruit, Dried & Preserved Food, Canned Food","Taught by the 103-year-old grandmother Liang Susheng, it is truly authentic old Hong Kong quality. It has its own factory in Hong Kong and is 100% made in Hong Kong.","happiness喜悅,喜悦味道,辣皇,WICKED PEP,Joyful Life 喜悅",,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 Instyle - Hong Kong Expo, Jakarta, Indonesia 2015 Style Hong Kong Show in Changsha 2013 Style Hong Kong Pavilion at Northeast Asia Expo, Changchun 2013 Show More",,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OS0?fairCode=hkfoodexpo&locale=en,,
Yarra River Company,Hong Kong,,,Distributor,"Snack, Snack, Health Supplement, Organic Food & Beverage, Tea",有機洋車前子，有機奇亞籽，合桃，有機花茶，有機包裝凍肉,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063F49?fairCode=hkfoodexpo&locale=en,,
Yau Tai Marine Company Limited,Hong Kong,,,Wholesaler,Health Supplement,"COCO GLACE, GOLD OYSTER, SAUSAGE AND SCALLOP",LUCKY KING BRAND,https://www.facebook.com/YauTaiMarine,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063FDI?fairCode=hkfoodexpo&locale=en,"Established since 1972 , those in the wholesale and retail trade and mostly sell to hotels , restaurants and retail customers.",
Yick Cheung Ho Fish Seller,Hong Kong,,,"Wholesaler, Manufacturer, Retailer","Sauce, Seasoning, Sauce, Seasoning","Sauce, shrimp paste, sprimp sauce, xo sauce, dried shrimp and dried seafood",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063UJL?fairCode=hkfoodexpo&locale=en,,
Ying Kee Tea Company Limited,Hong Kong,,,Retailer,Tea,Chinese Tea and related products,英記茶莊 YING KEE TEA HOUSE,www.yingkeetea.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063U06?fairCode=hkfoodexpo&locale=en,,
Aberdeen Yau Kee Noodles Factory Ltd.,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Manufacturer, Wholesaler",,Dried Noodles and Fresh Noodles Manufacturer over 70 years in Hong Kong,Yau Kee Noodles,www.yaukee.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063R4X?fairCode=hkfoodexpo&locale=en,Master in making noodles for over 70 years in Hong Kong.,
"Alexandrates Investment Co., Ltd",Hong Kong,,,"Retailer, Wholesaler",Functional Food,"We supply many kind of mushrooms, including yuanmuyerong mixed kind of dried mushrooms, dried black hand tiger mushroom,morel mushroom, boledol mushroom, fungi, champignon mushroom,straw mushroom;, ect;","Mr. Mushroom,Yuanmuyerong",logwildmushroom.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Simply Shopping Fest 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2016 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063IU0?fairCode=hkfoodexpo&locale=en,"Our Company established over 40 years. We can supply many kind of mushrooms, including black tiger hand mushroom, morel mushroom, boledol mushroom,fungi, straw mushroom; champignon mushroom,ect;",
Amore Hand Baked,Hong Kong,,,Retailer,"Bread, Snack, Cake",阿嫲 花生酥 - 每日新鮮製作 - 傳承嫲嫲的手工 - 全無添加劑、防腐劑 - 琥珀合桃 - 夏威夷果仁 - 蝴蝶酥,"夏威夷果仁,琥珀合桃,阿嫲花生酥",www.amorebakery.co,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063K44?fairCode=hkfoodexpo&locale=en,Traditional Hand Made Bakery,
Antz Projects,Hong Kong,,,Buying Cooperative,"Ice Cream, Ice Cream, Ice Cream, Ice Cream",Greek Gelato,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065VKH?fairCode=hkfoodexpo&locale=en,,
BIG,Hong Kong    |    Factory in Hong Kong,,,Retailer,Coffee,"Dolce Coffee’s in-house roasters specialize in a Japanese-style roasting approach that highlights the layered flavours of the coffee. They emphasize balance, richness, smoothness, and elegance, resulting in a full-bodied and mellow cup.",DolceStore 豆子士多,www.dolce-store.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063P32?fairCode=hkfoodexpo&locale=en,"Our in-house roasters at DolceStore embrace a Japanese roasting style that highlights the layered flavours of coffee. We emphasize balance, richness, gentleness, elegance, and a full-bodied profile. From time to time, we offer high-quality, limited-edition coffee batches. You can shop online or visit our Lai Chi Kok store to purchase ready stock. We will recommend coffee beans and drip bag flavours tailored to your preferences. Our one-on-one hand drip coffee workshops allow you to seriously learn how to brew coffee leisurely anytime.",
Bien Jamon Spanish Food Company,Hong Kong,,,Distributor,"Snack, Cheese, Snack, Spaghetti, Dried & Preserved Food, Instant Food","Ham, cheese, snacks, nuts,dried fruits, chocolate, wine","sweet moments,Bien Jamon",bienjamon.boutir.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Hong Kong International Wine and Spirits Fair 2024 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Hong Kong International Wine and Spirits Fair 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063QR1?fairCode=hkfoodexpo&locale=en,import quality food and drinks from worldwide,
Botronics International Limited,Hong Kong,,,"Chain Store, Wholesaler, Department Store",Coffee,"The company has complete market operation ability and excellent goodwill, strictly maintains market order, puts an end to arbitrary price channeling, etc., to ensure the interests of partners..","hicomi ,Pola Pola,gingen",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2015 Sports Source Asia 2013 HKTDC Hong Kong Gifts & Premium Fair 2013 HKTDC Hong Kong Houseware Fair 2013 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063VHQ?fairCode=hkfoodexpo&locale=en,"Through the brand operation and marketing of high-quality food products, the company brings high-quality and healthy products from all over the world to the majority of food lovers, guides the ""fashionable, healthy and happy"" way of eating, and creates a high quality experience to enjoy zero distance At present, the main brands include Malaysia HICOMI white coffee, Thai GINGEN ginger tea, Dole, Singapore Auntie Sara's salted egg fish skin and other products.In the selection of products, the company invests in cooperation or signs a long-term strategy with local processing plants to ensure that product quality can be continuously optimized and continuously developed. In terms of brand operation, the company formulates a clear and long-term positioning and marketing plan for each product, and gradually increases the publicity of each brand in the media, market activities and industry exhibitions; In terms of channel development, the company adopts diversified cooperation, such as online platform sales, offline regional distribution, enterprise customization and other modes",
Brilliant Universal Limited,Hong Kong,,,Distributor,Snack,"We are working as a bridge between our vendors and our customers, we tried to explore the unseen value of the products and try to reveal it in the market. We will also helping our customer to create value by organizing promotion campaign.","Doi Kham,Blue Elephant,Greenday",bul.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063KKS?fairCode=hkfoodexpo&locale=en,"Brilliant Universal Limited founded on 2008, we engaged in distribution business in 2013.",
C Lab Roastery Ltd,Hong Kong,,,"Distributor, Retailer",Coffee,"C Lab Roastery, founded by a skilled barista with 15 years of experience, embodies the principle ""You Deserve the Best."" We source premium coffee beans globally and use top equipment like PROBAT and IMF roasters, offering retail and wholesale options",C LAB ROASTERY,clabroastery.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OD9?fairCode=hkfoodexpo&locale=en,"C Lab Roastery was founded by a coffee expert and roaster with 15 years of experience. We operate under the guiding principle of ""You Deserve the Best,"" sourcing premium coffee beans from around the world to ensure the highest quality in our green coffee. Our equipment selection reflects our commitment to excellence; we use the renowned PROBAT roasters known for their advanced technology and long-standing history, alongside the eco-friendly IMF roasters. We sell and wholesale our own roasted coffee beans. Recently, we introduced the KAFFELOGIC, a small-scale hot air roasting machine that aligns with modern trends. Whether for home use or professional sampling, this equipment meets the demands of coffee enthusiasts and experts alike.",
Charming International (HK) Group Limited,Hong Kong,,,"Export Agent, Importer, Distributor, Import Agent, Retailer, Wholesaler, Exporter","Frozen Meat, Dried Seafood, Frozen Seafood, Dried & Preserved Food","海的經歷了29年水產行業發展,目前實現育苗育種-漁場基地-水產加工、全球銷售的查修能產業鏈運作。 主要產品有海鱸魚、金錩魚、黃花魚;配料調味包和小龍蝦,實施HACCP質量管理體系,並通過歐盟的BRC、ACC、美國FDA認證。 漁場基地面積達3000畝,擁有全球最佳水產養殖規範BAP認證,年產量2萬噸活魚、冰鮮製品和熟食等,出口至世界各地。","hidee海的,祿的,鮮的",www.charmingseabass.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PP8?fairCode=hkfoodexpo&locale=en,"Hidee has 29 years of experience in the aquatic industry and our business is progressing well. Currently, we have an one-stop industrial supply chain operation from fish breeding grounds to aquatic product processing, including global sales. The main products include sea bass, golden pomfret, yellow croaker, food seasonings, crayfish, and other seafood products. We implement a HACCP quality management system, follow internationally-recognised best practices, to ensure our product quality and food safety are of the highest standards. All our products have attained the EU BRC, ACC, US FDA, and other certifications. Our fish farm covers an area of more than 3,000 acres. holds a BAP certification (International Standards) of the World's Best Aquaculture Practices, and an annual production of more than 20,000 tonnes of live fish, frozen seafood, processed food products, cooked food, etc exported to different countries and regions in the world. We have a strong base of corporate clientele, with direct supply to Walmart, Sam's Club, American home storage, Carrefour, and other major supermarket chains.",
Cheung Chau Seafood & Marine Food Products,Hong Kong    |    Factory in Hong Kong,,,"Manufacturer, Retailer",Dried Seafood,花膠海參魚翅,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063R16?fairCode=hkfoodexpo&locale=en,Sell the sea food,
Cheung Wing Kee Noodles Factory Company Limited,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Manufacturer",Noodle,Cheung Wing Kee Noodles,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 Chic HK, Shenzhen HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 Show More",,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063QVP?fairCode=hkfoodexpo&locale=en,,
Chill International Limited,Hong Kong    |    Factory in Hong Kong,,,"Manufacturer, Retailer",Instant Food,由潘師傅親自監督製作嘅私房美食，全部新鮮製作，無任何添加劑 《睿私房菜》 正宗廣東菜餐廳，由潘鍚祥先生為總廚掌勺，坐落於銅鑼灣中心地段，飽覽跑馬地馬場全景，一邊品嚐廚師烹調別致的粵菜，一邊飽覽香港醉人景色。,睿,chillhk.net,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PSZ?fairCode=hkfoodexpo&locale=en,,
China Merchant Consultants Limited,Hong Kong    |    Factory in South Africa,,,Distributor,Organic Food & Beverage,Laager-The 2nd Biggest Rooibos Tea in South Africa Tetley-South Africa made English Tea Society Coffee-South Africa made Arabica coffee bean Cappuccion AquaSum 維他命,"Society Coffee,Ingram,Tetley,Laager,AquaSum,SAN YIE",www.laagerhk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Beauty & Wellness Expo 2024 HKTDC Beauty & Wellness Expo 2023 HKTDC Beauty & Wellness Expo 2022 HKTDC Simply Shopping Fest 2022 HKTDC Hong Kong International Tea Fair 2021,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063VYB?fairCode=hkfoodexpo&locale=en,"China Merchant Consultants Limited established in 2009. It has a good and direction relation with its brother conpany in Capetown. Since 2017, it imports Laager rooibos tea from South Africa to Hong Kong and in 2022, it becomes the sole agent of Laager rooibos tea in Hong Kong.",
"Chong On Tong Health Co., Limited",Hong Kong,,,"Wholesaler, Retailer","Rice, Noodle, Fruit Juice, Functional Food","人參具大補元氣, 增強免疫力功効. 不過人參價格高昂,烹調複雜麻煩,所以創安堂銳意研發人參米,把人參加入大米,通過高新科技製成,讓消費者每日吃飯時適量攝取人參成份,發揮人參保健功效,增進健康.","創安堂人參米,創安堂,CHONG ON TONG",chongontong.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2018,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063ILR?fairCode=hkfoodexpo&locale=en,,
