url,Nature of Business,Location,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country/Region,Year of Establishment
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-L-Star-Lighting-Co-Ltd/1X07JTC9,"Exporter, Manufacturer, Wholesaler","Ningbo, Zhejiang, Chinese Mainland",Lights,"Central & South America, Eastern Europe, Western Europe, Worldwide",,"US$ 250,000 - 499,999 Certificate Name Issued By Certificate Type Valid Date CE certificate - - - View details Factory & Facility Research & Development Quality Control",,Miss Bright xu,Salesman,"No.3-1,Northern Suburb Village, Yangming Science Park, Yuyao City, Zhejiang,China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ROSTON-PHOTOELECTRIC-TECHNOLOGY-CO-LTD/1X0ABMOI,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland",,"North America, Scandinavia, Western Europe",,,Herekr ODM OEM,Ms Theresa Tang,Sales Representative,"2/F, 7 Office Building, 1 Caihong Road, Jianghai District, Jiangmen City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-GK-Lighting-Company-Limited/1X0AXIB7,Exporter,"Shenzhen, Guangdong, Chinese Mainland","Home Appliances, Homeware & Lifestyle Essentials, Lights","Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",GKL ODM OEM 24Hours online TUV UL CB Certificate Name Issued By Certificate Type Valid Date UL UL Others 30 Dec 2016 - 31 Dec 2029 View details Factory & Facility Research & Development Quality Control TUV TUV2 ISO 14001 ISO 45001 ISO 9001 PSE ROHS UL AC strip Neon strip LED AC/DC module,Mr Wudeng Yuan,Manager,"5F,Block F, guanchen low carbon industial park Hedi road, shenzhen, china",Chinese Mainland,2010.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Snoowel-Technology-Co-Ltd/1X09ZPEJ,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Lights",,,,SNOOWEL,Ms Jenny Qiu,,"Building A, Jinchi Industrial Park, Jiuwei, Xixian, Shenzhen City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-City-Bosunlighting-Electric-Appliances-Co-Ltd-/1X06URR0,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland","Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999",BOSUN MPPT Solar Charge Controller Customized Lighting Design LiFePO4 Battery System Solar Street Light System Factory-Based Manufacturing Smart City Control System Certificate Name Issued By Certificate Type Valid Date Ceiling Light EMC - - - LED Tube Light LVD - - - TUV certificate - - - CB certificate - - - LED Downlight - EMC - - - Show More View details Factory & Facility Research & Development Quality Control,Mr Dave hu,CEO,"#6 East 2road Luosha Industrial Street, Haizhou Guzhen Town, Zhongshan City Guangdong",Chinese Mainland,2005.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Asia-Unique-LED-Lighting-Co-Ltd/1X074V1E,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Lights","North America, Worldwide",,,,Mr Jian Hui Li,General Manager,"4Floor, Menlou Common Building, Xinweizai, Bantian,Longgang District, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DDK-TECH-ELECFACILITY-YANGZHOU-CO-LTD/1S00OD3DU,,Chinese Mainland,"Engineering & Construction Machinery, Environmental Protection, Furniture & Parts, General Industrial Machinery, Lights View details Factory & Facility",,,,,Mr XIAOLIAGN DU,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DongGuang-DFM-Electronics-Limited-Company/1S00OATD4,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",,Worldwide,16 - 25,"US$ 500,000 - 999,999",DFM; DFMIoT ODM Wireless kinetic switch OEM Certificate Name Issued By Certificate Type Valid Date CERTIFICATE OF CONFORMITY CTB Others 24 Mar 2020 - (N/A) VERIFICATION OF CONFORMITY Shenzhen CTL Testing Technology Co.. Ltd. Others 15 Jun 2023 - (N/A) Waterproof self-generating switch National intellectual property rights (NIPR) sentence Others 17 Oct 2022 - 17 Oct 2032 View details Factory & Facility Research & Development Quality Control View All Kinetic - Aries Series S11 Kinetic-Taurus Series S12 Kinetic-Piano Series H2 Triac Dimmer - K10,Mr Adam Chen,Oversea Sales Manager,"Room 4601, Gongchang Road, Huangjiang Town, Dongguan City, Guangdong Province, China",Chinese Mainland,2012.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Venus-Optoelectronic-Co-Ltd/1X0AXGF9,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland","Health Care & Medical Supplies, Lights",,,,,Ms Rachel Lueng,sales manager,"Huang guan Rd, Jiuwei QIshi,Dongguan,Guangdong, Guangdong, Dongguan",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Wake-Up-Lighting-Co-Ltd/1S00OLUAC,,Chinese Mainland,"Homeware & Lifestyle Essentials, Lights Certificate Name Issued By Certificate Type Valid Date Business Social Compliance Initiative amfori BSCI 26 May 2023 - 17 Jun 2024 ISO 9001 SGS ISO 9001 12 Jul 2022 - 11 Jul 2025 3C CQC Others 13 Jun 2022 - 12 Jun 2027 UL UL Others 01 Jun 2022 - 31 May 2027",,,,,Ann Li,,523000 中國廣東省東莞市 厚街鎮新園村厚新北路9號,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Nanhai-Renying-Lamp-Accessories-Co-Ltd-/1X0AJEO6,"Exporter, Manufacturer","Foshan, Guangdong, Chinese Mainland","Consumer Electronics, Environmental Protection, Lights, Parts, Components & Electrical Supplies","Chinese Mainland, Hong Kong, Middle East, Southeast Asia, Western Europe",,,"CNTRAC Certificate Name Issued By Certificate Type Valid Date CE TUV SUD Product Service GmbH Others 06 Apr 2022 - (N/A) ISO9001 Guangdong Quality Testing CTC Certification CO., Ltd ISO 9001 27 Oct 2021 - 26 Oct 2024 TUV TUV SUD Product Service GmbH TÜV SÜD 06 Apr 2022 - 01 Apr 2027 RoHS Eurones(Dongguan) Consumer Products Testing Service CO., Ltd Others 29 Sep 2022 - (N/A) UL UL LLC Others 02 Dec 2013 - (N/A) Show More",Miss Yoyo Huang,,Xiebian Industrial Zone Dali Town Nanhai District,Chinese Mainland,1991.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Shuaiqi-Kaer-Technology-Lighting-Co-Ltd-/1X09ZWDZ,"Exporter, Manufacturer","Foshan, Guangdong, Chinese Mainland","Environmental Protection, Lights ODM OEM",,,,,Ms Amy Liu,Foreign Trade Manager,"#4-102, Shiyou Industrial City, 194 Jun'Yi Road, Jun'An Town, Shunde District, Foshan City, Guangdong Province, China",Chinese Mainland,2013.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Shunde-Advante-Electron-Ltd-/1X0B8S1N,,Chinese Mainland,"Building Materials & Supplies, Consumer Electronics, Internet of Things, Lights",,,,,Yu-heng Cai,,"North Second Xinxi Road, Lunjiao Industrial Avenue, Lunjiao, Shunde, Foshan, 528308, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Gongyi-New-Materials-Anhui-Co-Ltd/1S00OUEFD,,Chinese Mainland,Lights,,,,,DAN ZHU,,"Feicai Office, Xuancheng Economic and Technological Developm, Anhui, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Anan-Lighting-Co-Ltd/1X09F6OU,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland","Environmental Protection, Lights",Worldwide,51 - 100,"US$ 5,000,000 - 9,999,999",ShuangAn ODM OEM Certificate Name Issued By Certificate Type Valid Date Certificate of Compliance CE-EMC - - - Certificate of Compliance CE-LVD - - - Certificate of Compliance RoHS - - - Certificate of Compliance CE-EMC - - - Certificate of Compliance CE-LVD - - - Show More View details Factory & Facility,Ms Bella Wong,Sale Engineer,"No. 33 Shunkang Road, Xiaolan Town, Zhongshan, China",Chinese Mainland,2011.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Hello-Lighting-Technology-Co-Ltd/1X0AJPKD,,Chinese Mainland,"Environmental Protection, Lights",,,,,ANDY LIANG,SALES DIRECTOR,"#7, Yi hui one road, Mao hui industrial Park, Henglan town, Zhongshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Suncom-Power-Technology-Co-Ltd/1X08HPS5,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland","Engineering & Construction Machinery, General Industrial Machinery, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Other Asian Countries, Southeast Asia, Taiwan, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999",sinchum ODM OEM Certificate Name Issued By Certificate Type Valid Date ROHS-LED DOWN LIGHT - - - CE-LED DOWN LIGHT - - - ROHS-LED SPOT LIGHT - - - CE-LED SPOT LIGHT - - - ROHS-LED PANEL LIGHT - - - Show More View details Factory & Facility,Ms Avivi Chu,Business Director,"No.1 Yong yi 3 Road Yongxin Industrial Zone,Cross south town Zhongshan Guangdong",Chinese Mainland,2008.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Suyang-Technology-Co-Ltd/1S00OX4FN,,Chinese Mainland,Lights,,,,,Miss Shumei Lai,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ITHROM-IMP-EXP-Co-Ltd/1S00OPHVY,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",Lights,"Africa, Central & South America, Chinese Mainland, Eastern Europe, Japan, Middle East, Western Europe, Worldwide",51 - 100,,ITHROM lighting design LED lighting production indoor lighting lighting project lighting manufacture contruction guidance project for lamps and fixtures Lamp structure design View details Factory & Facility,Miss MIN XIE,,,Chinese Mainland,2015.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-HEREKR-PHOTOELECTRIC-TECHNOLOGY-CO-LTD/1X0ABMQG,"Exporter, Manufacturer, Wholesaler","Jiangmen, Guangdong, Chinese Mainland",Lights,,,,,Ms Theresa Tang,Sales Representative,"2nd Floor, Office Building 7, No.1 Caihong Road, Jianghai Dist., Jiangmen City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANGMEN-MAGICPOWER-ELECTRICAL-APPLIANCES-CO-LTD-/1S00OFT21,,Chinese Mainland,"Home Appliances, Lights Certificate Name Issued By Certificate Type Valid Date ETL Intertek Others 03 Mar 2022 - (N/A) DoE UL Others 20 Mar 2020 - (N/A) Energy Star EPA Others 10 Sep 2021 - (N/A) BSCI AMFORI BSCI 08 Sep 2020 - (N/A) ISO ACM ISO 9001 30 Jan 2019 - (N/A)",,,,,Mason Lu,,529199 中國廣東省江門市 新會區會城福惠路5號,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Synno-Lighting-Co-Ltd/1X0AFZGN,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland",,,,,,Ms Linda Zhu,Manager,"Building 2, No. 1, Minghui Road, High-tech Zone, Jianghai, Jiangmen City, Guangdong, China China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Zhenghang-Lighting-Co-Ltd/1X0769WD,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland","Environmental Protection, Lights",Western Europe ODM OEM,,,,Miss Susanna Lam,Marketing General Manager,"Building B9,Zhenxing industrial areas, Tanbian,Chaolian Town, Jiangmen, Guangdong, China",Chinese Mainland,2008.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Dalen-Electronic-Co-Ltd-/1X07KEFF,Manufacturer,"Suzhou, Jiangsu, Chinese Mainland","Environmental Protection, Lights","Eastern Europe, Hong Kong, Japan, Southeast Asia, Taiwan, Western Europe",101 - 200,"US$ 10,000,000 - 49,999,999",DALEN ODM OEM Certificate Name Issued By Certificate Type Valid Date CE & PSE - - -,Mr Jacky Yen,Sales Manager | Int'l Business Dept.,"Number 143, Songshan Road, Suzhou New District, Suzhou, Jiangsu, China",Chinese Mainland,2011.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Karma-Lighting-Company/1S00NWRGX,"Exporter, Manufacturer, Wholesaler","Zhongshan, Guangdong, Chinese Mainland",Lights,Worldwide,101 - 200,"US$ 500,000 - 999,999",Karma commercial lighting decorative lighting gu 10 lamps led lights Certificate Name Issued By Certificate Type Valid Date CE CERTIFICATION TUV - - EMC TUV - - View details Factory & Facility Research & Development Quality Control,Ms Emma Meng,Sales Manager,"528400, YongYi Road 1 Yongxing Industry Zone, Henglan Town, Zhongshan, Guangdong, China",Chinese Mainland,2008.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kinghand-Lighting-Co-Ltd/1S00P51CZ,Manufacturer,"Zhuhai, Guangdong, Chinese Mainland",Lights,North America,101 - 200 R&D Customization Die casting Brass & Copper,,,Miss Ruby Liang,,"1/f & 2/f Building #1, No 167 , Zhenping Dong Road, Pingsha Town, Zhuhai, Guangdong, China",Chinese Mainland,2004.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liter-Technology-Xiamen-Co-Ltd/1S00O4ESA,,Chinese Mainland,Lights,,,,,Ms May Wang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lumartec-Ltd-/1X0A6UNV,"Exporter, Wholesaler","Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,,Miss - Yang,-,"Rm. 203, 2/F, A District, Building #10, No.2, 3 of Maqueling Ind'l Area Building, Yuehai St., Nanshan District, Shenzhen City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanhai-Excelum-Lighting-Electronics-Factory/1X05Y0AQ,Manufacturer,"Foshan, Guangdong, Chinese Mainland","Environmental Protection, Lights",Central & South America ODM OEM,,,,Ms - Liang,Marketing Director,"No.2, Langxing Industrial Zone Lian He Road, Luocun Town Nanhai District, Foshan City Guangdong, China",Chinese Mainland,2007.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEWSEN-Electronics-Ltd-/1X07X21T,Manufacturer,"Guangzhou, Guangdong, Chinese Mainland","Environmental Protection, Lights",Worldwide ODM OEM,,,,Mr Mike Liu,General Manager,"315 Zhongcheng Road, Shang Yuan Gang, Tianhe District, Guangzhou, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hengboyi-Lamp-Co-Ltd-/1S00OZBLY,,Chinese Mainland,"Homeware & Lifestyle Essentials, Lights",,,,,TAOWEI LU,,"No.18,Rongchuang Road, Mingwei Village, Lizhou Street, Yuyao, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Warstar-Optoelectronic-Co-Ltd-/1S00OZ9FI,,Chinese Mainland,"Lights, Parts, Electrical Electronic Supplies",,,,,Lu Wang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/RTR-LED-Limited/1S00O9R09,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Homeware & Lifestyle Essentials, Lights Certificate Name Issued By Certificate Type Valid Date ETL Intertek Others 11 Dec 2023 - 12 Dec 2024 EMC RTR LED",,,,,Mr David zhu,General Manager,"6/F, Blg.5, Jinhuanyu Science & Technology Park, Changfeng Rd., Guangming, Shenzhen City, Guangdong Province, China.",Chinese Mainland,2021.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Costella-Energy-Saving-Technology-Co-Ltd-/1S00OYSJN,,Chinese Mainland,"Home Appliances, Lights",,,,,Ryan Luo,CEO,"Room411, Building 12, No.2777 East Jinxiu Road, Pudong, Shanghai, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-New-Bright-Lighting-Co-Ltd/1X05WWLR,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland","Environmental Protection, Lights View details Factory & Facility",,,,,Ms Ruby Wang,Sales Manager,"66 Majia Road, Ludong Industrial Zone, Shangyu District, Shaoxing City, Zhejiang Province, China.",Chinese Mainland,2007.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Chuangli-Fiber-Optical-Materials-Co-Ltd/1S00OW0KC,,Chinese Mainland,Lights,,,,,Mr xiaoming chen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Itian-Technology-Co-Ltd/1X0AICZ1,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Automobile & Transport, Automobile Electronics, Automobile Parts & Accessories, Consumer Electronics, Gifts, Toys & Sports Supplies, Jewellery & Watch, Lights, Telecommunication, Watches & Clocks","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",51 - 100,"US$ 10,000,000 - 49,999,999",Itian,Ms Mini Wu,Sales Director,"6th Floor, New Building D, Anfeng Industrial Zone, Lianrun Road,Taoyuan Community, Dalang Street, Longhua District,Shenzhen China",Chinese Mainland,2013.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Kwor-Lighting-Technology-Co-Ltd-/1S00OYBGD,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Homeware & Lifestyle Essentials, Lights","Australasia, Eastern Europe, Japan, Korea, Middle East, North America, Southeast Asia, Western Europe",16 - 25,"US$ 500,000 - 999,999",KWOR View details Factory & Facility Research & Development Quality Control,Mr Warren Ding,,"No. 69, Huarong Road, Longhua District, Shenzhen",Chinese Mainland,2003.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Lilutong-Connector-Corp-Ltd/1X0AQUF3,,Chinese Mainland,"Agricultural Machinery & Equipment, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies",,,,,Alex Yang,,"No.1-38, Jiahu Road, Pinghu Street, Longgang District, Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Lumiwell-Lighting-Co-Ltd-/1S00OJBW1,,Chinese Mainland,Lights Certificate Name Issued By Certificate Type Valid Date ETL Intertek Others 25 Aug 2019 - (N/A),,,,,Carson Tang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Mailiang-Technology-Co-Ltd/1X09T2JB,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",,"Chinese Mainland, Western Europe",,"US$ 500,000 - 999,999",Mai Liang ODM OEM Certificate Name Issued By Certificate Type Valid Date UL - - - CE-EMC - - - CE-LVD - - - ROHS - - - TUV - - - Show More View details Factory & Facility,Ms Remmy Wang,Sales Manager,"Building No.4, Shenliang Industrial Park, Ci Tian Pu Community GongMingJieDao,GuangMingXinQu, Shenzhen, GuangDong",Chinese Mainland,2014.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Morsen-Lighting-Technology-Co-Ltd/1S00OYBHA,"Distributor, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",Lights,"Chinese Mainland, Middle East, North America, Other Asian Countries, Western Europe, Worldwide",101 - 200,"US$ 500,000 - 999,999","Hykoont, Morsen, Dimgogo, Deepn, AKOFUN Advanced LED Technology Smart Lighting Systems Human-Centric Lighting Certified Quality(DLC, UL,etc) Solar-Powered Solutions Customizable Lighting Design View details Factory & Facility Research & Development Quality Control Solar Street Lights TW Series HYKOONT Product Brochure 2025 Vesion",Mr Jian He,CEO,"Room 616, Liangji Building, Longhua District, Shenzhen, Guangdong, China",Chinese Mainland,2010.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Mujica-Technology-Co-Ltd/1S00OYTNA,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",Lights,"Hong Kong, Japan, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe",51 - 100,"US$ 500,000 - 999,999",MUJICA Led spot light LED DOWNLIGHT LIGHT LED Downlight,Mr Li Norman,Manager,"7F-730 Shenzhou Computer Building, JuLiFuRen Blvd BanTian, Longgang District,Shenzhen City CHINA",Chinese Mainland,2024.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Ofly-Technology-Co-Limited/1X0A7QDH,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",Lights,"Australasia, Central & South America, North America, Western Europe",51 - 100,"US$ 5,000,000 - 9,999,999",,Mr Frank Wang,manager,"8th Plant Shishan Industrial Zone Guangming New District, Shenzhen, Guangdong China",Chinese Mainland,2011.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Onlumi-Technology-Limited/1X0A6V1E,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland","Consumer Electronics, Home Appliances, Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,26 - 50 LED Strip connector LED Light controll Certificate Name Issued By Certificate Type Valid Date CE of Led module - - - View details Factory & Facility,,,Mr Robert Chan,,"Room 218, 2F Building D, YouDingQiChuang Area, NO.62,Heping Road Qinghua Community, Longhua District Shenzhen, G.D. China",Chinese Mainland,2014.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Standard-Technology-Co-Ltd-/1S00NU8CS,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",Lights,"Australasia, Central & South America, Eastern Europe, Middle East, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",SE.Lighting LED Lighting LED Lighting manufacturer led stage light LED Lighting factory DMX Light Certificate Name Issued By Certificate Type Valid Date IOS 9001 SGS United Kingdom Ltd ISO 9001 15 Mar 2023 - 11 Mar 2027 TUV Shenzhen Anbotek Compliance Laboratory Limited TÜV SÜD 09 Mar 2023 - 17 Mar 2027 CE Shenzhen Anbotek Compliance Laboratory Limited Others 09 Mar 2023 - 11 Mar 2027 ROHS Shenzhen Anbotek Compliance Laboratory Limited Others 08 Mar 2023 - 25 Mar 2027 SAA Shenzhen Anbotek Compliance Laboratory Limited Others 03 Mar 2023 - 10 Mar 2027 Show More View details Factory & Facility Research & Development Quality Control ABOUT US CUSTOMER EXHIBITION CERTIFICATE,Mr Steven Gao,Manager,"3F, C Building, WeiPengDa Industrial Park, LangKou Community, DaLang Street, LongHua District, Shenzhen",Chinese Mainland,2007.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-WenJieXin-Electronics-Co-Ltd/1X09TEO6,,Chinese Mainland,"Environmental Protection, Lights, Parts, Electrical Electronic Supplies",,,,,HanBin Zhou,Manager,"No.13 Xinjing Road, Longdong Community, Longgang District, Shenzhen, Guangdong 518100, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Woqinfeng-Electronics-Co-Ltd/1X09T5QV,Exporter,"Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Furniture & Parts, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Sports Supplies","Africa, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia",51 - 100,"US$ 1,000,000 - 4,999,999",W.Q.F ODM OEM,Ms Lori Zhang,sales,"Building A5, Fuda Industrial Park Community, Songgang Street, Bao'an District,Shenzhen,Guangdong, China",Chinese Mainland,2009.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SingsunLED-Co-Ltd/1X08REBJ,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Parts, Components & Electrical Supplies, Parts, Components & Raw Materials Certificate Name Issued By Certificate Type Valid Date SGS - - -",,,,,Mr chao he,sales,"3F, A5 Building, Weisite Industrial Park, Hengken Ave Guanlan Town, Shenzhen, Guandong, Shenzhen",Chinese Mainland,2007.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Yaltan-Lighting-Co-Ltd-/1X09T38J,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland","Environmental Protection, Lights","Australasia, Central & South America, Eastern Europe, Hong Kong, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999","yaltan ODM OEM Stong R&D Teams Well Service for Clients Stong Sale Teams Certificate Name Issued By Certificate Type Valid Date CE CERTIFICATE BST TESTING CO.,LTD Others 22 Jun 2022 - (N/A) CE CERTIFICATE BST TESTING CO.,LTD Others 22 Jun 2022 - (N/A) ISO CERTIFICATE ZHONGHAIPING CERTIFICATION CO.,LTD ISO 9001 28 Jun 2022 - (N/A) FCC CERTIFICATE BST TESTING CO.,LTD Others 22 Jun 2022 - (N/A) ROHS CERTIFICATE BST TESTING CO.,LTD Others 22 Jun 2022 - (N/A) View details Factory & Facility Research & Development Quality Control Patents1 Outer design Patent New Patents patents",Ms Rita Zhou,Sales Representative,"3/F Building 1, Xiamei Road No.2, Haicang District, Xiamen, Fujian, China",Chinese Mainland,2006.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Setec-Lighting-Co-Ltd/1X06UXKP,Exporter,"Shaoxing, Zhejiang, Chinese Mainland","Environmental Protection, Lights","Central & South America, Eastern Europe, Japan, North America, Western Europe",501 - 1000,"US$ < 50,000 ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - RoHS - - - CDE - - - TUV - - - GS - - - Show More",,Mr Boyan Xie,Sales Manager,"Xinjianzhuang, Dongguan Town, Zhejiang Province, China",Chinese Mainland,2006.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Tormin-Electrical-Co-Ltd/1X05XVSN,"Exporter, Manufacturer","Wenzhou, Zhejiang, Chinese Mainland","Environmental Protection, Lights","Africa, Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, Other Asian Countries, Southeast Asia, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999",TORMIN ODM OEM Certificate Name Issued By Certificate Type Valid Date BC5401-ATEX - - - BC5401-IECEX - - - BC5402B-ATEX - - - BC5402B-IECEX - - - BC9101-ATEX - - - Show More View details Quality Control,Miss elena qi,Sales Manager,"No.35,Qingjang Road, Puzhou St. Wenzhou, Zhejiang Province, P.R.China",Chinese Mainland,2003.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-AnRang-Trading-Company-Limited/1S00OZAYW,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",Lights,"Chinese Mainland, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Worldwide",26 - 50,"US$ 100,000 - 249,999",AKKAM CNC Integrating sphere View details Factory & Facility Research & Development Quality Control Dubai Street Lighting Project Japan Takanawa Gateway Station Iraq Solar Street Lighting and Wall Washer Project,Ms Joliya zhu,,,Chinese Mainland,2015.0
