booth_no,company_name_cn,company_name_en,expo_show_id,expo_enterprises_exhibit_id,expo_enterprises_id,expo_manual_form_exhibit_id
E3-B486,常州市西夏墅工具研究所有限公司,"Changzhou Xixiashu Tool Research Institute Co., Ltd.",12,16732,591,20481
E3-B487,上海日初工具有限公司,"Shanghai Richu Tools Co., Ltd.",12,17624,586,0
E3-B501,自贡市浩鑫工具材料有限责任公司,"Zigong Haoxin tool materials limited liability co.,Ltd",12,18723,3108,0
E3-B502,昆山固恒强硬质合金有限公司,"Kunshan Guhengqiang Cemented Carbide Co.,ltd",12,17151,8317,17725
E3-B503,温岭市鸿泰工量具有限公司,"Zhejiang Hongtai Tools Co.,Ltd",12,17513,3345,0
E3-B505,江西锐利诚新材料有限公司,"JIANGXI RUILICHENG NEW MATERIAL CO., LTD.",12,16884,9195,20572
E3-B506,大熊实业科技（深圳）有限公司,"Daxiong Industrial Technology (Shenzhen) Co. , Ltd.",12,16652,7828,17378
E3-B507,常州钧焯工具有限公司,"Changzhou Junzhuo Tools CO.,LTD",12,17255,7613,0
E3-B508,东莞市建达鑫切削刀具有限公司,"Dongguan Jianda Xin Cutting Tools Co., Ltd.",12,16673,9158,17413
E3-B509,武汉机床有限责任公司,"Wuhan Machine Tool Co., Ltd.",12,18078,95,0
E4-A001,东莞市埃弗米数控设备科技有限公司,"Dongguan AFMING Numerical Control Equipment Technology Co., Ltd.",12,17323,427,18503
E4-A101,乔锋智能装备股份有限公司,"Jirfine Intelligent Equipment Co., Ltd.",12,18389,474,19073
E4-A102,扬州力创机床有限公司,"Yangzhou Super Machine Tool Co., Ltd.",12,18350,14,18341
E4-A103,福建省威诺数控有限公司,"Fujian Weino CNC Co., Ltd.",12,17772,50,18583
E4-A181,浙江希恩希拓斯科技有限公司,"Zhejiang Rajacnctools Technology Co., Ltd",12,17367,6618,0
E4-A182,杭州博野精密工具有限公司,"HANGZHOU HIRONO TOOLS CO.,LTD",12,17325,4503,0
E4-A183,苏州天音腾达机电工程有限公司,"Suzhou Tianyin Tengda Mechanical & Electrical Engineering Co. , Ltd",12,17873,486,0
E4-A201,山东豪迈数控机床有限公司,"Himile CNC Machine Tool (Shandong) CO.,LTD.",12,16926,5030,17595
E4-A202,江苏普拉迪数控科技有限公司,"PRATIC CNC Technology Co., Ltd.",12,18057,476,16536
E4-A281,贝伟斯(安徽)数控机床有限公司,"BEIWEISI(ANHUI)CNC MACHINE TOOL CO.,LTD.",12,17833,7668,16548
E4-A282,温州宏丰合金有限公司,"WENZHOU HONGFENG ALLOY CO.,LTD",12,18481,4953,17121
E4-A283,克瑞特切削工具（宁波）有限公司,"KRTE CUTTING TOOLS (NINGBO) CO., LTD.",12,17631,43,17576
E4-A285,常州市镜伦达机械有限公司,"CHANGZHOU JINGLUNDA MACHINERY CO.,LTD",12,17892,2641,0
E4-A301,青岛辉腾机械设备有限公司,"Qingdao Huiteng Machinery Equipment Co., Ltd",12,18236,18,0
E4-A302,江南数控机床有限公司,"Jiang Nan CNC Machine Co., Ltd.",12,18285,27,18876
E4-A311,东莞市宝科精密机械有限公司,"DONGGUAN BAOKE PRECISION MACHINERY CO.,LTD.",12,16436,4983,20333
E4-A312,拓介数控（常州）有限公司,TUOJIE,12,17362,8109,17723
E4-A313,浙江意控机床有限公司,"ZHEJIANG YIKONG MACHINE TOOL CO., LTD",12,16838,1847,19712
E4-A315,苏州群志机械设备有限公司,KANSTILL,12,18037,7715,20469
E4-A381,台州华达工量具制造有限公司,"Taizhou Huada Measuring Tools Manufacturing Co., Ltd.",12,17662,489,17932
E4-A382,苏州富莱克精密工具有限公司,"Fulaike (Suzhou) Cutting Tools Co., Ltd.",12,17551,125,0
E4-A383,东莞市起跃数控刀具有限公司,"Dongguan qiyue numerical control tool co., ltd",12,17344,6885,18681
E4-A401,大连荣程机械有限公司,"DALIAN R AND C MACHINERY CO.,LTD.",12,18268,6648,19370
E4-A402,常州瑞其盛精密机械有限公司,"Changzhou Ruiqisheng Precision Machinery Co,.Ltd",12,18400,6746,0
E4-A403,大白精密机床（江苏）有限公司,"Dabai precision machine tool Jiangsu Co., Ltd. gives",12,18087,8461,0
E4-A405,厦门大金机械有限公司,"Xiamen Takam Machinery Co., Ltd.",12,17289,3,20323
E4-A411,武汉华佑数控设备有限公司,"Wuhan HuayouCNCEquipment Co., Ltd.",12,16529,3398,16993
E4-A412,广州德力数控设备有限公司,"Guangzhou DELI CNC Equipment Co.,Ltd",12,17070,6700,17527
E4-A421,东莞市高冶切削工具有限公司,"Koyincut Tools Co., Ltd.",12,17830,3285,19827
E4-A422,德州钻星刀具有限公司,"Dezhou Drillstar Cutting Tool Co., Ltd.",12,17185,3235,17488
E4-A423,台州市英络克工具有限公司,"Taizhou Yinlk Tools Co., Ltd.",12,17526,439,18023
E4-A425,洛阳瑞格机械设备有限公司,"Luoyang Reign Machinery Equipment Co.,Ltd",12,16723,3444,16654
E4-A481,石家庄中腾工贸有限公司,"ShiJiaZhuang ZhongTeng Cutting Tools  Co.,Ltd",12,16430,2666,16332
E4-A482,常州中昇工具有限公司,"Changzhou zhongsheng Tools Co., Ltd.",12,16577,458,0
E4-A483,吉林长玉特陶新材料技术股份有限公司,"JILIN CHANGYU ADVANCED MATERIALS CO., LTD.",12,16843,3248,19014
E4-A485,中科强锐（东莞）数控刀具有限公司,"Zhongke Qiangrui (Dongguan) CNC Tool Co., Ltd.",12,16863,4304,0
E4-A486,山东欧力机械股份有限公司,"SHANDONG OLIMACHINERY CO.,LTD",12,16890,7516,17127
E4-A487,东莞市攀迪商贸有限公司,Dongguan Pande Trading Co.,12,16961,4259,0
E4-A501,温岭市律达合金工具有限公司,WEN LIN SHI LVDA HEJIN,12,18156,5465,20584
E4-A502,苏州鼎利纳米科技有限公司,"suzhou dingli Nano Technology  co.,ltd",12,18079,2195,0
E4-A503,浙江正达新材料科技有限公司,"ZHEJIANG ZENDA ADVANCED MATERIAL TECHNOLOGY CO.,LTD",12,18022,7093,0
E4-A505,锐利锋工具（青岛）有限公司,"Ruilif Tools (Qingdao) Co., Ltd /",12,17506,7649,16391
E4-A506,浙江美克工具有限公司,"ZHEJIANG MEKOL TOOLS CO.,LTD.",12,17659,6694,0
E4-A507,常州市伟宇工具厂,CHANGZHOU WEIYU TOOLS FACTORY,12,17965,511,0
E4-A508,大连鑫磊金刚石工具制造有限公司,"Dalian Xinlei Diamond Tools manufacturing CO.,Ltd",12,17341,2604,20560
E4-A509,常州弘俭工具有限公司,"CHANGZHOU HIBOO TOOLS CO.,LTD",12,17824,3187,17200
E4-B001-1,宁波海天驱动有限公司,"Ningbo Haitian drive systems Co.,Ltd",12,18225,2593,0
E4-B001-2,宁波海天智联科技有限公司,"NINGBO HAITIAN SMART SOLUTIONS TECHNOLOGY CO.,LTD.",12,17738,6724,0
E4-B001-3,宁波海天精工股份有限公司,"Ningbo Haitian Precision Machinery Co., Ltd.",12,17827,2,19412
E4-B001-4,宁波海天激光机械制造有限公司,"Ningbo Haitian Laser Machinery Manufacturing Co., LTD",12,17733,6671,18737
E4-B001-5,宁波海天增材科技有限公司,"Ningbo Haitian Additive Technology Co., Ltd.",12,18805,7512,19560
E4-B181,昆山京河源机械配件贸易有限公司,"CHAIN HEADWAY CO.,LTD.",12,18264,493,20021
E4-B182,苏州六九新材料科技有限公司,"TARFILM HI-TECH CO.,LTD.",12,17239,1881,18185
E4-B201,南通国盛智能科技集团股份有限公司,"Nantong Guosheng lntelligence Technology Group Co., Ltd.",12,18277,60,18527
E4-B202,纽威数控装备（苏州）股份有限公司,"Neway CNC Equipment (Suzhou) Co., Ltd.",12,18174,51,0
E4-B281,台州市万龙达工量具制造有限公司,"Taizhou Wanlongda Tools & Measuring Tools Co. , Ltd.",12,17584,2564,18671
E4-B282,平原县众诚精密机械有限公司,"Ping Yuan Zhongcheng Pricesion Machinery Co., Ltd.",12,16686,2301,0
E4-B283,常州市莱特佳工具有限公司,"Changzhou Laitejia Tools Co., Ltd.",12,17660,87,20407
E4-B301,广东德玛士智能装备有限公司,"Guangdong Demas Intelligent Equipment Co.,Ltd",12,16996,7554,18326
E4-B302,上海丰禾精密机械有限公司,Shanghai FE MOVAC Precision Machine Ltd,12,18401,72,19602
E4-B303,深圳市久久犇自动化设备股份有限公司,"ShenZhen JojoySeiko CO.,Ltd",12,17798,9368,0
E4-B305,友机技术（上海）有限公司,"UJoin-Tech (ShangHai) Co., ltd.",12,16967,4969,18867
E4-B311,江门市新会区杰鹰自动化设备有限公司,"Jiangmen Xinhui District Jieying Automation Equipment Co., Ltd",12,17718,6839,0
E4-B312,无锡杰瑞德自动化科技有限公司,"Wuxi Gerrytech Automation Co.,Ltd.",12,16521,3294,17868
E4-B313,昆山京元登精密机械有限公司,"Kunshan Jingyuandeng Precision Machinery Co., Ltd.",12,17042,4790,20255
E4-B315,大连杰科精密机械有限公司,"Dalian JieKe Precision Machinery Co.,Ltd",12,17067,5208,20376
E4-B381,宁波市东海精锐机械制造有限公司,JINGRUI&TOPSONIC,12,17848,4386,18280
E4-B382,山东耐特精工超硬刀具制造有限公司,"Shandong NaiTe Precision Superhard Tool Manufacturing Co.,Ltd.",12,17322,2349,16502
E4-B383,平原旭晟精密机械有限责任公司,pyxushengCNC,12,17635,9327,0
E4-B385,台州市天雅数控刀具有限公司,"Taizhou Tianya Cutting Tools Co., Ltd.",12,17975,423,0
E4-B386,陕西渭河工模具有限公司,"Shaanxi Weihe Tool Co.,Ltd",12,17648,1902,16533
E4-B387,常州奇纳机械科技有限公司,"Changzhou Qina Machinery Technology Co., Ltd",12,17480,5729,17584
E4-B401,山东鲁重机床有限公司,SHANDONG LUZHONG MACHINE TOOL CO LTD,12,17104,6641,16589
E4-B402,山东鲁班数控机床有限公司,"Shandong Lu Ban Cnc Machine Tool Co. , Ltd.",12,18286,7683,20555
E4-B403,深圳市华亚数控机床有限公司,"SHENZHEN HUAYA CNC MACHINER CO., LTD.",12,17859,1856,19873
E4-B405,浙江华特数控机床有限公司,"ZHEJIANG HUATE CNC MACHINE TOOL CO.,LTD",12,17124,6236,18840
E4-B411,中品智能机械有限公司,Zhongpin intelligent Machinery co Ltd.,12,18521,9521,18382
E4-B412,东台瑞达丰科技有限公司,"Dongtai Rui Da Feng Technology Co., Ltd.",12,18072,504,0
E4-B413,常州市北德硬质合金有限公司,CHANGZHOU BEIDE TOOLS CO LTD,12,18215,3905,0
E4-B415,台州市锐安硬质合金工具有限公司,"Taizhou Ruian Cemented Carbide Tools Co., Ltd.",12,18513,497,0
E4-B421,河南乐锐创智刀具有限公司,"Henan Lerui Chuangzhi Cutting Tools Co., Ltd",12,16959,4482,0
E4-B422,芜湖市零一精密工具制造有限公司,"Wuhu Lingyi precision tools manufacturing Co.,Ltd.",12,16434,6905,17847
E4-B423,无锡湾流精工科技有限公司,WUXI WANGLIU PRECISION TECHNOLOGY CO.LTD,12,16827,6454,20176
E4-B425,平原昊天机械有限公司,"Pingyuan Haotian Machinery Co.,Ltd(Dezhou Haotian Imp & Exp Co.,Ltd)",12,17554,274,17022
E4-B481,深圳市永翔精密工具有限公司,"Shenzhen Yongxiang Precision Tools Co., Ltd.",12,17871,832,18097
E4-B482,东莞市日欣机电有限公司,"Dongguan RiXin Mechanical & Electrical Co. , Ltd.",12,17331,6881,20651
E4-B483,宁波中机松兰刀具科技有限公司,"Ningbo Songlan Cutting Tools Technology Co., Ltd.",12,17973,5276,0
E4-B485,精瓷精密工具（江苏）有限公司,"Jingci Precision Tools (Jiangsu) Co., Ltd.",12,17919,1867,18087
E4-B486,宁波恒创工具有限公司,"Ningbo Hengchuang Tools Co., Ltd.",12,18014,126,0
E4-B487,常州利豪工具有限公司,"CHANGZHOU LIHAO TOOLS CO.,LTD",12,17394,7640,18946
E4-B501,常州红富士工具有限公司,HFS,12,17755,6466,0
E4-B502,酷佧切削技术（四川）有限公司,"koocut cutting technology (sichuan) co., ltd.",12,16964,6588,0
E4-B503,北京景年金刚石滚轮有限公司,"Beijing Jingnian Diamond Tools Co., Ltd.",12,18160,236,17290
E4-B505,成都欣思瑞特工具有限公司,"Chengdu Xin-Thread Tools Co., Ltd.",12,17914,44,0
E4-B506,平原双正精密机械有限公司,"pingyuanshuangzhengPrecision MachineryCo.,Ltd",12,17183,8242,19894
E4-B507,上海西美工具进出口有限公司,"SAAME TOOLS (SHANGHAI) IMPORT & EXPORT CO .,LTD",12,17466,7070,17364
E4-B508,杭州博毅特机械工具有限公司,"Hangzhou Boyite Machine and Tools Co.,Ltd",12,18070,2831,19897
E4-B509,湖南齐鑫精密工具有限公司,Hunan QISN Precision Tools Co. Ltd,12,18000,1926,16464
E5-A001,大连三垒科技有限公司,"Dalian Sunlight Technology Co., Ltd.",12,17842,11,16249
E5-A101,深圳市创世纪机械有限公司,"Shenzhen Create Century Machinery Co., Ltd.",12,16636,1,19104
E5-A181,南京美克斯精密机械有限公司,"Nanjing Meikas precision Machinnery CO., Ltd.",12,17850,7090,18352
E5-A182,常州泽尔达机械有限公司,"ChangZhou Zerda Machine Co.,LTD.",12,17980,4578,0
E5-A183,陕西精纬鸿博数控设备有限公司,"Shaanxi Jingwei Hongbo CNC equipment Co., LTD",12,17559,8198,17524
E5-A201,北京博鲁斯潘精密机床有限公司,"Beijing Prosper Precision Machine Tool Co., Ltd.",12,16526,242,19678
E5-A202,意特利（上海）科技有限公司,"Yiteli (Shanghai) Technology Co., Ltd.",12,17942,5,16721
E5-A281,江苏润德精密机械有限公司,"Jiangsu Runde precision machinery Co., Ltd",12,17657,7626,0
E5-A282,苏州华集数控科技有限公司,"Suzhou Huajust CNC Technology Co., Ltd",12,18189,8056,19899
E5-A283,漳州市钜钢精密机械有限公司,"Zhang Zhou Jugang Precision Machinery CO.,LTD",12,17388,8098,19076
E5-A301,宁庆空天智能装备（南京）股份有限公司,"NingQing ASIE (Nanjing) Co., Ltd.",12,17128,426,16776
E5-A311,南京新浙数控机床有限公司,"NANJING XINZHE CNC MACHINE TOOL CO.,LTD.",12,17945,77,0
E5-A312,富科达智能装备（浙江）股份有限公司,"Fukeda intelligent equipment(Zhejiang)Co.,Ltd",12,16770,4603,20622
E5-A313,浙江凯达机床股份有限公司,"Zhejiang Kaida Machine Tool Co., Ltd.",12,17349,23,19697
E5-A381,南京四机机床有限公司,"Nanjing NO.4  Machine Tool Co. , Ltd.",12,17336,1931,0
E5-A382,南京贝奇尔机械有限公司,"Nanjing Bijur Machinery Products Co., Ltd.",12,17948,161,0
E5-A383,宏腾数控刀具（山东）有限公司,"Hongteng NC tool (Shandong) Co. , Ltd.",12,17491,6582,19971
E5-A401,北京安德建奇数字设备股份有限公司,"Beijing Novick Digital Equipment Co., Ltd.",12,17611,205,17694
E5-A402,浙江霸器智能装备股份有限公司,"Zhejiang Baqi Intelligent Equipment Co. , Ltd.",12,18282,7270,19040
E5-A403,福建合盈机械有限公司,Fujian Heying Machine Co.LTD,12,18222,4453,0
E5-A405,广东商鼎智能设备有限公司,"STANDY Smart Co., Ltd",12,17840,202,20636
E5-A411,广东润星科技有限公司,"Guangdong Harvest Star Technology Co., Ltd.",12,18552,17,18370
E5-A412,至臻五轴机械（昆山）有限公司,"ZHIZHEN FIVE AXIS MACHINERY (KUNSHAN) CO.,LTD.",12,17117,3889,0
E5-A413,上海谱港机床有限公司,"Shanghai Pugang Machine Tool Co., Ltd.",12,18308,428,20365
E5-A421,杭州大天数控机床有限公司,"HANGZHOUDATIAN CNC MACHINE TOOL CO.,LTD.",12,16785,2485,0
E5-A422,昆山友崴机械设备有限公司,KEILO,12,17159,7665,16322
E5-A423,侨将机床（重庆）有限公司,"Qiaojiang machine tool ( chongqing ) co., LTD",12,18124,4436,18183
E5-A481,无锡市新德科机械有限公司,"Wuxi Suntech Machinery Co., Ltd.",12,18047,272,0
E5-A482,常州德瓦斯数控工具有限公司,"Changzhou DEWAS CNC tools Co., LTD",12,17884,6828,17126
E5-A483,德州德强工贸有限公司,"Dezhou Deqiang Industry and Trade Co.,LTD",12,18372,6966,0
E5-A485,常州唐北工具有限公司,tbgj,12,18468,9499,0
E5-A486,常州市艾瑞特工具有限公司,"Changzhou Ai Rui Te Tools Co., Ltd",12,18911,1799,0
E5-A487,上海毅普机械有限公司,ShanghaiYipu Machinery Co Ltd,12,17686,9337,20589
E5-A501,德州市盛达精密工具有限公司,"Dezhou Shengda Precision Tools Co., Ltd.",12,18223,81,19470
E5-A502,台州市坚仕科工具有限公司,"TAIZHOU JANSCO TOOLS CO.,LTD",12,16897,287,20574
E5-A503,德州博瑞精工有限公司,"Dezhou Borui Precision Co,,Ltd",12,17303,6789,18113
E5-A505,上海轴宝机械有限公司,"Shanghai Jinbao Machinery Co., Ltd",12,18373,2703,17224
E5-A506,北京双利丰科技发展有限公司,"Beijing Shuangfengli Technology Co., Ltd.",12,16574,3000,17041
E5-A507,象山华洋机床附件厂,Xiangshan Huayang Machinery Accessories Factory,12,18155,338,20549
E5-A508,江苏众杰凌志切削技术有限公司,"Jiangsu Zhongjielingzhi Cutting Technology Co.,LTD",12,17885,6659,17254
E5-B001,科德数控股份有限公司,"Kede Numerical Control Co., Ltd.",12,18168,9,16395
E5-B181,莆田市森达数控机械有限公司,"SENDA DATA MACHINERY CO., LTD.  PUTIAN",12,17498,6605,19606
E5-B182,深圳市万嘉科技有限公司,"SINGACNC TECHNOLOGY CO.,LTD.",12,18019,5277,17449
E5-B201,上海拓璞数控科技股份有限公司,"Shanghai Top Numerical Control Technology Co.,Ltd",12,17275,888,17371
E5-B211,山东喜力机床股份有限公司,"Shandong Xili Machine Tool Co,. Ltd.",12,18304,492,20369
E5-B281,浙江金福隆机床附件有限公司,"ZHEJIANG JINFULONG MACHINE TOOL ACCESSORIES CO.,LTD",12,17946,2033,17465
E5-B282,滕州万隆机械有限公司,"Tengzhou Wellon Machinery Co.,Ltd",12,16473,9136,0
E5-B283,平原嘉华机械有限公司,Pingyuan Jiahua Machinery Co.Ltd,12,17642,9329,18875
E5-B285,北京太航金属有限公司,"Beijing Taihang Metal Co.,Ltd",12,18643,6479,0
E5-B286,宁波川景誉机械科技发展有限公司,"Ningbo Chuanjingyu Machinery Technology Development Co., Ltd",12,18499,1992,17024
E5-B301,苏州电加工机床研究所有限公司,"Suzhou Electromachining Machine Tool Research Institute Co., Ltd.",12,18409,641,0
E5-B302,深圳市星宏精密电解科技有限公司,"Xinghong Precision Electrochemical Technology Co., Ltd.",12,16885,8329,17223
E5-B303,汉奇数控科技（苏州）有限公司,"Suzhou Hanqi CNC Equipment Co., Ltd.",12,18419,647,16726
E5-B305,苏州亚马森机床有限公司,"Suzhou Amasun Machine Tool Co., Ltd.",12,18411,653,20406
E5-B306,北京市电加工研究所有限公司,"Beijing Instiute of Electro-machining Co.,Ltd.",12,18394,656,19741
E5-B311,昆山瑞钧机械科技有限公司,"Kunshan Ruijun Machinery Co., Ltd.",12,17101,652,18944
E5-B312,深圳市米尔迪克精密机械科技有限公司,"SHENZHEN MIRRORDICK PRECISION MACHINERY TECHNOLOGY CO., LTD.",12,17230,6484,18435
E5-B313,上海汉霸数控机电有限公司,"SHANGHAI HAN SPARK CNC MECHANICAL & ELECTRICAL CO.,LTD.",12,18422,646,18536
E5-B315,苏州三光科技股份有限公司,"Suzhou Sanguang Science & Technology Co., Ltd.",12,18327,649,0
E5-B381,深圳迈菲精密有限公司,"Shenzhen Multi Field Precision Co., Ltd",12,17890,7943,19286
E5-B382,鸿时智能设备（苏州）有限公司,"Hongshi Intelligent Equipment(Suzhou) Co., LTD",12,17696,7832,20341
E5-B383,常州市洛锐电器有限公司,"Changzhou Luorui Electrical Appliance co., ltd.",12,17116,2637,16727
E5-B385,金美威(浙江)智能科技有限公司,"Jin Meiwei (Zhejiang) Intelligent Technology Co., Ltd",12,17877,7632,18923
E5-B401,苏州市宝玛数控设备有限公司,"Suzhou Baoma Numerical Control Equipment Co., Ltd.",12,17562,648,16939
E5-B402,上海伊阳机械有限公司,"Shanghai Esuntek Machinery Co., Ltd.",12,18182,654,18027
E5-B403,北京迪蒙斯巴克科技有限公司,"Beijing Diamond & Spark Science & Technology Co., Ltd.",12,17425,642,18407
E5-B405,泰州东方数控机床有限公司,"Taizhou Dongfang CNC Machine Tool Co., Ltd.",12,18390,644,16731
E5-B411,广东今一机械有限公司,"Guangdong Jinyi Machinery Co., Ltd.",12,17133,9245,18849
E5-B412,泰州市江洲数控机床制造有限公司,"TAIZHOU JIANGZHOU NUMERICAL CONTROL MACHINE TOOL MANUFACTURE CO.,LTD",12,16910,650,16917
E5-B413,泰州文杰数控设备有限公司,TAIZHOUWENJIE CNC,12,17267,4462,18584
E5-B415,北京迪蒙卡特机床有限公司,"Beijing DMCUT Machine Tools Co.,Ltd.",12,18344,918,20580
E5-B421,杭州华方数控机床有限公司,"Hangzhou Hua Fang CNC Machine Tools Co., Ltd.",12,17423,645,18272
E5-B422,江苏塞维斯数控科技有限公司,"Jiangsu Service CNC Technology Co., Ltd.",12,16790,655,18257
E5-B423,上海通用控制自动化有限公司,Shanghai General Control Co;Ltd,12,17565,657,18694
E5-B425,苏州中谷实业有限公司,"Suzhou Zhonggu Machine & Electronic Technology Co., Ltd.",12,17039,643,18972
E5-B431,泰州市同方数控机床有限公司,Taizhou Tongfang Nu merical Control Machine Tool Co.Ltd,12,18165,2129,18449
E5-B432,浙江三奇机械设备有限公司,"Zhejiang Sanqi Mechanical Equipment Co. , Ltd.",12,17712,6762,0
E5-B433,江苏群基精密机械有限公司,"Jiangsu Qunji Precision Machinery Co. , Ltd.",12,18413,6687,16737
E5-B435,浙江艾格森智能制造有限公司,"Zhejiang Excellent Intelligent Manufacturing Co., Ltd",12,16957,6515,18514
E5-B481,苏州苏极电机械科技有限公司,"Suzhou Su Ji electric Machinery Technology Co., LTD",12,18414,8310,17268
E5-B482,苏州斯曼克磨粒流设备有限公司,"SU ZHOU SMKS ABRASIVE FLOW EQUIPMENT CO.,LTD",12,18406,3044,16728
E5-B483,江苏勃勒智能科技有限公司,"Jiangsu Bole Intelligent Technology Co.,Ltd",12,17588,9315,0
E5-B485,苏州仁光智能科技有限公司,"Suzhou RAYGO Intelligent Technology Co., Ltd",12,17468,9283,19384
E5-B501,任丘市华众机床工具制造有限公司,"Renqiu Huazhong machine tool manufacturing co., ltd",12,18453,8074,0
E5-B502,德州市启德精密机械有限公司,"Dezhou Qide Precision Machinery Co., Ltd.",12,17557,9310,0
E5-B503,帕菲特精密工具（青岛）有限公司,"PARFITT Precision Tools (Qingdao) Co., Ltd",12,16368,8396,0
E5-B505,常州卡内精密工具有限公司,"Changzhou Kanei Precision Tools Co., Ltd",12,18284,8494,0
E5-B506,宁波光威磁电有限公司,"Ningbo Gloway Magnetic Manufacturing Co., Ltd.",12,18337,659,19006
E5-B507,北京长力精密机械有限公司,"Beijing Changli Precision Machinery Co., Ltd.",12,18104,286,0
E5-B508,宁波恺天磁电科技有限公司,"NINGBO KAITIAN MAGNETO-ELECTRICITY TECHNOLOGY CO.,LTD.",12,18269,701,17373
E5-B509,重庆尚煌科技有限公司,"Chongqing Shanghuang Technology Co. , Ltd.",12,18595,4698,0
E6-A001,江西佳时特数控股份有限公司,"JiangXi Just Numerical  Control Co.,Ltd",12,17797,6820,18184
E6-A002,扬州欧普兄弟机械工具有限公司,"Yangzhou Euro Brother Machine & Tools Co., Ltd.",12,16527,6,16326
E6-A101,四川普什宁江机床有限公司,"Push Ningjiang Machine Tool Co., Ltd.",12,16428,465,16458
E6-A111,深圳市汇川技术股份有限公司,"Shenzhen Inovance Technology Co., Ltd.",12,18714,9625,0
E6-A112,杭州芝元机电有限公司,"Hangzhou Zhiyuan electromechanical Co., Ltd",12,17319,4507,0
E6-A181,大连元利流体技术有限公司,"Dalian Really Fluid Technology Co., Ltd.",12,16548,390,19686
E6-A182,科瑞斯(江门)智能制造有限公司,"Krius (Jiangmen) Intelligent Manufacture Co., Ltd",12,18038,65,17349
E6-A183,江苏科瑞斯机件有限公司,"Jiangsu Krius Machine Partsanp Accessories Co., Ltd.",12,18040,313,17139
E6-A201,山东蒂德精密机床有限公司,"Shandong Deed Precision Machine Tool Co., Ltd.",12,18249,10,19409
E6-A211,南京震环智能装备有限公司,"Z-MaT Machine Tool Group Co., Ltd.",12,17398,52,16771
E6-A281,深圳市齐天人工智能技术有限公司,"SHENZHEN QITIAN ARTIFICIAL INTELLIGENCE TECHNOLOGY CO., LTD.",12,17582,7454,19115
E6-A282,大连众恒自动化技术有限公司,"Dalian Zhongheng Automation Technologies Co., Ltd.",12,17172,20,0
E6-A283,沈阳维特自动化设备有限公司,"Shenyang Victor Automation Equipment Co., Ltd.",12,18966,8300,0
E6-A285,泊头市北工智能设备有限公司,"Botou beigong Intelligent Equipment Co. , Ltd.",12,16398,7097,20508
E6-A301,沈阳马卡智工科技有限公司,SHENYANG MAKA MACHINE TOOL COMPANY,12,17009,3496,20377
E6-A302,纵晟（上海）精密机械有限公司,"SIEGLO (SHANGHAI) PRECISION MACHINERY CO., LTD",12,17984,3550,17241
E6-A311,江苏古田自动化股份有限公司,"Jiangsu Gutian Automation Co., Ltd.",12,16459,323,20457
E6-A312,温岭市三和数控机床设备有限公司,"Wenling Sanhe CNC Equipment Co., Ltd.",12,17243,302,0
E6-A313,山东泰格尔数控机床附件有限公司,SHANDONG TIGER CNC MACHINE TOOL ACCESSORIES CO.LTD.,12,16979,275,0
E6-A315,江苏德速智能机械股份有限公司,"Jiangsu Desu Intelligent Machinery Co., Ltd",12,16765,4332,20337
E6-A381,上海青川机械配件有限公司,SHANGHAI  QINGCHUAN  MACHINERY&PARTS  CO. LTD.,12,18417,2057,0
E6-A382,河北德利机床附件制造有限公司,"Hebei Deli Mahine Tool Manufacturing Co., Ltd.",12,18342,296,17025
E6-A383,河北德莱特机床附件制造有限公司,"Hebei Delaite Mahine Tool Manufacturing Co., Ltd.",12,18343,411,17044
E6-A385,山东鑫马智能装备有限公司,"Shandong xinma Intelligent Equipment Co. , Ltd.",12,16795,6500,0
E6-A386,科维利德（江苏）智能设备制造有限公司,"Kwlid (Jiangsu) Intelligent Equipment Manufacturing Co., Ltd.",12,17618,6674,17704
E6-A387,温岭市以利亚精密机械有限公司,"Wenling Elijah Precision Machinery Co., Ltd",12,16699,2828,18615
E6-A401,方冠（常州）数控科技有限公司,FANGGUAN    CNC  TECHNOLOGY,12,17761,5290,17637
E6-A402,上海六馨机械有限公司,Shanghai Liuxin Machinery Co. Ltd.,12,16727,310,19461
E6-A403,东莞市景益精密机械有限公司,"DONGGUAN JINGYI  PRECISION MACHINERY CO.,LTD",12,17008,6926,18563
E6-A405,硕佳博数控刀具（昆山）有限公司,"Shuojiabo CNC tool (Kunshan) Co., Ltd",12,17244,2570,17382
E6-A406,深圳市蓝蓝科技有限公司,"SHENZHEN BLUE TECHNOLOGY  CO.,LTD.",12,16359,3301,20640
E6-A411,深圳市德杰机械设备有限公司,"Shenzhen Dejie Machinery Equipment Co., Ltd.",12,16930,35,20316
E6-A412,苏州堡威技术有限公司,"SuZhou PowerWell Technology Co.,Ltd.",12,16590,2940,18483
E6-A413,嘉兴天合机械有限公司,"Jiaxing Tianhe Machinery Co. , Ltd.",12,16453,6406,0
E6-A421,浙江千洋传动技术有限公司,"Zhejiang Qianyang Transmission Technology Co., Ltd",12,17645,6747,19579
E6-A422,雷亿尔精密机械科技（常州）有限公司,"RAYER PRECISION MACHINERY TECHNOLOGY (CHANGZHOU) CO.,LTD",12,17866,267,17765
E6-A423,常州市铭源精密传动技术有限公司,"Changzhou Mingyuan Precise Transmission Technology Co., Ltd.",12,18023,70,17594
E6-A481,佛山德玛特智能装备科技有限公司,"Foshan DMT Intelligent Equipment Technology Co., Ltd.",12,17409,3343,20447
