台州市万龙达工量具制造有限公司,"Taizhou Wanlongda Tools & Measuring Tools Co. , Ltd.",E4-B281,,,,,,,,,
平原县众诚精密机械有限公司,"Ping Yuan Zhongcheng Pricesion Machinery Co., Ltd.",E4-B282,,,,,,,,,
常州市莱特佳工具有限公司,"Changzhou Laitejia Tools Co., Ltd.",E4-B283,,,,,,,,,
广东德玛士智能装备有限公司,"Guangdong Demas Intelligent Equipment Co.,Ltd",E4-B301,,,,,,,,,
上海丰禾精密机械有限公司,Shanghai FE MOVAC Precision Machine Ltd,E4-B302,,,,,,,,,
深圳市久久犇自动化设备股份有限公司,"ShenZhen JojoySeiko CO.,Ltd",E4-B303,,,,,,,,,
友机技术（上海）有限公司,"UJoin-Tech (ShangHai) Co., ltd.",E4-B305,,,,,,,,,
江门市新会区杰鹰自动化设备有限公司,"Jiangmen Xinhui District Jieying Automation Equipment Co., Ltd",E4-B311,,,,,,,,,
无锡杰瑞德自动化科技有限公司,"Wuxi Gerrytech Automation Co.,Ltd.",E4-B312,,,,,,,,,
昆山京元登精密机械有限公司,"Kunshan Jingyuandeng Precision Machinery Co., Ltd.",E4-B313,,,,,,,,,
大连杰科精密机械有限公司,"Dalian JieKe Precision Machinery Co.,Ltd",E4-B315,,,,,,,,,
宁波市东海精锐机械制造有限公司,JINGRUI&TOPSONIC,E4-B381,,,,,,,,,
山东耐特精工超硬刀具制造有限公司,"Shandong NaiTe Precision Superhard Tool Manufacturing Co.,Ltd.",E4-B382,,,,,,,,,
平原旭晟精密机械有限责任公司,pyxushengCNC,E4-B383,,,,,,,,,
台州市天雅数控刀具有限公司,"Taizhou Tianya Cutting Tools Co., Ltd.",E4-B385,,,,,,,,,
陕西渭河工模具有限公司,"Shaanxi Weihe Tool Co.,Ltd",E4-B386,,,,,,,,,
常州奇纳机械科技有限公司,"Changzhou Qina Machinery Technology Co., Ltd",E4-B387,,,,,,,,,
山东鲁重机床有限公司,SHANDONG LUZHONG MACHINE TOOL CO LTD,E4-B401,,,,,,,,,
山东鲁班数控机床有限公司,"Shandong Lu Ban Cnc Machine Tool Co. , Ltd.",E4-B402,,,,,,,,,
深圳市华亚数控机床有限公司,"SHENZHEN HUAYA CNC MACHINER CO., LTD.",E4-B403,,,,,,,,,
浙江华特数控机床有限公司,"ZHEJIANG HUATE CNC MACHINE TOOL CO.,LTD",E4-B405,,,,,,,,,
中品智能机械有限公司,Zhongpin intelligent Machinery co Ltd.,E4-B411,,,,,,,,,
东台瑞达丰科技有限公司,"Dongtai Rui Da Feng Technology Co., Ltd.",E4-B412,,,,,,,,,
常州市北德硬质合金有限公司,CHANGZHOU BEIDE TOOLS CO LTD,E4-B413,,,,,,,,,
台州市锐安硬质合金工具有限公司,"Taizhou Ruian Cemented Carbide Tools Co., Ltd.",E4-B415,,,,,,,,,
河南乐锐创智刀具有限公司,"Henan Lerui Chuangzhi Cutting Tools Co., Ltd",E4-B421,,,,,,,,,
芜湖市零一精密工具制造有限公司,"Wuhu Lingyi precision tools manufacturing Co.,Ltd.",E4-B422,,,,,,,,,
无锡湾流精工科技有限公司,WUXI WANGLIU PRECISION TECHNOLOGY CO.LTD,E4-B423,,,,,,,,,
平原昊天机械有限公司,"Pingyuan Haotian Machinery Co.,Ltd(Dezhou Haotian Imp & Exp Co.,Ltd)",E4-B425,,,,,,,,,
深圳市永翔精密工具有限公司,"Shenzhen Yongxiang Precision Tools Co., Ltd.",E4-B481,,,,,,,,,
东莞市日欣机电有限公司,"Dongguan RiXin Mechanical & Electrical Co. , Ltd.",E4-B482,,,,,,,,,
宁波中机松兰刀具科技有限公司,"Ningbo Songlan Cutting Tools Technology Co., Ltd.",E4-B483,,,,,,,,,
精瓷精密工具（江苏）有限公司,"Jingci Precision Tools (Jiangsu) Co., Ltd.",E4-B485,,,,,,,,,
宁波恒创工具有限公司,"Ningbo Hengchuang Tools Co., Ltd.",E4-B486,,,,,,,,,
常州利豪工具有限公司,"CHANGZHOU LIHAO TOOLS CO.,LTD",E4-B487,,,,,,,,,
常州红富士工具有限公司,HFS,E4-B501,,,,,,,,,
酷佧切削技术（四川）有限公司,"koocut cutting technology (sichuan) co., ltd.",E4-B502,,,,,,,,,
北京景年金刚石滚轮有限公司,"Beijing Jingnian Diamond Tools Co., Ltd.",E4-B503,,,,,,,,,
成都欣思瑞特工具有限公司,"Chengdu Xin-Thread Tools Co., Ltd.",E4-B505,,,,,,,,,
平原双正精密机械有限公司,"pingyuanshuangzhengPrecision MachineryCo.,Ltd",E4-B506,,,,,,,,,
上海西美工具进出口有限公司,"SAAME TOOLS (SHANGHAI) IMPORT & EXPORT CO .,LTD",E4-B507,,,,,,,,,
杭州博毅特机械工具有限公司,"Hangzhou Boyite Machine and Tools Co.,Ltd",E4-B508,,,,,,,,,
湖南齐鑫精密工具有限公司,Hunan QISN Precision Tools Co. Ltd,E4-B509,,,,,,,,,
大连三垒科技有限公司,"Dalian Sunlight Technology Co., Ltd.",E5-A001,,,,,,,,,
深圳市创世纪机械有限公司,"Shenzhen Create Century Machinery Co., Ltd.",E5-A101,,,,,,,,,
南京美克斯精密机械有限公司,"Nanjing Meikas precision Machinnery CO., Ltd.",E5-A181,,,,,,,,,
常州泽尔达机械有限公司,"ChangZhou Zerda Machine Co.,LTD.",E5-A182,,,,,,,,,
陕西精纬鸿博数控设备有限公司,"Shaanxi Jingwei Hongbo CNC equipment Co., LTD",E5-A183,,,,,,,,,
北京博鲁斯潘精密机床有限公司,"Beijing Prosper Precision Machine Tool Co., Ltd.",E5-A201,,,,,,,,,
意特利（上海）科技有限公司,"Yiteli (Shanghai) Technology Co., Ltd.",E5-A202,,,,,,,,,
江苏润德精密机械有限公司,"Jiangsu Runde precision machinery Co., Ltd",E5-A281,,,,,,,,,
苏州华集数控科技有限公司,"Suzhou Huajust CNC Technology Co., Ltd",E5-A282,,,,,,,,,
漳州市钜钢精密机械有限公司,"Zhang Zhou Jugang Precision Machinery CO.,LTD",E5-A283,,,,,,,,,
宁庆空天智能装备（南京）股份有限公司,"NingQing ASIE (Nanjing) Co., Ltd.",E5-A301,,,,,,,,,
南京新浙数控机床有限公司,"NANJING XINZHE CNC MACHINE TOOL CO.,LTD.",E5-A311,,,,,,,,,
富科达智能装备（浙江）股份有限公司,"Fukeda intelligent equipment(Zhejiang)Co.,Ltd",E5-A312,,,,,,,,,
浙江凯达机床股份有限公司,"Zhejiang Kaida Machine Tool Co., Ltd.",E5-A313,,,,,,,,,
南京四机机床有限公司,"Nanjing NO.4 Machine Tool Co. , Ltd.",E5-A381,,,,,,,,,
南京贝奇尔机械有限公司,"Nanjing Bijur Machinery Products Co., Ltd.",E5-A382,,,,,,,,,
宏腾数控刀具（山东）有限公司,"Hongteng NC tool (Shandong) Co. , Ltd.",E5-A383,,,,,,,,,
北京安德建奇数字设备股份有限公司,"Beijing Novick Digital Equipment Co., Ltd.",E5-A401,,,,,,,,,
浙江霸器智能装备股份有限公司,"Zhejiang Baqi Intelligent Equipment Co. , Ltd.",E5-A402,,,,,,,,,
福建合盈机械有限公司,Fujian Heying Machine Co.LTD,E5-A403,,,,,,,,,
广东商鼎智能设备有限公司,"STANDY Smart Co., Ltd",E5-A405,,,,,,,,,
广东润星科技有限公司,"Guangdong Harvest Star Technology Co., Ltd.",E5-A411,,,,,,,,,
至臻五轴机械（昆山）有限公司,"ZHIZHEN FIVE AXIS MACHINERY (KUNSHAN) CO.,LTD.",E5-A412,,,,,,,,,
上海谱港机床有限公司,"Shanghai Pugang Machine Tool Co., Ltd.",E5-A413,,,,,,,,,
杭州大天数控机床有限公司,"HANGZHOUDATIAN CNC MACHINE TOOL CO.,LTD.",E5-A421,,,,,,,,,
昆山友崴机械设备有限公司,KEILO,E5-A422,,,,,,,,,
侨将机床（重庆）有限公司,"Qiaojiang machine tool ( chongqing ) co., LTD",E5-A423,,,,,,,,,
无锡市新德科机械有限公司,"Wuxi Suntech Machinery Co., Ltd.",E5-A481,,,,,,,,,
常州德瓦斯数控工具有限公司,"Changzhou DEWAS CNC tools Co., LTD",E5-A482,,,,,,,,,
德州德强工贸有限公司,"Dezhou Deqiang Industry and Trade Co.,LTD",E5-A483,,,,,,,,,
常州唐北工具有限公司,tbgj,E5-A485,,,,,,,,,
常州市艾瑞特工具有限公司,"Changzhou Ai Rui Te Tools Co., Ltd",E5-A486,,,,,,,,,
上海毅普机械有限公司,ShanghaiYipu Machinery Co Ltd,E5-A487,,,,,,,,,
德州市盛达精密工具有限公司,"Dezhou Shengda Precision Tools Co., Ltd.",E5-A501,,,,,,,,,
台州市坚仕科工具有限公司,"TAIZHOU JANSCO TOOLS CO.,LTD",E5-A502,,,,,,,,,
德州博瑞精工有限公司,"Dezhou Borui Precision Co,,Ltd",E5-A503,,,,,,,,,
上海轴宝机械有限公司,"Shanghai Jinbao Machinery Co., Ltd",E5-A505,,,,,,,,,
北京双利丰科技发展有限公司,"Beijing Shuangfengli Technology Co., Ltd.",E5-A506,,,,,,,,,
象山华洋机床附件厂,Xiangshan Huayang Machinery Accessories Factory,E5-A507,,,,,,,,,
江苏众杰凌志切削技术有限公司,"Jiangsu Zhongjielingzhi Cutting Technology Co.,LTD",E5-A508,,,,,,,,,
科德数控股份有限公司,"Kede Numerical Control Co., Ltd.",E5-B001,,,,,,,,,
莆田市森达数控机械有限公司,"SENDA DATA MACHINERY CO., LTD. PUTIAN",E5-B181,,,,,,,,,
深圳市万嘉科技有限公司,"SINGACNC TECHNOLOGY CO.,LTD.",E5-B182,,,,,,,,,
上海拓璞数控科技股份有限公司,"Shanghai Top Numerical Control Technology Co.,Ltd",E5-B201,,,,,,,,,
山东喜力机床股份有限公司,"Shandong Xili Machine Tool Co,. Ltd.",E5-B211,,,,,,,,,
浙江金福隆机床附件有限公司,"ZHEJIANG JINFULONG MACHINE TOOL ACCESSORIES CO.,LTD",E5-B281,,,,,,,,,
滕州万隆机械有限公司,"Tengzhou Wellon Machinery Co.,Ltd",E5-B282,,,,,,,,,
平原嘉华机械有限公司,Pingyuan Jiahua Machinery Co.Ltd,E5-B283,,,,,,,,,
北京太航金属有限公司,"Beijing Taihang Metal Co.,Ltd",E5-B285,,,,,,,,,
宁波川景誉机械科技发展有限公司,"Ningbo Chuanjingyu Machinery Technology Development Co., Ltd",E5-B286,,,,,,,,,
苏州电加工机床研究所有限公司,"Suzhou Electromachining Machine Tool Research Institute Co., Ltd.",E5-B301,,,,,,,,,
深圳市星宏精密电解科技有限公司,"Xinghong Precision Electrochemical Technology Co., Ltd.",E5-B302,,,,,,,,,
汉奇数控科技（苏州）有限公司,"Suzhou Hanqi CNC Equipment Co., Ltd.",E5-B303,,,,,,,,,
苏州亚马森机床有限公司,"Suzhou Amasun Machine Tool Co., Ltd.",E5-B305,,,,,,,,,
北京市电加工研究所有限公司,"Beijing Instiute of Electro-machining Co.,Ltd.",E5-B306,,,,,,,,,
昆山瑞钧机械科技有限公司,"Kunshan Ruijun Machinery Co., Ltd.",E5-B311,,,,,,,,,
深圳市米尔迪克精密机械科技有限公司,"SHENZHEN MIRRORDICK PRECISION MACHINERY TECHNOLOGY CO., LTD.",E5-B312,,,,,,,,,
上海汉霸数控机电有限公司,"SHANGHAI HAN SPARK CNC MECHANICAL & ELECTRICAL CO.,LTD.",E5-B313,,,,,,,,,
苏州三光科技股份有限公司,"Suzhou Sanguang Science & Technology Co., Ltd.",E5-B315,,,,,,,,,
深圳迈菲精密有限公司,"Shenzhen Multi Field Precision Co., Ltd",E5-B381,,,,,,,,,
鸿时智能设备（苏州）有限公司,"Hongshi Intelligent Equipment(Suzhou) Co., LTD",E5-B382,,,,,,,,,
常州市洛锐电器有限公司,"Changzhou Luorui Electrical Appliance co., ltd.",E5-B383,,,,,,,,,
金美威(浙江)智能科技有限公司,"Jin Meiwei (Zhejiang) Intelligent Technology Co., Ltd",E5-B385,,,,,,,,,
苏州市宝玛数控设备有限公司,"Suzhou Baoma Numerical Control Equipment Co., Ltd.",E5-B401,,,,,,,,,
上海伊阳机械有限公司,"Shanghai Esuntek Machinery Co., Ltd.",E5-B402,,,,,,,,,
北京迪蒙斯巴克科技有限公司,"Beijing Diamond & Spark Science & Technology Co., Ltd.",E5-B403,,,,,,,,,
泰州东方数控机床有限公司,"Taizhou Dongfang CNC Machine Tool Co., Ltd.",E5-B405,,,,,,,,,
广东今一机械有限公司,"Guangdong Jinyi Machinery Co., Ltd.",E5-B411,,,,,,,,,
泰州市江洲数控机床制造有限公司,"TAIZHOU JIANGZHOU NUMERICAL CONTROL MACHINE TOOL MANUFACTURE CO.,LTD",E5-B412,,,,,,,,,
泰州文杰数控设备有限公司,TAIZHOUWENJIE CNC,E5-B413,,,,,,,,,
北京迪蒙卡特机床有限公司,"Beijing DMCUT Machine Tools Co.,Ltd.",E5-B415,,,,,,,,,
杭州华方数控机床有限公司,"Hangzhou Hua Fang CNC Machine Tools Co., Ltd.",E5-B421,,,,,,,,,
江苏塞维斯数控科技有限公司,"Jiangsu Service CNC Technology Co., Ltd.",E5-B422,,,,,,,,,
上海通用控制自动化有限公司,Shanghai General Control Co;Ltd,E5-B423,,,,,,,,,
苏州中谷实业有限公司,"Suzhou Zhonggu Machine & Electronic Technology Co., Ltd.",E5-B425,,,,,,,,,
泰州市同方数控机床有限公司,Taizhou Tongfang Nu merical Control Machine Tool Co.Ltd,E5-B431,,,,,,,,,
浙江三奇机械设备有限公司,"Zhejiang Sanqi Mechanical Equipment Co. , Ltd.",E5-B432,,,,,,,,,
江苏群基精密机械有限公司,"Jiangsu Qunji Precision Machinery Co. , Ltd.",E5-B433,,,,,,,,,
浙江艾格森智能制造有限公司,"Zhejiang Excellent Intelligent Manufacturing Co., Ltd",E5-B435,,,,,,,,,
苏州苏极电机械科技有限公司,"Suzhou Su Ji electric Machinery Technology Co., LTD",E5-B481,,,,,,,,,
苏州斯曼克磨粒流设备有限公司,"SU ZHOU SMKS ABRASIVE FLOW EQUIPMENT CO.,LTD",E5-B482,,,,,,,,,
江苏勃勒智能科技有限公司,"Jiangsu Bole Intelligent Technology Co.,Ltd",E5-B483,,,,,,,,,
苏州仁光智能科技有限公司,"Suzhou RAYGO Intelligent Technology Co., Ltd",E5-B485,,,,,,,,,
任丘市华众机床工具制造有限公司,"Renqiu Huazhong machine tool manufacturing co., ltd",E5-B501,,,,,,,,,
德州市启德精密机械有限公司,"Dezhou Qide Precision Machinery Co., Ltd.",E5-B502,,,,,,,,,
帕菲特精密工具（青岛）有限公司,"PARFITT Precision Tools (Qingdao) Co., Ltd",E5-B503,,,,,,,,,
常州卡内精密工具有限公司,"Changzhou Kanei Precision Tools Co., Ltd",E5-B505,,,,,,,,,
宁波光威磁电有限公司,"Ningbo Gloway Magnetic Manufacturing Co., Ltd.",E5-B506,,,,,,,,,
北京长力精密机械有限公司,"Beijing Changli Precision Machinery Co., Ltd.",E5-B507,,,,,,,,,
宁波恺天磁电科技有限公司,"NINGBO KAITIAN MAGNETO-ELECTRICITY TECHNOLOGY CO.,LTD.",E5-B508,,,,,,,,,
重庆尚煌科技有限公司,"Chongqing Shanghuang Technology Co. , Ltd.",E5-B509,,,,,,,,,
江西佳时特数控股份有限公司,"JiangXi Just Numerical Control Co.,Ltd",E6-A001,,,,,,,,,
扬州欧普兄弟机械工具有限公司,"Yangzhou Euro Brother Machine & Tools Co., Ltd.",E6-A002,,,,,,,,,
四川普什宁江机床有限公司,"Push Ningjiang Machine Tool Co., Ltd.",E6-A101,,,,,,,,,
深圳市汇川技术股份有限公司,"Shenzhen Inovance Technology Co., Ltd.",E6-A111,,,,,,,,,
杭州芝元机电有限公司,"Hangzhou Zhiyuan electromechanical Co., Ltd",E6-A112,,,,,,,,,
大连元利流体技术有限公司,"Dalian Really Fluid Technology Co., Ltd.",E6-A181,,,,,,,,,
科瑞斯(江门)智能制造有限公司,"Krius (Jiangmen) Intelligent Manufacture Co., Ltd",E6-A182,,,,,,,,,
江苏科瑞斯机件有限公司,"Jiangsu Krius Machine Partsanp Accessories Co., Ltd.",E6-A183,,,,,,,,,
山东蒂德精密机床有限公司,"Shandong Deed Precision Machine Tool Co., Ltd.",E6-A201,,,,,,,,,
南京震环智能装备有限公司,"Z-MaT Machine Tool Group Co., Ltd.",E6-A211,,,,,,,,,
深圳市齐天人工智能技术有限公司,"SHENZHEN QITIAN ARTIFICIAL INTELLIGENCE TECHNOLOGY CO., LTD.",E6-A281,,,,,,,,,
大连众恒自动化技术有限公司,"Dalian Zhongheng Automation Technologies Co., Ltd.",E6-A282,,,,,,,,,
沈阳维特自动化设备有限公司,"Shenyang Victor Automation Equipment Co., Ltd.",E6-A283,,,,,,,,,
泊头市北工智能设备有限公司,"Botou beigong Intelligent Equipment Co. , Ltd.",E6-A285,,,,,,,,,
沈阳马卡智工科技有限公司,SHENYANG MAKA MACHINE TOOL COMPANY,E6-A301,,,,,,,,,
纵晟（上海）精密机械有限公司,"SIEGLO (SHANGHAI) PRECISION MACHINERY CO., LTD",E6-A302,,,,,,,,,
江苏古田自动化股份有限公司,"Jiangsu Gutian Automation Co., Ltd.",E6-A311,,,,,,,,,
温岭市三和数控机床设备有限公司,"Wenling Sanhe CNC Equipment Co., Ltd.",E6-A312,,,,,,,,,
山东泰格尔数控机床附件有限公司,SHANDONG TIGER CNC MACHINE TOOL ACCESSORIES CO.LTD.,E6-A313,,,,,,,,,
江苏德速智能机械股份有限公司,"Jiangsu Desu Intelligent Machinery Co., Ltd",E6-A315,,,,,,,,,
上海青川机械配件有限公司,SHANGHAI QINGCHUAN MACHINERY&PARTS CO. LTD.,E6-A381,,,,,,,,,
河北德利机床附件制造有限公司,"Hebei Deli Mahine Tool Manufacturing Co., Ltd.",E6-A382,,,,,,,,,
河北德莱特机床附件制造有限公司,"Hebei Delaite Mahine Tool Manufacturing Co., Ltd.",E6-A383,,,,,,,,,
山东鑫马智能装备有限公司,"Shandong xinma Intelligent Equipment Co. , Ltd.",E6-A385,,,,,,,,,
科维利德（江苏）智能设备制造有限公司,"Kwlid (Jiangsu) Intelligent Equipment Manufacturing Co., Ltd.",E6-A386,,,,,,,,,
温岭市以利亚精密机械有限公司,"Wenling Elijah Precision Machinery Co., Ltd",E6-A387,,,,,,,,,
方冠（常州）数控科技有限公司,FANGGUAN CNC TECHNOLOGY,E6-A401,,,,,,,,,
上海六馨机械有限公司,Shanghai Liuxin Machinery Co. Ltd.,E6-A402,,,,,,,,,
东莞市景益精密机械有限公司,"DONGGUAN JINGYI PRECISION MACHINERY CO.,LTD",E6-A403,,,,,,,,,
硕佳博数控刀具（昆山）有限公司,"Shuojiabo CNC tool (Kunshan) Co., Ltd",E6-A405,,,,,,,,,
深圳市蓝蓝科技有限公司,"SHENZHEN BLUE TECHNOLOGY CO.,LTD.",E6-A406,,,,,,,,,
深圳市德杰机械设备有限公司,"Shenzhen Dejie Machinery Equipment Co., Ltd.",E6-A411,,,,,,,,,
苏州堡威技术有限公司,"SuZhou PowerWell Technology Co.,Ltd.",E6-A412,,,,,,,,,
嘉兴天合机械有限公司,"Jiaxing Tianhe Machinery Co. , Ltd.",E6-A413,,,,,,,,,
浙江千洋传动技术有限公司,"Zhejiang Qianyang Transmission Technology Co., Ltd",E6-A421,,,,,,,,,
雷亿尔精密机械科技（常州）有限公司,"RAYER PRECISION MACHINERY TECHNOLOGY (CHANGZHOU) CO.,LTD",E6-A422,,,,,,,,,
常州市铭源精密传动技术有限公司,"Changzhou Mingyuan Precise Transmission Technology Co., Ltd.",E6-A423,,,,,,,,,
佛山德玛特智能装备科技有限公司,"Foshan DMT Intelligent Equipment Technology Co., Ltd.",E6-A481,,,,,,,,,
江苏海湾精工科技有限公司,"JIANGSU GULF SEIKO TECHNOLOGY CO., LTD",E6-A482,,,,,,,,,
甲布拉（昆山）机械科技有限公司,"Jabala(Kunshan)Machine Technology Co.,Ltd",E6-A483,,,,,,,,,
河北政博机械制造有限公司,Hebei Zhengbo Machinery Manufacturing Co.LTD,E6-A485,,,,,,,,,
河北卡固通电气设备有限公司,"Hebei Kagutong Electrical Equipment Co., Ltd",E6-A486,,,,,,,,,
速博机械（苏州）有限公司,"SUPER Machinery Manufacturing Co.,Ltd-Suzhou",E6-A487,,,,,,,,,
台州迪泰电永磁科技有限公司,"Taizhou Ditai Electro-permanent magnetic Technology Co.,Ltd.",E6-A501,,,,,,,,,
南通嘉安机械有限公司,"Nantong Jiaan Machinery Co., Ltd.",E6-A502,,,,,,,,,
山东金增精密机械有限公司,"Shandong Jinzeng Precision Machinery Co.,Ltd",E6-A503,,,,,,,,,
河北华泽机械配件有限公司,HEBEI HUAZE MACHINERY ACCESSORIES CO.LTD.,E6-A505,,,,,,,,,
安徽鑫亿成精密机械有限公司,"Anhui xinyicheng Precision Machinery Co., Ltd",E6-A506,,,,,,,,,
河北晟拓机件制造有限公司,"Hebei Shengtuo Machine Tool Accessories Producing Co., Ltd.",E6-A507,,,,,,,,,
绍兴市威克精密机械有限公司,Weike Precision Machinery Ltd.,E6-A508,,,,,,,,,
苏州晓宇宙齿条科技有限公司,"Suzhou Global Rack Science & Technology Co., Ltd.",E6-A509,,,,,,,,,
华都精工（南通）精密机械有限公司,"Huadu (NanTong) Precision Machinery Co., Ltd",E6-B001,,,,,,,,,
江苏昊雄智能装备股份有限公司,"Jiangsu Haoxiong Intelligent Equipment Co., Ltd",E6-B002,,,,,,,,,
济南二机床集团有限公司,"JIER Machine Tool Group Co., Ltd.",E6-B101,,,,,,,,,
宁波市凯博数控机械有限公司,"Ningbo Kaibo CNC Machinery CO.,LTD.",E6-B102,,,,,,,,,
山东鲁南精工机械有限公司,"Shandong LN Seiko Machinery Co., Ltd.",E6-B103,,,,,,,,,
宝腾智能润滑技术（东莞）有限公司,"DONGGUAN BAOTENG MACHINERY CO., LTD",E6-B181,,,,,,,,,
浙江沪润智能装备有限公司,"Zhejiang Hurun Intelligent Equipment Co. , Ltd",E6-B182,,,,,,,,,
珠海格力智能装备有限公司,"Zhuhai Gree Intelligent Equipment Co., Ltd.",E6-B201,,,,,,,,,
广东钶锐锶数控技术股份有限公司,"Guangdong Precise Numerical Control Technology Co.,Ltd",E6-B211,,,,,,,,,
河北大恒重型机械有限公司,"Hebei Daheng Heavy Machinery Co., Ltd",E6-B212,,,,,,,,,
江苏优智享智能制造有限公司,"UIS Intelligent Manufacturing Co., Ltd.",E6-B213,,,,,,,,,
南京科润工业介质股份有限公司,"Nanjing Kerun Lubricants Co., Ltd.",E6-B281,,,,,,,,,
广东省机械研究所有限公司,"Guangdong Machinery Research Institute Co., Ltd.",E6-B282,,,,,,,,,
浙江流遍机械润滑有限公司,"Zhejiang Liubian Machinery Lubricating Co., Ltd.",E6-B283,,,,,,,,,
沈阳优服技术服务有限公司,Uservice,E6-B301,,,,,,,,,
乔那科数控装备（江苏）有限公司,"JONARC CNC Equipment (Jiangsu) Co., Ltd.",E6-B302,,,,,,,,,
江苏港星方能超声洗净科技有限公司,"Gangxing Faner Ultrasonic Cleaning Technology Co., Ltd.",E6-B303,,,,,,,,,
沈阳精锐数控机床有限公司,"Shenyang Jingrui CNC Machine Tools Co.,Ltd.",E6-B305,,,,,,,,,
山东海特数控机床有限公司,"SHANDONG HITE CNC MACHINE TOOL CO.,LTD",E6-B311,,,,,,,,,
昆山台功精密机械有限公司,taigong,E6-B312,,,,,,,,,
台州市神鹰机床有限公司,"SUNEAGLE Machine Tool Co., Ltd.",E6-B313,,,,,,,,,
威玛斯（南京）机械设备有限公司,WEMAS,E6-B315,,,,,,,,,
广东鸿旺鑫机械科技有限公司,"Guangdong Hongwangxin Machinery Technology Co., Ltd",E6-B381,,,,,,,,,
山东翰升科技发展有限公司,"Shandong Han Sheng Technology Development Co., Ltd.",E6-B382,,,,,,,,,
铭华泵业（浙江）有限公司,"Minghua Pump Industry (Zhejiang) Co., Ltd",E6-B383,,,,,,,,,
艾斯特（山东）机床附件有限公司,"Aster Machine Tool Accessories Co.,Ltd",E6-B385,,,,,,,,,
上海恒团工业设备有限公司,"Shanghai Hengtuan Industrial Equipment Co., Ltd",E6-B386,,,,,,,,,
临海市汉高机械科技有限公司,"Linhai Hangao Machinery Technology Co., Ltd.",E6-B387,,,,,,,,,
伊贝格（浙江）机械有限公司,"Mepro Mechanical Co., Ltd",E6-B401,,,,,,,,,
宝鸡雷博精密工业有限责任公司,"Baoji Laber Precision Industries Co., Ltd.",E6-B402,,,,,,,,,
江苏千竹机械制造有限公司,"Jiangsu QianZhu Machinery Manufacturing Co.,Ltd.",E6-B411,,,,,,,,,
深圳市朗恩精密科技有限公司,"Shenzhen Roneind Precision Technology Co.,Ltd.",E6-B412,,,,,,,,,
安克锐士（徐州）精密机械有限公司,Aklais,E6-B421,,,,,,,,,
江苏拓博制冷科技有限公司,"Jiangsu Top Refrigeration and Technology Co.,Ltd.",E6-B422,,,,,,,,,
黄山工业泵制造有限公司,"HUANGSHAN RSP MANUFACTURING CO.,LTD.",E6-B423,,,,,,,,,
富兰克科技（深圳）股份有限公司,"Francool Technology (Shenzhen) Co., Ltd.",E6-B425,,,,,,,,,
佛山市南海东旭液压机械有限公司,"Foshan Nanhai Dongxu Hydraulic Machinery Co., Ltd",E6-B431,,,,,,,,,
重庆新高机电有限公司,"CHONGQING XINGAO MECHANICAL AND ELECTRIC CO.,LTD.",E6-B432,,,,,,,,,
广东铨冠智能科技有限公司,GUANGDONG QUANGUAN INTELLIGENT TECHNOLOGY CO.LTD;,E6-B433,,,,,,,,,
江西省瑞科制冷科技有限公司,"JiangxiRuikeRefrigerationTechnologyCo.,Ltd.",E6-B435,,,,,,,,,
绍兴市松海机械设备有限公司,"SHAOXING SONGHAI MACHINERY EQUIPMENT CO., LTD.",E6-B481,,,,,,,,,
广东河谷流体科技股份有限公司,"Guangdong Herg Fluid Technology Co., Ltd",E6-B482,,,,,,,,,
嘉斐科技（武汉）股份有限公司,"Kaffee Technologies (Wuhan) Co.,Ltd.",E6-B483,,,,,,,,,
江苏峰超泵业有限公司,"JIANGSU FENGCHAO PUMP INDUSTRY CO.,LTD",E6-B485,,,,,,,,,
艾克塞斯（苏州）流体控制有限公司,"AXIS(SUZHOU)FLUID CONTROL CO.,LTD",E6-B486,,,,,,,,,
浙江大川传动机械有限公司,"Zhejiang Dachuan Transmission Machinery Co.,Lth",E6-B487,,,,,,,,,
山东省德州市金宇机械有限公司,"SHANDONG DEZHOU JINYU REDUCER CO.,LTD",E6-B501,,,,,,,,,
福比特（威海）精工科技有限公司,"FODBITS (WEIHAI) PRECISION TECHNOLOGY CO.,LTD",E6-B502,,,,,,,,,
河北普瑞西数控设备有限公司,"Hebei Prexi CNC Equipment Co., Ltd",E6-B503,,,,,,,,,
昆山美格仕精密工业有限公司,Megus International Corporation – Kunshan,E6-B505,,,,,,,,,
余姚市金业机械电器有限公司,"Yuyao Jinye Mechanical Electric Appliance Co.,LTD",E6-B506,,,,,,,,,
上海俊恒化工科技发展有限公司,"Shanghai Junheng Chemicalogy Development Co., Ltd.",E6-B507,,,,,,,,,
上海富优自动控制有限公司,"Shanghai 4New Control Co., Ltd.",E6-B508,,,,,,,,,
艾励特（上海）化学有限公司,"Elite (Shanghai) Chemical Co., Ltd.",E6-B509,,,,,,,,,
成都煜鼎特种加工技术有限公司,"CHENGDU YUDING SMART MANUFACTURING TECHNOLOGIES CO., LTD.",E7-A001,,,,,,,,,
北京北一机床有限责任公司,"Beijing No.1 Machine Tool Co., Ltd.",E7-A101,,,,,,,,,
上海罗拓自动化技术有限公司,"Shanghai Luotuo Automation Technology Co., Ltd.",E7-A181,,,,,,,,,
北京宇晨瑞翔精密机械有限公司,"Beijing Yuchen Ruixiang Precision Machinery Co., Ltd.",E7-A182,,,,,,,,,
