exhibitor_id,company_name,exhibitor_type,parent_exhibitor_id,area,hall,booth,detail_url,source_page,source_position
parent:332,"DEGIMA AI, Inc.",parent,,Next Generation Park,|,4H434,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,176
parent:48,"DELTA TOOLING CO., LTD.",parent,,General Exhibits,|,5H131,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,177
parent:138,Denso CORP.,parent,,General Exhibits,|,7H406,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,178
parent:281,"dentall Japan Co., Ltd.",parent,,Next Generation Park,|,4H431,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,179
parent:167,DENTSU INC.,parent,,General Exhibits,|,7H317,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,180
parent:97,Development of the Resilient Smart Network System against Natural Disaster,parent,,X (Transformation) Park,|,5H320,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,181
parent:254,Digital Mobility Society Pavilion,parent,,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,182
parent:254:co-exhibitor:1,"▸ Cadence Design Systems, Japan",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,183
parent:254:co-exhibitor:2,"▸ ITS Business Committee, Advanced Transportation Systems Division, JEITA",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,184
parent:254:co-exhibitor:3,▸ ITS Technology Enhancement Association,co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,185
parent:254:co-exhibitor:4,"▸ Institute of Science Tokyo, School of Engineering, Sakaguchi-Tran Lab",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,186
parent:254:co-exhibitor:5,"▸ KINGWAYTEK TECHNOLOGY CO., LTD.",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,187
parent:254:co-exhibitor:6,"▸ MLIT Ministry of Land, Infrastructure, Transport and Tourism Road Bureau",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,188
parent:254:co-exhibitor:7,▸ MONET Technologies Inc.,co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,189
parent:254:co-exhibitor:8,"▸ Megago Tech Co., Ltd.",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,190
parent:254:co-exhibitor:9,"▸ Rakuten Mobile, Inc.",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,191
parent:254:co-exhibitor:10,▸ SYSTEMS AND TECHNOLOGY CORPORATION,co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,192
parent:254:co-exhibitor:11,"▸ Smart Mobility Initiative, Super Smart Society Promotion Consortium",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,193
parent:254:co-exhibitor:12,▸ Sompo Japan Insurance Inc.,co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,194
parent:254:co-exhibitor:13,▸ TURING DRIVE INC.,co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,195
parent:254:co-exhibitor:14,"▸ Terasilic Co., Ltd.",co_exhibitor,254,X (Transformation) Park,|,6H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,196
parent:196,DINGTALK LIMITED,parent,,X (Transformation) Park,|,5H204,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,197
parent:124,"DKE Holding Co., Ltd.",parent,,General Exhibits,|,7H434,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,198
parent:133,DONGGUAN CE LINK LIMITED,parent,,General Exhibits,|,6H021,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,199
parent:137,"Dongguan Y-Star Precision Manufacturing Co.,Ltd.",parent,,General Exhibits,|,7H207,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,200
parent:376,DREAMBEER,parent,,General Exhibits,|,7H209,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,201
parent:262,DX Pavilion for Everyday Life,parent,,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,202
parent:262:co-exhibitor:1,"▸ ACCESS CO., LTD.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,203
parent:262:co-exhibitor:2,▸ Connectivity Standards Alliance Japan Interest Group,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,204
parent:262:co-exhibitor:3,▸ ACCEL LAB Ltd.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,205
parent:262:co-exhibitor:4,"▸ ACCESS CO., LTD.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,206
parent:262:co-exhibitor:5,▸ Allion Japan Inc.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,207
parent:262:co-exhibitor:6,"▸ Cybertrust Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,208
parent:262:co-exhibitor:7,"▸ DSR ASIA, CO., LTD",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,209
parent:262:co-exhibitor:8,"▸ HOMETACT Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,210
parent:262:co-exhibitor:9,"▸ LifeSmart Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,211
parent:262:co-exhibitor:10,"▸ MIWA LOCK CO., LTD.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,212
parent:262:co-exhibitor:11,"▸ NEC Platforms, Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,213
parent:262:co-exhibitor:12,▸ NXP Japan Ltd.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,214
parent:262:co-exhibitor:13,▸ Nordic Semiconductor,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,215
parent:262:co-exhibitor:14,▸ Panasonic Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,216
parent:262:co-exhibitor:15,▸ SEALSQ Japan K.K.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,217
parent:262:co-exhibitor:16,▸ STMicroelectronics K.K.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,218
parent:262:co-exhibitor:17,"▸ Shibutani Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,219
parent:262:co-exhibitor:18,▸ Silicon Labs,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,220
parent:262:co-exhibitor:19,"▸ SwitchBot, Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,221
parent:262:co-exhibitor:20,▸ TOPPAN INC.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,222
parent:262:co-exhibitor:21,▸ TÜV Rheinland Japan Ltd.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,223
parent:262:co-exhibitor:22,▸ X-HEMISTRY Inc.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,224
parent:262:co-exhibitor:23,▸ YKK AP Inc.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,225
parent:262:co-exhibitor:24,▸ conol Inc,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,226
parent:262:co-exhibitor:25,"▸ mui Lab, Inc.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,227
parent:262:co-exhibitor:26,▸ ECHONET Consortium,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,228
parent:262:co-exhibitor:27,▸ EDION Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,229
parent:262:co-exhibitor:28,"▸ JC-STAR System (IPA / Ministry of Economy, Trade and Industry)",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,230
parent:262:co-exhibitor:29,▸ BUFFALO INC.,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,231
parent:262:co-exhibitor:30,▸ Panasonic Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,232
parent:262:co-exhibitor:31,"▸ SECOM CO., LTD.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,233
parent:262:co-exhibitor:32,▸ SHARP CORPORATION,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,234
parent:262:co-exhibitor:33,▸ JEITA Healthcare Industries Board,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,235
parent:262:co-exhibitor:34,"▸ Fukuda Denshi Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,236
parent:262:co-exhibitor:35,"▸ Honda Motor Co., Ltd.",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,237
parent:262:co-exhibitor:36,"▸ Ministry of Land, Infrastructure, Transport and Tourism",co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,238
parent:262:co-exhibitor:37,▸ JEITA SMART HOME BOARD,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,239
parent:262:co-exhibitor:38,▸ EDION Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,240
parent:262:co-exhibitor:39,▸ Mitsubishi Electric Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,241
parent:262:co-exhibitor:40,▸ National Research Institute for Earth Science and Disaster Resilience,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,242
parent:262:co-exhibitor:41,▸ Rinnai Corporation,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,243
parent:262:co-exhibitor:42,▸ SHARP CORPORATION,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,244
parent:262:co-exhibitor:43,▸ TIGER CORPORATION 🎓,co_exhibitor,262,X (Transformation) Park,|,5H314,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,245
parent:260,East Japan Railway Company,parent,,X (Transformation) Park,|,5H323,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,246
parent:93,EGGHEAD Inc.,parent,,General Exhibits,|,7H417,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,247
parent:269,Ehime Prefectural Government,parent,,General Exhibits,|,7H203,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,248
parent:59,EHOMEWEI,parent,,General Exhibits,|,8H131,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,249
parent:94,Elup System Corp.,parent,,Next Generation Park,|,4H155,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,250
parent:368,"EmbodyMe, Inc",parent,,General Exhibits,|,7H515,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,251
parent:237,"EnergyColoring, inc.",parent,,Next Generation Park,|,4H437,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,252
parent:360,"Engineering Design Project, Institute of Science Tokyo",parent,,Next Generation Park,|,4H414,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,253
parent:157,"eTRUST Co., Ltd.",parent,,X (Transformation) Park,|,5H322,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,254
parent:1028,EU Pavilion,parent,,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,255
parent:1028:co-exhibitor:1,▸ EU-Japan Centre for Industrial Cooperation / Enterprise Europe Network Japan,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,256
parent:1028:co-exhibitor:2,▸ Apeiron Intelligence,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,257
parent:1028:co-exhibitor:3,▸ Axelera AI BV,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,258
parent:1028:co-exhibitor:4,▸ Cynteract GmbH,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,259
parent:1028:co-exhibitor:5,▸ Druid Software Limited,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,260
parent:1028:co-exhibitor:6,▸ Durance AI,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,261
parent:1028:co-exhibitor:7,▸ FACIL'iti,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,262
parent:1028:co-exhibitor:8,▸ GReD,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,263
parent:1028:co-exhibitor:9,▸ InnoviGuard AB,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,264
parent:1028:co-exhibitor:10,"▸ Ministry of Energy, Commerce & Industry of Cyprus / Cyprus Trade Center in Japan",co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,265
parent:1028:co-exhibitor:11,▸ NATIXAR,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,266
parent:1028:co-exhibitor:12,▸ Neuralio,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,267
parent:1028:co-exhibitor:13,▸ RIoT Secure,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,268
parent:1028:co-exhibitor:14,▸ Scriptide,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,269
parent:1028:co-exhibitor:15,▸ Softech,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,270
parent:1028:co-exhibitor:16,▸ Sparsity Technologies,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,271
parent:1028:co-exhibitor:17,▸ Spinnistart OU,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,272
parent:1028:co-exhibitor:18,▸ Think Ahead Technologies GmbH,co_exhibitor,1028,Global Park,|,4H502,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,273
parent:305,"EVORIX Co., Ltd.",parent,,General Exhibits,|,5H431,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,274
parent:292,Fenrir,parent,,General Exhibits,|,8H404,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,275
parent:92,Findy Inc.,parent,,General Exhibits,|,4H620,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,276
parent:316,"Flexible Electronics, Innovation Center for Organic Electronics, Yamagata University",parent,,Next Generation Park,|,4H418,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,277
parent:153,"Flora Co., Ltd",parent,,Next Generation Park,|,4H427,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,278
parent:65,"Flyby Co., Ltd.",parent,,Next Generation Park,|,4H337,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,279
parent:170,"Flyle, inc.",parent,,X (Transformation) Park,|,4H537,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,280
parent:114,"FORUM8 Co., Ltd.",parent,,General Exhibits,|,7H115,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,281
parent:1179,"FSMC Co., Ltd.",parent,,Next Generation Park,|,4H335,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,282
parent:256,FUJIFILM Business Innovation Corp.,parent,,General Exhibits,|,8H123,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,283
parent:183,Fujitsu Limited,parent,,General Exhibits,|,6H251,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,284
parent:399,FUKUOKA Smart EAST Promotion Consortium,parent,,General Exhibits,|,5H434,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,285
parent:151,Fukuoka City Government,parent,,General Exhibits,|,5H433,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,286
parent:219,Fukuoka Prefectural Semiconductor & Digital Industry Development Council,parent,,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,287
parent:219:co-exhibitor:1,▸ Advantech Japan Corp.,co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,288
parent:219:co-exhibitor:2,"▸ Braveridge Co., Ltd.",co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,289
parent:219:co-exhibitor:3,"▸ FDsystem Co.,Ltd.",co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,290
parent:219:co-exhibitor:4,"▸ INAK SYSTEM Co.,Ltd",co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,291
parent:219:co-exhibitor:5,"▸ Kobot,lnc",co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,292
parent:219:co-exhibitor:6,▸ LOGICAL PRODUCT CORPORATION,co_exhibitor,219,General Exhibits,|,7H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,293
parent:232,Fukushima Prefecture,parent,,General Exhibits,|,7H318,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,294
parent:266,FUTATSU SHOJI CORPORATION,parent,,General Exhibits,|,7H403,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,295
parent:140,"GC-PF Co., Ltd.",parent,,Next Generation Park,|,4H135,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,296
parent:195,"GENSEKI Co.,Ltd.",parent,,Next Generation Park,|,4H336,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,297
parent:304,"Gicho business communications Co.,Ltd.",parent,,General Exhibits,|,8H119,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,298
parent:294,"Gijutsu-Hyoron Co., Ltd.",parent,,General Exhibits,|,8H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,299
parent:321,Global Digital Innovation Network,parent,,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,300
parent:321:co-exhibitor:1,▸ AM Management CORP.,co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,301
parent:321:co-exhibitor:2,▸ BUPTLE,co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,302
parent:321:co-exhibitor:3,"▸ DeepSearch, Inc.",co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,303
parent:321:co-exhibitor:4,"▸ IPIN LABS Co., LTD",co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,304
parent:321:co-exhibitor:5,"▸ Korea Body Information Co., Ltd.",co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,305
parent:321:co-exhibitor:6,▸ Neurofusion Inc.,co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,306
parent:321:co-exhibitor:7,"▸ Sendbird, Inc.",co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,307
parent:321:co-exhibitor:8,▸ VCAT AI,co_exhibitor,321,General Exhibits,|,7H214,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,308
parent:349,"Good Planning Co., Ltd.",parent,,General Exhibits,|,7H516,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,309
parent:1261,"Graduate School of Information Science and Technology, Hokkaido University",parent,,Next Generation Park,|,4H129,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,310
parent:200,"HAMAI ELECTRIC LAMP CO., LTD.",parent,,General Exhibits,|,8H008,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,311
parent:377,"Haneishi Industrial Intelligence Institute, Inc.",parent,,Next Generation Park,|,4H139,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,312
parent:1291,Hellohas Robotics inc.,parent,,General Exhibits,|,8H018,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,313
parent:231,HIBARI Inc.,parent,,Next Generation Park,|,4H327,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,314
parent:223,"Hitachi, Ltd.",parent,,General Exhibits,|,7H010,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,315
parent:34,"HOKURIKU ELECTRIC INDUSTRY CO., LTD.",parent,,General Exhibits,|,7H206,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,316
parent:56,"Honda R&D Co.,Ltd.",parent,,General Exhibits,|,8H225,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,317
parent:180,Hong Kong Trade Development Council,parent,,General Exhibits,|,7H420,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,318
parent:207,"Hosei University/Kyushu Institute of Technology/Tokyo University of Agriculture and Technology/University of Nagasaki/Wakayama University, ""CREST: Privacy-centric Information Infrastructure""",parent,,Next Generation Park,|,4H213,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,319
parent:90,Human Academy IT＆Business College,parent,,Next Generation Park,|,4H305,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,320
parent:89,Hutzper inc.,parent,,Next Generation Park,|,4H150,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,321
parent:67,"Ideascale Japan, Inc.",parent,,Next Generation Park,|,4H419,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,322
parent:55,"Imanaga Electric Ind.co.,LTD./ENG Electric Co., Ltd.",parent,,General Exhibits,|,7H323,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,323
parent:53,Industrial Property Cooperation Center,parent,,General Exhibits,|,8H026,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,324
parent:248,Information Processing Society of Japan,parent,,General Exhibits,|,7H405,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,325
parent:72,inMirrors Inc.,parent,,General Exhibits,|,7H412,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,326
parent:103,INMO,parent,,X (Transformation) Park,|,6H204,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,327
parent:288,Innov8 Inc,parent,,X (Transformation) Park,|,5H115,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,328
parent:288:co-exhibitor:1,▸ Otoz.Ai Japan Inc,co_exhibitor,288,X (Transformation) Park,|,5H115,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,329
parent:263,"Innovation Platform Agency, Japan",parent,,X (Transformation) Park,|,6H111,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,330
parent:247,"INOEL/ROEL, Yamagata University",parent,,Next Generation Park,|,4H416,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,331
parent:277,Institute of SCIENCE TOKYO; Nakamoto Lab.,parent,,Next Generation Park,|,4H415,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,332
parent:318,"Interverse Social Implementation Promotion Meta-Consortium（National Institute of Advanced Industrial Science and Technology）, Human Augmentation Consortium（NTT DOCOMO）",parent,,X (Transformation) Park,|,6H242,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,333
parent:318:co-exhibitor:1,"▸ NTT DOCOMO, INC.",co_exhibitor,318,X (Transformation) Park,|,6H242,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,334
parent:318:co-exhibitor:2,▸ National Institute of Advanced Industrial Science and Technology,co_exhibitor,318,X (Transformation) Park,|,6H242,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,335
parent:391,"iPX Co., Ltd.",parent,,General Exhibits,|,8H208,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,336
parent:385,"ISCEC-Japan Co.,Ltd",parent,,General Exhibits,|,7H509,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,337
parent:148,"ISHII HYOKI CO., LTD.",parent,,General Exhibits,|,8H116,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,338
parent:372,Ishikawa Prefecture（Noto area）,parent,,General Exhibits,|,7H513,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,339
parent:398,Itumo.inc,parent,,Next Generation Park,|,4H429,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,340
parent:163,"IVIS, Inc.",parent,,General Exhibits,|,8H015,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,341
parent:307,Iwasaki Gakuen Information Science College,parent,,Next Generation Park,|,4H126,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,342
parent:251,Iwate Prefectural University,parent,,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,343
parent:251:co-exhibitor:1,"▸ Defios Co., Ltd.",co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,344
parent:251:co-exhibitor:2,"▸ Fukken Gijyutsu Consultants Co.,Ltd",co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,345
parent:251:co-exhibitor:3,▸ Ihatov Area Information Management,co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,346
parent:251:co-exhibitor:4,▸ Innove Bridge Takizawa,co_exhibitor,251,Next Generation Park,|,4H001-006,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,347
