"title","title href","subtitle"
"Jiangsu Boren Culture & Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7452","Halls 5F-G: 2307"
"Jinma Rides","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=218","Halls 5B-E: 518"
"Jora Vision","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1286","Halls 5B-E: 122"
"Kaiqi Group Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339120","Halls 5B-E: 140"
"Kaiwen Amusement","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10496","Halls 5F-G: 2619"
"Kanopeo - Swiss Aerials Adventures","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4252","Halls 5F-G: 2223"
"KCC BV","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=510","Halls 5B-E: 913"
"KHG Bergmann GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339113","Halls 5F-G: 2516"
"Kingsmen Exhibits Pte Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1203","Halls 5B-E: 302"
"KristallTurm GmbH & Co.KG","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2888","Halls 5B-E: 1814"
"LaserBlast","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339112","Halls 5F-G: 2306"
"Laserforce International","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8708","Halls 5B-E: 501"
"LaserTag.com by Zone","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=238","Halls 5B-E: 625"
"LCI Productions Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339133","Halls 5F-G: 2531"
"Legacy Entertainment","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1204","Halls 5B-E: 1602"
"Leisure Activities Co., LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1217","Halls 5B-E: 1002"
"Leisure Development Partners","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1553","Halls 5B-E: 1937"
"Leisure Japan 2026","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339158","Halls 5F-G: 2123"
"Leon Amusement Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339111","Halls 5F-G: 2323"
"Leverage Science and Technologies Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339127","Halls 5F-G: 2113"
"Liaoning Songling Amusement Equipment Manufacturing Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339090","Halls 5F-G: 2523"
"Liben Group Wenzhou Toy Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3218","Halls 5B-E: 229"
"LightUpToys.com","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=693","Halls 5B-E: 1922"
"LOST - more than just escape games","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339175","Halls 5F-G: 2210"
"LUC Urethanes, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4903","Halls 5B-E: 135"
"Mack Rides GmbH & Co. KG","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=36","Halls 5B-E: 818"
"ManMiao Textile Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339151","Halls 5F-G: 2427"
"Martin & Vleminckx Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=263","Halls 5B-E: 1522"
"Mascot Enterprise","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5736","Halls 5B-E: 428"
"Mee Industries, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339121","Halls 5F-G: 2430"
"Mich Playground Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2996","Halls 5B-E: 611"
"MIXR","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339038","Halls 5B-E: 1822"
"MORCREATE INC.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339172","Halls 5F-G: 2606"
"Moser's Rides S.r.l.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=353","Halls 5B-E: 1605"
"MT-ELECTRONIC GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339088","Halls 5B-E: 1219"
"Murphys Waves Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=369","Halls 5B-E: 1402"
"Nanjing Fagao Electronics Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8562","Halls 5B-E: 528"
"NANJING LOPU","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339015","Halls 5B-E: 234"
"Nanjing Wande Sports Industry Group Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339072","Halls 5B-E: 212"
"Nano Systems H.K. Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4118","Halls 5F-G: 2620"
"Neijiang Huaxin Art Fountain Factory","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8998","Halls 5F-G: 2609"
"Neofuns Amusement Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3689","Halls 5B-E: 409"
"Neveplast SRL","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=828","Halls 5B-E: 115"
"NinescapeLand Amusement Equipment Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339164","Halls 5F-G: 2328"
"Ningbo SIDANA Rope Net Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339105","Halls 5B-E: 1319"
"Ningbo Sinoknit Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339085","Halls 5B-E: 134"
"Noki Asia Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8772","Halls 5B-E: 731"
"Noki Asia Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8772","Halls 5B-E: 732"
"OASYS Water Park Systems","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10071","Halls 5B-E: 2005"
"OCT Vision Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2699","Halls 5F-G: 2420"
"On Hold for Grandeur","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339119","Halls 5F-G: 2412"
"OneWorld Composite Fabrication Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4474","Halls 5B-E: 926"
"Oplay Solution (Shanghai) Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10154","Halls 5B-E: 1934"
"Outdoor Experience Training Centre Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339159","Halls 5B-E: 837"
"Paokai Electronic Enterprise Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=374","Halls 5B-E: 525"
"Park + Associates","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8505","Halls 5B-E: 308"
"Pico Play Pty Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2164","Halls 5B-E: 1910"
"Pictureworks Pte Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2978","Halls 5B-E: 206"
"Pixel Games GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8801","Halls 5B-E: 402"
"Play Culture Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339032","Halls 5F-G: 2313"
"PMS International Group PLC","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339116","Halls 5F-G: 2330"
"Polgun Waterparks & Attractions","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5599","Halls 5B-E: 1940"
"Polysoft Pty Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2905","Halls 5B-E: 407"
"Premier Rides, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=246","Halls 5B-E: 1413"
"Preston & Barbieri S.r.l.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=6","Halls 5B-E: 117"
"Pro-AV Systems Co. Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339037","Halls 5B-E: 1635"
"ProAVANTI - Passo Avanti Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339179","Halls 5F-G: 2424"
"project: syntropy GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5113","Halls 5B-E: 1005"
"Prominent Technology Enterprise Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2899","Halls 5F-G: 2610"
"ProSlide Technology, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=130","Halls 5B-E: 1702"
"PurrPlay Amusement","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10545","Halls 5B-E: 536"
"QubicaAMF","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=462","Halls 5B-E: 702"
"RCI Adventure Products","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=397","Halls 5B-E: 2011"
"Realice Ice Rink Technologies","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7630","Halls 5F-G: 2410"
"Redbone Products, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=326","Halls 5B-E: 1010"
"Reverchon / SAMC","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3550","Halls 5B-E: 430"
"RIDES AND FUN ITALY","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2574","Halls 5B-E: 910"
"Ripples Engineering Pvt. ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339043","Halls 5B-E: 632"
"Rocky Mountain Coasters","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339070","Halls 5B-E: 826"
"RWS Global","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=196","Halls 5B-E: 322"
"S&S Worldwide","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4","Halls 5B-E: 1622"
"Sacoa Cashless System","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=443","Halls 5B-E: 516"
"Sally Dark Rides","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=48","Halls 5B-E: 218"
"Sanderson Global","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1188","Halls 5B-E: 902"
"Sansei Technologies, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8432","Halls 5B-E: 1518"
"SARTORI","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=49","Halls 5B-E: 1412"
"SBF-VISA Group","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=166","Halls 5B-E: 118"
"Semnox Solutions","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1252","Halls 5B-E: 318"
"Severn Lamb & Trams International","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=98","Halls 5B-E: 1115"
"Shanghai Dasheng Sign Co.,Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7294","Halls 5B-E: 106"
"Shanghai Jego Play Facilities Group Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8757","Halls 5B-E: 631"
"Shanghai Max Architectural Landscape Decoration Design Engineering Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4926","Halls 5B-E: 1816"
"Shanghai Tricon Outdoor Products Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339130","Halls 5F-G: 2215"
"Shanghai Uniquewit construction Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339174","Halls 5F-G: 2615"
"Shanxi DuoLe Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339010","Halls 5B-E: 228"
"Shenzhen LSL Technolgy Co.,Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8074","Halls 5F-G: 2119"
"Shenzhen Union Smart Card Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10372","Halls 5F-G: 2514"
"SHENZHEN YinRui Wristbands Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339096","Halls 5B-E: 1316"
"Shiji Group","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=6007","Halls 5B-E: 1640"
"ShowTex Hong Kong Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5846","Halls 5B-E: 602"
"Simtec Systems","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=236","Halls 5B-E: 418"
"Sindrax Technology Co.,Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7156","Halls 5B-E: 2033"
"SkiData Parking Systems Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3708","Halls 5F-G: 2211"
"Sota Robotics (HK) Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339167","Halls 5F-G: 2126"
"SPACEONE Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339166","Halls 5F-G: 2432"
"StarThing Technology","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339124","Halls 5F-G: 2411"
"Sub Sea Systems, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5211","Halls 5B-E: 510"
"Sunflower Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339095","Halls 5B-E: 1318"
"Sunkid GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2809","Halls 5B-E: 406"
"Synergy Waterpark Rides Pvt. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3593","Halls 5F-G: 2602"
"Tailong International Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2891","Halls 5B-E: 532"
"Taki Playground Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339152","Halls 5F-G: 2429"
"Technical Park srl","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=552","Halls 5B-E: 906"
"TechnoAlpin SpA","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5789","Halls 5B-E: 613"
"Themed Entertainment Association (TEA)","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=219","Halls 5B-E: 1113"
"Themics Philippines Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8109","Halls 5B-E: 522"
"Tianjin Brother Tourist Train Co.,Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1174","Halls 5B-E: 526"
"Triotech","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=424","Halls 5B-E: 1418"
"TUV SUD Industrie Service GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2424","Halls 5B-E: 1013"
"Twelve Design (Guangzhou) Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339008","Halls 5B-E: 126"
"TÜV NORD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4260","Halls 5F-G: 2607"
"UNIS Technology HK Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=470","Halls 5B-E: 808"
"Uremet Corporation","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=274","Halls 5B-E: 1709"
"Vale Theme Art","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7920","Halls 5B-E: 835"
"Van Stone Conveyor, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=221","Halls 5F-G: 2305"
"Vekoma Rides","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=57","Halls 5B-E: 1718"
"VENU+","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=211","Halls 5B-E: 1928"
"Viewpoint Videos Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339102","Halls 5B-E: 438"
"Virtual Reality Slide","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339168","Halls 5F-G: 2426"
"Wahlap Technology","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2739","Halls 5B-E: 101"
"Walltopia","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3071","Halls 5B-E: 1502"
"Water Technology, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=85","Halls 5B-E: 540"
"Wavesurfer","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1238","Halls 5B-E: 1009"
"Wenzhou 360 Inflatable Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8046","Halls 5F-G: 2212"
"Wenzhou Pokiddo Amusement Toys Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8145","Halls 5B-E: 314"
"WEO Design Concept Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2912","Halls 5B-E: 505"
"WEWIN GO KART","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339141","Halls 5F-G: 2127"
"Whirley-DrinkWorks!","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339148","Halls 5F-G: 2112"
"WhiteWater","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=62","Halls 5B-E: 722"
"WhiteWater Water Rides","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339156","Halls 5B-E: 821"
"Wibit Sports","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1148","Halls 5B-E: 1902"
"Wiegand Josef GMBH & Co. KG","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4762","Halls 5B-E: 1909"
"wiegand.waterrides GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2546","Halls 5B-E: 1808"
"Wild Republic","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339135","Halls 5F-G: 2115"
"World Waterpark Association","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=75","Halls 5B-E: 1607"
"X-KART & X-UTV","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10094","Halls 5B-E: 1930"
"Xcube Thematic Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339140","Halls 5F-G: 2205"
"Xiaofeixia Amusement Equipment Group Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339131","Halls 5F-G: 2529"
"YDL","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339079","Halls 5B-E: 1307"
"Yifun Life","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339020","Halls 5B-E: 340"
"Yonglang Group Co.Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7038","Halls 5B-E: 125"
"YPFuns Global","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10313","Halls 5B-E: 737"
"Yuehua Industry Co.Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1205","Halls 5B-E: 609"
"Yuto (Guangzhou) Amusement Equipment Co.Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8694","Halls 5B-E: 1508"
"Zamperla Group","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=66","Halls 5B-E: 918"
"Zhejiang Juma Entertainment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4881","Halls 5B-E: 1026"
"Zhejiang Nanfang Cultural and Tourism Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2992","Halls 5B-E: 1708"
"Zhejiang Tianyou Railway Equipment Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10171","Halls 5F-G: 2408"
"ZHENGZHOU HOTFUN PARK RIDES CO., LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8798","Halls 5B-E: 1914"
"Zhengzhou Huajin Amusement Equipment Co.,ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339132","Halls 5F-G: 2627"
"Zhengzhou Limeiqi Amusement Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5134","Halls 5B-E: 2035"
"Zhengzhou Tonle Inflatables Co.,Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339009","Halls 5B-E: 1737"
"Zhengzhou Wanle Amusement Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2995","Halls 5B-E: 113"
"Zhengzhou Wolong Amusement Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1197","Halls 5B-E: 513"
"Zhengzhou Yueton Amusement Equipment Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339106","Halls 5F-G: 2216"
"Zhongshan Luck & Jinying Amusement Machine Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=633","Halls 5B-E: 2027"
"ZHUJI MEIJIN KNITTING CO., LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339091","Halls 5F-G: 2624"
"Zhuoyuan Co.,Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5086","Halls 5B-E: 738"
"ZIERER Karussell- und Spezialmaschinenbau GmbH & Co. KG","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=67","Halls 5B-E: 422"
"Zigong Chuangying Intelligent Technology Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5151","Halls 5F-G: 2525"
"Zigong City Ocean Art Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5512","Halls 5B-E: 2029"
"Zigong Haitian Culture Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339092","Halls 5B-E: 1304"
